Folder_name,File_name,B1_1,B1_2,B1_3,B1_4,B2_1,B2_2,B2_3,B2_4
Beta_1.80,M357,0.90046397859715,0.713844033421038,0.505310110856432,0.328562858843473,0,0,0,0
Beta_1.80,M358,0.955038980767749,0.781262277278787,0.534704806493969,0.328022151040332,0,0,0,0
Beta_1.80,M359,1.01877810383574,0.862453157180348,0.659907239974209,0.337045274696822,0,0,0,0
Beta_1.80,M360,1.0913979686413,1.00466883802243,0.799944921161702,0.384739678189454,0,0,0,0
Beta_1.80,M361,1.20505463241718,1.234045478534,0.940940122438974,0.471286534094207,0,0,0,0
Beta_1.80,M362,1.42097087777865,1.44604248735419,1.0812956791399,0.582333728830938,0,0,0,0
Beta_1.80,M363,1.64891267523718,1.61386843342885,1.21311176570615,0.699755718879417,0,0,0,0
Beta_1.80,M364,1.81659031997419,1.7328083769988,1.31720725355633,0.797790375707817,0,0,0,0
Beta_1.80,M365,1.91476708112033,1.80407977435647,1.38434062327383,0.86271251091963,0,0,0,0
Beta_1.80,M366,1.93184121231691,1.81406681064544,1.39400292189443,0.872191157394809,0,0,0,0
Beta_1.80,M367,1.87943601574898,1.76738666919998,1.3487395771325,0.828383391094695,0,0,0,0
Beta_1.80,M368,1.78015371278427,1.68091380196343,1.26685100772039,0.750815899076617,0,0,0,0
Beta_1.80,M369,1.63393852153787,1.55667995368455,1.18093756689334,0.647946287490818,0,0,0.00101144447439613,0
Beta_1.80,M370,1.44365972933039,1.39403284127075,1.12230620896179,0.537408022348035,0,0,0,0
Beta_1.80,M371,1.26223216424368,1.28802618978214,1.05644900808815,0.470175914256697,0,0,0.000606530659712634,0
Beta_1.80,M372,1.29650960200092,1.34226717586051,1.08830411581577,0.485477491050004,0,0,0.000606530674942614,0
Beta_1.80,M373,1.50436993945552,1.42252852812227,1.1204677534448,0.526683868474806,0,0,0.000135335283236613,0
Beta_1.80,M374,1.72965416961521,1.5847793254706,1.13830310969792,0.590160828508059,0,0,1.75568809785483e-66,0
Beta_1.80,M375,1.90632311301906,1.74623371123039,1.17007006092081,0.658263319208651,0,0,0,0
Beta_1.80,M376,2.02836672583175,1.88151472623465,1.27290002975369,0.719070421975015,0,0,0,0
Beta_1.80,M377,2.08266212852402,1.96912404776459,1.36093904484709,0.762021059199468,0,0,1.11089965382423e-05,0
Beta_1.80,M378,2.07715094498652,2.00764720763581,1.42142447169232,0.788418450832393,0,0,0,0
Beta_1.80,M379,1.98308087717744,1.95982847568293,1.40802952728574,0.75588709657991,0,0,0.000606530659712634,0
Beta_1.80,M380,1.8432954243415,1.85582613848464,1.35605774110177,0.698125927389432,0,0,5.38018616002122e-35,0
Beta_1.80,M381,1.71724357319792,1.72518097685611,1.30189482148305,0.652328425632131,0,0,1.26641655490942e-17,0
Beta_1.80,M382,1.58257889878447,1.52245099103278,1.1749375353428,0.559638000155657,0,0,2.00500878196166e-40,0
Beta_1.80,M383,1.41867246822752,1.33212212505576,0.984916320729763,0.454626301461891,0,0,9.50144065020805e-255,0
Beta_1.80,M384,1.21885527381644,1.16221443215708,0.779293594051992,0.393938891700861,0,3.51137619570966e-66,0,0
Beta_1.80,M385,1.00151136998867,0.973205912976747,0.685796733707482,0.365048847510622,0,0,0,0
Beta_1.80,M386,0.829171376929997,0.799313485170036,0.643429380428203,0.341064564471856,0,0,0,0
Beta_1.80,M387,0.680818883400534,0.584442339022576,0.504912250170817,0.234499722648368,0,0,0,0
Beta_1.80,M388,0.675126058855855,0.564644101850632,0.4701354530852,0.239796141235113,0,0,0,0
Beta_1.80,M389,0.690733060564036,0.573322180475993,0.420208273458665,0.248784143450464,0,0,0,0
Beta_1.80,M390,0.123584047488138,1.0183023608937e-07,6.62211937658232e-27,2.82879994830195e-59,0,0,0,0
Beta_1.80,M391,0.165101712483442,0.000148293078101032,3.88704447895624e-14,2.66111156223838e-30,0,0,0,0
Beta_1.80,M392,0.222264424079179,0.00615277653525972,7.95334890906897e-08,4.50119023087702e-16,0,0,0,0
Beta_1.80,M393,0.85559764176038,0.67073055367537,0.504335386823563,0.329734959647034,0,0,0,0
Beta_1.80,M394,0.90146664023942,0.714927404966163,0.505427611656278,0.328563705979138,0,0,0,0
Beta_1.80,M395,0.956041030657763,0.782468291787997,0.52869784474442,0.328051338651182,0,0,0,0
Beta_1.80,M396,1.02078170857138,0.86445268153512,0.652090489971456,0.336444561331619,0,0,0,0
Beta_1.80,M397,1.08970015316764,0.99200422469912,0.793153919117713,0.381292541104894,0,0,0,0
Beta_1.80,M398,1.19196735173625,1.21568116501856,0.934182931192769,0.465837764101099,0,0,0,0
Beta_1.80,M399,1.39864949057912,1.43247106802867,1.0760685773695,0.577584352831617,0,0,0,0
Beta_1.80,M400,1.62651416752833,1.6013388486354,1.20509601879465,0.69202479378555,0,0,0,0
Beta_1.80,M401,1.79958687348635,1.7225474735829,1.30926023493792,0.790045592329702,0,0,0,0
Beta_1.80,M402,1.9019600004353,1.79592560878558,1.37763170728249,0.856126238746848,0,0,0,0
Beta_1.80,M403,1.91935417003265,1.80526047333294,1.38612288226459,0.864469513739725,0,0,0,0
Beta_1.80,M404,1.86531149505321,1.75689117581965,1.33904332148356,0.819023471477236,0,0,0,0
Beta_1.80,M405,1.76470914570753,1.66942865018428,1.25650285540515,0.741149909552619,0,0,2.75032511201738e-317,0
Beta_1.80,M406,1.61172471987344,1.5405825762628,1.16750211917644,0.636091974421079,0,0,0,0
Beta_1.80,M407,1.41758608754873,1.37435342348557,1.10888316487728,0.526575865867763,0,0,0.000135335298466593,0
Beta_1.80,M408,1.25159774183366,1.27894657834287,1.05513408016235,0.467423134411757,0,0,1.11089965382423e-05,0
Beta_1.80,M409,1.29746551372315,1.33212860692576,1.08663246358915,0.484262667345528,0,0,0.000606530659712634,0
Beta_1.80,M410,1.51090093305507,1.42226600369254,1.11881862700711,0.528396451805073,0,0,0,0
Beta_1.80,M411,1.73466914881927,1.58876464538361,1.13097036932581,0.593450072849088,0,0,0,0
Beta_1.80,M412,1.91079462536288,1.7499207151068,1.17377930104989,0.662296712949047,0,0,0.000135335298466593,0
Beta_1.80,M413,2.0283142706813,1.88159100910116,1.27317662675728,0.719882997961187,0,0,1.52299797447127e-11,0
Beta_1.80,M414,2.08071912156998,1.96810722898455,1.35989366236373,0.762476141478636,0,0,2.576757109155e-21,0
Beta_1.80,M415,2.07217686954837,2.00367372291294,1.41724715010603,0.784604879416466,0,0,0,0
Beta_1.80,M416,1.97092481263963,1.94845733874636,1.39601918525666,0.744470877143279,0,0,0,0
Beta_1.80,M417,1.83452099760457,1.84718224706496,1.34758216563915,0.690245701096253,0,0,0,0
Beta_1.80,M418,1.7068374620182,1.71421037064305,1.29152794217047,0.643472839787645,0,0,2.576757109155e-21,0
Beta_1.80,M419,1.56969906291974,1.50803860717923,1.16101543646759,0.549721920844134,0,0,0,0
Beta_1.80,M420,1.40630446036839,1.3180010634375,0.971430398973588,0.449041675972781,0,0,0,0
Beta_1.80,M421,1.20344596956615,1.14549860145388,0.770203004520147,0.392296870974214,0,3.39189281074591e-07,0,0
Beta_1.80,M422,0.983346512815995,0.955549332798058,0.681498384032071,0.363111209611526,0,0,0,0
Beta_1.80,M423,0.81926245291531,0.794833113085171,0.643395064640143,0.340944684348026,0,0,0,0
Beta_1.80,M424,0.676656433958114,0.583929809120495,0.50599716026762,0.235568196346104,0,0,0,0
Beta_1.80,M425,0.676168734781538,0.565729431860797,0.470539668713652,0.240915945707822,0,0,0,0
Beta_1.80,M426,0.691733271717552,0.574406012630269,0.421415790703355,0.24991228479573,0,0,0,0
Beta_1.80,M427,0.123584047488138,1.0183023608937e-07,6.62211937658232e-27,2.82879994830195e-59,0,0,0,0
Beta_1.80,M428,0.163954940243837,0.000148293078101032,3.88704447895624e-14,2.66111156223838e-30,0,0,0,0
Beta_1.80,M429,0.221086774656924,0.00615277653525972,7.95334890906897e-08,4.50119023087702e-16,0,0,0,0
Beta_1.80,M430,0.85559764176038,0.67073055367537,0.504335386823563,0.329734959647034,0,0,0,0
Beta_1.80,M431,0.9012572622105,0.716014973659357,0.505549486330252,0.328564637583148,0,0,0,0
Beta_1.80,M432,0.95704306426401,0.783674886337964,0.52465213346749,0.328085676416809,0,0,0,0
Beta_1.80,M433,1.02172048335592,0.865979816718177,0.644438114819106,0.337051346008571,0,0,0,0
Beta_1.80,M434,1.08939563709458,0.980901751945447,0.786051120272055,0.378061792471147,0,0,0,0
Beta_1.80,M435,1.18090567560895,1.19501134379368,0.926647763876624,0.459984531915841,0,0,0,0
Beta_1.80,M436,1.37520512203953,1.41653050552649,1.06906817908357,0.571076117647968,0,0,0,0
Beta_1.80,M437,1.60258918433429,1.58738107392859,1.19585740952591,0.68322993586936,0,0,0,0
Beta_1.80,M438,1.78211605836263,1.71250114085275,1.30190363551957,0.782849298877807,0,0,0,0
Beta_1.80,M439,1.88900584777884,1.78772123023627,1.37092064779941,0.849540223676398,0,0,0,0
Beta_1.80,M440,1.90980637005776,1.79959883620047,1.38181941744258,0.860254639987178,0,0,0,0
Beta_1.80,M441,1.85313193593271,1.74812925299457,1.33115420861502,0.811419331979043,0,0,0,0
Beta_1.80,M442,1.74655291930285,1.65630703498337,1.24492846198232,0.730346494922357,0,0,6.7248809326492e-240,0
Beta_1.80,M443,1.58820528336344,1.5238375927416,1.15524336343359,0.62389479373333,0,0,0.00100000372667607,0
Beta_1.80,M444,1.39142747906675,1.35327148193432,1.09433112867319,0.51490911190399,0,0,0,0
Beta_1.80,M445,1.23997011851966,1.26810667835497,1.05268925830912,0.464216962290002,0,0,0.001,0
Beta_1.80,M446,1.29784408468305,1.31887813004724,1.08345820299011,0.48222871387027,0,0,0,0
Beta_1.80,M447,1.51322577805257,1.42069496161373,1.1137599728974,0.528356312229032,0,0,1.26641655490942e-17,0
Beta_1.80,M448,1.73816190724198,1.59214096551746,1.12472099576217,0.596913073782388,0,0,1.11089965611397e-05,0
Beta_1.80,M449,1.91142557575059,1.75114232937633,1.17570106401712,0.664549042701028,0,0,5.70904010586443e-174,0
Beta_1.80,M450,2.02645065357429,1.88092970352987,1.27322126885751,0.721226721359421,0,0,2.74878500791051e-46,0
Beta_1.80,M451,2.08086457566684,1.96963942881435,1.36179302200686,0.764610921386895,0,0,0,0
Beta_1.80,M452,2.0660850674259,1.99902677409208,1.41246288897887,0.780288136266812,0,0,0,0
Beta_1.80,M453,1.9607711540925,1.93922344408624,1.38640465883117,0.735412133623348,0,0,0,0
Beta_1.80,M454,1.82266586889236,1.83529819847046,1.33551772410521,0.679452993186597,0,0,0,0
Beta_1.80,M455,1.69416677421716,1.69945705960959,1.27704798499889,0.631241792441424,0,0,1.92874984796392e-25,0
Beta_1.80,M456,1.55933051166121,1.49539142417196,1.14898352257269,0.541645419533941,0,0,8.37894253381985e-129,0
Beta_1.80,M457,1.39118034758888,1.30194872332087,0.956498222092343,0.44276493109508,0,0,0,0
Beta_1.80,M458,1.18582429089408,1.12654919220772,0.75873940727289,0.390196698076721,0,2.576757109155e-21,0,0
Beta_1.80,M459,0.970653290673126,0.942987454257837,0.681929673105041,0.363659749021907,0,0,0,0
Beta_1.80,M460,0.808309596285394,0.788292179843742,0.641561596292688,0.340109384865512,0,0,0,0
Beta_1.80,M461,0.672457619156688,0.582311179174393,0.506437315539731,0.236563662723245,0,0,0,0
Beta_1.80,M462,0.676094156191419,0.566814664465058,0.470882226467083,0.24203682821998,0,0,0,0
Beta_1.80,M463,0.691696734825152,0.574406012630282,0.421415790438023,0.24991228479573,0,0,0,0
Beta_1.80,M464,0.122463298960981,1.0183023608937e-07,6.62211937658232e-27,2.82879994830195e-59,0,0,0,0
Beta_1.80,M465,0.165983935428033,0.000180065754672122,8.4026385377002e-14,1.52210195721973e-29,0,0,0,0
Beta_1.80,M466,0.224225180631649,0.0068052282923622,1.19652603062367e-07,1.17141770421852e-15,0,0,0,0
Beta_1.80,M467,0.856601664183488,0.671463635155488,0.50434214622787,0.329734960307504,0,0,0,0
Beta_1.80,M468,0.902259869330859,0.717106637061051,0.505675815296215,0.328565660474064,0,0,0,0
Beta_1.80,M469,0.956977469225572,0.784275838543275,0.522741968151838,0.32809531765465,0,0,0,0
Beta_1.80,M470,1.02154656041711,0.867135375993029,0.634182660046596,0.336662189719462,0,0,0,0
Beta_1.80,M471,1.08923438114745,0.971667517290181,0.778567192982496,0.375076228995173,0,0,0,0
Beta_1.80,M472,1.17374456729999,1.17682128913977,0.920852213278642,0.455577063396433,0,0,0,0
Beta_1.80,M473,1.35409099687916,1.40077309149985,1.06205718570291,0.564746798383387,0,0,0,0
Beta_1.80,M474,1.58089726125743,1.57512655465076,1.1884346115974,0.67612471068801,0,0,0,0
Beta_1.80,M475,1.76428095630156,1.70231058905938,1.294542335108,0.775660155598021,0,0,0,0
Beta_1.80,M476,1.87492415316285,1.77976989958808,1.36479147264302,0.843515252925844,0,0,0,0
Beta_1.80,M477,1.89604058385134,1.79002323503944,1.37332858855536,0.851945123155178,0,0,0,0
Beta_1.80,M478,1.8373606914013,1.73711798454895,1.32143529844642,0.802044470714242,0,0,0,0
Beta_1.80,M479,1.72544009790622,1.64308236824197,1.23334909539314,0.719585060126132,0,0,1.14180802117313e-173,0
Beta_1.80,M480,1.56397840473576,1.50733348280822,1.14360191831107,0.612245535172663,0,0,0,0
Beta_1.80,M481,1.36819081878994,1.33420242956883,1.08160153939695,0.504792624223195,0,0,3.35462650799861e-07,0
Beta_1.80,M482,1.23384558307969,1.2636404324178,1.05494150723936,0.464230701978167,0,0,0.001,0
Beta_1.80,M483,1.30188422290833,1.31066640415654,1.08264743162965,0.48206205524165,0,0,1.06221844993583e-29,0
Beta_1.80,M484,1.51875992798926,1.42251238608169,1.10992500816954,0.529937447848612,0,0,0.000135335298466593,0
Beta_1.80,M485,1.74060988358233,1.59409809988733,1.11665955914301,0.599065004896111,0,0,0,0
Beta_1.80,M486,1.91360094971068,1.75296958309496,1.17815648991452,0.666836637256275,0,0,1.11089965382423e-05,0
Beta_1.80,M487,2.02783773043737,1.88323697118718,1.27601487083399,0.724262150246337,0,0,2.576757109155e-21,0
Beta_1.80,M488,2.07861686257837,1.96792747511339,1.36005838926828,0.763703525210527,0,0,0,0
Beta_1.80,M489,2.0581275291672,1.99141277780448,1.40407804549112,0.772880566375324,0,0,0.000606530659712634,0
Beta_1.80,M490,1.94876472376186,1.92741512816379,1.3737710474041,0.723669203303383,0,0,0,0
Beta_1.80,M491,1.8118511501339,1.82446536370861,1.32465987741699,0.669701015058584,0,0,2.74878500791026e-46,0
Beta_1.80,M492,1.68410162802752,1.68804210553245,1.26608678004726,0.622207520875231,0,0,8.75498207413746e-226,0
Beta_1.80,M493,1.54544625390454,1.4797640143547,1.13404547269492,0.531718062557468,0,0,0,0
Beta_1.80,M494,1.37491147592659,1.28479950556845,0.940787840174858,0.43631156631678,0,0,1.34619984615732e-118,0
Beta_1.80,M495,1.17040311745033,1.10983177432439,0.750235587224538,0.389373045508587,0,2.69239969231801e-118,0,0
Beta_1.80,M496,0.955332906077037,0.929329749052696,0.68031776107278,0.362837915203449,0,0,0,0
Beta_1.80,M497,0.799480844255236,0.785370846560967,0.641523930761163,0.339991595197507,0,0,0,0
Beta_1.80,M498,0.668266647917344,0.580083999138102,0.505162516307168,0.23642251731602,0,0,0,0
Beta_1.80,M499,0.676094156191419,0.566814505557802,0.468950832944154,0.24203675191894,0,0,0,0
Beta_1.80,M500,0.691596922902206,0.575489620394413,0.422623170476635,0.25104142165716,0,0,0,0
Beta_1.80,M501,0.122463298960981,1.0183023608937e-07,6.62211937658232e-27,2.82879994830195e-59,0,0,0,0
Beta_1.80,M502,0.165983935428033,0.000180065754672122,8.4026385377002e-14,1.52210195721973e-29,0,0,0,0
Beta_1.80,M503,0.223101786646455,0.006637103379718,1.05988475627062e-07,8.56860165580948e-16,0,0,0,0
Beta_1.80,M504,0.30114837041114,0.0470340513252117,0.000139311064432107,7.55754783553553e-09,0,0,0,0
Beta_1.80,M505,0.902185335788957,0.717620870447313,0.505715298891877,0.328565892382258,0,0,0,0
Beta_1.80,M506,0.957778182104285,0.786553745694823,0.523429323773567,0.329311208458405,0,0,0,0
Beta_1.80,M507,1.02148222890096,0.867720549392609,0.624374797561187,0.336379150319733,0,0,0,0
Beta_1.80,M508,1.09120859881257,0.966299149213969,0.772286362906119,0.373222526808699,0,0,0,0
Beta_1.80,M509,1.16931534504277,1.16141268189743,0.916697778599731,0.453023087964649,0,0,0,0
Beta_1.80,M510,1.33256027521472,1.38365285301484,1.05439810087707,0.557928881430667,0,0,0,0
Beta_1.80,M511,1.55812916265957,1.562848502996,1.18212848910023,0.670161091649601,0,0,0,0
Beta_1.80,M512,1.74360831577509,1.69005837029841,1.2853612945879,0.766751055716126,0,0,0,0
Beta_1.80,M513,1.85922292047144,1.76995145896974,1.35685693594305,0.835738587928414,0,0,0,0
Beta_1.80,M514,1.8821632197022,1.78041905390485,1.36483693472953,0.843643773229684,0,0,0,0
Beta_1.80,M515,1.82289184768895,1.72649987522573,1.31172871568877,0.792737032348251,0,0,0,0
Beta_1.80,M516,1.7078770454649,1.63083915837268,1.22297551597047,0.709947174440537,0,0,8.37894253401171e-129,0
Beta_1.80,M517,1.54214367675179,1.4912605514248,1.13257620173229,0.601231789651579,0,0,0,0
Beta_1.80,M518,1.34227040138321,1.31313251629924,1.06716593404791,0.494091553935171,0,0,3.72665318474284e-09,0
Beta_1.80,M519,1.2267195001003,1.25306733553948,1.05353799152534,0.461861164593925,0,0,2.28973484566485e-14,0
Beta_1.80,M520,1.30577815504093,1.30286329775653,1.08217694971734,0.483052003174553,0,0,5.38018616004871e-35,0
Beta_1.80,M521,1.52428880772843,1.4255752420168,1.10540896332343,0.531846471795973,0,0,0,0
Beta_1.80,M522,1.74354479407257,1.59629804713851,1.10908455867483,0.601385050870302,0,0,5.31109224967914e-30,0
Beta_1.80,M523,1.91540540892145,1.75479810062846,1.18158174496561,0.670849068044336,0,0,1.52299797447129e-11,0
Beta_1.80,M524,2.02983903051594,1.88502958798571,1.27811815007545,0.726793398452926,0,0,0,0
Beta_1.80,M525,2.08083587335952,1.97087059623353,1.36318477262256,0.767082657802779,0,0,1.38634355086213e-52,0
Beta_1.80,M526,2.05094159929749,1.98536915907756,1.39750731623019,0.767163860201186,0,0,0.000606530659712634,0
Beta_1.80,M527,1.93360595111718,1.91274982186914,1.35811172905322,0.709159315441496,0,0,0.001,0
Beta_1.80,M528,1.8031087374158,1.81576152024447,1.31616712507513,0.662005275971794,0,0,1.11090117682221e-05,0
Beta_1.80,M529,1.67305026555056,1.67548411448361,1.2539273226694,0.612373937751009,0,0,1.9185556689349e-139,0
Beta_1.80,M530,1.53300873057006,1.46485542815329,1.11983907356592,0.522809767683871,0,0,0,0
Beta_1.80,M531,1.35862748028016,1.26757005855761,0.925577667715444,0.430587459788309,0,0,0,0
Beta_1.80,M532,1.15497687555885,1.09318485860567,0.744319986661101,0.388816583435792,0,9.87710872154012e-270,0,0
Beta_1.80,M533,0.940526067843838,0.917387433746174,0.679531036202102,0.362294157405988,0,0,0,0
Beta_1.80,M534,0.791275050258802,0.781606185171817,0.640300362963002,0.339449777778524,0,0,0,0
Beta_1.80,M535,0.665039658616835,0.579798062673422,0.506221701512545,0.237499031937875,0,0,0,0
Beta_1.80,M536,0.676015292703819,0.56789966266667,0.46915913097498,0.243158719284555,0,0,0,0
Beta_1.80,M537,0.692597132727088,0.576573004590339,0.423830389446105,0.25217154545841,0,0,0,0
Beta_1.80,M538,0.123390968265809,1.72503851346107e-07,5.67498036803586e-26,3.73538569134452e-57,0,0,0,0
Beta_1.80,M539,0.164827294079518,0.000180065754672122,8.4026385377002e-14,1.52210195721973e-29,0,0,0,0
Beta_1.80,M540,0.225116521183564,0.00714568596195928,1.40140396568373e-07,1.60238432013659e-15,0,0,0,0
Beta_1.80,M541,0.30114837041114,0.0470340513252117,0.000139311064432107,7.55754783553553e-09,0,0,0,0
Beta_1.80,M542,0.902185335788957,0.717620870447313,0.505715298891877,0.328565892382258,0,0,0,0
Beta_1.80,M543,0.957708905043254,0.787155593488483,0.523351612858975,0.329321491818051,0,0,0,0
Beta_1.80,M544,1.02141477327174,0.868311769280876,0.612268696523437,0.336198389537,0,0,0,0
Beta_1.80,M545,1.09113378192006,0.961804239885267,0.764795653630172,0.371098569735538,0,0,0,0
Beta_1.80,M546,1.16486987174559,1.14375024054904,0.910131442883547,0.448547080129044,0,0,0,0
Beta_1.80,M547,1.31304170571899,1.36647141543914,1.04729686247014,0.551715846819174,0,0,0,0
Beta_1.80,M548,1.53389102741652,1.54873435949196,1.17405168826506,0.662512161056495,0,0,0,0
Beta_1.80,M549,1.7234903453189,1.67866813020176,1.27737536217873,0.758985305572169,0,0,0,0
Beta_1.80,M550,1.84329692785574,1.76006045836359,1.34892035505273,0.827965782996896,0,0,0,0
Beta_1.80,M551,1.86696491518358,1.77078532172803,1.3563444282013,0.835350990022211,0,0,0,0
Beta_1.80,M552,1.80889371514597,1.7174726997326,1.30437903271104,0.785720134331364,0,0,0,0
Beta_1.80,M553,1.68910892811125,1.61739153531822,1.21138466901387,0.699268341043948,0,0,8.14471726536132e-82,0
Beta_1.80,M554,1.5189826324315,1.47541097865203,1.12034367253165,0.590721979096351,0,0,0,0
