Folder_name,File_name,B1_1,B1_2,B1_3,B1_4,B1_5,B2_1,B2_2,B2_3,B2_4,B2_5
Beta_1.80,M451,2.08086457566684,2.05918057460515,1.6956064611342,1.19606439818213,0.764610921386895,0,0,0,0,0
Beta_1.80,M452,2.0660850674259,2.07412231971718,1.74608268929323,1.23976507608362,0.780288136266812,0,0,0,0.00101110901176822,0
Beta_1.80,M453,1.9607711540925,1.99842952719008,1.71246082271623,1.21081740836594,0.735412133623348,0,0,0,2.576757109155e-21,0
Beta_1.80,M454,1.82266586889236,1.87697920330022,1.64419722980809,1.1607720508726,0.679452993186597,0,0,0,1.38634329364119e-52,0
Beta_1.80,M455,1.69416677421716,1.72848828830569,1.5533230833673,1.10751878000925,0.631241792441424,0,0,0,0,0
Beta_1.80,M456,1.55933051166121,1.53925870735932,1.37243923396778,0.991975193263889,0.541645419533941,0,0,0,5.04724755814156e-71,0
Beta_1.80,M457,1.39118034758888,1.36943606451384,1.12342164165505,0.83117015827629,0.44276493109508,0,0,0,2.28973484564556e-14,0
Beta_1.80,M458,1.18582429089408,1.18666527850483,0.949330367408006,0.692805432630845,0.390196698076721,0,0,0,0,0
Beta_1.80,M459,0.970653290673126,0.977548708040579,0.838525261781171,0.595946241944239,0.363659749021907,0,1.975421744306e-269,0,1.11090117682221e-05,0
Beta_1.80,M460,0.808309596285394,0.775012917314561,0.771173339130049,0.554456255694662,0.340109384865512,0,0,0,1.0015931413241e-161,0
Beta_1.80,M461,0.672457619156688,0.592672213695141,0.58889064998123,0.419909742729652,0.236563662723245,0,0,0,2.74878500791026e-46,0
Beta_1.80,M462,0.676094156191419,0.593006697401839,0.499924456549951,0.393353827616206,0.24203682821998,0,0,0,1.75568809785483e-66,0
Beta_1.80,M463,0.691696734825152,0.60035229815209,0.50526215409717,0.377519345273892,0.24991228479573,0,0,0,0,0
Beta_1.80,M464,0.122463298960981,5.55685051934136e-05,1.15412076831098e-15,9.21529190501327e-34,2.82879994830195e-59,0,0,0,0,0
Beta_1.80,M465,0.165983935428033,0.00385898450227618,2.46202787230006e-08,3.89000239340516e-17,1.52210195721973e-29,0,0,0,0,0
Beta_1.80,M466,0.224225180631649,0.0325091699491655,7.29149854819036e-05,2.40028940759082e-09,1.17141770421852e-15,0,0,0,0,0
Beta_1.80,M467,0.856601664183488,0.725271469413958,0.586426149789169,0.460889236752072,0.329734960307504,0,0,0,0,0
Beta_1.80,M468,0.902259869330859,0.782378131858367,0.60111744671166,0.460471197711007,0.328565660474064,0,0,0,0,0
Beta_1.80,M469,0.956977469225572,0.851901035416749,0.643659304022706,0.499040336387088,0.32809531765465,0,0,0,0,0
Beta_1.80,M470,1.02154656041711,0.931786684059032,0.720315692125941,0.577709727316535,0.336662189719462,0,0,0,0,0
Beta_1.80,M471,1.08923438114745,1.01804998004014,0.89162115463697,0.677357960574768,0.375076228995173,0,0,0,0,0
Beta_1.80,M472,1.17374456729999,1.18863655120624,1.10028524649745,0.800838703098702,0.455577063396433,0,0,0,0,0
Beta_1.80,M473,1.35409099687916,1.42212641757003,1.27741551599799,0.934890378814032,0.564746798383387,0,0,0,1.0015931413241e-161,0
Beta_1.80,M474,1.58089726125743,1.6160793009325,1.41867730837428,1.05878801874141,0.67612471068801,0,0,0,1.0015931413241e-161,0
Beta_1.80,M475,1.76428095630156,1.75564126685049,1.52988416470147,1.16435851941919,0.775660155598021,0,0,0,5.04724755814156e-71,0
Beta_1.80,M476,1.87492415316285,1.8385924095273,1.60130834834651,1.23470700182617,0.843515252925844,0,0,0,6.44734205995135e-156,0
Beta_1.80,M477,1.89604058385134,1.84990891548979,1.61028408114496,1.24320076953304,0.851945123155178,0,0,0,6.44733204401993e-156,0
Beta_1.80,M478,1.8373606914013,1.79511455778268,1.55883721250963,1.19105807795608,0.802044470714242,0,0,0,1.52299797447129e-11,0
Beta_1.80,M479,1.72544009790622,1.69629164307714,1.46986145937139,1.1129601098939,0.719585060126132,0,0,0,2.28973510332127e-14,0
Beta_1.80,M480,1.56397840473576,1.55226315267101,1.34467316915345,1.04191092814594,0.612245535172663,0,0,0,3.35477857882257e-07,0
Beta_1.80,M481,1.36819081878994,1.36456458888105,1.23247165028658,0.94292959884416,0.504792624223195,0,0,1.59134877852495e-108,0,0
Beta_1.80,M482,1.23384558307969,1.24921957007686,1.24124893581084,0.904290160556439,0.464230701978167,0,0,5.31109224987964e-30,0.000146444279797752,0
Beta_1.80,M483,1.30188422290833,1.31722315542959,1.27281084526741,0.929859957639101,0.48206205524165,0,0,5.31109224967914e-30,0,0
Beta_1.80,M484,1.51875992798926,1.50012370364666,1.27127566640179,0.970217263563232,0.529937447848612,0,0,2.75032511201738e-317,3.35462627902515e-07,0
Beta_1.80,M485,1.74060988358233,1.69738194941032,1.34573947990175,1.01456484596722,0.599065004896111,0,0,0,3.35462650799861e-07,0
Beta_1.80,M486,1.91360094971068,1.86074060320217,1.47242990114001,1.04571779119496,0.666836637256275,0,0,0,5.31109224967914e-30,0
Beta_1.80,M487,2.02783773043737,1.98450216543036,1.59737108000091,1.12238889117821,0.724262150246337,0,0,0,0,0
Beta_1.80,M488,2.07861686257837,2.05745575861728,1.69379618049637,1.19448746226617,0.763703525210527,0,0,0,0,0
Beta_1.80,M489,2.0581275291672,2.06651135935199,1.73809716901664,1.23137840535003,0.772880566375324,0,0,0,1.52299797447127e-11,0
Beta_1.80,M490,1.94876472376186,1.98657590387689,1.7003612038575,1.19807384227171,0.723669203303383,0,0,0,3.35462627915176e-07,0
Beta_1.80,M491,1.8118511501339,1.86596550698515,1.63356544173828,1.14985341312731,0.669701015058584,0,0,0,0,0
Beta_1.80,M492,1.68410162802752,1.71730774069043,1.54200274258462,1.09678029376851,0.622207520875231,0,0,0,3.23218327497255e-150,0
Beta_1.80,M493,1.54544625390454,1.52449704831553,1.35612378839731,0.977975395867734,0.531718062557468,0,0,4.19306351658443e-212,1.92874984796392e-25,0
Beta_1.80,M494,1.37491147592659,1.35278023066046,1.10529680922082,0.817983115652644,0.43631156631678,0,0,0,0,0
Beta_1.80,M495,1.17040311745033,1.16978128645791,0.936378778280898,0.687201322941946,0.389373045508587,0,0,0,5.38018616002122e-35,0
Beta_1.80,M496,0.955332906077037,0.960290219411924,0.833685693622213,0.594636687886845,0.362837915203449,0,0,0,1.0015931413241e-161,0
Beta_1.80,M497,0.799480844255236,0.769285553945346,0.770171420212745,0.554442924104694,0.339991595197507,0,0,0,0,0
Beta_1.80,M498,0.668266647917344,0.591780505506986,0.585552752708727,0.418702743032454,0.23642251731602,0,0,0,0,0
Beta_1.80,M499,0.676094156191419,0.593006697237709,0.499108739163937,0.392162607600459,0.24203675191894,0,0,0,1.0015931413241e-161,0
Beta_1.80,M500,0.691596922902206,0.601401096422523,0.506420019039981,0.378842384628795,0.25104142165716,0,0,0,0,0
Beta_1.80,M501,0.122463298960981,5.55685051934136e-05,1.15412076831098e-15,9.21529190501327e-34,2.82879994830195e-59,0,0,0,0,0
Beta_1.80,M502,0.165983935428033,0.00385898450227618,2.46202787230006e-08,3.89000239340516e-17,1.52210195721973e-29,0,0,0,0,0
Beta_1.80,M503,0.223101786646455,0.032078686198571,6.84813335200559e-05,2.04708873665046e-09,8.56860165580948e-16,0,0,0,0,0
