Folder_name,File_name,B1_1,B1_2,B1_3,B1_4,B1_5,B2_1,B2_2,B2_3,B2_4,B2_5
Beta_1.90,M382,4.22379932390935,3.59547100075504,2.49719172245665,1.59716232703452,0.962147599897804,0.388120545568168,0.766424301152123,0.666253214197707,0,0.0896290789469049
Beta_1.90,M383,4.28759241857754,3.61113881512162,2.50055016973492,1.5871214050276,0.941854713471044,0.390225698356011,0,0,0.271611082664973,0.0818361049357208
Beta_1.90,M384,4.37577461558336,3.68193874918555,2.54209218677744,1.61715713710956,0.961085836917009,0.388156698788517,0.79206088975138,0.863861430043892,0.333845709340108,0.0774202047307632
Beta_1.90,M385,4.42432690498028,3.73533817202401,2.54126281775739,1.60602987190816,0.955263367878011,0.408077407801669,0,1.14405266146276,0,0.0942888712396461
Beta_1.90,M386,4.46967745297748,3.78976704034965,2.55308829627894,1.59551037291875,0.953377039283518,0.559277457876144,1.14126586577032,1.19431656076831,0.482064830288941,0.1407129461091
Beta_1.90,M387,4.49493809001736,3.82386111168677,2.59034866034406,1.61519653289786,0.958082670802956,0.668586870051327,1.24259087763673,1.25852802659926,0.560471144533601,0.191707440622071
Beta_1.90,M388,4.40086648387237,3.73280393449518,2.56517945114766,1.57234740506411,0.898319924491831,0.679647396143202,0,1.28399728159222,0.555492267870369,0.204863460899825
Beta_1.90,M389,4.34004953625177,3.71976630585096,2.55006506970007,1.52965195160901,0.844267289263401,0.73584671246461,1.09473100874967,1.26426742645301,0.563332618826066,0.225923288433456
Beta_1.90,M390,4.29015877606652,3.69273697012056,2.50916117274027,1.47799271071032,0.803202588458705,0.792605546980189,1.12333625649478,1.19841384758682,0.586162690143153,0.249109023632296
Beta_1.90,M391,4.20727500452726,3.59556883953407,2.43163784836958,1.43416150194908,0.79432737842585,0.806794788980949,1.12135324462065,1.16194848119954,0.588452208883921,0.257477024945693
Beta_1.90,M392,4.1071319024149,3.47624533278717,2.3910738321303,1.44177968198618,0.807154558896203,0.828617477078959,1.12763994501589,0,0.582144979106752,0.278572285132393
Beta_1.90,M393,4.04522970211906,3.42172407104496,2.42391025307453,1.46856830443304,0.826987073249151,0.839092700185278,1.12857268572996,1.10392545857305,0.578904614537892,0.29119281717298
Beta_1.90,M394,4.05519286634797,3.39840259413719,2.44827665037533,1.48845135963754,0.845790537125204,0.816165936518956,1.1159492858638,1.07030505918101,0.545198292956038,0.274478874198496
Beta_1.90,M395,4.13455897024293,3.39066915352198,2.44835355708451,1.5003188555533,0.862422872136064,0.75402705913293,1.1132147125177,1.00100797887517,0.472882085027107,0.224210444766884
Beta_1.90,M396,4.24776068699605,3.47157877896635,2.41908793432138,1.52359857552473,0.881166930676621,0.639744014924344,1.03376811006976,0.972041115357413,0.384050468419045,0.15103733958125
Beta_1.90,M397,4.37160757381502,3.57160899522493,2.46297664765391,1.55398120416148,0.898742869891759,0.590005836566648,1.08567830017687,1.00112911032834,0.341378703459983,0.136211603419554
Beta_1.90,M398,4.48161679352512,3.67786876548068,2.51601987558921,1.58869062740296,0.92028241884722,0.594087197758317,1.19007839763402,0.95859082418348,0.328842958413277,0.146457180368181
Beta_1.90,M399,4.59439541037924,3.79115205591411,2.56754497622572,1.61711839510623,0.93931500143946,0.695483596837751,1.2596946664108,0.950779268252806,0.345286671540212,0.163616891924522
Beta_1.90,M400,4.71250668503559,3.91283750650075,2.64962989108053,1.64867200560234,0.956264984522104,0.881874606980937,1.33449393353867,1.02078663319123,0.392613006590721,0.182822375453474
Beta_1.90,M401,4.80534174382797,4.03112002742501,2.76473550519029,1.70426930271354,0.977836574475035,0.941552498718134,0,1.04274843097023,0.400727209534543,0.179085274842682
Beta_1.90,M402,4.93070217889828,4.18251018714284,2.91441382361274,1.80124397650271,1.02393983157456,0.964241574746827,1.34119650984471,1.07492404594944,0.385238357007651,0.150935694403682
Beta_1.90,M403,5.06885942572229,4.31795849535704,3.05401662221597,1.90983642830796,1.08742935107434,0.954643334789764,1.32930490141374,1.02141461390154,0.348241624090898,0.109198213871168
Beta_1.90,M404,5.20619151709869,4.4614799563324,3.18401414573343,2.01817464315765,1.15937916552606,0.914786504178001,0,0.935752078508651,0.297618737119242,0.0726170404886203
Beta_1.90,M405,5.30348542154963,4.59301601618513,3.29643850346171,2.11631046132958,1.22903568874474,0.828522252954565,1.20644830570572,0.82271303517423,0.244246268050184,0.0579905976942074
Beta_1.90,M406,5.38579955043225,4.73374884526353,3.42224461542662,2.22856731011582,1.31558694337198,0.685562195004248,1.07553701495391,0.759268957305697,0.236425540432683,0.0518913136601166
Beta_1.90,M407,5.40530017307004,4.86121738800794,3.46411720492941,2.25048282733834,1.32784360150218,0.522728826934112,0.964053314578685,0.746148946939982,0.222195055099651,0.0483766476475955
Beta_1.90,M408,5.2674091197044,4.81440636908908,3.41344674228363,2.19089420473758,1.2666179394068,0.293584907127444,0,0.670378687636179,0,0.0327782496412461
Beta_1.90,M409,5.11372265651453,4.69052530000862,3.32938489829913,2.10864498199467,1.18928737251742,0.178301811400522,0.624225115825848,0.583550963469719,0.153739376933277,0.0225689740199899
Beta_1.90,M410,4.97500927303162,4.50853601238263,3.21212801319379,2.01806798597956,1.10956539828062,0.127693435502801,0,0.489896142311464,0.14502838639489,0.0174888709995441
Beta_1.90,M411,4.88366825944914,4.32167839338251,3.04964282719432,1.92801008925124,1.03896061542684,0.0974489870412696,0.517251741288366,0.467999680454536,0.145649831051334,0.0143370194962479
Beta_1.90,M412,4.7821958286718,4.20317995944367,2.87632422512749,1.83943402961634,0.980137852801054,0.115212880481567,0,0.462444306065492,0.170164802881294,0.0209617473148887
Beta_1.90,M413,4.65345146086498,4.09514240096379,2.7914186944726,1.74449675073855,0.944776721051619,0.144372626858255,0,0.506905228183603,0,0.0310119950887379
Beta_1.90,M414,4.53184023569668,3.95232793716672,2.72230256241349,1.67486230360801,0.924983965445032,0.164830992138972,0,0.56530115166171,0,0.0365780752205472
Beta_1.90,M415,4.47119626062774,3.79932652078635,2.63375955978647,1.64226920590608,0.915045268142773,0.175029158583984,0,0.663993528976937,0,0.0395120483109537
Beta_1.90,M416,4.30394404462358,3.63085122257569,2.50361287622614,1.51377003342349,0.823975021215689,0.183457186687594,0.672989612004951,0.69249037783378,0,0.0428489139214744
Beta_1.90,M417,4.2944710140777,3.59127633363294,2.52284283679737,1.49733403529275,0.846149006428642,0.202623100099269,0.725240623531057,0,0.347869251004624,0.0498423586895758
Beta_1.90,M418,4.3861329107443,3.62594691512366,2.47176902886523,1.5004044011193,0.881549366282239,0.279861569498763,0,1.05403575154207,0.426370595814624,0.0764863961286698
Beta_1.90,M419,4.45804238282454,3.71401711041042,2.437212150017,1.51239526438094,0.867437357895042,0.506125101382446,1.1834687270779,0,0,0.136637724062572
Beta_1.90,M420,4.42084858279692,3.69876994745175,2.41138301017252,1.49718146784745,0.895284379276886,0.676799089348551,0,1.3185437247376,0,0.190806981853409
Beta_1.90,M421,4.25295203409574,3.51020022214051,2.32284706677512,1.43612813944343,0.85597129401285,0.746531834024068,1.18087902368384,1.36288208262984,0.6401047790354,0.213105090375504
Beta_1.90,M422,4.19496951298361,3.52247176542437,2.36027846460433,1.46468271020994,0.874303000460783,0.765710768656902,0,1.32747586580621,0.568634834091076,0.218430687611194
Beta_1.90,M423,4.17340407229106,3.57287242664003,2.40312750643871,1.48832841693252,0.889882865827662,0.766130791523659,1.16370186666598,1.24437327768865,0.545035410112575,0.219510349601076
Beta_1.90,M424,4.15939043828512,3.61797380877204,2.42649825148305,1.4861831804556,0.880121085704169,0.773680748073245,0,1.17510074076452,0,0.227296079229239
Beta_1.90,M425,4.10995573726518,3.59997956086822,2.40507283099896,1.42899076513827,0.821275384903158,0.807673608674179,0,1.17467454057884,0.598941540076167,0.256472283819672
Beta_1.90,M426,4.08839002462631,3.53151276940158,2.37479758377306,1.3612805711857,0.759548809219957,0.840403869576739,0,1.20445737998293,0.615754718609613,0.284969670795191
Beta_1.90,M427,4.07559802056998,3.42326390858711,2.30677117866458,1.29045393401149,0.710057299725553,0.860603093148685,1.36082124328445,1.17917682454711,0.619343438943708,0.306507923997398
Beta_1.90,M428,4.04204134703427,3.35228395509166,2.18199021955254,1.26832245738388,0.714014566633343,0.856855734374254,1.35263762049623,0,0.612210054183159,0.299557401677586
Beta_1.90,M429,4.01429324113551,3.28499692543455,2.16659662269113,1.31099409833111,0.744915155202786,0.834401658686483,1.37861221928072,1.25744413122288,0.593972207994713,0.254952151802493
Beta_1.90,M430,4.01844209957892,3.29452901627584,2.23029619980396,1.36572976220462,0.779827245194752,0.889792683473556,0,1.23349484590974,0.543368889329534,0.199994860818353
Beta_1.90,M431,4.03590175270275,3.32337130288489,2.26251403586993,1.39153918134923,0.797188120939968,0.971085401954149,0,0,0.464080834166238,0.178591360263416
Beta_1.90,M432,4.07408648010006,3.35055425445673,2.29478421176242,1.41681816006312,0.813499652314958,1.03798206958285,0,1.10848191033481,0.415359054577742,0.16271930276228
Beta_1.90,M433,4.12874302945527,3.37818663454873,2.3260107361647,1.44305377967404,0.831768985807853,1.04014214248939,1.60881164290537,1.07371000419709,0.398350979803049,0.165582283352038
Beta_1.90,M434,4.17457541152699,3.40908983769145,2.35592919242635,1.46735951324293,0.847956672045775,1.04133427572672,0,1.07556589241637,0.37336365896428,0.13546386973713
Beta_1.90,M435,4.28229509069957,3.45409265664071,2.38649499700432,1.49230713919097,0.864535134061394,1.02978824645888,1.50670103630193,1.04234885407511,0,0.0951312240214759
Beta_1.90,M436,4.42063250261096,3.56095633740449,2.41698953209856,1.51612844551845,0.879920701832609,0.994991162652658,1.44178344916425,0.997947587264041,0.269728761388392,0.0647108349380911
Beta_1.90,M437,4.59997647422159,3.76227527085477,2.4582790979526,1.53983937336686,0.893863230439635,0.938732702424543,1.35275144022911,0.940685162807096,0.241216136287234,0.0614601452218882
Beta_1.90,M438,4.80085739236514,3.99660066845831,2.5397442632745,1.56796211286503,0.909995086235706,0.803516589650127,0,0,0.23118781912167,0.0545704197804359
Beta_1.90,M439,4.96519813016814,4.17892360575482,2.66042196699946,1.61111836459462,0.927124978241718,0.536713791776289,1.0409505192052,0.782260615637277,0.189778745276117,0.0339376735070261
Beta_1.90,M440,5.12179889925061,4.32968428182729,2.79961659838679,1.68070053178112,0.951495592289995,0.256332392776392,0,0.727457062359573,0.133681166237889,0.0174229276026495
Beta_1.90,M441,5.28179258656331,4.4810608341635,2.95434475061942,1.78333730968326,1.00286500025056,0.120170517361132,0,0.621650759083143,0.0896238910897932,0.00868857130272675
Beta_1.90,M442,5.42048405777421,4.61829165907324,3.09337115125488,1.89025058936663,1.06749999171507,0.0626952657437792,0,0.533940322172308,0.0690254385072804,0.00361979877845027
Beta_1.90,M443,5.53654581124083,4.7262029078784,3.20070411367853,1.97743729170353,1.12413627670645,0.040343243314679,0,0.507262579238456,0,0.00140429314879056
Beta_1.90,M444,5.62832020029647,4.81413734961852,3.29376273498722,2.05673138061438,1.17749516970224,0.0427699737392183,0.450790506523591,0,0.0849753967929855,0.00249293653440393
Beta_1.90,M445,5.69543469339927,4.89595533736413,3.39474219625422,2.15218229973328,1.24861862830534,0.0520226155933991,0.490271030670605,0,0.124982202235224,0.0068908536535371
Beta_1.90,M446,5.63798413212882,4.85741216517387,3.38071936134131,2.13333065287236,1.21707179534358,0.0588196008326545,0,0.556422362560849,0,0.0102216699948507
Beta_1.90,M447,5.45968298085382,4.71666215977604,3.27319421982985,2.03360885228625,1.11848144060065,0.0646464954033625,0.560285387860289,0.650755944726872,0,0.0145990381612538
Beta_1.90,M448,5.24999233697308,4.55396022351945,3.13733895722097,1.92564238102737,1.01943397178462,0.0700771380767208,0,0.679509191602346,0,0.0183530932067497
Beta_1.90,M449,5.07779421253703,4.37180382787741,2.95975987823167,1.80215057388395,0.92068655253467,0.0774001655088899,0,0.804057376083799,0.284018451639037,0.0221774841075116
Beta_1.90,M450,5.05185069108761,4.27106076431994,2.78422924069685,1.69978753170887,0.857593177207427,0.139202429191249,0.802099854068325,0.938254700704419,0.351045532482979,0.041819387645223
Beta_1.90,M451,5.10008763202723,4.3275054134734,2.69457147259428,1.63355535157157,0.838989214271191,0.363498293723927,0,1.05745293469829,0.438571230587132,0.0920598011408182
Beta_1.90,M452,5.07474576509977,4.37148832680464,2.72570009294762,1.58720162938562,0.855823485482143,0.612030338483099,0,1.27192676752502,0.543790680553108,0.157099358485525
Beta_1.90,M453,4.85329620205064,4.25132605075403,2.70885033490128,1.5638294781696,0.865712268823008,0.72145394580754,1.28084540095633,1.1889250881937,0.571800326797619,0.186744738357635
Beta_1.90,M454,4.35923814847729,3.88942324052781,2.50241431125409,1.41811961114326,0.737502902710269,0.742089819237514,0,0,0,0.190622662748389
Beta_1.90,M455,3.96704380986559,3.54625824457498,2.44724522955775,1.39033261737127,0.730817577722484,0.734242625277314,0,1.09170586833848,0,0.185050368877603
Beta_1.90,M456,3.82889348009026,3.31955105458262,2.39109359917915,1.38037782227548,0.754097746888305,0.729109558903752,1.33283015585926,0,0,0.185870192101226
Beta_1.90,M457,3.7815692703785,3.22489201256086,2.17790915962372,1.31894106195922,0.758507100425915,0.752781942945171,0,1.07171137006106,0,0.208527998154563
Beta_1.90,M458,3.8153297622738,3.16931196516931,2.14535669725682,1.29362949178368,0.77128504772143,0.820323382890757,0,1.07309459113659,0.549735382537082,0.229608058154823
Beta_1.90,M459,3.85963463625417,3.19476416738244,2.15399472037262,1.32344393186954,0.794516523003242,0.895919790821865,0,0,0,0.255469980434132
Beta_1.90,M460,3.8755816798197,3.1998353690923,2.09191452400365,1.30076276642169,0.768995749757915,0.973334253903763,1.45337244058813,0,0.713969485361816,0.288055197373406
Beta_1.90,M461,3.86064961018515,3.17136952822605,2.04097450351803,1.23970109261047,0.715344753048828,1.06021195585742,0,1.40924576255738,0,0.322118278168853
Beta_1.90,M462,3.81757603088637,3.11511166496858,1.96236385712085,1.1579482446457,0.659056929394565,1.24659139266154,1.83325949151471,0,0,0.349089024403063
Beta_1.90,M463,3.75419736465112,3.03974101710616,1.87003821805737,1.08658499360298,0.63018794526067,1.42615119768545,0,0,0,0.343552444002828
Beta_1.90,M464,3.70613048442596,2.96847130464764,1.83223681598159,1.08575746868405,0.638738471641806,1.49771025946283,0,1.73734147119049,0.725641142880196,0.281867039128366
Beta_1.90,M465,3.69250109213659,2.9564219702615,1.89047695688522,1.12457718869376,0.657225039014607,1.42685112094639,1.89024887264864,1.58320577162763,0.566133531773719,0.175867457143132
Beta_1.90,M466,3.70208569208216,3.06431934149229,1.96425599146119,1.17062588961179,0.678266189756161,1.22931351488445,0,1.276335848253,0.3790509772101,0.0884324895925214
Beta_1.90,M467,3.78767487720827,3.16398118775111,2.03942326679211,1.22265323147844,0.704317599751237,1.15134481433181,0,1.12347097011248,0.307542261900681,0.0606485794840252
Beta_1.90,M468,3.95039538763415,3.27526230043647,2.12108539378755,1.28197247417548,0.738690736785964,1.06385283871587,0,1.0124537867685,0.272725612190023,0.0564071199357815
Beta_1.90,M469,4.14211997317015,3.40010735553486,2.19575350259587,1.3369383090456,0.773742849891974,0.912501422762402,0,0,0.262817466431407,0.056357936957027
Beta_1.90,M470,4.28149003738013,3.47582634423456,2.23423525495982,1.36037528780405,0.78862628905249,0.686787695050732,1.21068823396022,0,0.223758192559293,0.04464129045076
Beta_1.90,M471,4.43448398337547,3.57817246817726,2.28249902801586,1.38611873224803,0.804580242969089,0.46311205417614,0,0.796707617242117,0.182736634295432,0.0335691354616717
Beta_1.90,M472,4.57637980651344,3.67556065607199,2.32220666423891,1.40879806480317,0.817895256323112,0.251648541054613,0,0.754685268722251,0.122017636252064,0.017753191114933
Beta_1.90,M473,4.76307341769495,3.81079231702724,2.37457500340322,1.43354819409349,0.831738407184712,0.145002824938077,0.660700688220666,0,0.0783689782836556,0.00853176957506118
Beta_1.90,M474,4.9366318443961,3.93890681978402,2.42087260307276,1.45830992181841,0.845732483679821,0.072707206496841,0.570001295598737,0.589962810982023,0.0583576413438504,0.00302742574788977
Beta_1.90,M475,5.09040049066552,4.05774953707125,2.45538849085058,1.47626503316574,0.85435306004971,0.0438842315123762,0,0.534212093897893,0.0503851451297979,0.000868998626130653
Beta_1.90,M476,5.2365142739334,4.17774371782408,2.49885725468775,1.49702128748307,0.865171139543427,0.0432948131423935,0,0.557753692160814,0,0.00108198064167859
Beta_1.90,M477,5.39327954011978,4.30801038455036,2.5747365063631,1.52468130906823,0.874549305476264,0.0482729856350793,0.545241141831837,0,0.093484008249286,0.00381928768389226
Beta_1.90,M478,5.54520527702625,4.43575302496071,2.6795731359107,1.57211599711057,0.884723676892738,0.0559479226472935,0.59133504446432,0.626942959532394,0.116905969238994,0.00626125916127887
Beta_1.90,M479,5.67631742851482,4.55895660699846,2.79820485943124,1.64460220743558,0.911287308882944,0.0666387985583834,0,0,0.146178585526093,0.0116291619404723
Beta_1.90,M480,5.78456072406987,4.68641428487341,2.90903456906042,1.72272945149975,0.9487995267215,0.078251760988751,0,0.7276478395015,0,0.0178648349900686
Beta_1.90,M481,5.88213174047883,4.82958953378212,3.02303052098581,1.80470649965009,0.997259679634308,0.0817633216669644,0,0.863535859281361,0.222281397629996,0.0192426639035463
Beta_1.90,M482,5.92206259441484,4.95993460911986,3.12574794344924,1.86585520996847,1.02811242334176,0.127147197785259,0,0.988467771739445,0,0.0294925265297957
Beta_1.90,M483,5.93384641509354,5.097587863083,3.25934206253434,1.95157059095622,1.07519840077133,0.304365122101222,1.0883402460774,0,0,0.0665824606909797
Beta_1.90,M484,5.79793070325714,5.09768996140314,3.31043971759664,1.98394210500624,1.08947352442847,0.474810846732695,1.17674171269661,1.23190585718114,0.423934029176622,0.106941664897259
Beta_1.90,M485,5.52492060880621,4.94406021578049,3.28734631802019,1.93821733558083,1.02693489116344,0.609163996103629,0,1.27758841112455,0.499655746426725,0.135813374617329
Beta_1.90,M486,5.18189773229357,4.6854181052041,3.09063084068442,1.8293290817915,0.945807067268775,0.70086926721,0,1.26959886420503,0,0.163572829977492
Beta_1.90,M487,4.84479158362273,4.41043685418006,2.89856043187483,1.77111640349047,0.909564356413797,0.70200458580702,0,1.20886249152235,0.498225407591852,0.160256161054815
Beta_1.90,M488,4.64038167734845,4.12674922990138,2.79064100700863,1.71466203826874,0.889194652149103,0.737513807048996,1.36071954740754,1.09375853569372,0.4795069102174,0.164453866822814
Beta_1.90,M489,4.49835192404113,3.92244737305246,2.65133869892395,1.61853919665244,0.857403282753746,0.819416559142674,0,1.02332284263025,0.447186586689265,0.176374426246189
Beta_1.90,M490,4.40349640113066,3.84566854380798,2.6067942125814,1.54937602887419,0.856540327638855,0.889605668578096,1.42312555909966,1.01367649574812,0.453354913485913,0.190386265766583
Beta_1.90,M491,4.29122578120084,3.75931789118444,2.50494733652736,1.50900087049724,0.855008967767878,0.964374240917481,0,1.08899671161077,0,0.207225635955284
Beta_1.90,M492,4.13539168849621,3.64516681092696,2.47534797199254,1.49969552479141,0.850238085643398,1.06010936852799,1.61526288995714,1.2272528775194,0.569533456587415,0.231053288053351
Beta_1.90,M493,3.79497251800633,3.32304096249054,2.27965765762493,1.31001393814326,0.681703267139775,1.26626157704611,1.8739072805908,0,0,0.278565191925976
Beta_1.90,M494,3.6582678039436,3.00713339462114,2.14118397130362,1.19818691304438,0.663877008199238,1.55043284305021,0,1.56704642933977,0.863480358703512,0.354006134646056
Beta_1.90,M495,3.59733664730174,2.87599631774789,1.87727991755937,1.07174811496286,0.584586725982491,1.7457455806248,0,1.6893754454286,0,0.39857477846918
Beta_1.90,M496,3.55714465146526,2.85151179652593,1.74589706632342,0.997329583441852,0.533941765327497,1.81832817247049,2.24748080734772,0,0,0.373336531440529
Beta_1.90,M497,3.48018057848437,2.79430692476621,1.66192976397367,0.928082010227742,0.499886199261038,1.73376873144654,2.15348967367962,0,0,0.277697384947131
Beta_1.90,M498,3.46248976514513,2.724671742219,1.58446069328039,0.900123303799431,0.508027970839596,1.55027390655539,0,1.45642474068123,0,0.159273956956958
Beta_1.90,M499,3.47873151991888,2.67509778469972,1.58026555638497,0.928554347817387,0.535762851581342,1.27591714591478,0,1.2495099175526,0,0.0698964724449967
Beta_1.90,M500,3.55582032098328,2.7411572140755,1.63239318842744,0.966774047549073,0.565921592204137,1.00784710141119,0,0,0.37069257120971,0.0518018147529958
Beta_1.90,M501,3.65580083279821,2.85265771194995,1.68872447258817,1.00451614890458,0.595502227635259,0.800879967810003,0,0,0.301715984377102,0.0472926210479731
Beta_1.90,M502,3.7733494416521,0,1.74981125620191,1.03830452782705,0.620190798404425,0.56737026494365,0,0,0,0.0336495197374223
Beta_1.90,M503,3.9338977871325,3.11110563674512,1.81121396236945,1.06827464785181,0.638494606909641,0.374511329846465,0,0.873189724979017,0.194865890809379,0.0230135151620915
Beta_1.90,M504,4.16273674926888,3.32163940866059,1.88733030840104,1.10037024891979,0.652847253524511,0.284220045374226,0,0.903192158104697,0.155462806292918,0.021278877372818
Beta_1.90,M505,4.40672831022187,3.54546400173055,1.99430998443105,1.14338202424669,0.672219006000359,0.239172480443087,0,0.931517534367676,0.135680540199904,0.018089027169045
Beta_1.90,M506,4.64327408766413,3.74985802583635,2.13331985412179,1.19988746192365,0.694119308413899,0.160545771053368,0,0.911021001360698,0,0.0105622538328237
Beta_1.90,M507,4.85673116921712,3.92218684903794,2.27428061741333,1.28486789009034,0.733561685700517,0.0824831080192946,0,0.75400786207212,0.108425188846994,0.0055723362771581
Beta_1.90,M508,5.00653413722969,4.02556362496171,2.35228006555014,1.34462512579668,0.769103606916979,0.0529551764078122,0,0.670090649042121,0.0971998889857712,0.00256779839884588
Beta_1.90,M509,5.1154504683324,4.10285237531961,2.38524208163727,1.36953109148223,0.783258675278727,0.0590803889494897,0,0.625572362623059,0.0934669171877629,0.0029501859046719
Beta_1.90,M510,5.2243968891367,4.17669864273855,2.41491890520462,1.3933208208518,0.796774791621148,0.07480530513715,0.66731987142227,0.609328934084271,0.0996176790931283,0.00318608772678271
Beta_1.90,M511,5.33680817678289,4.21901335561609,2.44213636749446,1.41445621715315,0.807733075058012,0.119864388129421,0,0.670552583381744,0.134422637321775,0.0104103674535638
Beta_1.90,M512,5.45391257854959,4.30525936067397,2.481399755135,1.43450830562366,0.817188104471808,0.150266109628879,0,0.828245832978732,0.182340653194639,0.0212396398589946
Beta_1.90,M513,5.52964532590207,4.38239391229639,2.50870429478168,1.43040822305148,0.817350755684626,0.15472522746286,0,0.930222871808035,0,0.0252916779258894
Beta_1.90,M514,5.59308980211664,4.47196918865815,2.51801946291608,1.43243469359677,0.812458808745648,0.230493857072611,0,0,0.266350603794284,0.0419071589741514
Beta_1.90,M515,5.59625951466898,4.5025688785265,2.53798638428156,1.43142434098693,0.807350818185323,0.351951626815538,0,1.0432799050714,0.308526465519554,0.0742675965483998
Beta_1.90,M516,5.48355034415016,4.44607066541364,2.55970855602949,1.43904561007812,0.797363564206157,0.340785013650068,0,0,0.32916953649601,0.0730491584285988
Beta_1.90,M517,5.36390390131812,4.48157700978469,2.63022850683179,1.4823119665328,0.801860409149284,0.428257389325313,1.21534397622673,1.28443574081933,0.382787623273002,0.0842453371663836
Beta_1.90,M518,5.18577784745149,4.41056520775383,2.63119869991803,1.50757363505334,0.811034439365735,0.538676261641781,0,1.31181340344039,0.40582723862754,0.101041916965765
Beta_1.90,M519,5.06894219381842,4.33237834490849,2.73071709808223,1.57725863731812,0.836163310194343,0.704250328939244,0,0,0,0.126043848250413
Beta_1.90,M520,4.96413675420126,4.36319822469061,2.8664213301755,1.66492705868617,0.869583754907739,0.871523294302165,0,0,0.445775918979325,0.152545964997442
Beta_1.90,M521,4.90899461240388,4.36486414639222,2.96139886059262,1.76603833053028,0.924588217644981,0.956187038235047,0,0,0.445588277959547,0.158169752261517
Beta_1.90,M522,4.92661224627863,4.30271236126195,2.99196839083069,1.83602663828845,0.991998975802077,1.05267996592635,0,1.14136031581672,0.427062846041281,0.16330748121695
Beta_1.90,M523,4.90639014565652,4.27296611845742,2.98387602580581,1.84238859115001,1.01053676560712,1.16145850955404,0,1.23987420572153,0.48008507972279,0.173676925054717
Beta_1.90,M524,4.83856985271063,4.26412803864533,2.96091683271602,1.8159400488575,0.999310435584902,1.33395990945522,0,1.41443310164012,0.56977634485609,0.202474908084204
Beta_1.90,M525,4.69764088718384,4.15117326835072,2.84035984780129,1.74533953881069,0.938226604547516,1.56089257965631,0,1.54334120790295,0.657941346371499,0.247478645957214
Beta_1.90,M526,4.59172348459874,3.99709468204029,2.72051615802203,1.67534521468381,0.876884477521883,1.71584257019232,0,1.64694435634611,0,0.29114609839074
Beta_1.90,M527,4.55682406984008,3.93273969290949,2.58199150841927,1.61387789556677,0.837925003338906,1.80401260260148,0,0,0.763589494091229,0.319720813321244
Beta_1.90,M528,4.49667357149277,3.89563334660097,2.50088636372935,1.53758150699712,0.818562469510222,1.79804035922045,0,0,0.80647282241848,0.326350052146477
Beta_1.90,M529,4.42665542500324,3.84477539353438,2.46420860991478,1.45333233384219,0.809365118525718,1.69643582064329,0,1.65469817213864,0,0.311579412195867
Beta_1.90,M530,4.15598385909145,3.61252514637857,2.25111046999005,1.2675580953414,0.690069801381761,1.50262204591528,0,0,0,0.251328425150602
Beta_1.90,M531,3.63751974701257,3.04987844758257,1.72641882604917,0.84118932869306,0.380154613994058,1.24919757433215,1.94477025814433,1.44809471306061,0,0.165987236930331
Beta_1.90,M532,3.51321466705532,2.80813457974051,1.55613284063748,0.751853941184997,0.351654922743242,1.02238873408895,0,1.27757460985777,0.456618159141605,0.0882187897522053
Beta_1.90,M533,3.48382441451478,2.6265084519498,1.45633958713776,0.726884131713079,0.370196156201726,0.797332291438027,0,1.08429501982587,0,0.0408648469232695
Beta_1.90,M534,3.49442290285673,2.58928070583803,1.37730193066727,0.741519157206736,0.39448320988989,0.510343073954159,0,0.895485454814803,0.230777344951059,0.0237351816281817
Beta_1.90,M535,3.60997446095039,2.71090931404044,1.41654514280593,0.774366369900869,0.420136533240038,0.364376911970129,0,0.79540615059631,0.177620102406557,0.0189931545853751
Beta_1.90,M536,3.81200299746876,2.88749849440348,1.48348230287395,0.810156987753579,0.447652811155569,0.297105546026772,0,0.781074013870195,0,0.0175596124653706
Beta_1.90,M537,4.08510337982738,3.10921028348223,1.60069760688409,0.856082449559777,0.475148784836345,0.282635739193281,0,0.718296641176181,0,0.0217065378057291
Beta_1.90,M538,4.34103523675369,3.32354426750043,1.73647877589549,0.918791089404855,0.509880217376309,0.30477675508359,0,0.774225780199774,0.239787267543609,0.0312354382259352
Beta_1.90,M539,4.50377946642741,3.44416668755708,1.79909165457773,0.964373411596373,0.543983247965183,0.27252555227992,0.879391235818827,0.760684707133506,0.273910216631267,0.0303793090098519
Beta_1.90,M540,4.64298172977763,3.56962443944248,1.83629147550279,0.996359033800769,0.570170626819753,0.211517981859241,0,0,0,0.0215677220216961
Beta_1.90,M541,4.75962125142264,3.69868684363498,1.87442242613984,1.03002872190209,0.60071529645644,0.143456737957104,0,0,0.180809852605854,0.00867851460046991
Beta_1.90,M542,4.85243664718446,3.83656704083931,1.93682797935436,1.06378974038559,0.627470617782962,0.0892064285417298,0,0.731844743867356,0,0.00241819488457665
Beta_1.90,M543,4.90714880647906,3.95451087836902,2.02521627037165,1.10212429664748,0.650001319339329,0.0457668233085415,0,0.750841961309615,0,0.00112002214460465
Beta_1.90,M544,4.9195282869261,4.03570399674785,2.12419354050162,1.14093745178545,0.664428592381304,0.0381380157824776,0,0.768999028673515,0.137247032960623,0.00547406035833529
Beta_1.90,M545,4.92496242051018,4.10169265013094,2.26143861365854,1.20412124657386,0.685736812466791,0.144728396831098,0,0,0.175216614512203,0.0256023597295047
