Folder_name,File_name,B1_1,B1_2,B1_3,B1_4,B1_5,B1_6,B1_7,B1_8,B1_9,B1_10,B1_11,B1_12,B1_13,B1_14,B1_15,B2_1,B2_2,B2_3,B2_4,B2_5,B2_6,B2_7,B2_8,B2_9,B2_10,B2_11,B2_12,B2_13,B2_14,B2_15
Beta_1.90,M322,4.35703561181311,4.45347341722799,4.243353720679,3.89368344087323,3.56484655582415,3.23916302414497,2.92313275596165,2.62280540237314,2.33904155204887,2.0714206947145,1.82028225929106,1.58670884551148,1.37191176466423,1.17673535289403,1.00143955593345,0.691836363806483,0.763281390700683,0.83266516673301,0.898763941594484,1.00818784248472,1.07711561507932,1.0464932180733,0,0.980858894070686,0.964004729934317,0.527700521118577,0.414873336559562,0.333071678190282,0.266177517179006,0.208839259775961
Beta_1.90,M323,4.46291668334453,4.55725851149351,4.38002164853105,4.04587756371702,3.70510836904918,3.36545267275677,3.03226878407126,2.71227802614996,2.4102140390469,2.12797914254365,1.8661947427992,1.62505924510516,1.40466036937741,1.20498401013719,1.02580248815424,0.684536784596673,0.755930327507385,0.824691258384702,0.888747710031655,0.991463700554466,1.06940359631514,1.00214428040431,0,0.943688376948885,0.833680360675495,0.524471328083628,0.406422609224648,0.322732719395934,0.254913150683789,0.198186347414877
Beta_1.90,M324,4.58276429691447,4.6663319656415,4.50175053587972,4.20931717734761,3.86804634668489,3.51699159556313,3.17525656617941,2.84230528630352,2.52335586112379,2.22312669044309,1.94449526999065,1.68888390031573,1.45671408324903,1.24774807759272,1.06129235786519,0.682122417260892,0.752182812490979,0.819496381080209,0.881494963150726,0.976956670808204,1.0368347813965,0.981431590992823,0,0.916061709885283,0.733916964145979,0.516788516017014,0.400245933177391,0.316339663158417,0.249265089254431,0.193069036836595
Beta_1.90,M325,4.70679574221681,4.78903944314964,4.60070757089477,4.34328613031472,4.04219995951336,3.68129190709635,3.33019652491133,2.99053238598741,2.66067990946072,2.3461491104266,2.05155148711685,1.77978331836993,1.53233993104905,1.30965790526585,1.11137384538332,0.673611552165933,0.742817648351177,0.809409481267673,0.870637841995526,0.961888130873368,1.00861242341974,0.95999591767618,0.933432244502127,0.87394712969802,0.714331088772002,0.504617550542072,0.389860569741054,0.307533784117411,0.243079395523001,0.189091956937466
Beta_1.90,M326,4.82317910039516,4.91397217969269,4.70916206540133,4.43399171319842,4.1708675449862,3.85258910573068,3.48692928355245,3.14157280869487,2.80644859464797,2.4830811901185,2.17699166575193,1.8920785275698,1.63072366110899,1.39411105491645,1.18247362199679,0.656511155513768,0.725918976575624,0.793121491775973,0.854226319853211,0.943361974108134,0.986651581681969,0.934517605081315,0.873492113715106,0.806408054597779,0.692872254998461,0.486297709281094,0.36948183070256,0.295648380030316,0.235913288516825,0.186315864432236
Beta_1.90,M327,4.92217064873572,5.01959557595489,4.8358602406095,4.55065699743686,4.24788872298721,3.95368900503127,3.63716282191009,3.27393818015846,2.93567761804548,2.60752826352539,2.29429136574162,2.00048820130956,1.7290750859833,1.48175204811314,1.25920249509883,0.627030231568211,0.69684971224049,0.765181243584974,0.826994793218218,0.909288938001426,0.94730755778507,0.902983040941136,0.829242259900256,0.739695577901798,0.668385894025859,0.479673194595836,0.343782632914498,0.27471760254496,0.220526578475753,0.176022785597811
Beta_1.90,M328,5.00288427397678,5.13347472026916,4.94032867305824,4.64786947928438,4.33869704082302,4.02926374528555,3.70742478357495,3.39077139917737,3.03577187715353,2.70483010178965,2.38690044686981,2.0869633482904,1.80843640647878,1.55343016780243,1.32297243984532,0.597171014931176,0.667408731698089,0.736947630054025,0.802983807646054,0.875644947782491,0.92644563425719,0.884918506408309,0.789533217148615,0.691632242765867,0.660663870249317,0.480631785151222,0.326229547530802,0.253324829744781,0.202804439163226,0.162475792593507
Beta_1.90,M329,5.0828930168949,5.22111687598365,5.00100536902577,4.71370177331206,4.40789969164153,4.09718342766923,3.77681489970297,3.44546862819006,3.11578365130068,2.77833888317949,2.45828720858215,2.15502888572908,1.87235933557097,1.61272914324148,1.37744246512955,0.575091946512646,0.643641341095932,0.712825172780137,0.776644686965142,0.851464197144023,0.913161102946935,0.854089174228937,0.764025423084344,0.659390311010181,0.662359623855625,0.456861037850428,0.311593076300478,0.242704521156205,0.196136597804812,0.158706078428868
Beta_1.90,M330,5.12430587518388,5.2503539068337,5.01495582579226,4.73203782274395,4.43258120340546,4.12332983074495,3.80357853456815,3.47386192554226,3.13986701573155,2.8091392131349,2.48872923628891,2.18429905159571,1.90000044045114,1.63859425239234,1.40161110726658,0.563555492978487,0.630962367950937,0.701382603424089,0.768548841062551,0.840039900399789,0.904511189113049,0.850185788698904,0,0.661341270348717,0.617522247393547,0.462443069202175,0.307673269641283,0.240976093498953,0.196431432193956,0.160462481337053
Beta_1.90,M331,5.07400582805451,5.18972105294164,4.96319652929138,4.67241623881044,4.37753011609049,4.072338030775,3.75579795078981,3.42916544936695,3.09795206281621,2.76929824999774,2.45017799424044,2.14653253496154,1.86292684344723,1.60249741744971,1.36703556017355,0.559846901636921,0.626460664003394,0.698812501440003,0.763054422530393,0.84786700554607,0.942353839693482,0.918146798257988,0,0.638018796049695,0.615027828199684,0.475651563100724,0.311473759333008,0.246211168998749,0.203403239967871,0.167994745162908
Beta_1.90,M332,4.97721518423135,5.07829822056285,4.86136678535946,4.57034620613621,4.2778641081505,3.98043889821909,3.67270965193572,3.35411701516864,3.02959911505929,2.7059790496259,2.39028127291564,2.08891695196746,1.80715485209816,1.54882408157096,1.31622131462308,0.576481644766735,0.663927223407875,0.784091066192414,0.897488170218601,0.989524477897632,1.05575977918454,0.999852372040579,0.841406479434001,0.676216343764122,0.640685680077397,0.517486276365227,0.320025342022496,0.254265824539301,0.211944267328279,0.176608439923638
Beta_1.90,M333,4.86554630434078,4.93372146772282,4.71581095819066,4.41856690896355,4.12255163490144,3.83171777104144,3.54045278107304,3.24184262622037,2.93585740552677,2.62691900205649,2.32153333199875,2.02690786037279,1.74983785078743,1.49575855039607,1.26812163831345,0.728285598687803,0.834652286111946,0.961028415588552,1.04839024227668,1.10709375801246,1.12155405297956,1.06360836562176,0,0.718707735750918,0.635383928183804,0.594161796662689,0.355219828109881,0.277671976741778,0.227605867255729,0.187280868232995
Beta_1.90,M334,4.74741178458457,4.786414065891,4.52665674479728,4.21215593435738,3.91774681564855,3.63709318700908,3.36498311614309,3.09476276965935,2.82117110101765,2.54108227455733,2.25574718172885,1.97192350220951,1.70001583212829,1.4501420398384,1.22869274894569,0.731741287056613,0.853783566220599,0.983956798036539,1.07308782751363,1.16004295936332,1.13096584506427,1.0862441384864,0,0.700990078330121,0.640759782669581,0.563583297127633,0.348407371371462,0.267963956172954,0.217002969582737,0.175990506942333
Beta_1.90,M335,4.7053137406575,4.73748932327744,4.47948739048014,4.17940889134242,3.87520813748535,3.56451885395903,3.25807807597704,2.96681066023031,2.69938341133515,2.45039250899461,2.19993720348756,1.9349876184345,1.66726170494281,1.42074139129039,1.20834148117762,0.728215818737007,0.860133960610319,0.983588956843246,1.07361060422036,1.14176412753512,1.13379332829745,1.1035646012546,0.896312977681419,0.652199994335529,0.560081913045884,0.539677407190345,0.313005151608866,0.232607333359657,0.18190242492373,0.14196237233765
Beta_1.90,M336,4.67378544509557,4.71779781176004,4.47767202858611,4.17104266655392,3.86841675958414,3.56239544472146,3.25466555564489,2.94955977654327,2.65286358513504,2.37318046078589,2.12986030475922,1.90299062029464,1.64305745124758,1.40272789947176,1.20371441521485,0.713719386076623,0.845670939731624,0.96741763506397,1.06210938985657,1.13036296006693,1.13378241382783,1.09963492247643,0.900702260706029,0.600269221985585,0.491528843903334,0.465587049810157,0.258088922024192,0.176715070290921,0.128987088370381,0.0932832923011627
Beta_1.90,M337,4.63910102820315,4.69301971112229,4.47148957788145,4.17017138196943,3.86763439539967,3.56757760681271,3.26731865421389,2.96557179300024,2.66672620188258,2.37680161913523,2.1009713056671,1.84630794624304,1.61420510365902,1.38823962777195,1.19300931317038,0.673001048701392,0.805983133398979,0.927034589199337,1.02237750067217,1.10856069572793,1.09982274547275,1.09341734156453,0.863007996569405,0.550538569984423,0.405154926091845,0.404361485101265,0.193223313025008,0.116884549080508,0.0770369531817099,0.050283146357943
Beta_1.90,M338,4.54658769458034,4.6133231140031,4.41182329561789,4.13367111572277,3.8509922422291,3.56672744487868,3.27617381500512,2.9772673686375,2.67540005570748,2.37888585784623,2.09539053937033,1.83050861552027,1.58758487274032,1.368058357209,1.1719652592464,0.642774940512737,0.775395777327369,0.894987278220877,0.996526122540936,1.06504283223865,1.05699745877621,1.00636732420562,0.885647611782928,0.51170464392044,0.342547042321186,0.354027522823189,0.167688157632407,0.0976176617264289,0.0641557862523797,0.0419528906413713
Beta_1.90,M339,4.29860823114616,4.37525202531037,4.19126337150484,3.94714615512966,3.70184098095696,3.44829248913597,3.17603927195282,2.88403370250224,2.58099742927088,2.2789231311074,1.98880824177213,1.71866551892354,1.47306036495127,1.25361353697968,1.05992355481175,0.553719250342054,0.685325173340795,0.799109337645818,0.892011958717946,0.973122520161099,0.956343702310342,0.921455284498213,0,0.490308055246058,0.329094228959693,0.271481979155361,0.170732811973794,0.101598940925932,0.0678115043315239,0.0447613445874619
Beta_1.90,M340,4.10029289184211,4.16326916053969,3.97596247441884,3.75488982367401,3.54569669752912,3.33097301006869,3.0922119818982,2.82241527673164,2.52907474455558,2.22844954019156,1.93776232919724,1.66916022429916,1.42795154884714,1.21442569570475,1.02665871980503,0.429731349427716,0.546646529485577,0.633980417425795,0.713098350320978,0.815749013834573,0.846352004129418,0.852114402394034,0.69651511609487,0.489451190199205,0.325376657075121,0.242865760511523,0.189614799607374,0.106768677043171,0.0730577603351725,0.0494997203878228
Beta_1.90,M341,3.94996108126637,4.0053647520338,3.80561659968745,3.58078472541503,3.36112752297384,3.14813103687211,2.94013411902288,2.7188934155904,2.45863629009565,2.16503922837319,1.87509284526013,1.61384760777625,1.38252846664152,1.1764349103674,0.993683648744909,0.340825471283334,0.425930735520842,0.4755809563783,0.583346451442038,0.720234302967236,0.760386885085115,0.79887309001122,0.662630426856135,0.473088636985883,0.319546439356466,0.231400981124624,0.178837593866407,0.108838286691098,0.0769570197981802,0.0539318324074868
Beta_1.90,M342,3.8469299394664,3.88777048116505,3.68146175846955,3.46601835008883,3.25330810113831,3.04108401411168,2.82038298849948,2.58579595783738,2.34326784927167,2.10847643921218,1.82858047769601,1.58266204319818,1.35548869986418,1.15139517872828,0.972379318281195,0.324421080257576,0.381368595554263,0.449979650062503,0.549973866478931,0.637573044581369,0.664942179327503,0.71119403725481,0.623834292246889,0.482658868193368,0.3408673787722,0.223648158846803,0.182660520814335,0.117163040896167,0.086569877312861,0.0631108427810612
Beta_1.90,M343,3.84405730997742,3.88799951596865,3.65600150653863,3.4073580379671,3.17004076688197,2.94367156194785,2.72704539618464,2.51395579608675,2.29386124401573,2.05826515578579,1.81001216576537,1.56370155501291,1.33610536563284,1.13664165429809,0.965723401876524,0.334203684929905,0.394530025048822,0.47708304063206,0.59891371850836,0.661082599862616,0.643884227667328,0.642732665998801,0.546201641013696,0.479540782193603,0.330945640426513,0.227214325896367,0.195445578336284,0.131078578600076,0.10037157074226,0.0750464610858612
Beta_1.90,M344,3.88828424870534,3.94556398672807,3.72765821518344,3.46140708634678,3.20323852921846,2.94683634817532,2.69135254246736,2.44276389157595,2.2164153757457,2.01261475067023,1.79302774397511,1.54919002069543,1.3251402253468,1.13781438561751,0.976062063164992,0.357454030018315,0.431197011418387,0.547259129118551,0.667680874559823,0.726301436322545,0.695925810096584,0.643224255850953,0.554928943110847,0.456054301587382,0.309483186626475,0.240232439700155,0.227852482809351,0.153559539326541,0.120978669297766,0.0931389544109477
Beta_1.90,M345,3.9667843636694,4.0263836145384,3.81926378134988,3.55915805455438,3.29400919041504,3.02164422549968,2.76208222815869,2.48435143724619,2.22886507613068,1.98538677953221,1.76932912625234,1.55737331075863,1.34365641065687,1.16327438011086,1.00052728681477,0.407404501263049,0.510910149003123,0.640881230315056,0.748444478038832,0.811169118032475,0.783332177903619,0.674965654112518,0.595068597585979,0.489757812401289,0.331817774150692,0.269003994190241,0.27513789652616,0.183482456739923,0.148790627716684,0.118277023613098
Beta_1.90,M346,4.04103249582854,4.10490950367071,3.90124868351406,3.64708422612753,3.39422775499659,3.14878544688252,2.85220991451211,2.54920536102634,2.28122014703222,2.03135664063268,1.79723411259885,1.57969694612842,1.37908202201473,1.19611644961861,1.03071174376695,0.449128584785855,0.560212111980267,0.687218929401906,0.795185640380605,0.877927750617327,0.856573583315962,0.727068662640412,0.613755184459172,0.539407903245645,0.354563090947802,0.293360137736171,0.281479020235138,0.207322689692884,0.171418699031833,0.139068156411926
Beta_1.90,M347,4.0433597804373,4.10622962651008,3.92123997461615,3.72134479141403,3.46531610926166,3.19002960829367,2.87699289319813,2.56730252746483,2.28608958311497,2.03064453344508,1.79407326553001,1.5743770673953,1.37188255788573,1.18709556635902,1.02014634424209,0.468239780879981,0.559673447909567,0.656288580718981,0.756283654414045,0.861303032958752,0.897556453957985,0.769106210152154,0.627642779003769,0.527771085032863,0.359804802443452,0.30028657055171,0.273843201886668,0.211480849350695,0.175282789182901,0.142576138632039
Beta_1.90,M348,4.11296984392805,4.23267882337356,4.0827631444469,3.84279052942589,3.5603773706832,3.25772399696944,2.9408610185522,2.62896071381855,2.33810981290441,2.07232463709865,1.82907966174035,1.60539116506501,1.39990683557163,1.21239020856533,1.04281212691412,0.495417759983831,0.584293695620042,0.671187676299783,0.748123336747109,0.821052984224641,0.879141707760621,0.790254601824971,0.652136734479394,0.562714195956655,0.410034035878367,0.34699687728234,0.266609216678351,0.202959481061255,0.166041152942204,0.133691760240838
Beta_1.90,M349,4.27162983889717,4.41254144582345,4.21676222498677,3.93604577802547,3.6360115704994,3.31991393274521,2.9997951733949,2.68686743942315,2.39103939435681,2.11711682953228,1.86570456278417,1.63566907988962,1.42574196370976,1.23502685509271,1.06289668416504,0.521652561795475,0.608095397135608,0.691101736545986,0.770567961136957,0.858401836762468,0.920967203941159,0.84413526798307,0.825904404121546,0.698230182058757,0.503745403398981,0.422378805469137,0.345765419343083,0.215517042101056,0.163221876472906,0.126433977451125
Beta_1.90,M350,4.37067351370337,4.48399755975212,4.25954077026491,3.94167144546342,3.62006426805544,3.29285177057899,2.96698442029065,2.65030409363508,2.34955177421574,2.06889019277427,1.81015219775912,1.57372987442593,1.35928815132194,1.16615162608822,0.993473377585589,0.551121322484373,0.635579038510425,0.718108705192309,0.800623150552052,0.903050617757799,0.973630745490557,0.913410632944436,0.939952688241336,0.853480344074572,0.605133065455869,0.445323050939052,0.3536428148753,0.222839482643026,0.162959231330168,0.123274422555004
Beta_1.90,M351,4.4541434958491,4.54364632872482,4.30317679931477,3.97079127001294,3.62771383527194,3.28230786263142,2.9461673419399,2.62399487781305,2.31876274684001,2.0330906910798,1.76898608129779,1.52764029965669,1.30945612433274,1.11416452259232,0.940981813243952,0.588480782798904,0.673948130014805,0.76333190171049,0.861934617254547,1.01162832512844,1.09168404310145,1.0690788003735,1.11988499048415,1.04356567916744,0.671495851867599,0.497401992831158,0.394672307826098,0.253894594395014,0.180715206245108,0.132172699742319
Beta_1.90,M352,4.45042478756038,4.52602780047299,4.26509728622702,3.92872235756221,3.58153514512365,3.23178405608242,2.89077822690477,2.5636771940283,2.25396465500876,1.964704954362,1.6982709162932,1.45613190465394,1.23885038214532,1.04615824602616,0.877099246263752,0.647900488975097,0.769678617806681,0.894495633019023,1.01917453038664,1.17161599542631,1.23600049546899,1.18309994721076,1.1719875361908,1.16726116368601,0.721400013214215,0.540012245918458,0.42568721886969,0.296642637741681,0.217953346009661,0.15936489234443
Beta_1.90,M353,4.41295473500528,4.48083046749788,4.2066722933352,3.86218470849009,3.51102619358612,3.15706298419369,2.81204489080782,2.48226350252743,2.17211736787075,1.88498924861369,1.62310161710859,1.38750339774457,1.17819184848064,0.99427682705788,0.834194505881546,0.762536303493997,0.884454692264744,1.00683660197065,1.12711772755778,1.29331620650023,1.32945831819182,1.29168497103691,1.17999127776297,1.04747131092721,0.770151324165658,0.58517274223472,0.46790951615759,0.347954859854289,0.268629715406698,0.204926445530537
Beta_1.90,M354,4.26708846088203,4.32695692287267,4.041690397425,3.67192056426973,3.32518627078101,2.98986777001966,2.67024019689005,2.36744196118763,2.08311419200998,1.81921134482103,1.57722244791314,1.35789086212663,1.16121502338727,0.986560191819038,0.832815620219393,0.70111247263369,0.811496590589464,0.935279913096978,1.06701807034752,1.24602962865051,1.31112436764186,1.25641894992119,1.17656457858035,0.994076926560689,0.742586823573738,0.572640262645696,0.460658512520077,0.347294611405603,0.27124912477689,0.20984209546826
Beta_1.90,M355,4.15044492042107,4.20395724355135,3.91405005650402,3.55771277180601,3.24634274252636,2.9424703176872,2.64783293063628,2.36485394983725,2.09540877297993,1.84127341511279,1.60436188651011,1.38646059775058,1.18879896481392,1.01181096863905,0.855153632031326,0.677912258011046,0.762715960464341,0.857609475034957,0.97178189188331,1.14040545380168,1.23962004182369,1.21571045002002,1.17585299135194,0.968717198113889,0.732918761831297,0.559481488729339,0.453841281510622,0.345057908110226,0.272590057843293,0.213501328644974
Beta_1.90,M356,4.09806903058881,4.16097920770422,3.90020731885882,3.57168983069603,3.28592978943401,2.99481883042219,2.70089090857377,2.41322247098976,2.13850364155206,1.88012187016616,1.63981997390438,1.41883427558729,1.21806237063993,1.03787296095466,0.878000268584524,0.701920456817752,0.781125337331215,0.863753766561304,0.955033775767224,1.0918791371567,1.16373225305899,1.15146506457567,1.1453660093783,0.961018500327484,0.747261177637151,0.566278897293683,0.455146139499776,0.35396663023156,0.282645062820975,0.223147854912078
Beta_1.90,M357,4.1180380029597,4.21399067383201,3.97077150609323,3.64663424909441,3.35588318164019,3.0603182369395,2.75984068053724,2.46433713091377,2.18224827215632,1.91802932497976,1.67337944232258,1.44896134668105,1.24514361896128,1.06201984753842,0.89926094857527,0.725667235234334,0.80158533325037,0.88039215913503,0.965522228765975,1.09938365229243,1.16815387267375,1.13703271210057,1.07012790182264,0.921995662994119,0.76321397001097,0.576938645870983,0.469721406051692,0.365875247882843,0.291588409956635,0.230584811121576
Beta_1.90,M358,4.15300927608801,4.2815413286155,4.06385810671032,3.72219832908666,3.41749468191299,3.11980285678909,2.81455492483967,2.51194402344195,2.22234603149937,1.9517581586307,1.70231446501258,1.47431052356059,1.26756278317044,1.08178672008841,0.916500362126889,0.75213984604101,0.823512543022057,0.896655339704981,0.974201772984266,1.10114752281258,1.16392334108771,1.13562121997174,1.05245908733628,0.920979318692525,0.747086136800805,0.589342664344685,0.476033811402111,0.376332093872442,0.301710182722044,0.239802626270045
Beta_1.90,M359,4.211184047795,4.37131073218698,4.15863042337503,3.81257853846634,3.49091978960697,3.18707087245439,2.87759861883073,2.56786162916115,2.2699677063692,1.99208591688653,1.73716838741168,1.50516384838191,1.2952030154408,1.10651210207563,0.938411188674379,0.775084449233953,0.842641577160288,0.911250927895201,0.983040679943735,1.09772937121157,1.16094678657682,1.13625652906706,1.03208919372418,0.928178866579482,0.763669298600218,0.59202298457442,0.477692232533321,0.383729664896839,0.310892653536475,0.249544282045851
Beta_1.90,M360,4.32143432977215,4.47712582094119,4.23552549519745,3.8949524446258,3.57084914869914,3.25962662881458,2.94412895875659,2.62487817498246,2.31600875082701,2.02933332523988,1.76892634697929,1.53368188413541,1.32133298059361,1.13033748022279,0.959824954259796,0.76675424101347,0.833184210406352,0.899971802900903,0.96841757719845,1.07730195853759,1.12833662299935,1.11323918601293,0,0.91028052976999,0.79611808481533,0.568666608702863,0.452929038008831,0.36503756556962,0.297379849563758,0.240180699020964
Beta_1.90,M361,4.46105593678126,4.58379571702689,4.30834814832148,3.94642282398673,3.62427848875865,3.32421802127231,3.02052704819884,2.69931290605902,2.37549749700819,2.07355388892542,1.80444524249493,1.56529481308446,1.35046374946449,1.15696533473603,0.98377326096281,0.696189136477769,0.765969246677298,0.835833184134045,0.905315511731286,1.00874151667007,1.05796043033806,1.06131993416152,0.896726264982379,0.820855278918916,0.716051546989613,0.509151740458755,0.382292851048763,0.304958604552266,0.245984689159485,0.197619222447095
Beta_1.90,M362,4.63092926393669,4.73283307399446,4.4522879812264,4.07282497547265,3.71566348598952,3.38203784342862,3.07841251765128,2.78368839783953,2.46263158122356,2.13924063070957,1.85391067526517,1.60618821274563,1.38495480908522,1.18625350593474,1.00895727908204,0.624309424151693,0.695569733040718,0.766994364419287,0.83759613867494,0.943583068785779,1.02453013551605,1.00275095569996,0,0.735317276064654,0.739145729202373,0.42395602058412,0.313108718520296,0.247937842390654,0.197593498419915,0.15707565749002
Beta_1.90,M363,4.80846799215607,4.89456575559406,4.62203350529557,4.24278784520154,3.87525131201563,3.52087422633581,3.17668141013351,2.84435224083572,2.55042682018516,2.23634748454014,1.9307965795134,1.67012170753581,1.43542310029207,1.22527743080947,1.0388837221389,0.594438464553413,0.665353476142188,0.737275283854625,0.823249993743282,0.928792166764266,1.01357006068292,0.954844470319471,0.790817674829321,0.70298607720133,0.807123993719803,0.391287331287951,0.298948054185487,0.234920884805068,0.189061957288236,0.152030495943625
Beta_1.90,M364,4.97363983637025,5.05336217960433,4.79088331178647,4.41609114620861,4.04691779335368,3.68384850714449,3.33080290540423,2.98693238509743,2.65444797050206,2.3412373724443,2.04080019048053,1.76670663249946,1.51732376884474,1.29319473957299,1.09405432728962,0.580559533411689,0.650853221489633,0.724155149428535,0.821065550729937,0.940413546826301,1.03101036972618,0.934927323525651,0.823337905683402,0.715049235180966,0.615226606253465,0.385040422748037,0.29237542229892,0.235354593721216,0.191702903645538,0.156239016780453
Beta_1.90,M365,5.13953657431714,5.2047928733181,4.95490410438305,4.58847524934851,4.22382103372729,3.85588251243904,3.49375105318443,3.14084953301174,2.80009989552478,2.47473320238513,2.16806583678931,1.88299396987803,1.62159797307605,1.38500619014003,1.17345024540105,0.571566391245272,0.641575978331716,0.727082662230096,0.849507304702427,1.00399768854141,1.06274830209818,1.05235763087532,0.839893495107739,0.711395173256179,0.537952928521542,0.379766758246631,0.295969900841812,0.24221390006929,0.200259851261365,0.16545655927295
Beta_1.90,M366,5.27667709609981,5.33269004696697,5.09556920678912,4.73907755620057,4.38236193678084,4.01404374098772,3.64500685306195,3.28263637554067,2.93261819383967,2.59896561184422,2.28457510982894,1.99167607613231,1.72193531648635,1.47640090013263,1.25545383508543,0.627914993188993,0.736950224627423,0.879159240145321,1.03754760534958,1.21235414031147,1.2015815173718,1.07788014433417,0.917386867125667,0.745307629394256,0.58216396373074,0.432638759950766,0.319707769759466,0.261268411421366,0.217773850755932,0.181963511187863
Beta_1.90,M367,5.36517063249002,5.41323654848595,5.18420047632651,4.83900197765741,4.49689038532267,4.1410262343614,3.77837354713317,3.41532403822279,3.05919909585512,2.71648109492094,2.39199160825197,2.08899841156912,1.80956309385968,1.55481424858366,1.32511738513985,0.775697411589423,0.895825233062537,1.0293129285841,1.17306298700393,1.30330237944521,1.3057226302676,1.14309746705928,0.985961662464137,0.792222953606883,0.694106240277312,0.496004863974182,0.36015560101493,0.285466832630984,0.233472836077656,0.192047058209591
Beta_1.90,M368,5.34482256082325,5.39199037952787,5.14990803580333,4.84034308628292,4.54014699555543,4.21336370126442,3.86464893345193,3.50468571293733,3.14528763633475,2.79606427804476,2.46379980309431,2.15296525387211,1.86630108033062,1.6052344883221,1.37017528743157,0.79572562419396,0.923008971465333,1.05491402564594,1.17486363731483,1.31288577537223,1.29915616594284,1.16167113632941,0,0.787054725458984,0.682961402185104,0.48772113581356,0.346736092446939,0.269808814728112,0.21655117578662,0.17439195790526
Beta_1.90,M369,5.26188060998526,5.31431018487655,5.10073761135282,4.81298638996462,4.52425223463095,4.20624211176982,3.86433450921211,3.50855911496188,3.1507960026067,2.8011519314325,2.46708091640537,2.15374203761784,1.86448169417381,1.60119189515477,1.36458100477066,0.830191442261108,0.944506879986172,1.05471589440067,1.15495154894905,1.28968753523616,1.29237213729735,1.17315087263202,0.974957398454285,0.786868922626721,0.652497782830749,0.471694177361238,0.321041436049124,0.240552849253467,0.185796820897403,0.142911320302448
Beta_1.90,M370,5.12161668632833,5.1881860096118,4.98452388169207,4.69726669441307,4.41369289742735,4.10596038391111,3.77387569842708,3.42551878545836,3.07254390397537,2.72550860318063,2.3925934432598,2.07977031021546,1.79115265545379,1.52925262043886,1.29518374104614,0.858808011894694,0.963061835327488,1.05406791409827,1.1243248567455,1.2458572673331,1.26733668084948,1.13183459227724,0.94557135962263,0.736331591705691,0.631893088486205,0.449333328915174,0.282886118387063,0.200795606387603,0.14616822342601,0.105415892192656
Beta_1.90,M371,4.99220519720202,5.05739464150484,4.86461655668209,4.57668004460269,4.28781657690335,3.98599600535254,3.6675104725355,3.33357278394123,2.99229539158438,2.65329042416046,2.32511472849321,2.01480318451746,1.72779594522465,1.46782712040918,1.23685480057854,0.857156920344303,0.955132063090201,1.0314104611127,1.08772388300466,1.17228550396504,1.17881740224604,1.05766218870209,0.898615671584775,0.670503398453499,0.58215175533557,0.412106644457052,0.240029253196557,0.15919423785783,0.10835549285768,0.0725857962389021
Beta_1.90,M372,4.86792637939406,4.91974397292477,4.70747321913494,4.41074218012852,4.11221031306686,3.81142431229716,3.50689515638015,3.19509879743134,2.87737662025757,2.55815540316654,2.24372484703103,1.94172008896326,1.66001109008169,1.40507257891913,1.18065727398406,0.774554757847429,0.873826900291754,0.947644897113008,1.00614355298735,1.08332878290485,1.05185003902026,0.95268408678577,0,0.581846067495867,0.518629381654043,0.384830489158889,0.196351938461359,0.124249767619607,0.0813355058430857,0.0522171506760994
Beta_1.90,M373,4.79268391380577,4.83818695429154,4.62235134664904,4.3092488215126,3.98354526785537,3.65652818502053,3.33856227260881,3.0342844195958,2.74316294454468,2.45762125264573,2.16981768360344,1.88120931940847,1.60403178587982,1.35304702569961,1.13647687397715,0.629388721429468,0.73528377854512,0.817212406330527,0.896212079466345,0.968569753410978,0.940211756239521,0.853540530113176,0.680484162264516,0.522483370652645,0.431623422821963,0.386677984420446,0.183580555246498,0.115766392536961,0.0755623055040023,0.0476737417042248
Beta_1.90,M374,4.70635074358695,4.78412931302745,4.57439485881781,4.2557633575941,3.93002515173433,3.59470639180697,3.25828050110342,2.92743984269602,2.61453519437922,2.33570677688965,2.08592978350392,1.82834055043613,1.55720481091024,1.31156532858894,1.10823799376967,0.463805114506534,0.573166394014209,0.669086122957279,0.784137720551472,0.864661220254158,0.88559913200283,0.830862538032981,0,0.491976032971966,0.383264901089494,0.436938986248667,0.179996224453889,0.112459056255114,0.0736867909443659,0.047129357489212
Beta_1.90,M375,4.60359252013352,4.71278065946995,4.5221188219804,4.20490776573562,3.88132881911284,3.55165578538318,3.22256617704837,2.89858304688535,2.58451163361589,2.28421408516561,2.00276642489078,1.76597465549291,1.51588503910119,1.28286611186819,1.09012838750371,0.352133148675986,0.444635231537166,0.559914272942854,0.719874100882524,0.8277680829543,0.849082280900501,0.814089505922494,0,0.456325124542153,0.358666005379703,0.376508788789625,0.172687142575493,0.109697060247034,0.0757934975922539,0.0520008321163048
Beta_1.90,M376,4.47093633136038,4.6115582013585,4.43623451300567,4.14873067871554,3.85376461240266,3.56218399602609,3.20920047810763,2.87618452436544,2.56093020304188,2.25849398460847,1.97313675871005,1.70868440181032,1.47056596759631,1.25222529620131,1.06181506218151,0.357297913484003,0.452374399263543,0.577930738266388,0.698879649806432,0.78055530537899,0.773427282355974,0.75976029661391,0.672377636861813,0.434609965106439,0.374336127046074,0.34616179081735,0.174101444811624,0.118406563238531,0.0879407635815396,0.0643535749834373
