Folder_name,File_name,B1_1,B1_2,B1_3,B1_4,B1_5,B1_6,B1_7,B1_8,B1_9,B1_10,B1_11,B1_12,B1_13,B1_14,B1_15,B1_16,B1_17,B1_18,B1_19,B1_20,B2_1,B2_2,B2_3,B2_4,B2_5,B2_6,B2_7,B2_8,B2_9,B2_10,B2_11,B2_12,B2_13,B2_14,B2_15,B2_16,B2_17,B2_18,B2_19,B2_20
Beta_1.85,M392,1.89155735105443,1.89920588839689,1.89030342149194,1.87770836786115,1.84923080027993,1.80496284856761,1.74620689434697,1.67485745739183,1.59370498414546,1.50700935591092,1.42056633082293,1.33948690718999,1.26336725313045,1.18359986539676,1.08912737842872,0.977514321219397,0.858769906747238,0.747041980843214,0.650438245225692,0.569082990404102,0,0,0,0,0,0,0,7.03570517886851e-214,1.34264720543139e-17,4.11322469824701e-52,1.90701465285293e-239,3.87902483570855e-11,2.35158676715845e-111,7.18053733808187e-08,0.000870659633562282,3.70729107649358e-12,0.000118176352240653,4.45466796175092e-34,1.98632483697995e-100,1.04755252132185e-203
Beta_1.85,M393,1.73364201741488,1.74887327943891,1.73546482691808,1.72310121496449,1.70336179917056,1.67309287754808,1.63479649695824,1.59116340273387,1.54369630491818,1.49209632736806,1.43427035999228,1.36713419461827,1.2880244111297,1.19615234736882,1.09341815472533,0.984178953123781,0.874089958079988,0.768584117838459,0.671656305914364,0.585356048722861,0,0,0,0,0,0,0.0024400591879184,0,0,0,0,2.01303560530729e-252,2.2095465051427e-36,7.17519870398809e-24,8.69714728001895e-28,2.77280526060263e-18,2.62293881547493e-05,4.960340957287e-50,1.87886229331985e-152,1.42452453198843e-312
Beta_1.85,M394,1.63837389669985,1.67312140835269,1.67787652255651,1.67830742104002,1.67987513839899,1.67607946090904,1.66289215927575,1.63899141303816,1.60346640379587,1.55537306980701,1.49405738615305,1.41955302972294,1.33284984528439,1.23595716257178,1.13175360493012,1.02367058077667,0.915291134620336,0.809953868920803,0.710436250938934,0.618761580930349,0,0,0,0,0,0,0,0,0,0,0,0,1.04154740094698e-06,6.63175197273821e-20,0.000337607069446067,0.000364329977334221,2.63742281556856e-05,4.960340957287e-50,1.87886229331985e-152,1.42452453198843e-312
Beta_1.85,M395,1.67964711809634,1.71851494011487,1.72505689012934,1.71510205023868,1.70149595863582,1.68742912725834,1.67018949048278,1.64622636018182,1.61283168064223,1.56799012582266,1.51030541030759,1.43927076895318,1.35553528768648,1.26094655285582,1.15834639436972,1.0511943777512,0.943122755526238,0.837519240189033,0.737207468093067,0.64426074376943,0,0,0,0,0,0,0,0,0,0,0,0,2.58891756934908e-24,7.05544852054205e-103,3.94933451511333e-91,0.000845700477391941,5.61358924393089e-05,1.8953365070283e-48,1.28092465541483e-149,1.73281581540773e-308
Beta_1.85,M396,1.81326141466667,1.83528100669952,1.82076564814059,1.78078953778705,1.72948724606496,1.67830966603124,1.63311545915382,1.59441214819364,1.55913478658105,1.52242908941613,1.47897174771903,1.42406092273678,1.35466800557206,1.27027699123932,1.17314580876246,1.06777919602008,0.959764121067389,0.854418310564913,0.75574960372535,0.666017283035485,0,0,0,0,0,0,0,0,0,0,0,0,0,9.38108144799027e-221,2.94967091208086e-78,3.32802435857028e-19,5.61358924393089e-05,1.8953365070283e-48,1.28092465541483e-149,1.73281581540773e-308
Beta_1.85,M397,1.93553450984294,1.95148364036027,1.93063224239878,1.88210977111411,1.81781924041726,1.74769961172506,1.67741617804191,1.60896551116742,1.54292008741406,1.4804507055141,1.42338930318139,1.37160943428613,1.31971877327383,1.25758354723712,1.17675032411591,1.07769817125795,0.970221823194951,0.866385756393868,0.773383999304773,0.692122386852383,0,0,0,0,0,0,0,0,0,0,0,0,4.85780885357325e-72,1.76603119151067e-178,1.51136280088155e-27,1.60533657393723e-33,5.28347896280134e-06,4.62335475692818e-81,1.07571429545431e-258,0
Beta_1.85,M398,1.99157521642955,2.00728792866401,1.98769852827249,1.94384041947494,1.88736473623383,1.82489060287805,1.75807263792992,1.68660136251105,1.61042764878459,1.53024038812609,1.44711235764825,1.36239315809031,1.27962623235675,1.20831699662633,1.14940073702689,1.07237577711477,0.967464976217732,0.868406375817922,0.787192314358377,0.715168352217066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29692452529054e-163,1.60533657402858e-33,5.28340507126652e-06,4.62335475692818e-81,1.07571429545431e-258,0
Beta_1.85,M399,1.98354705856137,2.0011554408498,1.98595205016941,1.95409002293938,1.91597862420235,1.87163284442425,1.81762246401784,1.75245707906025,1.67698084193819,1.5931601138524,1.50328990508529,1.40966609748712,1.31443346404111,1.21949030152984,1.12644250833323,1.04536018273183,0.957632386228578,0.869356425614313,0.793049095923307,0.721801465533836,0,0,0,0,0,0,0,0,0,0,0,0,0,4.13116341404116e-295,3.24262251428476e-23,0.000915172543567,1.0721628583952e-07,1.68535590653381e-89,8.29871576465131e-274,0
Beta_1.85,M400,1.94563768031491,1.95921942319812,1.94572613058745,1.92657025143745,1.90775923436282,1.88268815292878,1.84553221524346,1.79429197976543,1.72908294876054,1.65115347255774,1.56261120798723,1.46621475815733,1.36508319593197,1.26235936930902,1.1608927448403,1.06299899037798,0.970331110754612,0.883858224418911,0.803957946740355,0.730543399020921,0,0,0,0,0,0,0,0,0,0,0,0,0,1.45125700230145e-210,1.07560753104205e-84,4.96056752780409e-16,4.75478310271108e-06,2.81664243081225e-53,3.35125493526239e-158,7.97916018033613e-321
Beta_1.85,M401,1.92789441926048,1.92143714111184,1.89234892513874,1.86969737218599,1.85373621720414,1.83610220419609,1.81246919919767,1.77967246664888,1.73439882717331,1.67401641573551,1.59767989260273,1.50695185878496,1.4056274456971,1.29882913910421,1.19176346699334,1.08863677771839,0.992080334513867,0.903153920468299,0.821754044195179,0.74715689600721,0,0,0,0,0,0,0,0,0,0,0,0,0,3.12519985565295e-71,1.32559338636534e-82,1.11549243593355e-12,1.82158506103708e-05,6.11120290708953e-55,4.07519708353371e-161,0
Beta_1.85,M402,1.98692344200385,1.9720286504037,1.93480497861611,1.90410237436728,1.87161837455929,1.83237184323586,1.78825327338649,1.74312496749273,1.7002223703156,1.65839162656709,1.60983836567982,1.5438743979233,1.45548695218519,1.35043220025624,1.24111286935272,1.13787732647728,1.04439773302366,0.959345402650936,0.880163494842348,0.805193909960538,0,0,0,0,0,0,0,0,0,0,0,0,2.06935427478295e-247,1.57697723316242e-131,1.4213682080523e-52,1.51522933598036e-10,3.54861636972336e-05,2.84900828465546e-37,5.02501406322805e-106,1.04826587914497e-211
Beta_1.85,M403,2.0317491624242,2.01552994205845,1.98294197070027,1.95774114845873,1.92667832946332,1.88709412979644,1.8394437928496,1.78439921070289,1.72272104648232,1.65524187248978,1.58304028659768,1.51134615694904,1.45433295568387,1.3802964207792,1.27262713517951,1.17971782553032,1.09609903644123,1.01428230258967,0.934274311335864,0.856650280786854,0,0,0,0,0,0,0,0,0,2.32584759264263e-247,2.16567189160365e-178,8.07882272892914e-121,1.20738981902691e-74,7.22921185800296e-40,1.73411724202741e-16,0.000166651899768747,0.000660896794634237,9.89702901822337e-15,6.11601224804388e-37,1.51417426744182e-70
Beta_1.85,M404,2.01050063014248,1.99312779103948,1.96642723715531,1.94376320603594,1.91282622727418,1.87323057492185,1.8255320356419,1.77039552198341,1.70857450414612,1.64089388866604,1.5682317501773,1.49150047658323,1.4116278899377,1.32953888249618,1.24613806506987,1.16229386572461,1.07882444438675,0.996485706879654,0.915961614373525,0.837856895245131,0,0,0,0,0,0,0,0,0,9.62507267108493e-246,5.07241369322805e-177,1.07095032597234e-119,9.05874428735298e-74,3.06980426786237e-39,4.16770895039419e-16,0.000644455378565609,0.000572080233515208,4.31242490950795e-15,1.50828805303524e-37,2.1134454763812e-71
Beta_1.85,M405,2.01026356967043,1.99261959337588,1.97013762420339,1.94826016801951,1.91750269524569,1.87807747678904,1.83054749006956,1.775580459641,1.71393281699678,1.64643224028842,1.57395905989078,1.49742711663673,1.41776465475044,1.33589580401934,1.2527231578468,1.16911188868625,1.08587576381787,1.00376533676399,0.923458497295851,0.845553470325295,0,0,0,0,0,0,0,0,0,2.47242154962998e-310,2.33972126900564e-223,8.32824736208182e-151,1.11504141693172e-92,5.61534278161978e-49,0.000940820238224629,0.000365019729319473,0.000281051083862326,2.04736968245329e-18,7.76284637871595e-47,1.10711722138971e-89
Beta_1.85,M406,1.97191514255934,1.95449547353461,1.9359942118703,1.91398884997121,1.88267533246864,1.84252186674358,1.7941600848074,1.73833437803087,1.67588166394592,1.60770934152767,1.53477228448629,1.45804972260542,1.37852281694361,1.29715365389277,1.21486627266612,1.13253020915315,1.05094689529875,0.970839106291305,0.892843506282548,0.817506214329593,0,0,0,0,0,0,0,0,0,0,6.32101430763701e-291,4.57638121245818e-103,0.00507616124003467,0.000656358640345462,0.00093500123681879,0.000918243410703441,0.000256348920103545,1.77915939109199e-21,2.22639092932808e-57,4.08506710008719e-112
Beta_1.85,M407,1.8704767680738,1.85375741169497,1.83725262080464,1.81388986100739,1.78059260654841,1.73803978131631,1.68707801480088,1.62868529088463,1.56393463132335,1.49395642088052,1.41990140703693,1.34290620056965,1.26406277817848,1.18439308303413,1.1048293761761,1.02620055295801,0.94922424100754,0.874504167820876,0.802532045162269,0.733693071019638,0,0,0,0,0,0,0,0,0,4.77371351567115e-104,0.004518186620418,0.000714678976347569,0.000762386082421182,0.000423428536447561,2.39794390028761e-06,1.59279517654598e-05,5.77229803768292e-05,3.02117325185291e-23,2.28370801961149e-60,2.49312230190895e-116
Beta_1.85,M408,1.75380767987932,1.73847751619326,1.72265382752948,1.69677380567503,1.66013304679536,1.61389416221624,1.55943488232945,1.49825685992518,1.43189512392368,1.36183655007252,1.28945385659622,1.21595903596069,1.14237736512052,1.06954062649746,0.998096248734155,0.93004486768005,0.861467210138752,0.79630143802529,0.734044984276337,0.674520197943935,0,0,0,0,0,0,0,8.18412509467233e-75,0.00278659962011865,0.000669878450224411,0.000159623108423631,0.00109432625420082,0.000980809368151126,0.000819185021053957,8.80336182631499e-05,6.93134809919661e-05,5.77229802402416e-05,3.02117325185291e-23,2.28370801961149e-60,2.49312230190895e-116
Beta_1.85,M409,1.62686216257752,1.61277183666006,1.59491425278857,1.5642673021013,1.52235114779232,1.47184287043289,1.41546686072868,1.3556471720439,1.29428108326963,1.23265640829075,1.17149620582844,1.11109195499691,1.0517143046103,0.997725528851872,0.961642297118214,0.914584637579737,0.833121263860517,0.763890042888366,0.707080498107777,0.652861097392868,0,0,0,0,4.05528024487847e-171,2.90556075247055e-08,0.00163272340484895,0.000100863998380022,0.000987612109287774,0.00063916862751964,0.000150152650342335,0.000987611997061453,5.80118545212038e-06,0.000392102477238578,0.000870704720738003,8.15865788243821e-07,1.57578748843594e-05,7.43004599622484e-30,7.95535169018588e-80,1.93419961320411e-155
Beta_1.85,M410,1.50613407390137,1.49295469361981,1.46942041061791,1.43215352317429,1.38844084413384,1.34389698699212,1.30087713736253,1.25917417846178,1.21784721585874,1.17723747692579,1.14016951248597,1.11019948892237,1.08565775496094,1.05522457767379,1.00479207498996,0.931808983761109,0.84867084023954,0.770262911823192,0.702595333212653,0.643675252620909,0,0,3.32312876052683e-283,0.000325059736352971,0.00197132165586816,0.000754545983618654,0.00190272236754797,0.00012592148116139,0.000315982330628732,0.000575453368752711,0.000121645013739048,1.76206052105236e-05,0.000450325811245189,6.05243726545927e-05,0.000337607069446067,0.000401043950747236,1.57578748843594e-05,7.43004599622484e-30,7.95535169018588e-80,1.93419961320411e-155
Beta_1.85,M411,1.42052734672637,1.40664633562464,1.37821897115727,1.3492892762956,1.32855454004903,1.31252567382517,1.29794497151925,1.28435302199644,1.27150580499422,1.25758374801917,1.23888357286963,1.21067710032961,1.16887282970811,1.11175009973508,1.04087761768502,0.960708583863528,0.877070235724978,0.79534078161278,0.719157596029067,0.650065967486283,0,3.38610553316623e-253,0.00123908800446859,0.00031059397198974,0.000961542395671393,0.00193193316552699,0.000992002180200996,0.00163836893838896,0.000574997177604148,1.29911060781434e-05,0.00099862244930256,0.000183291792724648,0.000762259565588218,1.44010997100479e-06,0.00033760706944681,0.000848579516893019,2.1550853116177e-06,1.27123567554007e-40,8.8690739598831e-112,7.31848319089479e-220
Beta_1.85,M412,1.42820494205089,1.43348772386503,1.42644382282276,1.41674930032466,1.41406473882446,1.41614765754106,1.41673219146717,1.41105979974929,1.39628085391279,1.37060448765727,1.33300941409346,1.28333140294766,1.2223552869381,1.15176956782589,1.07397021041929,0.991755328793738,0.907978120024279,0.825229352438177,0.745605533528868,0.670591423343781,0,0,8.68812799915251e-05,0.000791305553590648,2.90271635297482e-06,0.00152451913117692,7.19351767359995e-08,0.000965967686481926,0.000729147679765372,9.38169732423331e-05,1.29911060781456e-05,9.74657300280497e-05,0.000965966582762867,8.62331294401361e-32,0.000311978830449898,1.47246393811833e-09,4.64224799957987e-06,1.73149163656254e-39,7.63841161067473e-110,3.98544037049013e-217
Beta_1.85,M413,1.54677585761982,1.57170141385293,1.57824962748905,1.5732940326541,1.56640890480601,1.55878468893783,1.54655874443607,1.52583574886804,1.4946487946121,1.45263288121704,1.40032336382008,1.33876318008046,1.26933365431861,1.19365233591037,1.1134766760831,1.03060537477673,0.946783760772092,0.863621094941933,0.782525962518271,0.704663317301498,0,0,7.30413409676795e-58,5.22679106790321e-06,0.000915172543566967,4.08011478992468e-06,0.00196635419377278,0.000450325824817786,9.74656912377454e-05,9.47328284635674e-06,1.29911060623265e-05,0.000987611996993156,9.28452633341311e-07,0.000264206329291203,0.000893875866132624,0.000364331864848245,4.64224799957987e-06,1.73149163656254e-39,7.63841161067473e-110,3.98544037049013e-217
Beta_1.85,M414,1.68786922781424,1.71267422743712,1.71669702302763,1.70398813251617,1.68350004426342,1.65964347884826,1.63209389776951,1.59848783717753,1.55684830498631,1.50644728695358,1.44760842948996,1.38126552925876,1.3086498797815,1.23112705762017,1.15011130074701,1.06700872051181,0.983171313651686,0.899858005852884,0.818203000763398,0.739192186663681,0,0,2.02763846935047e-171,6.84645602849156e-05,5.33571162337056e-05,5.45391980273228e-10,2.19715593228644e-08,0.000221287403402776,9.74665221621454e-05,2.86045063263334e-09,2.86045063263253e-09,8.11113809003047e-09,0.000965966582762867,0.000392080505680877,3.55785612702077e-08,1.65420936957408e-06,2.27910209518967e-07,2.38498944176922e-58,4.99575005646479e-167,0
Beta_1.85,M415,1.76525218779474,1.78411288804897,1.78632898719181,1.77047196943834,1.7437953317126,1.71151254441951,1.67548768846417,1.63506883801425,1.58874639600663,1.53540423896318,1.47477429749516,1.4073427282923,1.3340792105261,1.25620184671315,1.17502663362085,1.09187905546183,1.0080385210107,0.924698919770724,0.842938896719417,0.763700158313646,0,0,0,0.000951361182852813,2.79990577650919e-08,4.50866124688059e-08,0.000136928927840195,0.000450325811105629,3.8797736288545e-11,0.000638423941609801,0.000150149789924722,0.00018329179271716,4.87273599176513e-06,1.29790954871801e-10,1.99432122716159e-06,0.000915230002943473,9.60772202399471e-06,2.26591150637993e-38,6.32056728804718e-108,2.08525788651158e-214
Beta_1.85,M416,1.76090362206693,1.77490351117472,1.77990723995639,1.7677074265415,1.74334457968656,1.7113623064354,1.67438344797709,1.63299291881468,1.58648885136188,1.53385316002826,1.47445027603816,1.40830636929031,1.3360726763537,1.25884679738818,1.17797813113415,1.09491127511714,1.01107430987351,0.927802135946559,0.84628473758152,0.76753423369574,0,0,0,4.57295941417971e-195,5.89777132204486e-10,0.000154463933859944,0.000392080505680877,1.34190319353742e-08,9.74656912377454e-05,4.84178479893578e-09,0.00057463706975548,0.000511524339174725,6.93929008818924e-51,7.18053733808187e-08,4.11251371860122e-05,2.79979505266079e-08,6.67116632122929e-07,1.24559909711069e-56,4.6552859430983e-164,0
Beta_1.85,M417,1.69581515579753,1.70238165506364,1.70620849574069,1.69886828371855,1.68071399840354,1.6548464069601,1.62336416428153,1.58700860128348,1.54539301118439,1.49757867836483,1.44269450229313,1.38038027674913,1.31097452163645,1.23548129957392,1.15540151993477,1.0725129882452,0.988657834637882,0.905568602852031,0.824744903813985,0.747381372309479,0,0,0,0,0.000915172543566967,2.39771039938994e-06,1.36830459762397e-06,1.13097801030954e-07,0.000701474565698918,2.860417600726e-09,9.47328280827809e-06,6.83191964259153e-06,9.28452633341311e-07,3.13485810656957e-05,0.000311979142341224,1.7432916929964e-10,1.83440975487778e-06,6.11120290708953e-55,4.07519708353371e-161,0
Beta_1.85,M418,1.64637692872658,1.63847915940261,1.62233813237863,1.60688484424071,1.58496281788998,1.55913134173892,1.53115052484588,1.50131664902862,1.46853624009599,1.4308173033603,1.3859903858661,1.33242604839386,1.26954893219143,1.19803628416753,1.11969337901149,1.03708593780539,0.953058837536973,0.870274904260595,0.790875046086995,0.716308267146263,0,0,0,0,3.33092706935249e-234,0.000870659633562295,2.83677706834992e-13,7.72319669299696e-05,6.2304835451622e-07,9.4732828082797e-06,2.86045063263253e-09,2.03110837381001e-60,0.000221283576302762,1.62288708757413e-15,5.63756389096558e-13,1.10219282749601e-15,1.83440975487778e-06,6.11120290708953e-55,4.07519708353371e-161,0
Beta_1.85,M419,1.66890239328086,1.65398654895722,1.61378819239154,1.5783450340634,1.53748543390676,1.49182295233579,1.44566198447504,1.40272045182094,1.36490938948721,1.33145333569579,1.29873766008906,1.26128734597378,1.21375343166137,1.15311010962245,1.07996516914899,0.998291392149502,0.913780487549328,0.831767435471674,0.755758877839127,0.687058785269022,0,0,0,0,0,1.51136280088155e-27,7.18053733808049e-08,0.000762259565588216,3.8797736288545e-11,0.000574637069755513,8.30069064665043e-18,7.48793144690919e-15,0.000965966582762867,8.74118138276573e-23,3.55785612702077e-08,1.04309531399192e-19,1.88195922831141e-08,2.07695240967657e-92,6.09451272920797e-279,0
Beta_1.85,M420,1.71461336163738,1.70401340635866,1.65925227743165,1.61294766686531,1.56710540346093,1.51537915510258,1.4576181123968,1.39592773287142,1.33267054108021,1.27085300096096,1.21494470094124,1.16956904904268,1.13377092106091,1.09596946989307,1.04067092935123,0.964151482631663,0.878702511277824,0.799263683709597,0.731320593122179,0.672253291332845,0,0,0,0,0,8.60279853966049e-262,6.05243726545927e-05,2.36320283258641e-05,1.6712494598949e-09,0.000150149789924706,0.000150149789924722,6.20331772444345e-101,4.87273599176513e-06,2.19715576999773e-08,2.59154187052873e-32,5.33571162333799e-05,9.10056744998441e-08,1.68535590653381e-89,8.29871576465131e-274,0
Beta_1.85,M421,1.76300076536491,1.75704774824588,1.71566352359179,1.66075874910154,1.60632420231285,1.55174048283912,1.49344317569716,1.43081190751671,1.36506272290965,1.29767786098919,1.22987445816184,1.16252491355241,1.09631953841167,1.0349592319145,0.992197102555673,0.942222194729635,0.85774416415858,0.787424750461396,0.729325115274765,0.673937649051936,0,0,0,0,0,0,1.55811679065257e-42,7.1349275340903e-11,9.74656912377454e-05,4.84178479063509e-09,0.000121645013705997,9.74656912377571e-05,2.36320283258641e-05,0.000819184469196051,0.000337607069446067,1.30659630683481e-28,9.10056744998441e-08,1.68535590653381e-89,8.29871576465131e-274,0
Beta_1.85,M422,1.82139694394262,1.81878820654611,1.78427790819694,1.72839393752106,1.6642637151626,1.59945767187938,1.5350975225218,1.46967556461536,1.40218433271866,1.33281207036136,1.26240288670028,1.19189631963597,1.12207050743163,1.05348715773953,0.986516690550188,0.921607944222084,0.858296230063017,0.797122183724604,0.738129117321799,0.68130765200505,0,0,0,0,0,0,0,1.13097801030927e-07,0.000183291792717179,9.4732828082797e-06,1.10905270131893e-11,6.23048362004018e-07,1.0042523437003e-16,2.19715576999773e-08,3.11891826783258e-10,3.36884611562424e-16,3.68866068074327e-12,4.72972780876052e-191,0,0
Beta_1.85,M423,1.88154870257782,1.88143748550653,1.85395439810752,1.80337277226336,1.73734417921358,1.66368605660574,1.58791373771144,1.51259409380398,1.4381860977102,1.36431828556946,1.29068427243323,1.21735009742686,1.14467931717069,1.07314728028915,1.00319887350874,0.935184298520186,0.869351172773478,0.805863405760393,0.744827053740269,0.686313455652968,0,0,0,0,0,0,0,0,6.82937940853351e-14,0.000150149789924706,0.000998615917176127,9.74656912377571e-05,0.000221283576302761,2.82054819754593e-13,1.51136280088155e-27,0.000364329977334219,3.93796446447768e-07,1.22377553551868e-86,1.01117855176071e-268,0
Beta_1.85,M424,1.94886814143922,1.95123867336438,1.92999733898611,1.88677517414924,1.82547488460637,1.75127057971435,1.66941137945627,1.58425676794731,1.49880179694308,1.41470324865819,1.33263072647619,1.2527102679077,1.17488549031994,1.09912499896712,1.02549097061361,0.954123838888202,0.885197420849606,0.818878555388832,0.755303947136285,0.694573295364101,0,0,0,0,0,0,0,0,0.000701474565698918,9.4732828082797e-06,4.13497666210689e-07,0.00018329179271716,6.66915136124014e-48,0.000819184469196051,2.39771039939121e-06,1.32905436668292e-11,6.6998723953103e-05,3.9946608107713e-35,2.81698405326615e-102,2.34952173453883e-206
Beta_1.85,M425,1.97742842845253,1.9817517328721,1.96551227351541,1.92895835185286,1.87404383590589,1.80382288805884,1.72200216752835,1.63243934717137,1.53869704952375,1.44373193038539,1.34975166101356,1.25822583898333,1.17000475395882,1.08548862156928,1.00479702246027,0.927906104806914,0.854740869710494,0.785225194351488,0.719300542328085,0.656926170745899,0,0,0,0,0,0,0,0,2.42742120543875e-188,4.84180060968685e-09,2.71401513059885e-07,6.23048354516087e-07,5.52963079061975e-116,8.72737666190147e-57,4.11251371860122e-05,0.000917848004893932,0.00040880082531005,2.3633525032157e-20,1.97325578872444e-55,2.37944860420141e-109
Beta_1.85,M426,1.96517085715793,1.97066466499476,1.95853628702563,1.92744479741857,1.87844644681772,1.81341210060098,1.73485631383549,1.64570830783116,1.54905945444841,1.44792291004479,1.34503522854116,1.24271909752335,1.14281369028159,1.04666746564935,0.955179806072442,0.868873724933865,0.787981858078317,0.712531044891039,0.642415542387513,0.577453889214181,0,0,0,0,0,0,0,0,0,1.60233577140093e-21,1.31381070810938e-46,5.83242019456293e-12,1.05714650338009e-44,2.25490443740127e-16,1.13106875570101e-37,1.57042368360817e-08,0.000196946374420971,5.60851088325789e-26,3.62680305449203e-73,5.32567188108699e-146
Beta_1.85,M427,2.04671199179392,2.05052544852893,2.04283435956138,2.01757445642729,1.97532579662989,1.91729389776096,1.84522124531291,1.76127471482606,1.667906068593,1.56770013230171,1.46322581037923,1.35690356533799,1.25089976618569,1.14705406049121,1.04684140677548,0.951366331109587,0.86138389720433,0.777339917595625,0.699422885533953,0.627619720211306,0,0,0,0,0,0,0,0,0,8.11298011821174e-227,1.92679671706467e-17,5.0219292605621e-117,9.29415297113119e-07,0.00389556552646275,8.6968881258319e-28,1.32905436668292e-11,6.69999171304086e-05,3.9946608107713e-35,2.81698405326615e-102,2.34952173453883e-206
Beta_1.85,M428,2.01429889519185,2.01586566341987,2.01115849235563,1.99062532858317,1.95339319515871,1.90036868305154,1.83294282028195,1.75292079540173,1.66242803866083,1.56380026821669,1.45946639515054,1.35183343998851,1.24318188383047,1.13557830499708,1.03081011534151,0.933523438742149,0.84164972742496,0.74650284150011,0.664409052896298,0.589243097052143,0,0,0,0,0,0,0,0,0,0,4.28968223533781e-66,0.000701474565698886,4.85780885357325e-72,3.13480292061666e-05,5.00727336029166e-16,5.33571295239236e-05,6.69999171304086e-05,3.9946608107713e-35,2.81698405326615e-102,2.34952173453883e-206
Beta_1.85,M429,1.93535150767175,1.9389745846532,1.93127519630292,1.91506338243333,1.88219076265676,1.8333963166356,1.77001534798004,1.69380028729421,1.6068312600028,1.51141131508899,1.40995499607571,1.30492574345787,1.19964695172958,1.10300916258209,1.02468586476908,0.938529928239334,0.823410497120251,0.716111557130218,0.630697144942558,0.556923189569538,0,0,0,0,0,0,0,0,0,8.60346544480632e-09,8.11298011819797e-227,6.82937940853092e-14,4.87273585220433e-06,1.29790954871801e-10,1.37547951947112e-56,4.82134493854118e-12,0.000118160141629313,4.45466796175092e-34,1.98632483697995e-100,1.04755252132185e-203
Beta_1.85,M430,1.81153649555904,1.82153606183594,1.80690965204067,1.79155436767918,1.76224467646052,1.71737154037841,1.65866911555256,1.58857937530782,1.51047236517715,1.42907168077039,1.3500403803102,1.2773058717235,1.20878837662185,1.13528566304119,1.04678916455379,0.941945675524174,0.830358565007736,0.72498892434622,0.633431676040606,0.556101832721037,0,0,0,0,0,0,4.94532665425381e-245,2.58910307190477e-24,0,0,2.02941801925663e-316,3.53655512996562e-18,1.49016551582566e-18,6.03644974367813e-138,3.55785612702077e-08,0.000845700482213286,0.000118176352240653,4.45466796175092e-34,1.98632483697995e-100,1.04755252132185e-203
Beta_1.85,M431,1.67954377927951,1.69734506663237,1.68257075149835,1.66546978508776,1.64590917922701,1.6189324212289,1.58563749795552,1.54828853405907,1.50780695522704,1.46319120238634,1.41176862213421,1.35016498504937,1.27571492558178,1.1877705189298,1.08833903111744,0.981762598060462,0.873599228998883,0.769215467417875,0.672661863750984,0.586175413687592,0,0,0,0,0,0,0,0,0,0,0,0,0.000221283576302761,1.61131058495964e-169,3.55785612702077e-08,2.77280526060263e-18,2.62293881544479e-05,4.960340957287e-50,1.87886229331985e-152,1.42452453198843e-312
Beta_1.85,M432,1.6063306075598,1.64246563855459,1.64850632174392,1.64462336044371,1.64161137587302,1.63758313571142,1.62765980977764,1.60872224429922,1.57884170257806,1.53643865063881,1.48036574670811,1.41031195047944,1.32709464681748,1.23270651942901,1.1301214407315,1.02292851824711,0.914890693279798,0.809522373348634,0.709758192843543,0.617752540541781,0,0,0,0,0,0,0,0,0,0,0,6.76303501941093e-224,6.66915136124014e-48,2.25490443740127e-16,1.99432122790467e-06,0.000364329977334221,2.63742281556856e-05,4.960340957287e-50,1.87886229331985e-152,1.42452453198843e-312
Beta_1.85,M433,1.66538711800406,1.70033488226622,1.70299205691366,1.68592128366787,1.66253611462729,1.64034360943023,1.62004931172043,1.59836149547422,1.57084763759122,1.53346619187535,1.48322886688084,1.41858009878857,1.33961988975911,1.24808592596814,1.14706040526906,1.04046669675301,0.932476715794066,0.826956978124996,0.727053917778835,0.634971346242338,0,0,0,0,0,0,0,0,0,0,0,0,1.48698241916316e-64,0.000934384704837055,2.39771039939105e-06,3.36818211835092e-16,5.61358924393089e-05,1.8953365070283e-48,1.28092465541483e-149,1.73281581540773e-308
Beta_1.85,M434,1.82084604915317,1.84276402300627,1.82793684396156,1.78572677168976,1.72895483239165,1.66921224337044,1.61393980752087,1.56591845546394,1.52422419571656,1.48538265458741,1.44423893554492,1.39490106816157,1.33219680429415,1.25344202335681,1.15967245698905,1.0555224400506,0.947682290976992,0.842721936994016,0.745360097782632,0.657834863677109,0,0,0,0,0,0,0,0,0,0,0,0,0,6.02156739378724e-115,3.55785612702077e-08,5.69775523800956e-08,5.6137163197111e-05,1.8953365070283e-48,1.28092465541483e-149,1.73281581540773e-308
Beta_1.85,M435,1.94055466025494,1.95779501316776,1.93879486292553,1.89328420328423,1.83294966526255,1.76632263418229,1.69730883501552,1.62669886707025,1.55443728235199,1.48145592387816,1.41086445217199,1.34713501913181,1.2910747179722,1.23388227680803,1.16078644961467,1.06559095546948,0.958449592188541,0.855634318882551,0.76573265848542,0.687957210563002,0,0,0,0,0,0,0,0,0,0,0,0,1.46189364950126e-147,1.56029122283929e-12,3.2425355454035e-23,1.60533657393723e-33,5.28347896280134e-06,4.62335475692818e-81,1.07571429545431e-258,0
