Folder_name,File_name,B1_1,B1_2,B1_3,B1_4,B1_5,B1_6,B1_7,B1_8,B1_9,B1_10,B1_11,B1_12,B1_13,B1_14,B1_15,B1_16,B1_17,B1_18,B1_19,B1_20,B2_1,B2_2,B2_3,B2_4,B2_5,B2_6,B2_7,B2_8,B2_9,B2_10,B2_11,B2_12,B2_13,B2_14,B2_15,B2_16,B2_17,B2_18,B2_19,B2_20
Beta_1.80,M323,1.08937471885355,1.08648084621733,1.08109731902331,1.0703386536711,1.05583298120024,1.0393080872616,1.02205673317067,1.00439793172838,0.98530884388494,0.96246198667609,0.932789726334168,0.893472149227693,0.843010770095151,0.781951264627373,0.712936702252844,0.640062894257707,0.56781289971082,0.500001906686436,0.439098594978337,0.386069472247736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.57724737194577e-94,1.13142771367112e-146,0,0,0
Beta_1.80,M324,1.2191057436805,1.23620056983181,1.25205274422513,1.26300392456673,1.26825556420598,1.26677847907327,1.25739990724912,1.23896348004512,1.21052905113389,1.17157659945422,1.12217276269588,1.06306281030561,0.995664694645387,0.921961979384026,0.84431368523649,0.765215806886613,0.687057255062976,0.611910753791291,0.541388232012428,0.476574203606514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.62128043730403e-236,6.68772307459985e-24,4.42858172636162e-42,4.70779224243411e-291,0,0
Beta_1.80,M325,1.44576731692482,1.47176130315057,1.4915049171378,1.5019600412615,1.50237048035058,1.49219369033923,1.47115359483934,1.43928265718051,1.39694632488103,1.34484604121047,1.28399916268169,1.21569657554211,1.14144122382238,1.06287280211009,0.981685244187846,0.899544178485396,0.818011182210376,0.738480542776915,0.662132533876331,0.589905209279685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.62128043730403e-236,6.68772307459985e-24,4.42858172636162e-42,4.70779224243411e-291,0,0
Beta_1.80,M326,1.66868149757833,1.68850488465863,1.69940122936689,1.69974847429098,1.68938431884958,1.66836934877832,1.63699007475411,1.59575327353005,1.54537161456249,1.48674117442597,1.42091192900451,1.34905272716984,1.27241255630486,1.19228008640864,1.10994351454197,1.0266526268804,0.94358476578855,0.861816058641322,0.782298865536412,0.705845970341262,0,0,0,0,0,0,0,0,0,0,0,0,0,1.48814977897212e-298,1.04444602315375e-103,1.94904319923129e-11,9.67059148054381e-22,1.27579447808987e-134,0,0
Beta_1.80,M327,1.83337111493786,1.84387885318303,1.84663928653924,1.83914634605343,1.82149249450722,1.79394473910921,1.75693767339514,1.71106167645071,1.65704668203213,1.59574216137232,1.52809411138121,1.45511994658597,1.37788225360217,1.29746237922933,1.21493478848241,1.13134305088953,1.04767819854219,0.96486005591578,0.883721978873332,0.804999268550578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.86209002615361e-229,7.57888764740274e-22,4.95195292034891e-45,5.19414163949954e-299,0,0
Beta_1.80,M328,1.92527458317555,1.92753748064876,1.92634416123383,1.91531150440982,1.89456870270776,1.86442464098332,1.8253302668136,1.77786718411931,1.72273303062482,1.66072416030252,1.59271623970033,1.51964342700063,1.44247683270866,1.36220296056505,1.27980279778527,1.19623216770332,1.11240387926042,1.02917211143817,0.947319362240516,0.867546177018438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.86209002615361e-229,7.57888764740274e-22,4.95195292034891e-45,5.19414163949954e-299,0,0
Beta_1.80,M329,1.94195398278954,1.94099257158325,1.93810060832311,1.9267476618272,1.90577449188103,1.8754823729793,1.83631248433379,1.78883499493761,1.73373496281506,1.67179553335461,1.60387902546565,1.53090655787535,1.45383690196338,1.37364525134994,1.291302572892,1.20775615123848,1.12391186341897,1.0406186259162,0.95865534983754,0.878720626032956,0,0,0,0,0,0,0,0,0,0,0,0,0,3.06930216993063e-293,1.28372554472526e-100,1.42758122668539e-10,4.22109941825888e-23,3.31853530266368e-138,0,0
Beta_1.80,M330,1.89230509073082,1.89348825905933,1.88604919369156,1.87664305156907,1.85741687743439,1.82859160450382,1.79059125396596,1.74398569461699,1.68947583279829,1.62787528053352,1.56008920101081,1.48709113788543,1.40989869758779,1.3295489727812,1.24707457067145,1.16348104505587,1.07972643120601,0.996703455188221,0.915224842610493,0.836011995240839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.93470577890374e-206,0.000915172959016401,4.95195292034891e-45,5.19414163949954e-299,0,0
Beta_1.80,M331,1.79647795944909,1.80463168996873,1.79111649944505,1.78403102732601,1.76827746514565,1.7424526778923,1.7069177616436,1.66222816053861,1.60910377416381,1.54840814809126,1.48112311008772,1.40831997096224,1.33112857616778,1.25070789238954,1.17065425955494,1.10558226027048,1.0028038121649,0.91908270309434,0.838737344138053,0.761101246439718,0,0,0,0,0,0,0,0,0,0,0,0,0,1.19761414241269e-234,0.00245724085879652,1.65420932597949e-06,4.95195292034891e-45,5.19414163949954e-299,0,0
Beta_1.80,M332,1.65423629093112,1.67296418293609,1.65827444999552,1.64864957583122,1.63725114856592,1.61619812857712,1.58478760331656,1.54347055240051,1.49295374526964,1.43415370287346,1.3682907919588,1.29801449519943,1.23090681444662,1.17482247372217,1.11291474158012,1.01890732756987,0.910446560153676,0.815765237188041,0.734597627340841,0.659760651133709,0,0,0,0,0,0,0,0,0,0,0,0,2.9739648869044e-64,0.000393520615653505,0.000313973151676559,0.000400285062112058,4.95195292034891e-45,5.19414163949954e-299,0,0
Beta_1.80,M333,1.46800725074907,1.49652397960951,1.48927237953907,1.47414775000999,1.46252078633466,1.44712660600588,1.42301868857976,1.39043066583521,1.3520769518792,1.31162556282916,1.27141909495569,1.22944489980384,1.17846895879568,1.10998927068375,1.02102097926069,0.917561726641691,0.811153388657544,0.711966274202791,0.624601348339283,0.548761523919692,0,0,0,0,0,0,0,0,0,0,1.78899759591416e-198,0.000694825914286882,0.000965966582766373,3.43708966290625e-06,4.11251371860122e-05,5.33571162333799e-05,4.95195292034891e-45,5.19414163949954e-299,0,0
Beta_1.80,M334,1.27570198889835,1.30785265918693,1.31207009275712,1.30211869755227,1.29445095950746,1.29380886344283,1.29584952520592,1.29487372014183,1.28644488233809,1.26679051477497,1.23252877184533,1.18130389364286,1.11266183695859,1.02855843232762,0.933195496588235,0.832204804289975,0.731475489544976,0.636040903402236,0.549364136163943,0.473152731711562,0,0,0,0,0,0,0,0,0,0.000159627914517776,0.000760068488260486,6.23054255230076e-07,9.28452633341311e-07,1.55811679065144e-42,3.2425355454035e-23,1.05067415629844e-19,4.95195292034891e-45,5.19414163949954e-299,0,0
Beta_1.80,M335,1.29469304081087,1.33259954598865,1.35056763996241,1.35326587553056,1.35033521705479,1.34910953685677,1.35046985435713,1.34993382358122,1.34116152130513,1.31870687492323,1.27918097170403,1.22147996896208,1.14668823103233,1.05780105488221,0.959225835457246,0.856086084553045,0.753456335133028,0.655692931264922,0.565990387310352,0.486217165035206,0,0,0,0,0,0,0,0,0,0,0,3.53392570571447e-34,0.00076713230144042,8.74120994190389e-23,4.69087145760473e-05,0.000845700651720008,4.95195292034891e-45,5.19414163949954e-299,0,0
Beta_1.80,M336,1.49886741311115,1.53677106100524,1.55136689489478,1.54307137463159,1.51673973001542,1.47968220007131,1.43903728875013,1.39969072322919,1.36321461102087,1.32770888660304,1.28842597833493,1.23927775707328,1.17512293571774,1.09407636091931,0.998657933730759,0.895045180011961,0.790812437897426,0.692430777764742,0.603763833079746,0.525973914083065,0,0,0,0,0,0,0,0,0,0,9.47330366487442e-06,1.84278265120955e-07,4.87273585570968e-06,0.000819184469194653,2.39771039939105e-06,2.87471880891431e-06,4.80804659470559e-158,0,0,0
Beta_1.80,M337,1.72562655835362,1.75789149475177,1.76818032645478,1.75564435116711,1.72185507881719,1.67033663061731,1.60563530447723,1.53234275975338,1.45461028971587,1.37663230202657,1.30360574487296,1.24029826644622,1.18479702205028,1.12408307442675,1.04334234833841,0.942513202136928,0.837007149868738,0.741474414633175,0.659541021083449,0.587855777368208,0,0,0,0,0,0,0,0,0,0,5.2176496598919e-99,0.000511524345007145,7.72319669299696e-05,8.62331069141406e-32,0.000917568426530003,3.14754054837511e-37,4.80804659470559e-158,0,0,0
Beta_1.80,M338,1.90676850828865,1.93260049019435,1.93899504802149,1.92500492901748,1.89106576103574,1.83895206051571,1.77150144405984,1.69217927552427,1.60459319374015,1.5120679490881,1.41735917963323,1.32253909902878,1.22934728485866,1.14441731689073,1.07988281036905,0.995770171701818,0.888885958584385,0.802718567278275,0.727208150381151,0.656077207227014,0,0,0,0,0,0,0,0,0,0,2.02941801925663e-316,0.000190123712359711,1.6744676580759e-57,1.29790954871801e-10,2.31532971981265e-192,3.59550847778394e-05,4.80804659470559e-158,0,0,0
Beta_1.80,M339,2.02695193912756,2.05050397370143,2.05687953275627,2.04506525936184,2.01491405436518,1.96720587351754,1.90359166799062,1.82642922616945,1.73854086132572,1.64293649304282,1.54254861667799,1.44001808112227,1.33755454270946,1.23687764224913,1.13922910989537,1.05124495496282,0.955999014054307,0.871184149464578,0.791114416591489,0.715820659054867,0,0,0,0,0,0,0,0,0,0,0,1.09581518474127e-314,7.1349275340903e-11,7.17519861775498e-24,7.8097880049386e-78,2.6192113389443e-27,4.80804659470559e-158,0,0,0
Beta_1.80,M340,2.08458415092057,2.10945187198252,2.11900614334488,2.11215606333714,2.08839078950126,2.0478696393389,1.99144883721534,1.92063832044796,1.83749321221786,1.74445493613758,1.644164313383,1.53927193517488,1.43226931710601,1.32535859324056,1.22037038340043,1.11873088487928,1.0214719416001,0.929273004787231,0.842521949669284,0.761382382531807,0,0,0,0,0,0,0,0,0,0,0,0,4.87273585220433e-06,1.55811679065144e-42,2.39771039939105e-06,1.25116953449857e-69,9.61609318941119e-158,0,0,0
Beta_1.80,M341,2.08524238057662,2.11342646754247,2.12810631663418,2.12804935837341,2.11241177567109,2.08084936479162,2.03359272694165,1.971473854013,1.89589778855566,1.80876102984986,1.71232618065061,1.60906846644296,1.50151308199094,1.39208233984115,1.28296854330145,1.176043227334,1.072807115034,0.974379088260064,0.881517699116455,0.794665863417433,0,0,0,0,0,0,0,0,0,0,0,0,0.000450325811105629,1.79300243914385e-135,3.23861887153853e-49,1.42758122667781e-10,4.22109941825888e-23,3.31853530266368e-138,0,0
Beta_1.80,M342,1.99410712756171,2.02536459658471,2.04516614879607,2.05215126428975,2.04515032787322,2.02331818565152,1.98625875664566,1.93412107465375,1.86764977315051,1.78817912261779,1.69756820094522,1.59808394340744,1.49224681122816,1.38265904490314,1.27183699928641,1.1620668189039,1.0552974503442,0.95307802201006,0.856539470734618,0.766414306874277,0,0,0,0,0,0,0,0,0,0,0,0,4.19833699007872e-97,0.000819206440752128,0.000337607069446067,1.42758122667781e-10,4.22109941825888e-23,3.31853530266368e-138,0,0
Beta_1.80,M343,1.85214476948342,1.8822135582764,1.90346215541096,1.91473710021709,1.91477400189229,1.90231561811629,1.87627440737358,1.83591645971966,1.78103501303157,1.71207954659205,1.63021202070183,1.53727439940036,1.43566833153385,1.32816469778128,1.21767353134636,1.10701063312611,0.998695064158935,0.894802786455778,0.796888832336489,0.70597695864817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00212535880170983,1.11439024390536e-12,4.95195292034891e-45,5.19414163949954e-299,0,0
Beta_1.80,M344,1.7289794558808,1.75066528222771,1.76519654717378,1.77259411257932,1.7725655660414,1.76438999883877,1.74690906019592,1.71865920562933,1.67814382701817,1.62419914247844,1.55636971361497,1.47519389047357,1.38231521817357,1.28038008954422,1.17274042004188,1.06303262255336,0.954732904252502,0.850785820355234,0.753372319615639,0.663838786974141,0,0,0,0,0,0,0,0,0,0,0,0,1.90854624124287e-265,1.72466213828281e-31,7.8097880049386e-78,7.57888764740274e-22,4.95195292034891e-45,5.19414163949954e-299,0,0
Beta_1.80,M345,1.59302220652944,1.60735008802746,1.61127905188948,1.6055305172548,1.59140158630946,1.57055390938294,1.54456665093423,1.5143189521869,1.47941836598779,1.43799246766292,1.38710224473814,1.32378085093874,1.24635385165138,1.15546960309138,1.05433932354716,0.948050579315378,0.842265832679534,0.741879200808144,0.650143149932195,0.568473299993524,0,0,0,0,0,0,0,0,0,0,0,0,0,8.61049261735749e-64,1.04444602315375e-103,1.94904319923129e-11,9.67059148054381e-22,1.27579447808987e-134,0,0
Beta_1.80,M346,1.4327837621861,1.45169282489902,1.45847383507808,1.4527230147931,1.43444344716977,1.40410142441223,1.36276751041636,1.31244070089849,1.25648227803496,1.1995218245818,1.14570032168686,1.09515431742834,1.04163276816118,0.975440540874336,0.891243054544752,0.793585707583299,0.694123373884383,0.603582999417371,0.526462588116991,0.461741846166495,0,0,0,0,0,0,0,0,0,1.66029836290797e-17,7.56997180306549e-302,0,0,1.79300243914385e-135,1.78448865244077e-103,1.94904319923129e-11,9.67059148054381e-22,1.27579447808987e-134,0,0
Beta_1.80,M347,1.23485331868407,1.25925757148416,1.27146855481162,1.27085053289511,1.25730741638057,1.23128189978514,1.1937136495632,1.14596296408837,1.08970931545806,1.02683686556539,0.959358613136401,0.889944032031337,0.825173794794698,0.775644819199009,0.730437671804013,0.657777920074994,0.570178856164718,0.498956160086323,0.443645132937497,0.395751373892035,0,0,0,0,0,0,0,0.0024904857139393,0,0,0,0,0,4.46387183373879e-44,1.02230695709745e-232,6.68772307459985e-24,4.42858172636162e-42,4.70779224243411e-291,0,0
Beta_1.80,M348,1.01476909095952,1.03810888234275,1.05019670518113,1.05106339216346,1.04166062086174,1.02328978974797,0.997226054893617,0.964489478761386,0.925811144552128,0.881760043599025,0.832941977121049,0.780171843838338,0.724550342684033,0.667424967117377,0.610735378089154,0.572304055300641,0.502189676009018,0.451470707186477,0.405671545000622,0.364029697554699,0,0,0,0,3.96999541423713e-278,2.60906643775033e-27,0,0,0,0,0,0,0,5.98807071206344e-235,3.79361965446519e-43,6.68772307459985e-24,4.42858172636162e-42,4.70779224243411e-291,0,0
Beta_1.80,M349,0.840330150253542,0.842819372325881,0.835668283888403,0.822480122016731,0.811463318738826,0.806769962022493,0.807189620014576,0.807953923894198,0.803497003122865,0.789502645237457,0.763835692036102,0.726651715396233,0.68001228848081,0.627200807263572,0.571904414636921,0.517456408398623,0.466314661497644,0.419861859694768,0.378499477840888,0.34192580057567,0,0,0,4.3571347746423e-12,0,0,0,0,0,0,0,0,0,0,1.62128043730403e-236,6.68772307459985e-24,4.42858172636162e-42,4.70779224243411e-291,0,0
Beta_1.80,M350,0.685967360097326,0.668442830180068,0.636358538372759,0.612869224569286,0.600363708134357,0.592677498180887,0.58863402065707,0.589316450099184,0.593869483566319,0.597785467785503,0.593734378752742,0.574882259250769,0.538817375803194,0.48918876642977,0.433740371064491,0.380302192823663,0.333640956947158,0.294817132466115,0.262510321530439,0.234750665558754,0,5.30247406269173e-138,4.06849437092143e-101,0,0,0,0,0,0,0,0,0,0,0,7.93717406843837e-13,6.68772307459985e-24,4.42858172636162e-42,4.70779224243411e-291,0,0
