Folder_name,File_name,B1_1,B1_2,B1_3,B1_4,B1_5,B1_6,B2_1,B2_2,B2_3,B2_4,B2_5,B2_6
Beta_1.80,M354,0.16307195164518,0.013396818332536,4.52959382228018e-06,5.63291119204158e-12,2.57645523870802e-20,4.33439365862691e-31,0,0,0,0,5.76832996124936e-31,0
Beta_1.80,M355,0.220249126758319,0.0616416640118218,0.00107790725847805,1.10354878441518e-06,6.61461809883999e-11,2.32124569243311e-16,0,0,0,0,0,0
Beta_1.80,M356,0.855791831179922,0.758665340118709,0.634266272765951,0.537951701993156,0.43439743261927,0.329734959125314,0,0,0,0,0,0
Beta_1.80,M357,0.90046397859715,0.816253877756488,0.664827092977314,0.54183104949537,0.450851896685841,0.328562858843473,0,0,0,0,0,0
Beta_1.80,M358,0.955038980767749,0.884429139483009,0.724286808855994,0.567183799484488,0.475214847433312,0.328022151040332,0,0,0,0,9.5682971116364e-36,0
Beta_1.80,M359,1.01877810383574,0.958997717397025,0.806518912495694,0.689474708192029,0.52844472726901,0.337045274696822,0,0,0,0,2.88416498062468e-30,0
Beta_1.80,M360,1.0913979686413,1.05452699756377,0.979868118144379,0.868323650801253,0.623530731350504,0.384739678189454,0,0,0,0,1.73049898837481e-30,0
Beta_1.80,M361,1.20505463241718,1.24732141841155,1.2076123820518,1.02960435867434,0.743726509404495,0.471286534094207,0,0,0,0,4.49811193406495e-09,0
Beta_1.80,M362,1.42097087777865,1.48246618183102,1.40181445669842,1.1779286033146,0.875222353998855,0.582333728830938,0,0,0,0,4.49811193407706e-09,0
Beta_1.80,M363,1.64891267523718,1.67824091514564,1.55758701177192,1.3124276994979,1.00389418495259,0.699755718879417,0,0,0,0,2.72252634469553e-05,0
Beta_1.80,M364,1.81659031997419,1.81367179373996,1.67065994503903,1.4171717156466,1.10730506632298,0.797790375707817,0,0,0,0,5.08386930324037e-08,0
Beta_1.80,M365,1.91476708112033,1.89178524606371,1.73983127723139,1.48420990404188,1.17460656927756,0.86271251091963,0,0,0,0,5.08386930324024e-08,0
Beta_1.80,M366,1.93184121231691,1.90256074391809,1.7496100477051,1.49384241428911,1.18431121027279,0.872191157394809,0,0,0,0,0.000980397260365589,0
Beta_1.80,M367,1.87943601574898,1.85248439684135,1.7038990968949,1.44876804191335,1.13883465915303,0.828383391094695,0,0,0,0,0.000198107215641244,0
Beta_1.80,M368,1.78015371278427,1.7587570561975,1.61969333494063,1.36691181446933,1.0750854499486,0.750815899076617,0,0,0,0,0.000980397264856442,0
Beta_1.80,M369,1.63393852153787,1.62297223489572,1.49950151122074,1.25723052111032,0.984659048099241,0.647946287490818,0,0,0,1.83284292108381e-307,5.21826018643642e-08,0
Beta_1.80,M370,1.44365972933039,1.44287816484356,1.35096761254468,1.19840234987162,0.88321432647033,0.537408022348035,0,0,0,1.5344312277815e-06,5.08386985670133e-08,0
Beta_1.80,M371,1.26223216424368,1.28179608893653,1.28551117409996,1.15420133420452,0.809697973170763,0.470175914256697,0,0,0,0.000835270211411251,9.49484792079357e-05,0
Beta_1.80,M372,1.29650960200092,1.34525828796587,1.33814020184003,1.19181650838041,0.83497971776194,0.485477491050004,0,0,0,0.000924712678570039,5.08387207079615e-08,0
Beta_1.80,M373,1.50436993945552,1.52626186393509,1.370499952491,1.2098177360884,0.873432697769418,0.526683868474806,0,0,0,0.000835270211411251,2.76755565804224e-14,0
Beta_1.80,M374,1.72965416961521,1.73345611673104,1.48854086195753,1.20887274613043,0.920250096251662,0.590160828508059,0,0,0,6.25215037748325e-08,2.76755565804479e-14,0
Beta_1.80,M375,1.90632311301906,1.89958992185174,1.64041903367083,1.28593170708037,0.973174340392349,0.658263319208651,0,0,0,6.49934797207362e-23,0.000980198673422991,0
Beta_1.80,M376,2.02836672583175,2.02445736417787,1.7770896846879,1.40147621755132,1.03822655384927,0.719070421975015,0,0,0,0,0.000506593400268412,0
Beta_1.80,M377,2.08266212852402,2.09373388782365,1.87197882253099,1.49660661103229,1.09919907030371,0.762021059199468,0,0,0,1.02103684609001e-42,2.50622198948942e-18,0
Beta_1.80,M378,2.07715094498652,2.10962026676958,1.92081903202704,1.55929712997619,1.14796692540557,0.788418450832393,0,0,0,7.58164646172084e-276,9.15685787427484e-05,0
Beta_1.80,M379,1.98308087717744,2.03687209355926,1.88514833507517,1.54511976601386,1.12895252669303,0.75588709657991,0,0,0,0,7.15797356381573e-05,0
Beta_1.80,M380,1.8432954243415,1.90672484784524,1.79631231211232,1.4892147546042,1.07655605763355,0.698125927389432,0,0,0,0,7.82641111912814e-07,0
Beta_1.80,M381,1.71724357319792,1.76006846336321,1.68235307400857,1.42604999176741,1.02801864529333,0.652328425632131,0,0,0,0,5.08386930324012e-08,0
Beta_1.80,M382,1.58257889878447,1.58363383449932,1.4810181831922,1.28187526451721,0.91548161115385,0.559638000155657,0,0,0,1.22991532104814e-114,2.72252634469553e-05,0
Beta_1.80,M383,1.41867246822752,1.42498758805072,1.26404902690897,1.05883838458196,0.761811615504983,0.454626301461891,0,0,0,0,2.72252634469553e-05,0
Beta_1.80,M384,1.21885527381644,1.24455852686637,1.09704215298402,0.851010253894605,0.634010430220745,0.393938891700861,0,0,0,0,4.54767598725667e-09,0
Beta_1.80,M385,1.00151136998867,1.02878515137203,0.930837362920036,0.755781850377974,0.562134462356559,0.365048847510622,0,2.42277059824806e-237,0,0,4.49811193406495e-09,0
Beta_1.80,M386,0.829171376929997,0.798184885854451,0.800726372896724,0.706959652860286,0.505142858321352,0.341064564471856,0,0,0,0,4.49811193406495e-09,0
Beta_1.80,M387,0.680818883400534,0.600731147580391,0.586558208470055,0.559868154250954,0.368680807701254,0.234499722648368,0,0,0,0,4.49811193406495e-09,0
Beta_1.80,M388,0.675126058855855,0.603271499584211,0.539184770666373,0.48686759891762,0.347049380257858,0.239796141235113,0,0,0,0,4.4982029487726e-09,0
Beta_1.80,M389,0.690733060564036,0.611526458662241,0.548060531003346,0.454849818996083,0.349568868982494,0.248784143450464,0,0,0,0,5.76832996124936e-31,0
Beta_1.80,M390,0.123584047488138,0.000980673507207785,1.67919836852201e-10,5.16385639891989e-22,2.85194338841446e-38,2.82879994830195e-59,0,0,0,0,2.30733198449975e-30,0
Beta_1.80,M391,0.165101712483442,0.0144699160438199,6.04595639539096e-06,1.07786455063031e-11,8.19905020939855e-20,2.66111156223838e-30,0,0,0,0,0,0
Beta_1.80,M392,0.222264424079179,0.0636858790803045,0.00120243897727577,1.40265344067378e-06,1.01089292119772e-10,4.50119023087702e-16,0,0,0,0,0,0
Beta_1.80,M393,0.85559764176038,0.759867738576845,0.634677759051991,0.537975029992726,0.434397678922724,0.329734959647034,0,0,0,0,0,0
Beta_1.80,M394,0.90146664023942,0.817452739749748,0.665700459784534,0.54206048901567,0.448395367929515,0.328563705979138,0,0,0,0,0,0
Beta_1.80,M395,0.956041030657763,0.885577103167227,0.725425793968762,0.566981265981114,0.472342567761212,0.328051338651182,0,0,0,0,1.43524456674546e-35,0
Beta_1.80,M396,1.02078170857138,0.961194054519148,0.807112465697515,0.678765214307067,0.525297488950602,0.336444561331619,0,0,0,0,2.30733198449975e-30,0
Beta_1.80,M397,1.08970015316764,1.04924365803428,0.964578671159043,0.858544002560515,0.618449161866727,0.381292541104894,0,0,0,0,1.15366599224987e-30,0
Beta_1.80,M398,1.19196735173625,1.22801689879025,1.19158573198616,1.02152635605591,0.737553349990874,0.465837764101099,0,0,0,0,1.02344836907963e-25,0
Beta_1.80,M399,1.39864949057912,1.46403962793296,1.39074931027561,1.17201287951239,0.87032800373215,0.577584352831617,0,0,0,0,4.49811193406495e-09,0
Beta_1.80,M400,1.62651416752833,1.66183343969403,1.54661566743988,1.30411568954755,0.995998563182602,0.69202479378555,0,7.75161983058171e-184,0,0,4.49811193406704e-09,0
Beta_1.80,M401,1.79958687348635,1.80112361201341,1.66123795268562,1.40908454643291,1.09942030309527,0.790045592329702,0,0,0,0,5.08386930324041e-08,0
Beta_1.80,M402,1.9019600004353,1.88213367841418,1.73220922527448,1.47741568599899,1.16793472291926,0.856126238746848,0,0,0,0,5.08386930324016e-08,0
Beta_1.80,M403,1.91935417003265,1.89261504985672,1.74118493967229,1.485932425288,1.17642630887448,0.864469513739725,0,0,0,0,0.00258894820320068,0
Beta_1.80,M404,1.86531149505321,1.84086856500927,1.69376478508534,1.43906336528837,1.12913555301789,0.819023471477236,0,0,0,0,0.000203935490175959,0
Beta_1.80,M405,1.76470914570753,1.74593924180397,1.60866832773458,1.35651388525291,1.06546546757784,0.741149909552619,0,0,0,0,5.08386930374148e-08,0
Beta_1.80,M406,1.61172471987344,1.60450414572942,1.48432649007079,1.24358420241716,0.971576712033769,0.636091974421079,0,0,0,7.9708807409858e-218,5.21825053150469e-08,0
Beta_1.80,M407,1.41758608754873,1.41976867675514,1.33317988218443,1.18484626047811,0.870413065883714,0.526575865867763,0,0,0,0.000869380187649621,5.08386930349086e-08,0
Beta_1.80,M408,1.25159774183366,1.26900281744723,1.27893535039554,1.15255224736482,0.807874019948647,0.467423134411757,0,0,0,6.25215037748325e-08,5.08883733124222e-08,0
Beta_1.80,M409,1.29746551372315,1.33845665127416,1.32844038009227,1.18866382040687,0.83365751749499,0.484262667345528,0,0,0,1.45514504020064e-63,6.02686171779826e-06,0
Beta_1.80,M410,1.51090093305507,1.53121794209882,1.36609454548592,1.20452146370221,0.873906307683847,0.528396451805073,0,0,0,2.54193465166707e-08,1.34383442108441e-09,0
Beta_1.80,M411,1.73466914881927,1.73778663837279,1.49250088577134,1.20253527065205,0.920386787461685,0.593450072849088,0,0,0,1.53381067932422e-06,0.000726149037101354,0
Beta_1.80,M412,1.91079462536288,1.90357093330438,1.64407380753803,1.2900020293352,0.97630250721653,0.662296712949047,0,0,0,3.35508885622924e-38,1.051600975843e-13,0
Beta_1.80,M413,2.0283142706813,2.02459799077065,1.77712017600753,1.40162068785601,1.03440023743746,0.719882997961187,0,0,0,0,0.00050659340026841,0
Beta_1.80,M414,2.08071912156998,2.09252085518163,1.87091714800104,1.49543120447634,1.09869728749312,0.762476141478636,0,0,0,1.94353170035541e-291,4.95640531917189e-11,0
Beta_1.80,M415,2.07217686954837,2.10527000908679,1.91691118205665,1.55519946863745,1.1437794220956,0.784604879416466,0,0,0,0,0.0010517784089449,0
Beta_1.80,M416,1.97092481263963,2.02519189473446,1.87380161916444,1.53330897314316,1.1167912896477,0.744470877143279,0,0,0,0,0.000797728772711821,0
Beta_1.80,M417,1.83452099760457,1.89788845443944,1.78777923137187,1.48077789459796,1.06807607406588,0.690245701096253,0,0,0,0,5.08386930324012e-08,0
Beta_1.80,M418,1.7068374620182,1.74925859580473,1.67144750969199,1.41557290534245,1.01793345118479,0.643472839787645,0,0,0,0,0.000486803094653017,0
Beta_1.80,M419,1.56969906291974,1.57040776725492,1.46611725994664,1.26741108175342,0.902737703678087,0.549721920844134,0,0,0,1.46369663817588e-220,2.72252634469553e-05,0
Beta_1.80,M420,1.40630446036839,1.41189255176564,1.24938685128398,1.04385637096218,0.751596610064834,0.449041675972781,0,0,0,0,2.72252634469553e-05,0
Beta_1.80,M421,1.20344596956615,1.22827095108489,1.08087279657271,0.839750770416271,0.62883975603333,0.392296870974214,0,0,0,0,4.49811193406495e-09,0
Beta_1.80,M422,0.983346512815995,1.00807753596148,0.916563617802916,0.750213956278777,0.558234262794188,0.363111209611526,0,1.13088299766299e-97,0,0,4.49811193406495e-09,0
Beta_1.80,M423,0.81926245291531,0.786678932286757,0.798248399038464,0.706717887148728,0.5050847186249,0.340944684348026,0,0,0,0,5.84192421169663e-09,0
Beta_1.80,M424,0.676656433958114,0.601093744087612,0.585398989496222,0.560324153935741,0.369792075511625,0.235568196346104,0,0,0,0,5.98052100694294e-06,0
Beta_1.80,M425,0.676168734781538,0.604303451052158,0.540285695194542,0.485662986075762,0.348121499605422,0.240915945707822,0,0,0,0,4.49811193406495e-09,0
Beta_1.80,M426,0.691733271717552,0.612557747611074,0.549174729613564,0.456042839679116,0.350777176470822,0.24991228479573,0,0,0,0,5.76832996124936e-31,0
Beta_1.80,M427,0.123584047488138,0.000980673507207785,1.67919836852201e-10,5.16385639891989e-22,2.85194338841446e-38,2.82879994830195e-59,0,0,0,0,5.76832996124936e-31,0
Beta_1.80,M428,0.163954940243837,0.0144699160438177,6.04595639539096e-06,1.07786455063031e-11,8.19905020939855e-20,2.66111156223838e-30,0,0,0,0,0,0
Beta_1.80,M429,0.221086774656924,0.0636858790803045,0.00120243897727577,1.40265344067378e-06,1.01089292119772e-10,4.50119023087702e-16,0,0,0,0,0,0
Beta_1.80,M430,0.85559764176038,0.759867738576845,0.634677759051991,0.537975029992726,0.434397678922724,0.329734959647034,0,0,0,0,0,0
Beta_1.80,M431,0.9012572622105,0.818650840192602,0.66658095742594,0.542296407832107,0.445466766444215,0.328564637583148,0,0,0,0,0,0
Beta_1.80,M432,0.95704306426401,0.88672427953428,0.726567088034301,0.567374035436429,0.469459884065073,0.328085676416809,0,0,0,0,9.5682971116364e-36,0
Beta_1.80,M433,1.02172048335592,0.962654298138875,0.807955196541255,0.668924153421407,0.523674859456921,0.337051346008571,0,0,0,0,0,0
Beta_1.80,M434,1.08939563709458,1.04555215465736,0.950023957116195,0.848095240686582,0.613368520775921,0.378061792471147,0,0,0,0,1.15366599224987e-30,0
Beta_1.80,M435,1.18090567560895,1.20760832783167,1.17319913699786,1.01234461828427,0.730774439687192,0.459984531915841,0,0,0,0,1.79102599339441e-25,0
Beta_1.80,M436,1.37520512203953,1.44302861894667,1.37751343002404,1.16432195596267,0.863574845170031,0.571076117647968,0,0,0,0,4.49811193406495e-09,0
Beta_1.80,M437,1.60258918433429,1.64386754702178,1.53428531782688,1.29456783928842,0.986902765873123,0.68322993586936,0,2.87151132181441e-148,0,0,4.49811193407038e-09,0
Beta_1.80,M438,1.78211605836263,1.78851525445596,1.65214748047591,1.40155509393853,1.09214008211368,0.782849298877807,0,0,0,0,5.08386930324041e-08,0
Beta_1.80,M439,1.88900584777884,1.87239306704913,1.72455283176005,1.47061561352644,1.16126287469944,0.849540223676398,0,0,0,0,5.08386930324024e-08,0
Beta_1.80,M440,1.90980637005776,1.88566719981557,1.73599680609613,1.48153223815946,1.17218036478696,0.860254639987178,0,0,0,0,0.00103883731444543,0
Beta_1.80,M441,1.85313193593271,1.8310151554818,1.68536959610914,1.43114947749122,1.12125575937518,0.811419331979043,0,0,0,0,0.000726199875766724,0
Beta_1.80,M442,1.74655291930285,1.73109725098781,1.59615343323574,1.34486323608257,1.0540000299819,0.730346494922357,0,0,0,0,6.02686158804379e-06,0
Beta_1.80,M443,1.58820528336344,1.5854533537667,1.46849244994268,1.23003387633436,0.958568949852843,0.62389479373333,0,0,0,1.0477281745236e-132,5.08386930374153e-08,0
Beta_1.80,M444,1.39142747906675,1.39543054861391,1.31409711753032,1.17014543506506,0.856522353832649,0.51490911190399,0,0,0,0.000376844910806155,5.08386930374157e-08,0
Beta_1.80,M445,1.23997011851966,1.25421678484944,1.27060512211381,1.14960458914056,0.805175003782181,0.464216962290002,0,0,0,4.62252608756146e-06,5.08387151733489e-08,0
Beta_1.80,M446,1.29784408468305,1.33003076656849,1.31524466885244,1.18345012792605,0.831146348893146,0.48222871387027,0,0,0,0.000835295630757767,5.08387594502316e-08,0
Beta_1.80,M447,1.51322577805257,1.53367023680842,1.36032639704655,1.19542648488069,0.871729801068642,0.528356312229032,0,0,0,0.000923116346386653,3.87447767238774e-14,0
Beta_1.80,M448,1.73816190724198,1.74144893705288,1.4959636645804,1.19916175417988,0.921125779480783,0.596913073782388,0,0,0,3.48874465349027e-13,0.000980198673334434,0
Beta_1.80,M449,1.91142557575059,1.90481346545834,1.64530203910443,1.29183714859465,0.975657077007584,0.664549042701028,0,0,0,6.25215037748325e-08,0.000486752256120489,0
Beta_1.80,M450,2.02645065357429,2.02376946695978,1.77643889033541,1.40132455494306,1.03202836729831,0.721226721359421,0,0,0,7.20644934145429e-179,0.000506593400268412,0
Beta_1.80,M451,2.08086457566684,2.09355059971935,1.87258410993221,1.49726644763007,1.10076301170979,0.764610921386895,0,0,0,7.58164646172084e-276,7.51866576382789e-18,0
Beta_1.80,M452,2.0660850674259,2.10012069067198,1.91236405949048,1.55049232489727,1.13900413308028,0.780288136266812,0,0,0,1.08803019354789e-260,7.15797356381498e-05,0
Beta_1.80,M453,1.9607711540925,2.01555259915985,1.86465037224401,1.52385573693738,1.10706272443115,0.735412133623348,0,0,0,0,5.08386930324012e-08,0
Beta_1.80,M454,1.82266586889236,1.88580314385908,1.77598875850776,1.46883715203891,1.0560261341544,0.679452993186597,0,0,0,0,1.98919334374015e-05,0
Beta_1.80,M455,1.69416677421716,1.73509628908462,1.65667465790577,1.40106489025617,1.00372121006037,0.631241792441424,0,0,0,1.94353170035541e-291,5.08386930324012e-08,0
Beta_1.80,M456,1.55933051166121,1.55916024643618,1.45293764996215,1.25476875750571,0.891966277691832,0.541645419533941,0,0,0,0,2.72351929512612e-05,0
Beta_1.80,M457,1.39118034758888,1.39659616363883,1.2329070379712,1.0273137548782,0.740233313288003,0.44276493109508,0,0,6.25565382202013e-279,0,4.70663581913244e-05,0
Beta_1.80,M458,1.18582429089408,1.20966587628035,1.06268055859534,0.827085249212594,0.62250417901052,0.390196698076721,0,0,0,0,4.49811193406495e-09,0
Beta_1.80,M459,0.970653290673126,0.992470549596473,0.907467199978474,0.749550832758217,0.559238084356894,0.363659749021907,0,3.05595993657476e-20,0,0,4.49811193406495e-09,0
Beta_1.80,M460,0.808309596285394,0.773316134109398,0.793507886977108,0.704703757787362,0.50332513822074,0.340109384865512,0,0,0,0,4.49811193406495e-09,0
Beta_1.80,M461,0.672457619156688,0.601459834826701,0.582585520052455,0.559854085359186,0.370349977788546,0.236563662723245,0,0,0,0,4.49811193406495e-09,0
Beta_1.80,M462,0.676094156191419,0.605335359104427,0.54139086060313,0.484441024494639,0.349193869398833,0.24203682821998,0,0,0,0,4.49811193406495e-09,0
Beta_1.80,M463,0.691696734825152,0.612558823897582,0.549174729613564,0.456042839679116,0.350777176470711,0.24991228479573,0,0,0,0,5.76832996124936e-31,0
Beta_1.80,M464,0.122463298960981,0.000980673504675484,1.67919836852201e-10,5.16385639891989e-22,2.85194338841446e-38,2.82879994830195e-59,0,0,0,0,5.76832996124936e-31,0
Beta_1.80,M465,0.165983935428033,0.015587249425494,7.98186827256836e-06,2.01138538349967e-11,2.4942597922939e-19,1.52210195721973e-29,0,0,0,0,0,0
