Folder_name,File_name,B1_1,B1_2,B1_3,B1_4,B1_5,B1_6,B1_7,B2_1,B2_2,B2_3,B2_4,B2_5,B2_6,B2_7
Beta_1.85,M458,68,0,0,0,0,1,0,0,0,8,10,14,239,0
Beta_1.85,M459,68,0,0,0,0,1,0,0,0,6,11,13,236,0
Beta_1.85,M460,54,0,0,0,0,1,0,0,0,4,10,15,235,0
Beta_1.85,M461,55,0,0,0,0,0,0,0,0,2,10,15,230,0
Beta_1.85,M462,65,0,0,0,0,0,0,0,0,0,11,14,207,0
Beta_1.85,M463,66,0,0,0,0,0,0,0,0,0,8,15,189,0
Beta_1.85,M464,69,0,0,0,0,0,0,0,0,0,7,31,168,0
Beta_1.85,M465,56,1,0,0,0,1,0,0,0,0,5,32,190,0
Beta_1.85,M466,72,1,0,0,0,1,0,0,0,0,20,15,219,0
Beta_1.85,M467,67,1,0,0,0,1,0,0,0,16,2,15,247,0
Beta_1.85,M468,74,0,1,0,0,1,0,0,0,0,0,15,256,0
Beta_1.85,M469,69,0,1,0,1,0,0,0,0,0,0,13,258,0
Beta_1.85,M470,69,0,0,2,0,0,0,0,0,0,0,12,261,0
Beta_1.85,M471,67,0,1,0,1,0,0,0,0,0,0,11,264,0
Beta_1.85,M472,65,2,0,0,1,0,0,0,0,0,0,10,265,0
Beta_1.85,M473,79,2,0,0,0,1,0,0,0,0,0,8,268,0
Beta_1.85,M474,66,0,1,0,0,1,0,0,0,0,0,7,270,0
Beta_1.85,M475,63,0,1,0,0,1,0,0,0,0,0,5,278,0
Beta_1.85,M476,61,0,0,1,0,0,0,0,0,0,0,4,263,0
Beta_1.85,M477,64,0,0,1,0,0,0,0,0,0,0,3,264,0
Beta_1.85,M478,59,0,0,0,1,0,0,0,0,0,0,1,263,0
Beta_1.85,M479,61,0,0,0,1,0,0,0,0,0,0,0,256,0
Beta_1.85,M480,67,0,0,0,0,0,0,1,0,0,0,23,240,0
Beta_1.85,M481,97,0,0,0,0,0,0,1,0,0,0,47,226,0
Beta_1.85,M482,105,0,0,0,0,0,0,1,0,0,34,28,223,0
Beta_1.85,M483,110,0,0,0,0,1,0,1,0,29,24,21,213,0
Beta_1.85,M484,113,0,0,0,0,1,0,1,25,25,17,18,209,0
Beta_1.85,M485,114,0,0,0,0,1,0,15,34,16,14,16,210,0
Beta_1.85,M486,112,0,0,0,1,0,0,15,19,14,12,16,215,0
Beta_1.85,M487,103,0,0,1,0,0,0,8,16,11,12,15,209,0
Beta_1.85,M488,93,1,1,0,0,0,0,4,14,11,11,14,217,0
Beta_1.85,M489,96,1,1,0,0,0,0,2,12,11,11,13,215,0
Beta_1.85,M490,97,1,1,0,0,0,0,1,11,10,10,13,221,0
Beta_1.85,M491,92,0,1,0,0,0,0,1,9,9,10,12,226,0
Beta_1.85,M492,78,0,0,1,0,0,0,1,7,9,10,12,226,0
Beta_1.85,M493,71,0,0,0,1,0,0,1,5,9,9,13,228,0
Beta_1.85,M494,64,0,0,0,1,0,0,1,2,10,9,13,230,0
Beta_1.85,M495,74,0,0,0,0,1,0,0,0,9,10,13,234,0
Beta_1.85,M496,64,0,0,0,0,1,0,0,0,7,11,13,241,0
Beta_1.85,M497,68,0,0,0,0,1,0,0,0,5,11,13,237,0
Beta_1.85,M498,58,0,0,0,0,0,0,0,0,3,10,15,228,0
Beta_1.85,M499,65,0,0,0,0,0,0,0,0,1,10,14,212,0
Beta_1.85,M500,64,0,0,0,0,0,0,0,0,0,10,14,194,0
Beta_1.85,M501,69,0,0,0,0,0,0,0,0,0,7,14,183,0
Beta_1.85,M502,77,0,0,0,0,0,0,0,0,0,6,32,157,0
Beta_1.85,M503,60,1,0,0,0,1,0,0,0,0,22,14,189,0
Beta_1.85,M504,69,1,0,0,0,1,0,0,0,0,20,15,225,0
Beta_1.85,M505,68,1,0,0,0,1,0,0,0,16,1,15,248,0
Beta_1.85,M506,66,0,1,0,1,0,0,0,0,0,0,15,257,0
Beta_1.85,M507,70,0,0,1,1,0,0,0,0,0,0,13,257,0
Beta_1.85,M508,64,0,0,2,0,0,0,0,0,0,0,11,265,0
Beta_1.85,M509,70,0,1,0,1,0,0,0,0,0,0,10,264,0
Beta_1.85,M510,65,2,0,0,1,0,0,0,0,0,0,9,263,0
Beta_1.85,M511,70,2,0,0,0,1,0,0,0,0,0,7,268,0
Beta_1.85,M512,62,0,1,0,0,1,0,0,0,0,0,6,272,0
Beta_1.85,M513,60,0,1,0,0,1,0,0,0,0,0,5,274,0
Beta_1.85,M514,58,0,0,1,0,0,0,0,0,0,0,4,260,0
Beta_1.85,M515,61,0,0,0,1,0,0,0,0,0,0,2,265,0
Beta_1.85,M516,63,0,0,0,1,0,0,0,0,0,0,1,264,0
Beta_1.85,M517,62,0,0,0,0,0,0,0,0,0,0,0,255,0
Beta_1.85,M518,69,0,0,0,0,0,0,1,0,0,0,39,223,0
Beta_1.85,M519,98,0,0,0,0,0,0,1,0,0,23,34,221,0
Beta_1.85,M520,107,0,0,0,0,1,0,1,0,12,35,24,211,0
Beta_1.85,M521,114,0,0,0,0,1,0,1,0,43,20,19,204,0
Beta_1.85,M522,119,0,0,0,0,1,0,1,41,19,15,17,205,0
Beta_1.85,M523,103,0,0,0,1,0,0,24,24,15,13,15,211,0
Beta_1.85,M524,113,0,0,0,1,0,0,10,17,13,12,15,208,0
Beta_1.85,M525,113,1,0,1,0,0,0,5,14,11,12,14,211,0
Beta_1.85,M526,101,1,1,0,0,0,0,2,13,11,11,13,211,0
Beta_1.85,M527,100,1,1,0,0,0,0,1,11,11,10,13,218,0
Beta_1.85,M528,103,0,1,0,0,0,0,1,10,9,10,13,217,0
Beta_1.85,M529,94,0,0,1,0,0,0,2,6,9,10,12,219,0
Beta_1.85,M530,90,0,0,1,0,0,0,1,5,9,10,12,220,0
Beta_1.85,M531,82,0,0,0,1,0,0,1,4,9,9,13,222,0
Beta_1.85,M532,88,0,0,0,0,1,0,1,1,9,10,13,233,0
Beta_1.85,M533,75,0,0,0,0,1,0,0,0,9,10,12,232,0
Beta_1.85,M534,71,0,0,0,0,1,0,0,0,6,10,13,237,0
Beta_1.85,M535,66,0,0,0,0,0,0,0,0,4,10,13,218,0
Beta_1.85,M536,79,0,0,0,0,0,0,0,0,3,9,15,232,0
Beta_1.85,M537,63,0,0,0,0,0,0,0,0,1,9,14,201,0
Beta_1.85,M538,61,0,0,0,0,0,0,0,0,0,9,13,181,0
Beta_1.85,M539,62,0,0,0,0,0,0,0,0,0,7,32,153,0
Beta_1.85,M540,65,0,0,0,0,0,0,0,0,0,6,31,155,0
Beta_1.85,M541,69,1,0,0,0,1,0,0,0,0,20,15,188,0
Beta_1.85,M542,69,1,0,0,0,1,0,0,0,17,2,15,219,0
Beta_1.85,M543,62,0,1,0,0,1,0,0,0,0,0,15,243,0
Beta_1.85,M544,62,0,1,0,1,0,0,0,0,0,0,14,256,0
Beta_1.85,M545,70,0,0,1,1,0,0,0,0,0,0,12,260,0
Beta_1.85,M546,71,0,0,2,0,0,0,0,0,0,0,11,258,0
Beta_1.85,M547,66,1,1,0,1,0,0,0,0,0,0,9,263,0
Beta_1.85,M548,61,2,0,0,0,1,0,0,0,0,0,9,264,0
Beta_1.85,M549,60,2,0,0,0,1,0,0,0,0,0,7,269,0
Beta_1.85,M550,64,0,1,0,0,1,0,0,0,0,0,5,281,0
Beta_1.85,M551,60,0,1,0,0,1,0,0,0,0,0,4,255,0
Beta_1.85,M552,58,0,0,1,0,0,0,0,0,0,0,3,264,0
Beta_1.85,M553,60,0,0,0,1,0,0,0,0,0,0,1,271,0
Beta_1.85,M554,70,0,0,0,1,0,0,0,0,0,0,0,265,0
Beta_1.85,M555,63,0,0,0,0,0,0,0,0,0,0,28,235,0
Beta_1.85,M556,78,0,0,0,0,0,0,1,0,0,0,51,226,0
Beta_1.85,M557,98,0,0,0,0,0,0,1,0,0,39,27,215,0
Beta_1.85,M558,106,0,0,0,0,1,0,1,0,33,24,22,206,0
Beta_1.85,M559,112,0,0,0,0,1,0,1,30,24,17,18,205,0
Beta_1.85,M560,115,0,0,0,0,1,0,21,32,16,15,16,208,0
Beta_1.85,M561,111,0,0,0,1,0,0,12,20,13,13,15,205,0
Beta_1.85,M562,103,1,0,1,0,0,0,6,16,12,11,15,208,0
Beta_1.85,M563,107,1,1,0,0,0,0,4,14,10,12,13,209,0
Beta_1.85,M564,96,1,1,0,0,0,0,1,12,10,11,13,213,0
Beta_1.85,M565,102,1,1,0,0,0,0,1,10,10,10,13,211,0
Beta_1.85,M566,86,0,0,1,0,0,0,1,8,9,10,12,216,0
Beta_1.85,M567,86,0,0,1,0,0,0,2,5,9,10,12,221,0
Beta_1.85,M568,83,0,0,0,1,0,0,1,4,9,9,13,227,0
Beta_1.85,M569,76,0,0,0,1,0,0,1,3,8,10,12,226,0
Beta_1.85,M570,80,0,0,0,0,1,0,1,1,9,9,13,228,0
Beta_1.85,M571,69,0,0,0,0,1,0,0,0,8,9,13,229,0
Beta_1.85,M572,68,0,0,0,0,1,0,0,0,5,11,12,197,0
Beta_1.85,M573,65,0,0,0,0,0,0,0,0,3,10,13,226,0
Beta_1.85,M574,68,0,0,0,0,0,0,0,0,2,9,14,193,0
Beta_1.85,M575,74,0,0,0,0,0,0,0,0,0,9,14,178,0
Beta_1.85,M576,67,0,0,0,0,0,0,0,0,0,8,31,157,0
Beta_1.85,M577,72,0,0,0,0,0,0,0,0,0,6,32,149,0
Beta_1.85,M578,66,0,0,0,0,0,0,0,0,0,21,14,145,0
Beta_1.85,M579,71,1,0,0,0,1,0,0,0,17,3,14,188,0
Beta_1.85,M580,69,1,0,0,0,1,0,0,1,0,2,14,221,0
Beta_1.85,M581,71,0,1,0,0,1,0,0,0,0,0,14,244,0
Beta_1.85,M582,70,0,1,0,1,0,0,0,0,0,0,13,256,0
Beta_1.85,M583,72,0,0,1,1,0,0,0,0,0,0,11,258,0
Beta_1.85,M584,65,0,0,1,1,0,0,0,0,0,0,10,255,0
Beta_1.85,M585,67,1,1,0,1,0,0,0,0,0,0,9,259,0
Beta_1.85,M586,66,2,0,0,0,1,0,0,0,0,0,7,267,0
Beta_1.85,M587,62,2,0,0,0,1,0,0,0,0,0,7,269,0
Beta_1.85,M588,51,0,1,0,0,1,0,0,0,0,0,5,274,0
Beta_1.85,M589,59,0,0,1,0,0,0,0,0,0,0,4,261,0
Beta_1.85,M590,60,0,0,1,0,0,0,0,0,0,0,3,263,0
Beta_1.85,M591,56,0,0,0,1,0,0,0,0,0,0,1,271,0
Beta_1.85,M592,56,0,0,0,1,0,0,0,0,0,0,0,267,0
Beta_1.85,M593,58,0,0,0,0,0,0,0,0,0,0,42,224,0
Beta_1.85,M594,78,0,0,0,0,0,0,1,0,0,25,35,220,0
Beta_1.85,M595,103,0,0,0,0,1,0,1,0,15,35,24,218,0
Beta_1.85,M596,110,0,0,0,0,1,0,1,3,43,20,20,203,0
Beta_1.85,M597,111,0,0,0,0,1,0,1,43,20,16,17,203,0
Beta_1.85,M598,108,0,0,0,1,0,0,17,24,15,14,15,201,0
Beta_1.85,M599,116,1,0,0,1,0,0,8,18,12,13,14,207,0
Beta_1.85,M600,111,1,0,1,0,0,0,4,15,11,12,14,203,0
Beta_1.90,M300,311,11,1,0,0,0,0,11,72,267,250,82,418,0
Beta_1.90,M301,315,14,1,0,0,0,0,14,70,260,261,80,401,0
Beta_1.90,M302,315,13,0,1,0,0,0,13,65,265,271,82,387,0
Beta_1.90,M303,314,10,0,0,1,0,0,12,31,300,273,87,366,0
Beta_1.90,M304,303,10,2,0,1,0,0,11,27,305,262,109,334,0
Beta_1.90,M305,333,7,1,2,0,0,0,12,28,309,255,129,335,7
Beta_1.90,M306,320,7,0,2,0,0,0,11,31,277,281,149,327,22
Beta_1.90,M307,320,5,0,0,2,0,0,12,26,279,272,156,328,0
Beta_1.90,M308,315,4,0,0,0,2,0,9,27,271,251,190,371,0
Beta_1.90,M309,322,3,0,0,1,2,0,8,21,274,227,226,379,0
Beta_1.90,M310,321,3,0,0,0,1,0,7,24,275,219,226,354,0
Beta_1.90,M311,302,0,0,0,0,0,0,6,34,277,198,250,324,0
Beta_1.90,M312,300,2,0,0,0,0,0,5,39,276,197,241,310,0
Beta_1.90,M313,306,1,0,0,0,0,0,4,42,274,205,246,328,0
Beta_1.90,M314,305,5,0,1,0,0,0,4,35,296,214,256,323,0
Beta_1.90,M315,300,12,1,0,0,0,0,3,56,297,217,298,248,0
Beta_1.90,M316,284,14,1,0,0,0,0,3,80,274,247,266,239,0
Beta_1.90,M317,321,3,1,0,0,0,0,2,78,287,261,244,221,0
Beta_1.90,M318,322,6,0,0,0,0,0,2,92,283,262,243,217,0
Beta_1.90,M319,312,3,1,0,0,0,0,5,108,255,273,249,207,0
Beta_1.90,M320,326,4,0,0,0,0,0,34,65,260,271,268,205,0
Beta_1.90,M321,311,2,0,0,0,0,0,33,59,264,268,278,202,0
Beta_1.90,M322,316,2,0,1,0,0,0,21,53,268,236,314,207,0
Beta_1.90,M323,296,2,0,0,0,0,0,9,38,283,222,336,208,0
Beta_1.90,M324,278,4,0,0,0,0,0,0,37,283,202,348,210,0
Beta_1.90,M325,283,2,0,0,0,0,0,0,34,287,195,340,196,0
Beta_1.90,M326,271,4,1,0,0,0,0,0,25,303,187,336,210,0
Beta_1.90,M327,276,5,1,0,0,0,0,0,25,313,193,342,222,0
Beta_1.90,M328,289,5,0,1,0,0,0,0,33,316,197,344,219,0
Beta_1.90,M329,287,5,0,0,1,0,0,0,33,321,202,325,254,0
Beta_1.90,M330,274,15,0,0,0,0,0,1,54,318,208,320,273,0
Beta_1.90,M331,269,23,1,0,0,0,0,5,84,325,208,275,279,0
Beta_1.90,M332,265,28,0,1,0,0,0,11,87,336,200,258,281,0
Beta_1.90,M333,264,27,0,1,0,0,0,10,103,322,202,229,301,0
Beta_1.90,M334,266,25,0,0,1,0,0,18,74,335,205,218,303,0
Beta_1.90,M335,283,22,0,0,0,1,0,22,30,365,223,192,329,0
Beta_1.90,M336,291,15,0,0,0,1,0,17,27,374,237,154,351,0
Beta_1.90,M337,297,12,0,0,0,1,0,12,32,377,262,126,377,0
Beta_1.90,M338,313,11,0,0,0,1,0,11,35,339,292,101,413,0
Beta_1.90,M339,313,11,1,0,0,0,0,11,35,333,308,81,406,0
Beta_1.90,M340,325,7,3,1,0,0,0,12,35,338,306,90,396,0
Beta_1.90,M341,324,8,2,2,0,0,0,13,38,323,271,130,381,0
Beta_1.90,M342,341,9,0,3,1,0,0,14,49,314,281,145,359,0
Beta_1.90,M343,343,9,0,0,3,0,0,14,55,301,273,152,339,0
Beta_1.90,M344,333,9,0,0,2,0,0,11,58,294,285,158,322,5
Beta_1.90,M345,332,9,1,0,0,2,0,10,53,306,274,124,331,18
Beta_1.90,M346,308,22,1,0,0,2,0,9,80,315,280,127,375,0
Beta_1.90,M347,322,34,1,0,0,0,0,8,93,315,274,144,365,0
Beta_1.90,M348,315,25,0,0,0,0,0,6,97,312,273,161,353,0
Beta_1.90,M349,341,11,0,0,0,0,0,6,109,300,277,200,333,0
Beta_1.90,M350,326,6,0,0,0,0,0,5,105,290,287,218,320,0
Beta_1.90,M351,335,10,0,0,0,0,0,5,99,296,297,240,253,0
Beta_1.90,M352,331,14,0,0,0,0,0,4,81,326,279,243,226,0
Beta_1.90,M353,332,7,6,0,0,0,0,3,81,355,269,239,220,0
Beta_1.90,M354,328,11,6,0,0,0,0,2,93,368,223,251,213,0
Beta_1.90,M355,338,8,0,5,0,0,0,19,95,329,222,277,204,0
Beta_1.90,M356,333,8,0,4,0,0,0,48,54,326,217,280,203,0
Beta_1.90,M357,320,4,0,0,3,0,0,35,54,324,224,290,202,0
Beta_1.90,M358,325,8,0,0,0,0,0,21,59,325,242,290,197,0
Beta_1.90,M359,299,8,0,0,0,0,0,10,60,338,219,268,195,0
Beta_1.90,M360,312,6,2,0,0,0,0,0,70,350,218,283,212,0
Beta_1.90,M361,326,3,2,0,0,0,0,0,57,355,218,296,199,0
Beta_1.90,M362,314,17,0,1,0,0,0,0,95,334,242,326,186,0
Beta_1.90,M363,299,20,0,0,1,0,0,0,112,335,232,337,193,0
Beta_1.90,M364,296,22,0,0,1,0,0,0,113,335,256,325,191,0
Beta_1.90,M365,289,23,0,0,0,0,0,0,99,350,238,322,204,0
Beta_1.90,M366,284,23,0,0,0,0,0,0,52,423,211,335,187,0
Beta_1.90,M367,289,18,0,0,0,0,0,0,61,429,221,341,201,0
Beta_1.90,M368,293,13,0,0,0,0,0,21,39,434,226,344,200,0
Beta_1.90,M369,311,8,1,0,0,0,0,20,46,408,257,343,173,0
Beta_1.90,M370,299,7,1,0,0,0,0,21,48,384,261,328,221,0
Beta_1.90,M371,308,8,0,1,0,0,0,12,59,371,272,301,233,0
Beta_1.90,M372,290,12,0,0,1,0,0,10,57,370,280,270,252,0
Beta_1.90,M373,293,11,0,0,1,0,0,10,69,361,249,290,274,0
Beta_1.90,M374,305,10,2,0,0,1,0,10,74,347,240,259,308,0
Beta_1.90,M375,321,8,2,0,0,1,0,11,74,345,250,237,339,0
Beta_1.90,M376,317,11,2,1,0,1,0,11,64,355,252,229,360,0
Beta_1.90,M377,326,25,3,0,1,0,0,12,82,361,264,191,391,0
Beta_1.90,M378,323,41,1,2,1,0,0,9,94,358,269,183,396,0
Beta_1.90,M379,319,45,0,1,2,0,0,10,101,357,290,119,407,0
Beta_1.90,M380,353,20,0,0,3,0,0,9,112,362,300,87,399,0
Beta_1.90,M381,348,21,0,0,1,2,0,9,110,335,315,72,401,0
Beta_1.90,M382,356,19,0,0,0,2,0,10,111,328,320,74,401,0
Beta_1.90,M383,348,22,0,0,0,0,0,10,100,341,327,144,293,0
Beta_1.90,M384,342,29,0,0,0,0,0,9,85,336,343,158,260,12
Beta_1.90,M385,342,32,0,0,0,0,0,9,81,338,377,109,285,0
Beta_1.90,M386,322,26,1,0,0,0,0,7,74,388,356,104,286,0
Beta_1.90,M387,337,19,3,0,0,0,0,7,89,393,325,137,289,0
Beta_1.90,M388,338,17,3,1,0,0,0,8,95,377,317,189,233,0
Beta_1.90,M389,318,14,0,3,0,0,0,31,73,386,301,217,232,0
Beta_1.90,M390,338,7,0,0,1,0,0,20,75,392,324,196,214,0
Beta_1.90,M391,327,3,0,0,0,0,0,6,69,443,271,201,209,0
Beta_1.90,M392,327,3,0,0,0,0,0,3,124,408,259,191,197,0
Beta_1.90,M393,353,13,1,0,0,0,0,43,117,420,234,211,210,0
Beta_1.90,M394,339,15,1,0,0,0,0,43,139,419,196,261,200,0
Beta_1.90,M395,353,18,0,1,0,0,0,43,151,411,196,264,193,0
Beta_1.90,M396,353,20,0,0,1,0,0,36,161,394,211,279,178,0
Beta_1.90,M397,356,21,0,0,1,0,0,0,91,444,251,267,181,0
Beta_1.90,M398,346,20,0,0,0,0,0,0,90,454,239,256,178,0
Beta_1.90,M399,349,8,0,0,0,0,0,1,103,450,235,264,187,0
Beta_1.90,M400,355,6,0,0,0,0,0,0,125,444,240,280,184,0
Beta_1.90,M401,337,4,0,0,0,0,0,11,124,390,270,290,172,0
Beta_1.90,M402,330,4,0,0,0,0,0,19,103,403,287,296,164,0
Beta_1.90,M403,328,4,0,0,0,0,0,9,104,402,302,296,183,0
Beta_1.90,M404,318,5,0,0,0,0,0,5,107,385,310,313,185,0
Beta_1.90,M405,305,16,1,0,0,0,0,1,107,363,312,351,188,0
Beta_1.90,M406,290,27,1,0,0,0,0,1,88,368,293,382,186,0
Beta_1.90,M407,295,22,8,0,0,0,0,3,71,395,276,400,170,0
Beta_1.90,M408,287,39,7,0,0,0,0,3,90,407,269,423,172,0
Beta_1.90,M409,284,47,0,6,0,0,0,6,109,408,235,455,167,0
Beta_1.90,M410,287,45,0,4,0,0,0,11,107,423,218,453,171,0
Beta_1.90,M411,324,27,0,0,2,0,0,8,108,414,217,426,202,0
Beta_1.90,M412,326,22,1,0,0,1,0,8,109,401,253,360,223,0
Beta_1.90,M413,321,26,0,1,0,1,0,8,115,368,272,292,286,0
Beta_1.90,M414,318,24,0,1,0,1,0,8,112,380,282,229,321,0
Beta_1.90,M415,332,36,1,0,1,1,0,8,93,393,293,196,344,0
Beta_1.90,M416,328,39,1,1,1,0,0,8,85,415,304,171,371,0
Beta_1.90,M417,336,31,0,2,0,1,0,8,78,428,328,150,361,0
Beta_1.90,M418,340,27,0,1,1,1,0,8,68,436,353,100,367,0
Beta_1.90,M419,337,30,0,0,2,0,0,9,73,470,362,80,350,0
Beta_1.90,M420,358,32,0,0,0,1,0,9,105,464,332,95,335,0
Beta_1.90,M421,355,28,2,1,0,0,0,23,106,451,342,103,262,0
Beta_1.90,M422,357,24,2,0,1,0,0,30,89,457,303,125,255,4
Beta_1.90,M423,342,28,0,1,0,0,0,27,117,443,303,129,262,20
Beta_1.90,M424,325,37,0,0,2,0,0,9,136,432,293,121,270,0
Beta_1.90,M425,330,39,1,0,0,0,0,7,164,407,302,125,257,0
Beta_1.90,M426,315,40,1,0,0,0,0,6,166,419,294,136,253,0
Beta_1.90,M427,329,41,0,1,0,0,0,6,155,460,290,155,217,0
Beta_1.90,M428,341,42,0,1,0,0,0,5,132,487,317,120,206,0
Beta_1.90,M429,362,29,0,0,1,0,0,4,141,500,321,127,198,0
Beta_1.90,M430,368,13,0,0,0,0,0,3,162,524,287,141,192,0
Beta_1.90,M431,388,13,0,0,0,0,0,3,184,497,280,147,188,0
Beta_1.90,M432,392,8,0,0,0,0,0,33,151,453,326,152,182,0
Beta_1.90,M433,386,7,0,0,0,0,0,42,143,459,329,157,178,0
Beta_1.90,M434,382,7,1,0,0,0,0,37,150,435,347,173,178,0
Beta_1.90,M435,374,12,1,0,0,0,0,22,165,415,329,209,178,0
Beta_1.90,M436,343,19,1,0,0,0,0,10,151,400,336,234,177,0
Beta_1.90,M437,343,39,0,0,0,0,0,8,140,402,342,255,176,0
Beta_1.90,M438,323,40,0,0,0,0,0,6,141,394,319,282,169,0
Beta_1.90,M439,326,46,6,0,0,0,0,3,154,414,313,303,173,0
Beta_1.90,M440,307,48,11,0,0,0,0,4,150,424,324,315,174,0
Beta_1.90,M441,296,49,1,8,0,0,0,3,157,426,313,342,165,0
Beta_1.90,M442,317,34,0,5,0,0,0,0,170,438,298,354,163,0
Beta_1.90,M443,308,32,0,1,3,0,0,0,163,440,265,414,171,0
Beta_1.90,M444,313,40,0,0,0,0,0,0,153,434,270,405,175,0
Beta_1.90,M445,313,43,0,0,0,0,0,0,125,452,261,406,175,0
Beta_1.90,M446,288,41,1,0,0,0,0,0,113,479,246,417,167,0
Beta_1.90,M447,305,36,2,0,0,0,0,0,97,498,260,411,144,0
Beta_1.90,M448,296,33,1,1,0,0,0,4,96,487,258,419,167,0
Beta_1.90,M449,289,34,0,1,1,0,0,7,91,490,271,410,167,0
Beta_1.90,M450,322,31,0,1,1,0,0,8,93,492,295,401,159,0
Beta_1.90,M451,310,35,1,0,1,1,0,8,94,514,284,361,181,0
Beta_1.90,M452,314,34,1,0,0,2,0,7,131,475,320,307,201,0
Beta_1.90,M453,328,36,1,1,0,2,0,7,140,477,292,287,220,0
Beta_1.90,M454,338,41,4,0,0,0,0,31,157,452,275,223,264,0
Beta_1.90,M455,346,37,3,1,0,0,0,26,205,434,271,159,332,0
Beta_1.90,M456,335,48,0,3,0,0,0,9,209,442,275,141,332,0
Beta_1.90,M457,344,49,1,2,2,0,0,8,203,470,271,134,328,0
Beta_1.90,M458,349,53,0,1,2,0,0,8,169,510,280,105,291,0
Beta_1.90,M459,384,37,0,1,3,0,0,8,175,522,283,94,275,0
Beta_1.90,M460,391,36,0,0,1,0,0,8,185,519,292,60,259,0
Beta_1.90,M461,390,40,0,0,1,0,0,9,191,503,302,73,232,0
Beta_1.90,M462,385,39,0,0,0,0,0,9,189,506,295,71,240,0
Beta_1.90,M463,366,42,0,0,0,0,0,8,183,464,330,78,234,0
Beta_1.90,M464,351,45,1,0,0,0,0,7,170,441,358,78,223,0
Beta_1.90,M465,346,51,1,0,0,0,0,11,167,418,392,89,226,0
Beta_1.90,M466,327,52,0,0,0,0,0,10,179,417,400,115,197,0
Beta_1.90,M467,331,48,0,0,0,0,0,6,164,427,419,99,195,0
Beta_1.90,M468,324,55,0,0,0,0,0,6,176,459,408,102,183,0
Beta_1.90,M469,322,63,0,0,0,0,0,10,193,447,412,107,185,0
Beta_1.90,M470,315,70,0,0,0,0,0,25,191,448,425,113,174,0
Beta_1.90,M471,309,67,6,0,0,0,0,25,202,449,428,126,162,0
Beta_1.90,M472,317,76,8,0,0,0,0,25,205,459,400,159,161,0
Beta_1.90,M473,336,55,0,7,0,0,0,2,207,465,384,189,155,0
Beta_1.90,M474,328,49,0,9,0,0,0,0,209,482,369,206,166,0
Beta_1.90,M475,331,52,0,0,0,0,0,1,191,498,344,250,161,0
Beta_1.90,M476,316,58,0,0,0,0,0,0,185,502,318,274,165,0
Beta_1.90,M477,312,50,0,0,0,0,0,0,176,498,255,328,167,0
Beta_1.90,M478,314,41,0,0,0,0,0,0,173,502,244,339,160,0
Beta_1.90,M479,323,42,0,0,0,0,0,0,170,534,235,331,162,0
Beta_1.90,M480,318,45,0,0,0,0,0,0,172,522,236,358,155,0
Beta_1.90,M481,313,37,0,0,0,0,0,0,197,510,277,336,149,0
Beta_1.90,M482,311,39,1,0,0,0,0,0,192,510,266,354,148,0
Beta_1.90,M483,319,40,2,0,0,0,0,0,190,527,251,362,159,0
Beta_1.90,M484,330,31,2,1,0,0,0,0,242,461,289,353,156,0
Beta_1.90,M485,313,34,1,1,0,0,0,17,242,477,278,347,140,0
Beta_1.90,M486,328,50,0,1,1,0,0,21,250,511,209,392,137,0
Beta_1.90,M487,322,48,1,1,1,0,0,18,266,507,193,400,120,0
Beta_1.90,M488,309,48,3,0,1,1,0,22,258,509,197,401,124,0
Beta_1.90,M489,350,48,2,1,0,2,0,17,222,533,201,408,101,0
Beta_1.90,M490,342,41,0,4,0,1,0,13,216,489,241,380,108,0
Beta_1.90,M491,361,44,0,1,3,1,0,13,216,484,264,375,118,0
Beta_1.90,M492,370,52,1,0,2,1,0,11,203,498,273,309,163,0
Beta_1.90,M493,373,49,3,0,1,0,0,11,209,490,268,274,180,0
Beta_1.90,M494,356,50,1,2,0,0,0,11,207,462,300,215,205,0
Beta_1.90,M495,358,59,0,1,0,0,0,9,205,457,303,134,213,0
Beta_1.90,M496,333,48,0,0,1,0,0,15,205,457,324,92,227,0
Beta_1.90,M497,370,51,0,0,0,0,0,13,200,475,351,73,230,0
Beta_1.90,M498,354,48,0,0,0,0,0,9,194,494,355,44,245,0
Beta_1.90,M499,337,56,0,0,0,0,0,8,197,495,384,44,225,0
Beta_1.90,M500,335,86,0,0,0,0,0,8,224,505,383,60,216,1
Beta_1.90,M501,336,89,0,0,0,0,0,10,227,499,380,61,210,0
Beta_1.90,M502,327,84,0,0,0,0,0,11,241,494,400,62,207,0
Beta_1.90,M503,335,79,7,0,0,0,0,14,237,498,400,80,202,0
Beta_1.90,M504,341,67,4,0,0,0,0,11,224,517,408,90,193,0
Beta_1.90,M505,332,67,0,5,0,0,0,10,219,543,410,117,189,0
Beta_1.90,M506,320,83,0,4,0,0,0,8,224,562,398,132,182,0
Beta_1.90,M507,308,78,0,0,0,0,0,4,218,560,363,138,177,0
Beta_1.90,M508,298,80,0,0,0,0,0,3,215,545,352,148,173,0
Beta_1.90,M509,323,70,0,0,0,0,0,6,214,540,333,175,169,0
Beta_1.90,M510,311,71,0,0,0,0,0,6,233,537,319,184,162,0
Beta_1.90,M511,299,68,1,0,0,0,0,2,227,534,309,196,155,0
Beta_1.90,M512,313,68,1,0,0,0,0,2,222,543,313,200,156,0
