Folder_name,File_name,B1_1,B1_2,B1_3,B1_4,B1_5,B1_6,B1_7,B1_8,B1_9,B1_10,B1_11,B1_12,B1_13,B1_14,B1_15,B1_16,B1_17,B1_18,B1_19,B1_20,B1_21,B1_22,B1_23,B1_24,B1_25,B1_26,B1_27,B1_28,B1_29,B1_30,B1_31,B1_32,B1_33,B1_34,B1_35,B1_36,B1_37,B1_38,B1_39,B2_1,B2_2,B2_3,B2_4,B2_5,B2_6,B2_7,B2_8,B2_9,B2_10,B2_11,B2_12,B2_13,B2_14,B2_15,B2_16,B2_17,B2_18,B2_19,B2_20,B2_21,B2_22,B2_23,B2_24,B2_25,B2_26,B2_27,B2_28,B2_29,B2_30,B2_31,B2_32,B2_33,B2_34,B2_35,B2_36,B2_37,B2_38,B2_39
Beta_1.4,u_322,34,43,407,33,0,1,2,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,2,0,0,2,0,1,1,0,2,0,1,4,1,0,0,1,0,0,0,0,2,0,1,1,0,0,0,0,1,0,2,5,2,2,1,0,2,3,3,0,3,6,1,5,24,205,700,113,11
Beta_1.4,u_323,31,61,386,29,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,2,0,0,1,0,0,0,0,0,4,2,0,2,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,3,1,0,1,0,1,3,1,0,3,8,4,6,28,243,700,100,10
Beta_1.4,u_324,29,67,345,36,0,0,0,0,2,0,0,1,1,0,0,1,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,4,6,0,1,0,0,0,0,0,0,2,2,2,1,0,2,1,0,0,0,2,1,1,2,1,3,1,0,1,3,1,1,9,19,216,718,97,10
Beta_1.4,u_325,33,69,341,34,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,2,5,0,0,2,4,0,3,1,0,1,1,0,1,2,0,1,0,1,2,0,3,5,2,0,4,1,1,0,1,2,2,5,16,253,709,94,9
Beta_1.4,u_326,40,75,365,31,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,3,4,0,1,1,1,0,0,1,0,0,0,3,4,1,4,0,4,1,1,1,0,1,0,0,0,2,1,1,3,4,7,10,21,247,709,64,6
Beta_1.4,u_327,43,79,366,26,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,9,5,0,0,0,1,2,1,0,0,0,2,1,0,0,1,0,2,1,2,1,1,2,5,2,3,2,5,1,1,3,1,23,263,649,71,10
Beta_1.4,u_328,34,80,391,26,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,2,0,0,3,5,3,1,1,0,3,3,3,3,3,0,1,1,0,1,1,3,2,1,0,2,2,3,0,1,2,0,2,1,4,0,3,34,217,647,97,5
Beta_1.4,u_329,36,75,421,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,2,0,0,0,0,0,1,0,0,3,6,4,1,1,0,0,4,0,1,2,2,1,1,1,1,4,3,0,3,7,2,0,0,1,1,2,5,0,4,1,3,8,20,221,613,77,21
Beta_1.4,u_330,30,69,457,36,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,2,4,2,0,2,0,2,3,1,3,5,1,0,0,0,0,0,5,0,2,1,2,8,4,2,0,4,4,0,4,6,1,7,27,227,618,99,11
Beta_1.4,u_331,18,72,456,27,0,1,1,0,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,2,3,2,0,0,1,4,0,3,3,0,2,1,1,1,1,3,1,2,1,5,0,1,1,0,0,6,3,2,0,10,6,26,231,604,95,16
Beta_1.4,u_332,17,58,451,32,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,2,0,0,0,0,2,1,0,1,0,0,1,0,0,4,3,1,1,0,0,1,5,0,1,3,3,0,1,1,1,1,2,3,5,5,1,1,28,217,632,100,16
Beta_1.4,u_333,33,40,410,40,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,2,0,0,0,1,1,0,1,0,2,0,1,3,2,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,2,4,3,1,3,0,3,4,1,2,6,1,3,28,199,710,103,9
Beta_1.4,u_334,34,56,388,28,0,0,1,0,0,1,0,2,1,0,0,0,0,0,2,0,0,0,2,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,4,2,0,0,2,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,1,2,0,1,1,2,0,2,3,2,4,5,7,32,240,695,101,14
Beta_1.4,u_335,25,75,352,36,1,0,0,0,2,0,0,2,0,0,1,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,1,1,2,8,0,1,0,0,0,0,0,1,0,0,3,0,1,3,0,0,2,0,0,2,0,3,4,0,0,2,0,0,3,3,5,32,232,718,103,11
Beta_1.4,u_336,32,72,373,26,1,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,2,0,0,1,2,5,0,0,0,3,3,0,3,2,0,1,1,1,1,0,0,2,0,0,2,0,3,4,0,2,5,0,1,0,2,2,4,21,253,712,88,12
Beta_1.4,u_337,39,79,360,29,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,6,0,0,2,1,0,0,1,0,0,1,1,1,4,2,3,0,3,4,0,1,1,0,0,1,0,3,1,2,4,4,8,22,252,714,69,9
Beta_1.4,u_338,44,85,369,22,1,2,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,11,5,0,0,0,0,2,0,1,0,0,0,3,1,0,0,1,2,1,2,1,1,0,5,1,2,4,4,4,2,3,1,22,235,678,66,23
Beta_1.4,u_339,30,88,390,25,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,2,0,0,2,6,1,2,1,2,1,4,1,2,5,2,0,0,0,1,1,3,1,1,2,0,0,1,5,0,2,0,1,4,2,0,3,27,220,649,109,4
Beta_1.4,u_340,37,74,404,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,2,0,0,0,0,0,1,0,0,0,2,6,5,2,0,0,0,2,4,0,1,2,4,1,3,1,4,3,1,4,4,3,0,0,0,1,2,1,5,2,3,3,3,26,237,590,60,18
Beta_1.4,u_341,29,70,431,33,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,1,1,5,2,1,1,2,0,2,0,4,2,4,0,0,0,0,0,1,6,2,1,3,3,4,4,2,1,5,2,2,5,3,9,24,223,614,94,14
Beta_1.4,u_342,16,67,447,31,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,2,0,0,0,3,1,5,0,0,0,3,3,1,4,2,1,1,0,2,1,2,1,1,2,5,2,0,0,1,1,1,8,2,2,3,10,30,225,603,102,11
Beta_1.4,u_343,22,52,454,34,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,2,1,0,0,2,0,0,1,1,0,2,0,1,1,0,0,1,0,0,0,4,4,0,1,0,0,2,4,0,3,4,1,0,1,3,1,2,3,3,2,6,3,26,214,638,109,18
Beta_1.4,u_344,31,44,409,30,2,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,2,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,2,0,1,4,2,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,2,0,0,4,4,1,2,3,0,0,7,2,4,2,5,27,210,684,111,8
Beta_1.4,u_345,35,54,393,25,0,1,0,0,1,0,2,0,1,0,0,0,0,2,0,0,0,1,0,1,0,0,1,0,0,0,2,0,0,1,0,0,0,1,1,0,3,3,0,0,2,1,2,0,0,1,0,0,2,0,1,1,0,0,1,1,0,0,1,1,3,0,1,2,3,1,0,7,14,23,238,706,105,14
Beta_1.4,u_346,25,74,343,32,0,0,0,2,0,0,0,2,1,0,0,1,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,1,2,0,0,0,1,0,1,3,7,1,1,0,0,0,0,1,0,0,0,0,2,2,1,4,0,0,1,0,0,4,3,2,1,1,0,1,1,0,5,6,30,237,721,91,21
Beta_1.4,u_347,32,73,367,26,1,1,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,2,0,0,1,2,4,1,0,0,2,1,3,0,3,1,1,2,1,0,0,0,0,2,0,0,2,3,0,4,3,2,1,1,2,0,1,6,22,250,715,95,10
Beta_1.4,u_348,39,82,368,30,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,3,5,1,0,1,2,0,0,0,1,1,1,0,0,4,1,1,4,0,3,3,0,1,2,0,0,1,0,4,1,4,3,6,34,255,708,67,11
Beta_1.4,u_349,43,86,366,23,2,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,11,5,1,0,0,0,1,1,1,1,0,0,1,2,1,2,2,0,1,3,1,0,1,0,5,2,3,3,5,3,3,4,25,228,681,63,23
Beta_1.4,u_350,30,87,404,28,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,2,0,0,1,8,1,3,0,2,1,5,1,3,3,3,1,0,0,1,1,2,2,1,2,0,1,1,2,3,2,2,1,2,2,0,3,33,237,638,101,5
Beta_1.4,u_351,37,70,432,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,2,0,0,0,0,0,1,1,1,0,1,7,4,4,0,0,0,0,2,3,1,1,2,5,2,1,3,3,4,4,0,5,1,1,0,0,0,5,4,3,3,0,3,26,232,598,90,8
Beta_1.4,u_352,27,72,432,31,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,1,1,6,2,0,2,1,2,0,3,2,2,4,1,0,0,0,0,2,2,5,2,1,1,7,3,0,3,3,5,2,2,5,7,18,226,620,97,13
Beta_1.4,u_353,18,67,467,43,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,2,0,0,0,3,0,1,1,1,0,0,4,4,4,0,1,1,1,1,1,1,2,0,3,2,6,1,0,0,2,0,2,6,4,2,10,28,224,598,111,5
Beta_1.4,u_354,21,51,445,39,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,0,0,0,2,0,2,0,1,0,2,0,0,1,1,0,0,1,0,0,3,1,3,1,1,0,0,2,4,2,5,1,0,2,1,3,2,2,0,5,4,6,22,219,622,106,24
Beta_1.4,u_355,29,47,410,32,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,2,1,0,0,0,0,0,2,0,0,0,1,1,0,1,0,2,0,0,1,5,1,1,1,0,1,0,0,0,0,1,0,0,0,2,0,0,1,2,0,0,0,5,3,3,2,1,1,3,5,5,1,7,24,216,694,116,12
Beta_1.4,u_356,35,52,378,27,0,1,0,0,1,1,1,1,0,0,0,0,2,0,0,0,0,1,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,2,0,0,2,4,0,0,0,3,2,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,2,3,1,0,4,2,1,1,9,9,28,245,693,106,14
Beta_1.4,u_357,29,77,360,26,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,3,7,1,3,0,0,0,0,0,1,0,0,0,0,4,2,3,1,0,0,0,2,3,3,3,1,1,0,1,1,1,2,6,32,233,716,106,15
Beta_1.4,u_358,29,80,358,24,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,2,4,1,0,0,2,0,1,3,0,2,4,3,0,0,0,0,0,1,1,1,2,1,2,1,5,3,3,1,1,1,1,4,20,256,721,94,9
Beta_1.4,u_359,42,82,350,31,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,5,1,1,0,1,0,2,0,0,2,1,0,0,1,3,2,0,4,1,1,2,4,1,0,1,1,1,2,3,0,1,8,32,257,713,55,8
Beta_1.4,u_360,39,85,361,24,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,2,10,2,5,1,0,0,0,1,1,0,2,0,0,1,2,0,4,1,2,0,2,1,0,1,3,2,3,3,3,3,3,8,25,225,684,56,21
Beta_1.4,u_361,30,78,397,32,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,2,0,0,0,2,6,1,1,2,1,1,3,5,3,0,5,0,2,0,0,2,1,2,1,0,1,0,1,1,4,1,3,3,0,1,2,2,28,239,642,103,7
Beta_1.4,u_362,32,69,434,29,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,2,0,0,0,0,0,0,1,2,0,0,2,8,2,5,0,0,0,1,0,2,1,1,1,3,4,2,1,3,7,3,0,2,4,1,0,1,2,1,6,2,0,4,3,24,231,616,94,9
Beta_1.4,u_363,27,78,430,34,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,2,3,6,0,1,2,2,0,4,0,2,3,4,1,0,1,1,0,3,2,2,2,1,3,4,3,0,2,7,5,0,5,8,26,231,615,98,9
Beta_1.4,u_364,17,69,459,37,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,2,1,0,0,0,3,0,1,4,1,0,0,4,2,4,3,1,0,2,0,2,0,3,1,1,2,4,4,0,1,0,0,2,3,6,2,6,35,222,611,100,8
Beta_1.4,u_365,26,48,426,40,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,2,0,0,0,1,1,0,2,0,0,1,2,0,0,0,1,0,0,0,1,1,0,2,3,3,1,1,0,1,1,5,6,1,1,2,2,2,3,1,2,2,4,11,21,215,631,108,20
Beta_1.4,u_366,27,55,403,31,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,2,0,0,0,0,0,2,0,0,0,1,1,0,1,0,0,2,0,0,2,5,2,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,2,0,1,4,4,3,2,2,1,1,2,6,5,9,26,216,685,123,13
Beta_1.4,u_367,36,49,384,34,1,0,0,0,2,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,2,4,0,0,0,2,3,1,1,0,0,0,1,2,2,2,0,1,0,0,0,0,2,0,1,2,1,2,1,2,2,5,10,28,232,695,110,12
Beta_1.4,u_368,27,75,350,20,0,0,2,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,3,6,1,4,1,0,0,0,0,0,1,0,0,1,0,3,3,2,1,0,1,3,2,2,2,1,1,1,1,1,3,0,7,30,226,725,101,21
Beta_1.4,u_369,34,76,354,25,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,2,1,4,1,1,0,1,1,1,0,2,3,3,3,1,0,0,0,0,0,1,2,2,0,1,2,3,2,4,3,0,2,0,4,24,239,735,77,13
Beta_1.4,u_370,42,79,355,27,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,4,4,1,3,1,0,1,0,0,1,1,2,0,0,0,3,1,2,0,2,2,1,1,5,1,1,0,1,2,2,1,1,3,28,249,729,49,12
Beta_1.4,u_371,35,86,368,24,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,2,11,2,5,0,0,0,0,1,0,2,1,2,0,0,2,2,2,1,2,0,3,1,0,0,2,3,4,0,3,2,3,9,29,234,667,58,17
Beta_1.4,u_372,34,76,396,26,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,1,2,0,0,0,0,7,1,2,2,2,2,3,4,4,0,1,5,0,2,0,1,1,1,1,1,0,3,2,1,0,5,1,2,1,1,2,0,26,244,629,89,14
Beta_1.4,u_373,32,61,439,28,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,1,0,2,0,0,0,0,0,0,1,2,0,0,1,9,1,3,4,0,0,0,0,3,0,1,1,2,3,4,0,3,5,4,3,0,4,1,3,0,1,4,2,2,2,2,4,28,223,614,97,10
Beta_1.4,u_374,28,79,449,29,0,0,1,0,0,0,1,0,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,4,3,3,3,1,1,1,3,1,3,1,2,5,3,0,1,2,0,0,0,2,1,4,1,3,3,3,1,5,5,3,2,6,27,223,622,92,15
Beta_1.4,u_375,18,68,460,36,2,0,1,0,2,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4,0,0,0,0,2,1,1,0,4,3,0,0,2,3,8,0,1,1,1,1,2,2,3,0,1,3,6,3,0,0,0,0,3,4,3,3,33,232,605,107,11
Beta_1.4,u_376,28,53,428,29,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,1,1,0,0,0,2,0,1,1,0,0,1,2,0,0,0,1,0,0,0,0,1,0,2,0,3,4,0,1,0,2,1,5,6,0,3,3,1,0,4,3,1,4,14,30,211,633,119,21
Beta_1.4,u_377,27,55,406,34,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,2,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,1,0,0,2,5,2,0,0,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,3,2,2,5,2,3,0,2,3,12,1,23,227,703,115,16
Beta_1.4,u_378,35,48,371,35,1,0,0,1,1,2,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,2,4,0,0,0,0,2,3,2,0,0,0,1,2,1,1,2,0,0,0,1,0,1,0,1,1,2,2,0,2,5,3,8,28,231,711,117,12
Beta_1.4,u_379,27,74,351,25,0,2,0,0,0,3,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,2,0,0,3,4,2,2,4,0,0,0,0,0,0,1,0,0,1,0,3,3,2,2,1,2,2,0,3,0,1,2,1,1,3,1,4,25,240,732,98,23
Beta_1.4,u_380,39,75,371,27,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,2,1,4,1,1,0,0,1,1,0,0,4,3,1,4,0,0,0,0,0,1,3,1,1,0,0,2,4,2,5,3,0,1,2,29,244,733,84,5
Beta_1.4,u_381,42,78,359,21,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,5,0,4,1,0,1,0,0,0,2,1,1,0,0,2,1,2,1,1,2,0,2,3,5,0,1,1,2,1,2,1,3,22,251,715,47,7
Beta_1.4,u_382,32,90,378,25,0,0,0,0,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,2,10,3,4,1,0,0,0,2,0,0,2,2,0,0,0,4,2,2,0,1,2,2,0,1,0,5,0,3,0,4,3,8,29,243,669,61,14
Beta_1.4,u_383,37,66,391,35,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,2,0,0,1,0,7,2,0,2,3,4,0,4,3,4,0,4,2,0,1,0,0,2,0,1,1,2,4,1,1,2,4,1,1,0,2,7,27,239,638,102,14
Beta_1.4,u_384,36,65,440,29,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,1,0,2,0,0,0,0,0,0,0,2,1,0,0,1,7,2,4,5,1,0,0,0,0,3,0,1,2,1,4,3,2,3,5,5,1,1,5,0,5,2,0,2,1,2,3,2,25,249,582,101,6
Beta_1.4,u_385,24,72,464,27,0,1,0,0,0,1,0,0,2,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,5,1,2,6,0,0,1,2,2,4,1,3,3,5,3,1,0,0,0,0,3,1,1,3,1,5,3,2,3,4,6,1,10,21,219,616,101,13
Beta_1.4,u_386,19,64,452,39,2,0,1,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,2,1,0,1,2,5,1,0,2,0,5,4,0,2,0,1,2,2,2,3,1,1,4,6,1,0,0,0,1,5,2,6,37,232,600,115,15
Beta_1.4,u_387,28,53,424,30,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,1,1,0,2,0,0,0,1,2,0,0,0,0,1,0,0,0,0,2,1,1,0,3,2,2,1,0,3,0,9,1,2,3,1,0,3,2,3,5,12,30,207,627,126,21
Beta_1.4,u_388,27,58,400,30,0,1,0,0,0,0,0,0,1,0,0,0,0,2,1,1,0,0,0,0,1,1,0,0,0,2,0,0,0,1,0,2,1,0,0,2,3,2,0,0,0,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,4,1,4,1,0,4,4,3,1,2,8,7,18,218,716,112,16
Beta_1.4,u_389,37,50,370,37,0,0,0,2,1,1,0,0,0,0,2,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,1,5,0,0,0,0,2,2,0,1,0,1,1,0,1,2,0,2,1,0,0,1,0,0,0,1,4,0,1,2,4,4,7,25,240,716,90,19
Beta_1.4,u_390,28,82,345,29,0,2,0,0,2,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,2,0,0,1,6,2,0,4,2,0,0,0,0,0,0,1,0,0,0,3,3,3,1,5,1,0,1,0,2,2,2,2,3,3,0,5,17,248,720,107,13
Beta_1.4,u_391,36,78,371,31,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,2,1,4,0,1,2,0,1,0,1,1,4,0,1,3,4,0,0,0,1,1,2,1,1,0,0,0,1,5,5,2,3,0,6,28,247,742,87,4
Beta_1.4,u_392,40,77,364,29,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,5,1,1,3,0,0,1,0,0,1,1,1,2,0,0,3,1,3,0,0,2,1,3,6,2,1,1,1,2,1,1,3,19,234,714,61,8
Beta_1.4,u_393,32,87,379,33,0,0,0,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,1,2,10,4,0,5,0,0,1,1,0,0,0,1,2,2,2,0,3,3,2,0,0,2,1,2,2,2,1,2,1,1,4,8,31,247,659,66,8
Beta_1.4,u_394,35,62,399,41,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,1,1,1,0,0,1,0,7,1,1,1,5,2,3,2,4,4,1,2,5,0,1,0,0,1,1,1,1,3,0,5,0,1,3,4,0,2,1,7,31,239,641,85,14
Beta_1.4,u_395,33,67,435,26,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,1,0,1,1,0,0,0,0,0,0,1,2,0,0,0,0,7,3,1,5,2,0,0,0,0,2,2,0,0,2,4,4,5,0,6,6,1,1,4,5,2,2,0,1,2,3,0,2,26,241,598,99,9
Beta_1.4,u_396,23,72,462,32,1,0,0,0,1,0,0,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,2,4,2,5,1,1,1,1,1,2,4,1,2,4,4,1,0,0,0,0,0,2,2,1,3,1,5,6,0,6,6,1,9,22,224,607,95,12
Beta_1.4,u_397,23,58,452,46,0,1,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,2,0,1,2,0,1,4,1,0,2,1,6,1,1,2,1,1,1,2,3,3,0,5,5,1,1,0,0,1,1,5,6,29,235,600,127,13
Beta_1.4,u_398,28,50,420,33,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,1,1,0,0,0,2,0,0,2,1,0,1,1,3,0,0,0,0,1,1,0,0,0,0,2,1,1,0,1,4,2,2,2,0,3,8,1,2,0,1,0,3,7,3,8,39,217,618,113,16
Beta_1.4,u_399,26,59,401,35,0,1,0,0,0,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,2,0,0,0,2,0,0,0,1,0,1,2,0,0,0,2,3,2,0,0,0,1,0,3,1,1,0,0,0,0,0,0,2,0,0,0,2,2,2,2,4,1,0,4,4,2,4,3,10,24,229,703,126,15
Beta_1.4,u_400,33,53,364,34,0,0,1,2,1,0,0,0,0,1,1,0,0,1,2,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,2,5,0,0,0,0,0,2,1,0,1,1,0,0,1,1,1,2,3,0,1,0,0,0,1,1,0,5,1,2,4,1,13,30,230,708,114,18
Beta_1.4,u_401,26,79,347,30,1,1,0,1,2,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,2,6,0,2,2,4,1,0,0,0,0,0,1,0,0,0,0,4,2,2,2,1,0,0,0,3,1,1,4,2,3,1,2,18,235,728,89,17
