Folder_name,File_name,B1_1,B1_2,B1_3,B1_4,B1_5,B1_6,B1_7,B1_8,B1_9,B1_10,B1_11,B1_12,B1_13,B1_14,B1_15,B1_16,B1_17,B1_18,B1_19,B1_20,B1_21,B1_22,B1_23,B1_24,B1_25,B1_26,B1_27,B1_28,B1_29,B1_30,B1_31,B1_32,B1_33,B1_34,B1_35,B1_36,B1_37,B1_38,B1_39,B1_40,B1_41,B1_42,B1_43,B1_44,B1_45,B1_46,B1_47,B1_48,B2_1,B2_2,B2_3,B2_4,B2_5,B2_6,B2_7,B2_8,B2_9,B2_10,B2_11,B2_12,B2_13,B2_14,B2_15,B2_16,B2_17,B2_18,B2_19,B2_20,B2_21,B2_22,B2_23,B2_24,B2_25,B2_26,B2_27,B2_28,B2_29,B2_30,B2_31,B2_32,B2_33,B2_34,B2_35,B2_36,B2_37,B2_38,B2_39,B2_40,B2_41,B2_42,B2_43,B2_44,B2_45,B2_46,B2_47,B2_48
Beta_1.0,u_379,36,215,112,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,2,0,3,0,2,1,0,1,0,2,0,1,8,1,3,2,2,0,0,3,0,0,9,29,312,318,8
Beta_1.0,u_380,26,211,114,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,4,2,0,0,0,0,0,0,0,1,1,0,3,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,2,3,1,1,1,0,1,2,0,7,4,9,37,303,296,26
Beta_1.0,u_381,26,185,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,4,0,2,0,0,1,0,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,0,1,1,1,1,0,0,1,1,1,1,3,3,8,35,309,328,16
Beta_1.0,u_382,23,195,97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,2,0,1,3,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,4,3,0,0,0,1,0,2,2,0,0,1,1,0,3,0,3,1,1,1,0,4,30,306,333,40
Beta_1.0,u_383,25,216,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,2,1,0,0,1,2,5,0,0,1,1,1,1,1,3,3,6,26,312,389,21
Beta_1.0,u_384,16,205,80,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,2,0,0,1,1,2,2,0,0,0,8,1,6,26,345,349,10
Beta_1.0,u_385,21,182,88,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,1,1,0,1,3,1,0,0,2,0,0,3,40,342,357,18
Beta_1.0,u_386,17,195,80,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,2,0,1,0,0,0,1,0,1,0,1,0,0,1,2,2,2,0,1,1,3,5,42,342,332,44
Beta_1.0,u_387,32,179,69,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,1,1,0,1,0,2,4,0,0,1,1,2,0,1,1,6,27,358,341,18
Beta_1.0,u_388,30,189,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,3,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,3,0,0,0,1,1,0,0,0,2,2,1,0,0,1,1,2,1,2,2,35,333,352,10
Beta_1.0,u_389,35,190,88,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,5,1,2,1,0,0,3,3,0,0,1,1,0,2,0,0,0,0,2,0,1,0,1,2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,3,6,32,302,392,12
Beta_1.0,u_390,23,205,91,1,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,1,3,4,0,1,3,0,0,1,1,0,2,1,3,0,3,0,1,0,0,0,0,0,0,0,0,3,2,0,0,4,0,0,0,2,0,3,0,0,4,34,332,365,12
Beta_1.0,u_391,25,212,98,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,1,0,0,7,0,0,1,1,2,1,0,2,1,0,0,3,0,3,2,3,3,0,0,0,0,0,1,1,2,1,0,6,3,33,318,362,7
Beta_1.0,u_392,26,223,98,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,1,3,0,1,0,1,0,1,2,0,1,7,1,0,2,2,0,2,0,2,2,1,0,3,2,3,3,2,1,1,4,32,333,339,10
Beta_1.0,u_393,35,218,91,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,3,3,1,2,0,0,1,0,1,2,2,7,2,0,1,1,2,0,2,1,7,26,308,324,10
Beta_1.0,u_394,27,187,114,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,3,0,0,0,5,1,0,0,0,0,1,0,1,1,1,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,1,1,2,3,3,0,0,0,2,4,8,7,35,315,287,29
Beta_1.0,u_395,27,178,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,3,1,0,2,1,0,0,0,1,0,0,0,4,2,0,0,0,0,0,0,1,0,0,0,2,0,2,0,0,3,0,1,2,0,1,0,1,0,0,1,0,4,10,36,298,327,28
Beta_1.0,u_396,26,186,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,3,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,3,3,1,0,1,0,1,0,2,0,0,1,1,1,3,2,2,0,0,3,0,32,295,348,39
Beta_1.0,u_397,22,196,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,2,2,0,0,0,0,6,2,0,0,1,0,2,1,3,8,25,325,403,13
Beta_1.0,u_398,17,207,82,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,1,0,0,0,1,2,0,2,0,1,1,1,2,1,5,7,29,327,354,14
Beta_1.0,u_399,23,185,97,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,1,2,1,0,1,0,1,0,3,0,0,0,2,1,2,38,342,341,22
Beta_1.0,u_400,21,184,84,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,2,1,3,1,3,0,4,33,348,332,32
Beta_1.0,u_401,31,192,65,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,1,2,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,0,0,1,1,3,0,1,2,1,0,1,2,0,1,2,30,363,325,17
Beta_1.2,u_001,22,75,243,42,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,1,3,4,0,0,0,0,0,2,1,0,1,0,0,0,0,0,1,3,0,1,1,0,1,0,1,2,0,1,1,1,2,1,3,1,1,2,2,2,3,1,1,8,25,213,470,122,10
Beta_1.2,u_002,27,70,226,38,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,4,4,0,1,1,0,0,2,1,0,0,0,0,0,0,1,0,0,4,0,0,2,0,0,0,1,0,0,2,6,0,1,1,1,0,2,1,1,1,3,0,7,25,190,457,125,7
Beta_1.2,u_003,27,80,219,28,0,0,2,0,1,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,5,6,1,0,0,1,1,1,0,1,0,1,1,2,0,0,0,2,1,1,0,0,0,1,1,0,0,0,0,0,3,0,1,0,1,0,0,0,2,10,1,7,30,216,448,103,23
Beta_1.2,u_004,25,91,242,21,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,2,4,0,3,1,6,2,0,0,0,1,0,1,1,0,0,0,2,0,0,0,1,0,1,1,1,0,0,2,1,2,1,2,1,0,0,1,0,1,0,5,4,30,208,452,112,20
Beta_1.2,u_005,28,80,288,27,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2,0,1,5,3,0,0,1,2,1,1,0,0,0,0,2,4,2,4,2,0,0,0,1,2,0,0,0,1,0,0,1,1,2,1,0,2,3,1,3,2,0,5,3,8,49,202,459,118,13
Beta_1.2,u_006,19,92,275,34,1,0,2,1,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,3,5,2,0,5,1,1,1,0,0,1,0,0,1,2,0,1,2,0,0,1,2,0,5,2,5,3,3,2,0,1,1,3,1,1,1,1,1,5,4,9,30,215,454,98,7
Beta_1.2,u_007,26,76,268,31,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,0,1,2,1,0,0,0,2,1,1,0,0,5,1,0,1,2,4,3,0,3,3,1,1,1,0,1,4,3,2,4,3,0,0,1,0,3,3,4,4,1,1,7,34,191,431,109,9
Beta_1.2,u_008,31,57,262,33,1,1,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,2,0,0,1,1,0,0,3,0,0,3,3,1,0,0,0,0,0,0,3,1,1,0,0,0,0,1,5,3,0,1,1,2,4,3,0,4,1,2,4,0,4,1,0,2,0,2,4,3,5,4,7,33,182,430,108,13
Beta_1.2,u_009,31,73,244,39,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,2,0,0,0,2,0,0,0,0,0,2,0,1,0,0,0,1,2,0,0,2,2,0,0,2,1,2,1,1,0,3,0,0,2,0,0,0,0,0,0,1,2,1,1,0,1,0,1,0,5,2,0,0,3,2,4,4,5,2,8,3,9,29,167,442,120,8
Beta_1.2,u_010,27,73,268,35,0,0,0,0,0,0,1,1,0,0,1,0,0,2,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,3,2,0,1,0,0,1,0,0,1,0,2,0,2,1,1,1,3,0,1,0,1,2,1,1,1,0,0,0,0,0,0,3,1,2,0,2,0,1,4,3,6,32,139,526,127,10
Beta_1.2,u_011,16,77,271,53,0,1,2,0,0,0,2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,3,5,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,1,1,2,0,0,4,0,1,0,3,0,2,0,2,2,1,1,0,1,0,1,9,25,178,519,125,26
Beta_1.2,u_012,18,62,287,34,4,0,2,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,2,0,0,2,4,0,0,0,4,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,2,0,1,1,0,0,3,1,1,1,2,0,3,2,6,1,2,3,2,6,32,173,522,125,23
Beta_1.2,u_013,17,72,246,36,0,2,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,3,1,0,0,0,0,0,0,4,2,0,0,2,1,0,0,0,0,0,1,3,2,0,1,5,3,1,2,2,2,2,0,3,0,8,31,211,477,107,24
Beta_1.2,u_014,25,75,230,35,0,2,1,1,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,4,4,1,1,0,0,3,0,0,1,0,0,0,0,0,0,1,3,0,1,1,0,1,0,0,0,1,5,3,1,0,2,1,0,1,0,3,0,4,0,3,9,34,192,461,99,19
Beta_1.2,u_015,28,73,219,26,1,0,2,1,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2,1,0,0,1,4,6,0,0,0,0,3,0,0,1,2,0,1,0,1,0,3,0,0,0,1,1,0,0,0,1,0,0,0,3,0,1,0,0,1,0,0,2,7,3,1,8,28,206,464,100,14
Beta_1.2,u_016,29,94,244,21,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,2,0,1,0,0,0,0,1,1,1,0,0,0,3,3,2,3,5,2,0,0,1,0,0,0,0,2,0,0,1,1,0,0,1,0,1,0,2,0,0,0,4,0,0,0,3,2,0,0,1,0,0,4,1,7,35,203,474,128,12
Beta_1.2,u_017,30,92,271,21,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,2,0,0,8,4,1,1,0,1,2,0,0,0,0,6,0,4,3,2,0,0,0,1,1,0,1,0,0,1,0,0,1,2,0,1,2,1,0,4,0,3,6,4,2,12,43,215,472,117,14
Beta_1.2,u_018,23,78,282,30,0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,2,1,0,3,1,5,2,0,0,3,1,1,1,1,1,1,1,0,1,0,0,3,5,2,5,2,6,0,1,3,1,1,1,1,1,1,0,3,2,3,12,42,221,464,87,5
Beta_1.2,u_019,25,71,263,23,2,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,2,1,0,0,0,3,0,0,0,1,1,0,3,0,0,2,5,6,1,1,2,3,1,2,2,2,2,3,2,1,3,0,0,7,0,7,1,3,0,2,9,29,203,429,103,11
Beta_1.2,u_020,24,61,265,31,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,2,0,0,2,1,1,3,3,0,0,0,0,0,0,1,1,2,0,0,0,0,0,4,1,0,3,0,2,2,1,0,4,0,2,0,3,5,2,1,0,1,4,3,4,0,3,2,7,35,186,440,128,11
Beta_1.2,u_021,30,66,245,36,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,2,1,0,0,0,1,1,0,0,2,2,2,2,0,2,0,2,1,1,1,1,1,0,0,0,0,0,0,1,1,2,0,0,0,0,1,1,3,0,2,0,0,2,1,3,4,1,2,3,4,13,35,161,436,133,17
Beta_1.2,u_022,23,82,262,40,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,2,0,0,4,1,0,1,0,0,1,0,1,0,3,0,2,0,2,0,3,1,2,0,1,1,1,1,2,0,0,0,0,0,0,2,2,2,0,0,0,0,2,3,2,5,34,136,511,128,29
Beta_1.2,u_023,21,63,298,44,1,1,0,1,0,0,0,2,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,2,2,4,0,0,0,1,0,0,0,0,0,0,4,0,0,0,1,0,0,1,0,3,1,1,3,0,1,1,4,0,2,0,2,2,1,1,0,0,0,0,2,7,26,169,512,128,23
Beta_1.2,u_024,19,60,282,48,2,0,0,2,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,2,4,0,0,3,4,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,2,0,1,2,0,0,1,1,1,0,2,3,3,1,3,3,1,5,2,2,5,33,163,546,102,17
Beta_1.2,u_025,21,59,247,33,2,0,1,0,1,0,1,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,2,0,0,0,1,3,1,0,0,0,0,0,0,4,2,0,0,1,1,1,0,0,0,0,0,2,1,1,3,3,0,0,3,5,2,2,1,2,0,1,5,28,207,494,102,9
Beta_1.2,u_026,26,77,234,35,0,0,0,3,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,5,1,0,0,2,0,0,2,0,0,0,0,0,0,0,3,0,2,0,0,0,1,1,0,3,4,3,1,0,2,1,0,1,0,0,2,6,0,3,3,5,32,187,487,102,19
Beta_1.2,u_027,31,73,223,34,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,2,3,5,0,0,0,1,0,1,0,1,0,3,0,0,0,4,0,0,1,1,0,0,0,0,0,0,1,0,3,0,1,0,0,0,0,1,4,6,1,1,3,3,26,222,479,111,6
Beta_1.2,u_028,31,95,231,30,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,3,4,3,4,8,2,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,0,0,0,0,4,0,0,1,1,1,2,0,1,0,1,1,2,2,6,27,219,490,106,9
Beta_1.2,u_029,26,76,277,22,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,2,0,2,2,0,2,2,3,1,1,0,1,4,1,7,0,2,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,2,0,4,0,1,1,1,1,6,3,2,6,33,233,462,88,10
Beta_1.2,u_030,23,73,283,32,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,1,3,0,3,1,0,1,2,0,0,0,1,2,1,2,2,1,0,0,3,2,4,1,4,6,0,2,2,1,3,0,2,1,1,1,1,2,1,1,1,2,11,32,235,456,85,6
Beta_1.2,u_031,22,77,272,27,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,3,0,0,0,3,0,0,0,1,1,0,3,0,1,0,1,3,0,4,0,2,1,3,5,0,1,4,4,0,1,0,8,4,1,8,0,2,1,2,0,5,33,194,436,106,11
Beta_1.2,u_032,23,69,255,29,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,2,0,2,0,0,3,3,0,0,0,0,0,1,0,1,1,1,0,1,0,1,2,0,0,0,6,1,1,1,4,0,2,0,2,4,1,1,0,0,2,5,0,3,2,1,2,9,41,181,428,122,7
Beta_1.2,u_033,28,77,258,26,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,2,5,2,0,0,1,1,1,1,3,0,0,2,0,0,0,0,0,1,2,1,0,0,0,1,0,0,2,2,1,1,1,4,0,1,4,1,2,2,4,3,5,29,170,416,125,24
Beta_1.2,u_034,26,78,272,38,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,4,1,0,1,0,1,0,0,3,2,1,2,1,0,0,3,0,1,1,1,2,1,0,1,0,1,0,0,0,0,1,2,1,1,0,1,0,0,3,2,1,9,27,141,503,141,20
Beta_1.2,u_035,22,67,282,38,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,2,0,0,0,1,0,2,1,4,0,0,2,0,0,0,0,1,1,0,1,2,0,1,0,0,0,3,0,3,3,1,1,1,1,0,0,2,2,1,1,2,0,1,0,0,0,0,2,6,23,155,532,124,17
Beta_1.2,u_036,19,69,259,42,2,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,2,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,2,3,0,1,4,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,3,0,0,1,2,0,1,0,0,0,4,1,6,1,4,1,1,1,3,2,8,28,166,559,106,16
Beta_1.2,u_037,23,55,248,43,1,0,0,1,0,3,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,2,0,0,0,3,1,0,0,0,0,0,1,5,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,5,0,0,3,2,1,3,3,3,0,1,0,6,33,184,509,120,5
Beta_1.2,u_038,27,69,233,41,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,6,1,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,4,5,1,0,2,1,2,0,0,2,0,1,3,3,3,3,0,5,29,196,491,93,19
Beta_1.2,u_039,29,68,223,29,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,2,0,0,5,5,0,0,1,1,0,0,2,2,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,4,5,2,1,1,2,10,28,200,485,111,12
Beta_1.2,u_040,26,105,237,23,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,2,0,0,0,0,0,2,1,0,0,1,6,3,6,1,0,3,0,0,0,0,0,0,1,1,1,1,1,0,2,0,1,0,0,0,0,2,0,1,0,0,0,0,1,1,0,1,1,3,1,1,3,22,204,479,117,16
Beta_1.2,u_041,26,88,263,26,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,2,1,1,2,0,1,1,2,2,3,4,0,3,1,0,0,2,0,0,0,0,1,0,1,1,1,1,0,1,1,2,1,2,0,0,3,2,2,3,3,5,27,234,462,93,8
Beta_1.2,u_042,22,82,275,34,0,0,1,0,0,1,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,1,3,2,1,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,2,2,2,3,3,1,3,2,3,0,1,4,0,1,2,0,0,4,2,1,3,1,8,40,222,486,84,6
Beta_1.2,u_043,21,78,284,34,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,3,0,0,1,1,0,0,1,0,1,3,2,0,0,1,0,2,1,0,1,3,1,5,2,1,1,1,2,1,1,3,4,6,4,0,3,2,0,2,1,11,36,202,436,111,10
