Folder_name,File_name,B1_1,B1_2,B1_3,B1_4,B1_5,B1_6,B1_7,B1_8,B1_9,B1_10,B1_11,B1_12,B1_13,B1_14,B1_15,B1_16,B1_17,B1_18,B1_19,B1_20,B1_21,B1_22,B1_23,B1_24,B1_25,B1_26,B1_27,B1_28,B1_29,B1_30,B1_31,B1_32,B1_33,B1_34,B1_35,B1_36,B1_37,B1_38,B1_39,B1_40,B1_41,B1_42,B1_43,B1_44,B1_45,B2_1,B2_2,B2_3,B2_4,B2_5,B2_6,B2_7,B2_8,B2_9,B2_10,B2_11,B2_12,B2_13,B2_14,B2_15,B2_16,B2_17,B2_18,B2_19,B2_20,B2_21,B2_22,B2_23,B2_24,B2_25,B2_26,B2_27,B2_28,B2_29,B2_30,B2_31,B2_32,B2_33,B2_34,B2_35,B2_36,B2_37,B2_38,B2_39,B2_40,B2_41,B2_42,B2_43,B2_44,B2_45
Beta_1.0,u_001,42,208,52,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,2,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,6,2,0,1,4,0,0,1,2,1,2,1,0,0,1,0,0,1,1,0,0,2,4,6,2,42,211,292,35
Beta_1.0,u_002,37,210,64,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,4,1,2,0,0,0,0,0,0,0,2,1,1,2,1,0,2,0,0,1,0,0,0,1,2,5,1,0,2,3,0,0,1,0,0,0,0,1,0,2,46,169,317,98
Beta_1.0,u_003,45,198,63,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,2,2,1,2,2,0,0,0,1,0,1,0,1,1,2,2,1,0,0,0,0,1,1,1,0,0,0,0,0,5,4,1,4,1,5,32,180,324,116
Beta_1.0,u_004,39,158,71,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,3,0,1,2,1,2,0,0,1,0,0,1,1,2,1,3,2,1,2,1,1,3,1,1,3,8,23,226,321,72
Beta_1.0,u_005,35,158,66,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,4,1,2,4,3,1,1,3,2,1,1,1,0,4,2,6,29,204,288,94
Beta_1.0,u_006,32,157,65,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,2,2,0,0,0,2,1,0,1,0,1,1,0,0,0,2,0,4,1,1,4,2,1,7,29,188,338,58
Beta_1.0,u_007,34,151,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,3,6,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,3,2,0,0,2,0,0,0,0,1,1,0,3,0,1,4,34,182,364,67
Beta_1.0,u_008,62,90,80,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,2,3,1,2,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,1,1,0,0,0,0,1,1,4,3,0,0,2,0,2,23,203,355,71
Beta_1.0,u_009,69,116,59,9,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,2,0,0,0,0,1,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,3,2,0,0,0,0,0,1,1,0,1,0,0,1,2,0,1,0,0,2,1,0,1,1,3,29,222,394,40
Beta_1.0,u_010,45,176,44,6,0,1,0,2,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,2,0,0,2,1,2,0,1,0,2,1,4,0,2,18,233,373,41
Beta_1.0,u_011,44,190,55,4,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,1,1,1,0,0,0,3,2,2,0,1,1,3,17,256,361,29
Beta_1.0,u_012,45,166,70,2,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5,2,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,2,0,2,0,1,3,0,1,0,1,0,2,0,0,0,0,0,5,0,0,1,31,231,332,31
Beta_1.0,u_013,46,167,63,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,7,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,2,1,1,0,0,0,3,2,1,3,0,1,2,0,1,1,2,0,4,21,239,307,59
Beta_1.0,u_014,47,196,40,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,4,0,0,0,0,0,0,0,0,7,2,0,0,2,0,1,0,0,1,0,0,0,1,0,1,0,1,1,1,1,3,3,2,2,1,1,2,2,3,3,32,234,259,62
Beta_1.0,u_015,43,175,58,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,2,2,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,9,1,2,1,3,1,0,1,1,2,0,0,1,0,0,1,0,2,1,4,4,46,216,240,119
Beta_1.0,u_016,33,214,67,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,3,3,2,0,0,0,0,1,1,0,1,3,1,1,0,0,1,1,0,1,0,1,0,0,0,0,2,0,8,1,2,2,0,0,1,2,1,0,4,37,185,318,88
Beta_1.0,u_017,34,217,49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,3,0,2,3,1,1,0,0,1,0,1,1,1,0,0,4,1,0,1,0,0,1,2,1,1,0,0,0,0,1,0,10,4,9,29,199,357,66
Beta_1.0,u_018,31,189,62,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,1,2,2,4,0,0,0,0,1,0,1,2,1,1,2,5,1,2,1,0,0,3,4,6,20,230,319,69
Beta_1.0,u_019,63,154,67,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,0,1,1,1,4,3,0,3,1,4,2,2,1,1,0,1,1,0,3,5,31,220,322,72
Beta_1.0,u_020,54,153,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2,0,1,1,0,2,0,1,0,0,1,0,2,1,0,1,2,1,5,2,1,5,1,3,17,206,338,51
Beta_1.0,u_021,55,113,94,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,3,3,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,2,0,0,0,3,0,1,1,0,0,0,0,1,0,1,3,1,4,19,204,349,44
Beta_1.0,u_022,59,103,80,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,2,0,1,3,1,0,0,0,2,2,0,0,0,0,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,3,1,0,0,3,0,1,1,0,19,199,363,72
Beta_1.0,u_023,56,128,52,7,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,3,2,0,1,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,1,2,2,0,0,0,1,2,2,1,1,5,16,210,416,43
Beta_1.0,u_024,38,191,52,5,0,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0,1,0,1,2,0,0,2,1,4,2,2,14,233,388,37
Beta_1.0,u_025,34,185,68,3,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,2,0,0,2,3,2,1,3,1,0,1,1,4,21,245,338,47
Beta_1.0,u_026,48,170,64,2,2,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,9,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1,2,1,0,0,2,1,0,1,1,0,1,0,2,0,0,0,1,8,27,253,261,79
Beta_1.0,u_027,38,196,48,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,7,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2,3,0,1,0,1,1,1,2,2,1,0,2,2,0,0,2,8,18,242,264,69
Beta_1.0,u_028,42,192,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,4,0,0,0,0,0,0,0,0,0,0,1,6,1,1,0,1,0,1,0,1,0,0,0,0,2,0,0,0,1,2,3,4,2,0,1,1,3,1,2,28,251,243,86
Beta_1.0,u_029,47,198,51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,3,0,0,0,1,4,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,2,8,0,2,0,0,1,2,1,0,0,0,0,0,2,2,0,3,6,41,204,280,89
Beta_1.0,u_030,52,218,63,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,2,1,0,0,0,0,1,0,0,1,5,0,0,1,0,1,0,0,2,1,0,0,0,1,3,0,0,0,5,2,2,0,1,1,0,0,4,39,188,364,59
Beta_1.0,u_031,64,198,43,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,6,0,1,0,3,0,0,0,0,2,2,1,1,0,0,1,4,0,1,0,0,0,0,2,1,0,1,1,0,1,2,2,10,28,198,381,51
Beta_1.0,u_032,53,166,59,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,7,0,0,0,3,1,0,1,0,2,0,0,4,1,1,1,5,1,1,0,2,2,4,10,20,238,330,59
Beta_1.0,u_033,58,147,83,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,2,9,3,1,2,5,1,1,0,1,0,1,1,3,11,25,210,350,60
Beta_1.0,u_034,59,134,86,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,3,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,1,0,0,1,1,1,0,1,7,5,2,2,6,4,18,199,356,46
Beta_1.0,u_035,42,123,89,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,4,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,2,3,1,12,207,365,21
Beta_1.0,u_036,55,116,79,5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,2,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,2,0,0,0,0,0,1,2,0,3,21,191,361,82
Beta_1.0,u_037,42,149,61,8,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,3,0,0,0,3,0,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,3,0,0,1,0,1,4,1,1,2,14,220,420,59
Beta_1.0,u_038,26,196,42,10,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,2,3,2,1,1,1,5,0,16,246,340,57
Beta_1.0,u_039,33,199,58,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,5,2,0,1,1,0,0,2,1,0,2,2,1,0,0,1,1,0,2,0,5,12,274,281,57
Beta_1.0,u_040,49,176,67,0,3,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,6,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,2,1,1,1,0,1,0,2,7,2,1,2,0,0,0,0,2,0,3,27,269,245,75
Beta_1.0,u_041,35,192,50,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,4,2,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,3,0,2,0,0,1,1,0,2,2,3,2,0,1,0,11,7,23,263,269,60
Beta_1.0,u_042,63,161,48,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,3,2,1,0,0,0,0,0,1,0,1,0,1,0,0,4,2,1,0,0,2,1,0,1,1,0,0,0,0,0,2,4,3,0,4,0,2,2,0,3,35,256,267,85
Beta_1.0,u_043,79,165,59,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,4,1,0,2,0,1,3,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,2,0,2,3,2,1,1,1,2,0,0,1,1,0,0,0,1,7,44,213,316,80
Beta_1.0,u_044,52,209,62,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,3,1,2,1,0,0,0,0,2,1,1,1,3,2,0,1,0,1,0,0,1,2,1,0,1,0,0,0,0,1,0,0,2,2,1,0,3,5,39,172,392,58
Beta_1.0,u_045,50,199,57,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,3,2,1,1,3,2,0,0,1,1,0,1,2,0,0,1,4,0,0,1,0,0,1,0,4,1,0,2,1,2,1,8,23,205,416,31
Beta_1.0,u_046,49,169,80,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,4,0,2,2,1,1,3,2,3,0,0,0,3,1,4,1,0,1,5,0,1,2,1,2,10,22,220,337,47
Beta_1.0,u_047,46,142,82,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,4,2,1,4,3,2,5,2,3,1,1,1,0,2,3,9,31,212,342,55
Beta_1.0,u_048,43,143,91,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0,0,0,1,0,0,0,0,1,2,4,2,3,3,1,9,7,21,205,324,62
Beta_1.0,u_049,52,132,89,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,2,5,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,2,3,1,2,19,201,341,62
Beta_1.0,u_050,64,133,76,5,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,0,1,0,5,1,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,2,0,2,5,18,200,368,90
Beta_1.0,u_051,39,169,66,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,1,0,0,0,3,0,0,0,0,2,1,1,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,3,1,0,2,0,1,4,1,0,21,233,392,54
Beta_1.0,u_052,22,206,50,6,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,2,0,0,1,0,1,0,0,0,1,3,0,0,0,2,1,1,0,0,3,1,0,2,0,2,3,18,269,308,50
Beta_1.0,u_053,38,197,64,4,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,5,0,0,0,2,2,1,0,0,2,1,0,1,2,1,4,19,289,257,47
Beta_1.0,u_054,58,163,61,1,4,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,0,3,1,0,2,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,2,1,1,3,2,0,0,2,0,6,22,272,261,69
Beta_1.0,u_055,66,149,53,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,2,2,0,0,2,0,1,0,1,0,0,1,0,1,2,1,0,1,1,0,1,0,4,1,2,1,1,1,2,2,3,27,281,279,55
Beta_1.0,u_056,59,151,58,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,2,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,2,4,0,1,3,0,1,0,0,0,2,0,1,4,1,0,3,0,1,1,3,37,257,270,80
Beta_1.0,u_057,49,187,50,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,1,3,2,1,0,1,3,0,1,2,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,2,3,0,3,3,1,0,0,0,0,6,47,207,372,41
Beta_1.0,u_058,39,224,59,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,3,0,4,2,0,1,0,3,3,1,0,1,0,3,0,0,1,0,1,0,1,3,1,0,0,0,0,0,0,1,0,0,0,2,2,5,3,40,191,418,34
Beta_1.0,u_059,35,201,77,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,2,0,0,0,2,2,2,0,3,2,2,0,1,1,2,1,3,0,0,1,0,4,1,1,1,1,0,0,2,4,1,2,0,0,5,31,212,392,39
Beta_1.0,u_060,39,152,93,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,3,0,2,2,1,2,1,3,2,3,2,2,2,3,0,1,1,4,1,4,0,2,29,241,321,83
Beta_1.0,u_061,41,141,82,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,3,2,0,0,0,0,0,0,1,1,0,0,0,0,2,3,0,1,0,1,5,4,1,0,3,3,2,2,2,1,5,3,26,217,314,70
Beta_1.0,u_062,48,142,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,2,0,2,0,0,1,0,0,2,0,1,0,0,0,0,3,1,1,0,3,3,1,6,21,210,303,73
Beta_1.0,u_063,58,130,84,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,4,0,2,0,0,0,0,1,0,0,0,0,1,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,1,3,0,1,0,6,16,212,340,81
Beta_1.0,u_064,41,150,75,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,2,0,1,0,0,3,3,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,1,1,1,0,1,0,0,0,1,0,1,1,2,2,19,223,372,79
Beta_1.0,u_065,34,186,56,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,3,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,1,2,3,2,0,0,2,1,2,3,9,235,386,56
Beta_1.0,u_066,36,200,56,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,1,1,1,0,0,1,0,1,1,1,2,0,2,2,1,2,2,3,14,290,317,42
Beta_1.0,u_067,57,177,73,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,4,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,2,0,1,4,1,1,1,0,0,0,0,2,1,0,1,2,5,25,295,287,31
Beta_1.0,u_068,43,155,60,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0,0,0,0,0,5,2,0,0,0,1,1,1,0,0,1,0,1,1,0,1,0,0,0,5,1,0,1,1,0,2,0,0,1,4,0,0,2,1,18,276,292,60
Beta_1.0,u_069,52,171,50,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,2,4,1,0,0,0,0,0,2,2,1,1,0,1,0,1,2,1,0,0,3,2,0,2,1,3,14,292,312,47
Beta_1.0,u_070,47,166,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,4,1,2,1,0,0,0,2,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,5,4,1,1,0,1,1,3,3,1,0,1,1,3,1,26,268,322,50
