Folder_name,File_name,B1_1,B1_2,B1_3,B1_4,B1_5,B1_6,B1_7,B1_8,B1_9,B1_10,B1_11,B1_12,B1_13,B1_14,B1_15,B1_16,B1_17,B1_18,B1_19,B1_20,B1_21,B1_22,B1_23,B1_24,B1_25,B1_26,B1_27,B1_28,B1_29,B1_30,B1_31,B1_32,B1_33,B1_34,B1_35,B1_36,B1_37,B1_38,B1_39,B1_40,B1_41,B1_42,B1_43,B1_44,B1_45,B1_46,B2_ 1,B2_2,B2_3,B2_4,B2_5,B2_6,B2_7,B2_8,B2_9,B2_10,B2_11,B2_12,B2_13,B2_14,B2_15,B2_16,B2_17,B2_18,B2_19,B2_20,B2_21,B2_22,B2_23,B2_24,B2_25,B2_26,B2_27,B2_28,B2_29,B2_30,B2_31,B2_32,B2_33,B2_34,B2_35,B2_36,B2_37,B2_38,B2_39,B2_40,B2_41,B2_42,B2_43,B2_44,B2_45,B2_46
Beta_1.0,u_001,42,196,62,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,2,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,4,3,1,1,2,2,0,0,2,2,0,2,1,0,1,0,0,0,1,1,0,0,3,4,5,4,46,222,276,34
Beta_1.0,u_002,32,199,80,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,4,1,2,0,0,0,0,0,0,0,2,1,1,1,1,1,1,1,0,1,0,0,0,1,2,1,5,0,1,2,2,0,0,1,0,0,0,0,1,0,2,48,186,299,97
Beta_1.0,u_003,39,196,69,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,3,0,3,1,1,0,0,1,0,1,0,1,1,0,3,1,1,0,0,0,0,1,1,1,0,0,0,0,0,6,3,2,4,0,9,30,203,301,114
Beta_1.0,u_004,37,152,79,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,3,0,0,2,2,2,0,0,0,1,0,0,2,2,0,1,5,0,2,1,1,1,3,2,0,3,8,27,248,297,70
Beta_1.0,u_005,34,152,73,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,4,1,3,2,3,2,1,1,4,1,1,1,1,0,4,3,5,31,221,273,90
Beta_1.0,u_006,29,148,77,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,2,2,0,0,0,1,1,1,0,1,1,0,1,0,0,1,1,1,3,1,1,5,1,1,8,30,200,330,52
Beta_1.0,u_007,34,140,86,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,3,6,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,3,1,1,0,2,0,0,0,0,0,1,1,0,3,0,1,4,37,213,338,59
Beta_1.0,u_008,58,84,87,7,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,2,2,2,2,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,1,6,1,0,1,1,0,2,28,214,343,67
Beta_1.0,u_009,69,111,64,9,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,1,2,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,3,1,0,0,0,0,1,0,1,1,0,0,0,2,1,0,1,0,1,1,1,0,2,0,4,36,238,373,37
Beta_1.0,u_010,43,175,47,6,0,1,0,2,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,1,0,1,2,0,2,0,1,1,1,1,4,0,4,20,246,359,38
Beta_1.0,u_011,44,180,65,4,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,1,1,1,0,0,0,1,3,2,1,0,1,1,3,21,270,345,27
Beta_1.0,u_012,42,164,74,3,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5,2,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,2,0,2,0,0,1,3,0,1,0,1,1,1,0,0,0,0,1,4,0,0,2,34,241,323,26
Beta_1.0,u_013,45,162,69,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,6,2,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,2,2,0,1,0,0,0,4,2,0,3,0,1,2,0,2,0,2,1,3,27,246,304,49
Beta_1.0,u_014,43,188,52,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,4,0,0,0,0,0,0,0,0,2,6,1,0,2,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,2,0,3,4,2,1,1,1,3,1,3,3,34,247,246,60
Beta_1.0,u_015,42,161,73,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,3,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,1,0,9,1,0,2,4,0,1,1,1,0,2,0,0,1,0,1,0,1,1,1,4,7,50,227,228,113
Beta_1.0,u_016,29,212,73,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,3,2,3,0,0,0,0,0,2,0,0,3,2,0,1,0,1,0,1,0,1,1,0,0,0,0,0,2,6,3,1,1,2,0,0,1,2,1,0,4,41,196,305,86
Beta_1.0,u_017,31,213,56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,3,0,2,1,3,1,0,0,1,0,0,1,2,0,0,2,2,1,1,0,0,0,1,2,2,0,0,0,0,0,1,0,11,4,11,30,223,337,58
Beta_1.0,u_018,29,186,67,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,1,0,4,3,1,0,0,0,1,0,0,2,1,2,0,4,4,1,1,1,0,1,3,4,7,29,244,301,62
Beta_1.0,u_019,56,147,81,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,2,4,2,1,2,3,3,2,1,1,1,0,1,1,0,4,7,35,225,312,70
Beta_1.0,u_020,51,137,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,2,0,1,0,0,1,0,0,2,1,1,0,2,4,2,2,2,4,2,3,18,223,329,41
Beta_1.0,u_021,55,104,103,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,3,3,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,2,1,0,1,0,0,0,0,1,0,1,3,1,4,21,225,335,35
Beta_1.0,u_022,58,99,85,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2,0,1,3,1,0,0,0,1,2,1,0,0,0,0,1,1,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,1,1,2,1,0,1,2,0,1,1,0,21,216,349,67
Beta_1.0,u_023,54,126,55,8,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,3,2,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,3,1,0,0,0,1,2,2,1,1,6,19,226,400,39
Beta_1.0,u_024,38,184,59,5,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,0,1,1,0,2,0,0,3,1,4,1,2,18,254,365,35
Beta_1.0,u_025,34,175,78,3,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,1,1,3,3,0,3,1,0,1,1,4,24,263,323,41
Beta_1.0,u_026,45,164,73,2,2,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,1,2,0,0,0,3,0,1,0,1,0,1,1,1,0,0,0,3,6,32,269,243,76
Beta_1.0,u_027,38,184,60,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,6,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,3,0,1,1,0,1,1,3,1,1,0,2,2,0,0,3,7,23,254,248,68
Beta_1.0,u_028,41,181,60,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,5,3,1,0,0,1,0,1,0,1,0,0,0,0,2,0,0,0,2,2,3,5,0,0,1,2,2,1,3,31,265,228,83
Beta_1.0,u_029,46,188,62,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,3,0,0,0,1,4,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,2,5,4,2,0,0,1,0,2,1,0,0,0,0,1,1,2,1,3,7,49,205,274,84
Beta_1.0,u_030,44,216,73,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,1,2,0,0,0,0,0,1,0,1,5,0,0,1,0,0,1,0,2,1,0,0,0,1,2,1,0,0,1,4,2,2,0,1,1,0,1,4,43,203,349,54
Beta_1.0,u_031,62,186,57,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6,0,1,0,3,0,0,0,0,2,2,1,1,0,0,0,5,0,0,1,0,0,0,0,2,1,0,1,1,0,1,2,3,13,28,217,361,48
Beta_1.0,u_032,52,164,62,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,7,1,0,0,1,3,0,0,1,1,1,0,2,2,1,1,1,5,1,1,0,2,2,4,10,23,261,311,52
Beta_1.0,u_033,58,133,97,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,2,8,4,2,1,3,3,1,1,0,1,0,2,0,3,11,29,228,335,53
Beta_1.0,u_034,58,120,100,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,3,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,2,0,0,2,8,5,0,3,5,5,18,211,350,39
Beta_1.0,u_035,42,111,100,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,4,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,2,3,2,15,217,353,19
Beta_1.0,u_036,54,112,83,6,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,2,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,2,0,0,0,0,0,1,2,0,4,26,201,355,72
Beta_1.0,u_037,40,148,64,8,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,3,0,0,0,3,0,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,3,0,1,0,1,1,3,1,1,2,15,250,396,52
Beta_1.0,u_038,25,188,51,10,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,4,1,2,1,1,3,3,0,17,263,324,55
Beta_1.0,u_039,30,194,66,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,5,1,0,1,1,0,2,0,1,1,2,1,1,0,0,1,1,0,2,0,5,15,291,261,57
Beta_1.0,u_040,43,176,73,0,3,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,6,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,2,1,1,1,1,0,1,1,8,1,1,2,0,0,0,0,2,0,3,31,284,228,73
Beta_1.0,u_041,33,180,63,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,3,3,1,0,0,2,0,0,0,0,0,0,1,0,1,0,1,2,1,1,1,0,0,1,1,0,3,2,4,0,0,1,3,8,8,31,277,247,59
Beta_1.0,u_042,59,159,54,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,3,2,1,0,0,0,0,0,1,0,1,0,0,1,0,3,3,0,1,0,1,2,0,0,2,0,0,0,0,0,0,2,4,3,1,3,0,2,2,1,3,41,261,262,78
Beta_1.0,u_043,70,159,74,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,4,1,0,2,0,0,4,0,1,0,0,0,0,1,1,0,0,0,0,0,0,2,1,1,0,4,2,1,2,0,2,1,0,0,1,1,0,0,0,2,6,48,216,314,75
Beta_1.0,u_044,48,207,68,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,3,0,3,1,0,0,0,0,1,2,1,0,3,3,0,0,1,0,1,0,0,2,1,1,1,0,0,0,0,0,1,0,0,2,2,1,0,3,7,43,189,370,57
Beta_1.0,u_045,46,191,69,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,2,2,2,1,2,3,0,0,1,1,0,0,3,0,0,0,1,4,0,0,1,0,0,1,0,4,1,0,2,1,2,1,12,25,225,392,29
Beta_1.0,u_046,48,157,93,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,1,1,3,1,0,2,3,4,0,0,0,3,0,2,4,0,0,2,4,0,1,2,3,0,10,22,241,317,46
Beta_1.0,u_047,46,131,93,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,6,0,4,3,2,3,4,2,3,1,0,1,0,3,3,9,32,237,325,45
Beta_1.0,u_048,43,127,107,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,1,0,0,0,1,0,2,5,1,4,2,3,7,9,22,222,306,60
Beta_1.0,u_049,50,118,104,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,2,5,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,4,1,1,2,21,215,330,57
Beta_1.0,u_050,61,130,82,5,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,0,1,0,4,2,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,2,0,0,0,0,0,0,1,1,0,2,5,22,227,343,84
Beta_1.0,u_051,38,166,69,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,1,0,0,0,3,0,0,0,0,2,1,1,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,3,1,2,0,0,1,4,1,0,25,250,373,52
Beta_1.0,u_052,21,201,56,6,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,3,1,0,0,1,2,1,0,0,0,3,1,0,2,0,3,3,21,297,279,47
Beta_1.0,u_053,34,193,72,3,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,2,1,0,0,1,2,3,0,0,0,3,2,0,0,0,2,1,1,1,1,2,3,26,304,239,43
Beta_1.0,u_054,55,157,70,1,4,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,1,2,2,0,2,1,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,1,0,2,0,1,1,1,1,1,2,0,1,4,1,0,0,2,0,7,25,288,245,65
Beta_1.0,u_055,64,145,59,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,3,1,0,2,0,1,0,1,0,0,1,0,0,3,0,1,0,2,0,0,1,0,4,2,2,0,1,1,3,1,4,32,294,261,54
Beta_1.0,u_056,57,138,73,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,3,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,2,3,1,1,2,0,1,0,0,1,1,1,1,3,1,1,2,0,1,2,4,45,258,267,72
Beta_1.0,u_057,46,175,65,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,1,2,3,1,0,1,3,0,0,3,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0,2,3,0,3,3,1,0,0,0,0,6,55,211,367,34
Beta_1.0,u_058,39,213,70,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,2,1,3,3,0,1,0,3,0,4,0,0,1,3,0,0,1,0,1,0,1,0,3,1,0,0,0,0,0,0,1,0,0,1,1,3,4,5,40,208,402,31
Beta_1.0,u_059,32,190,91,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,2,0,0,0,2,2,1,1,2,2,3,0,0,1,1,3,2,1,0,0,1,4,1,1,1,0,1,0,0,3,3,1,2,0,0,8,31,240,369,31
Beta_1.0,u_060,37,142,105,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,3,2,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,3,2,2,0,2,2,3,1,2,3,1,3,2,2,0,1,4,1,2,3,0,3,32,263,298,80
Beta_1.0,u_061,39,131,94,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,2,1,0,2,0,0,0,0,0,2,3,0,0,0,0,0,0,1,1,0,0,0,0,1,3,1,0,1,0,1,5,4,1,1,3,2,2,2,2,2,4,3,27,239,295,66
Beta_1.0,u_062,45,135,98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1,0,1,1,1,0,0,0,0,0,4,0,1,0,4,2,1,7,21,232,281,72
Beta_1.0,u_063,55,123,93,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,4,0,2,0,0,0,0,1,0,0,0,0,1,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,1,3,0,1,0,7,18,226,323,81
Beta_1.0,u_064,38,147,79,3,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,2,0,1,0,0,3,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,2,1,0,0,1,0,0,0,1,0,2,1,1,2,22,245,354,72
Beta_1.0,u_065,32,185,59,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,3,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,1,2,3,2,0,1,1,1,2,3,12,260,360,54
Beta_1.0,u_066,34,194,64,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,1,1,0,0,1,1,1,0,1,2,0,2,2,1,2,3,2,19,308,297,39
Beta_1.0,u_067,55,164,88,0,1,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,4,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,2,0,2,4,0,2,0,0,0,0,1,1,1,0,2,1,5,27,318,265,28
Beta_1.0,u_068,42,145,71,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0,0,0,0,0,4,3,0,0,0,1,1,0,1,0,0,1,1,1,0,1,0,0,0,2,3,1,0,2,0,0,2,0,0,1,4,0,1,1,1,24,297,268,57
Beta_1.0,u_069,49,164,60,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4,3,0,0,0,0,0,2,1,1,1,1,0,1,1,1,2,0,0,0,4,1,2,0,1,4,18,304,298,44
