Folder_name,File_name,B1_1,B1_2,B1_3,B1_4,B1_5,B1_6,B1_7,B1_8,B1_9,B1_10,B1_11,B1_12,B1_13,B1_14,B1_15,B1_16,B1_17,B1_18,B1_19,B1_20,B1_21,B1_22,B1_23,B1_24,B1_25,B1_26,B1_27,B1_28,B1_29,B1_30,B1_31,B1_32,B1_33,B1_34,B1_35,B1_36,B1_37,B1_38,B1_39,B1_40,B1_41,B1_42,B1_43,B1_44,B1_45,B1_46,B2_ 1,B2_2,B2_3,B2_4,B2_5,B2_6,B2_7,B2_8,B2_9,B2_10,B2_11,B2_12,B2_13,B2_14,B2_15,B2_16,B2_17,B2_18,B2_19,B2_20,B2_21,B2_22,B2_23,B2_24,B2_25,B2_26,B2_27,B2_28,B2_29,B2_30,B2_31,B2_32,B2_33,B2_34,B2_35,B2_36,B2_37,B2_38,B2_39,B2_40,B2_41,B2_42,B2_43,B2_44,B2_45,B2_46
Beta_1.0,u_236,39,201,53,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,2,0,2,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,1,1,0,2,0,0,0,0,0,1,1,3,1,1,0,3,1,2,22,296,394,20
Beta_1.0,u_237,32,234,51,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,2,1,0,0,1,1,2,0,2,1,0,0,0,1,0,0,0,1,1,0,1,2,1,0,0,0,0,0,2,1,2,0,0,2,0,0,0,0,1,33,274,435,23
Beta_1.0,u_238,31,232,73,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0,0,0,1,0,4,2,0,1,2,1,0,0,0,1,1,0,2,0,0,3,1,0,1,0,1,0,0,0,1,1,0,1,1,1,0,2,0,2,0,2,27,269,438,9
Beta_1.0,u_239,34,227,68,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,9,5,0,0,0,0,1,0,1,0,0,0,5,1,1,1,1,1,1,0,1,0,0,2,1,4,0,0,3,0,0,1,1,2,0,2,2,0,3,24,281,395,12
Beta_1.0,u_240,39,230,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,1,0,0,4,12,0,0,0,0,1,0,2,0,0,3,0,0,0,6,2,2,1,2,3,0,0,1,0,1,1,4,2,3,0,6,27,290,366,15
Beta_1.0,u_241,31,233,79,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,1,0,0,0,2,1,0,0,0,0,0,2,0,0,1,6,11,1,2,0,0,1,0,2,1,2,3,0,0,4,3,2,1,3,2,1,5,21,283,346,14
Beta_1.0,u_242,23,234,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,4,0,0,0,0,0,1,2,0,1,1,1,0,0,0,0,0,1,2,1,0,1,0,0,0,2,1,0,0,0,8,10,3,0,0,0,1,2,4,1,4,30,261,351,32
Beta_1.0,u_243,26,211,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,3,0,1,0,1,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,1,1,1,0,0,0,1,1,2,0,1,1,0,1,2,0,0,1,5,14,1,21,286,354,30
Beta_1.0,u_244,28,199,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,2,2,0,1,2,0,1,0,0,0,2,3,1,1,1,2,26,266,402,26
Beta_1.0,u_245,22,231,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1,0,1,4,0,1,1,2,7,24,285,396,54
Beta_1.0,u_246,22,220,66,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,3,0,2,0,1,2,3,2,22,319,391,19
Beta_1.0,u_247,26,196,75,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,1,1,0,2,0,1,2,2,0,0,0,0,0,1,1,1,6,25,306,384,36
Beta_1.0,u_248,30,202,65,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,1,0,1,0,0,2,1,0,1,0,2,2,0,3,2,0,0,5,20,324,382,27
Beta_1.0,u_249,36,203,55,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,2,0,2,0,0,1,2,0,2,1,2,1,0,3,27,311,393,5
Beta_1.0,u_250,41,206,53,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,1,0,0,1,0,0,0,0,0,2,1,0,0,1,0,1,0,0,0,1,2,0,0,1,0,0,1,0,1,1,1,0,1,3,0,1,2,29,280,410,22
Beta_1.0,u_251,33,230,61,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5,0,1,1,1,1,0,0,3,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,1,1,2,0,0,1,0,0,0,3,33,263,429,14
Beta_1.0,u_252,36,246,73,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,7,1,0,1,0,0,6,0,0,1,2,0,0,1,0,0,1,0,3,0,2,0,1,0,1,1,0,0,0,0,1,1,2,2,0,0,1,0,1,9,17,287,423,9
Beta_1.0,u_253,25,242,72,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,1,7,0,1,0,1,1,0,0,1,6,0,1,0,1,2,0,1,1,2,0,1,1,3,0,2,0,2,1,1,2,0,0,1,5,27,283,403,13
Beta_1.0,u_254,43,240,70,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,1,0,0,0,1,0,0,0,0,0,1,3,1,3,1,0,1,0,2,2,0,2,0,6,2,2,0,1,2,0,2,0,1,2,3,1,2,3,33,289,355,22
Beta_1.0,u_255,30,241,84,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0,0,1,0,0,0,0,2,1,0,0,0,0,2,0,1,1,0,0,0,0,4,3,0,2,3,0,1,4,0,2,0,1,6,1,2,2,3,3,33,272,356,12
Beta_1.0,u_256,26,227,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,4,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,1,2,1,0,1,0,0,3,0,0,0,1,0,1,1,3,3,0,3,2,3,5,1,23,275,344,28
Beta_1.0,u_257,26,190,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,3,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,3,0,1,0,1,1,0,0,0,0,1,2,2,0,1,1,0,1,1,1,0,0,0,7,32,260,357,27
Beta_1.0,u_258,32,202,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,3,1,0,1,1,1,1,1,0,1,3,1,1,2,27,274,383,39
Beta_1.0,u_259,23,228,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,1,1,0,0,1,2,0,3,0,2,4,5,25,292,425,19
Beta_1.0,u_260,23,230,59,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,2,1,2,3,1,1,0,26,307,387,20
Beta_1.0,u_261,23,202,83,2,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,5,2,0,0,0,0,0,1,0,2,1,1,30,300,393,30
Beta_1.0,u_262,30,197,58,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,1,0,2,0,0,3,0,1,1,1,2,1,2,1,2,3,20,330,367,28
Beta_1.0,u_263,36,203,49,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,1,1,0,1,1,1,0,1,0,3,1,2,1,1,26,304,399,10
Beta_1.0,u_264,41,201,54,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,2,1,1,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,2,0,0,1,0,0,2,0,0,2,0,0,0,0,2,2,1,0,2,27,283,416,26
Beta_1.0,u_265,32,229,58,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,1,4,0,3,1,1,0,0,0,1,2,1,2,0,0,0,1,1,0,0,1,0,1,1,1,0,0,1,0,0,0,1,1,2,0,0,1,0,2,4,26,269,457,10
Beta_1.0,u_266,23,242,65,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,4,1,0,0,5,2,0,0,2,1,0,2,0,0,1,1,2,0,2,1,1,0,1,1,0,0,0,1,1,2,2,1,0,0,0,3,2,32,273,426,8
Beta_1.0,u_267,27,238,75,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,3,0,1,0,4,0,1,0,0,4,3,1,0,0,3,3,0,2,1,0,0,1,3,0,5,0,0,3,1,0,0,1,3,26,276,387,15
Beta_1.0,u_268,34,248,75,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,1,0,0,0,0,0,1,0,1,0,2,1,0,2,1,7,0,2,1,1,4,3,1,0,0,4,1,2,2,0,0,4,1,6,23,283,356,18
Beta_1.0,u_269,29,240,81,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,3,0,0,1,0,0,0,0,2,1,0,0,0,1,3,0,0,0,0,0,0,1,1,3,0,3,1,0,2,2,7,3,0,0,5,4,1,2,3,27,266,362,16
Beta_1.0,u_270,25,226,83,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,3,1,0,1,0,0,0,2,0,3,0,0,0,2,0,0,0,0,0,1,1,1,1,0,2,0,2,0,1,0,1,0,0,1,3,0,4,1,4,3,11,23,263,341,21
Beta_1.0,u_271,30,199,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,2,0,1,3,1,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,4,0,0,0,0,3,0,0,0,1,1,2,1,1,0,1,0,3,0,0,0,1,3,28,271,358,39
Beta_1.0,u_272,25,219,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,2,0,3,0,0,0,3,2,0,0,2,1,3,2,6,18,268,402,62
Beta_1.0,u_273,20,231,59,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,1,1,0,1,1,1,1,0,4,1,2,6,16,303,432,11
Beta_1.0,u_274,21,220,72,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,2,0,1,1,1,0,1,1,4,0,4,1,2,23,313,389,27
Beta_1.0,u_275,23,190,68,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,3,1,1,2,0,1,0,0,0,2,1,0,2,2,25,298,397,26
Beta_1.0,u_276,31,191,60,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,3,0,0,2,2,1,0,2,0,1,3,1,3,17,318,378,24
Beta_1.0,u_277,37,204,53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,1,2,1,0,0,0,1,1,3,1,0,4,20,310,398,13
Beta_1.0,u_278,41,213,60,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,2,2,0,0,0,1,0,1,1,0,0,0,3,0,0,0,1,0,0,1,0,0,1,0,0,1,2,0,0,0,1,0,1,1,1,1,2,26,273,417,20
Beta_1.0,u_279,32,229,62,0,0,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,4,1,1,2,1,0,1,0,0,0,3,0,2,0,0,1,1,0,1,0,0,0,1,0,2,1,0,0,0,0,0,1,0,2,0,0,3,2,3,24,257,445,10
Beta_1.0,u_280,20,247,66,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,1,3,0,3,3,1,0,0,2,1,0,3,0,0,0,1,2,0,2,0,1,1,1,0,1,2,0,1,1,2,0,0,2,0,3,31,274,417,13
Beta_1.0,u_281,30,233,76,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,4,0,2,0,0,2,2,0,0,5,4,1,1,0,4,1,0,2,0,0,2,1,3,4,1,0,2,1,0,1,1,23,283,383,11
Beta_1.0,u_282,36,239,79,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,5,0,3,0,1,3,3,0,0,5,4,0,1,3,2,0,2,0,0,3,9,25,284,359,6
Beta_1.0,u_283,25,254,73,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,3,0,0,2,0,0,0,0,2,0,0,1,1,0,2,0,0,0,0,0,1,1,0,0,3,0,1,3,2,2,2,0,5,1,2,7,0,7,27,267,341,20
Beta_1.0,u_284,27,232,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,3,0,1,0,1,1,1,0,0,0,3,0,0,0,2,0,0,0,0,0,1,2,0,1,1,1,0,3,0,1,0,0,0,1,0,1,4,0,4,4,1,32,274,356,18
Beta_1.0,u_285,28,201,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,2,0,1,3,1,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,1,0,1,3,0,0,0,3,0,1,0,1,0,3,1,0,0,1,1,2,0,1,1,2,24,272,350,56
Beta_1.0,u_286,27,224,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,2,0,0,1,1,4,0,0,2,2,1,0,1,2,4,2,21,274,427,29
Beta_1.0,u_287,24,229,54,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,2,1,1,1,0,1,2,4,2,2,26,297,422,7
Beta_1.0,u_288,27,201,69,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0,2,0,0,1,3,2,1,1,3,3,26,292,397,33
Beta_1.0,u_289,20,194,79,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,2,1,0,1,1,1,0,2,1,0,2,1,0,2,0,2,28,312,383,43
Beta_1.0,u_290,37,194,51,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,2,3,0,1,2,1,0,0,3,1,0,6,20,314,388,26
Beta_1.0,u_291,34,208,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,2,0,1,1,0,1,1,0,0,3,2,1,5,24,302,414,17
Beta_1.0,u_292,44,214,53,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,2,1,0,0,2,2,0,0,1,2,1,0,0,1,0,0,1,2,0,0,0,0,0,2,0,0,0,2,0,1,0,1,0,0,1,0,0,1,1,6,26,273,444,18
Beta_1.0,u_293,26,236,60,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,1,5,2,0,2,0,1,1,0,0,0,1,2,2,0,0,1,2,1,0,0,0,0,0,2,1,1,0,0,0,0,0,1,1,1,2,3,1,0,23,272,440,15
Beta_1.0,u_294,24,242,80,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,1,1,0,6,1,0,0,3,1,1,2,0,0,0,0,1,2,2,0,1,2,2,2,0,1,0,0,1,1,4,0,0,6,25,275,406,9
Beta_1.0,u_295,31,243,78,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,1,1,1,2,6,3,0,0,3,0,1,4,0,0,0,1,5,3,0,0,2,2,1,6,20,290,368,13
Beta_1.0,u_296,34,246,65,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,3,1,0,0,0,1,0,0,0,0,0,1,0,0,3,0,0,1,5,3,0,0,0,2,0,1,2,5,3,0,1,2,1,2,0,1,5,27,276,360,4
Beta_1.0,u_297,26,237,84,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,0,0,1,3,0,1,0,0,0,0,0,4,2,0,0,0,0,2,0,0,1,0,0,0,1,0,0,2,1,0,3,3,2,1,2,2,1,0,7,7,27,267,351,30
Beta_1.0,u_298,29,220,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,3,0,1,0,2,1,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,1,3,1,0,1,1,1,3,0,0,0,0,0,2,1,0,3,1,5,6,29,260,361,13
Beta_1.0,u_299,28,217,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,3,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2,0,0,0,0,4,0,0,0,2,2,0,0,0,0,3,2,1,0,0,2,4,0,0,2,32,250,381,55
Beta_1.0,u_300,31,225,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,1,4,0,1,1,2,0,0,1,4,5,22,279,440,21
Beta_1.0,u_301,21,229,57,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,3,2,0,0,3,4,4,28,301,417,14
Beta_1.0,u_302,23,212,64,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,2,2,0,0,1,0,1,1,1,1,0,2,2,0,3,2,31,309,394,41
Beta_1.0,u_303,24,194,63,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,2,0,1,0,1,0,1,1,3,2,0,2,0,1,3,27,309,388,35
Beta_1.0,u_304,34,202,55,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,0,2,2,2,1,0,0,2,2,0,1,1,2,26,316,375,25
