Folder_name,File_name,B1_1,B1_2,B1_3,B1_4,B1_5,B1_6,B1_7,B1_8,B1_9,B1_10,B1_11,B1_12,B1_13,B1_14,B1_15,B1_16,B1_17,B1_18,B1_19,B1_20,B1_21,B1_22,B1_23,B1_24,B1_25,B1_26,B1_27,B1_28,B1_29,B1_30,B1_31,B1_32,B1_33,B1_34,B1_35,B1_36,B2_1,B2_2,B2_3,B2_4,B2_5,B2_6,B2_7,B2_8,B2_9,B2_10,B2_11,B2_12,B2_13,B2_14,B2_15,B2_16,B2_17,B2_18,B2_19,B2_20,B2_21,B2_22,B2_23,B2_24,B2_25,B2_26,B2_27,B2_28,B2_29,B2_30,B2_31,B2_32,B2_33,B2_34,B2_35,B2_36
Beta_1.0,u_001,85,211,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2,2,0,2,1,0,0,0,0,0,0,0,1,6,1,1,4,0,1,2,1,2,1,0,1,0,1,1,0,1,5,6,6,90,385,101
Beta_1.0,u_002,87,220,7,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,4,3,0,0,0,0,0,1,2,1,2,1,1,1,0,1,0,0,1,2,6,0,2,3,0,1,0,0,0,1,0,6,86,375,165
Beta_1.0,u_003,75,223,8,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,4,0,3,2,0,0,1,0,1,1,1,3,1,1,0,0,1,0,2,0,0,0,0,7,3,3,2,12,76,407,162
Beta_1.0,u_004,69,191,8,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,3,0,2,2,2,0,0,1,0,2,2,1,4,2,2,1,1,4,1,3,9,86,431,124
Beta_1.0,u_005,70,180,9,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,2,1,4,3,4,3,1,3,3,1,1,1,2,4,8,77,399,137
Beta_1.0,u_006,63,176,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,2,2,0,0,1,1,1,1,1,0,1,0,1,1,4,1,3,4,1,9,68,407,136
Beta_1.0,u_007,67,185,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,6,3,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,4,1,0,2,0,0,0,1,1,3,0,1,10,69,433,139
Beta_1.0,u_008,74,144,18,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,2,3,3,0,0,0,0,3,0,0,0,0,1,0,0,0,0,2,0,0,1,1,0,1,0,0,1,1,4,3,0,2,0,3,64,447,140
Beta_1.0,u_009,84,148,21,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,2,0,0,0,2,2,0,1,0,0,1,0,0,0,0,1,0,4,1,0,0,0,1,1,1,0,0,1,2,0,1,0,2,1,1,1,10,63,489,126
Beta_1.0,u_010,75,182,13,1,1,0,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,2,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,3,0,0,2,1,2,1,1,1,5,0,5,77,473,112
Beta_1.0,u_011,62,219,11,2,0,1,0,0,1,0,0,0,0,1,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,1,0,1,0,0,1,0,0,0,0,0,2,1,0,0,1,0,1,1,1,0,0,3,3,1,1,1,3,77,490,96
Beta_1.0,u_012,65,206,11,2,0,0,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5,2,0,1,1,0,0,0,0,0,2,0,1,0,0,1,2,2,0,1,3,0,1,1,1,1,0,0,0,3,2,0,2,101,439,84
Beta_1.0,u_013,75,188,14,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,3,5,1,0,0,0,1,0,0,1,1,0,0,0,1,2,2,1,0,0,1,4,1,3,1,2,0,2,2,0,5,74,428,123
Beta_1.0,u_014,85,189,9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,2,2,0,0,0,0,0,0,8,1,0,2,0,1,0,1,0,0,1,0,1,0,2,1,1,4,3,3,1,2,3,3,3,100,379,108
Beta_1.0,u_015,78,197,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,2,2,0,0,4,0,0,0,0,0,1,0,0,0,1,0,9,1,3,3,1,1,1,2,0,0,1,0,1,2,1,4,9,107,361,148
Beta_1.0,u_016,85,224,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,4,1,4,0,0,0,1,1,0,3,2,1,0,1,1,0,1,1,0,0,0,2,0,9,2,0,2,0,1,3,0,4,99,384,145
Beta_1.0,u_017,74,224,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,3,2,3,2,0,0,1,0,1,2,0,2,3,0,1,0,0,3,1,1,0,0,0,1,10,4,16,79,429,136
Beta_1.0,u_018,85,194,3,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,1,2,2,1,3,4,0,0,0,1,0,2,2,1,5,3,2,1,0,3,4,9,86,441,108
Beta_1.0,u_019,88,185,11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,0,0,0,1,0,0,2,0,0,0,0,0,0,0,2,1,1,0,2,5,2,2,2,5,2,2,1,0,2,0,3,9,82,418,141
Beta_1.0,u_020,71,193,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,1,1,1,1,2,0,1,0,1,0,2,1,1,1,2,5,3,4,2,7,69,430,109
Beta_1.0,u_021,68,183,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,3,3,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,2,0,0,2,1,1,1,0,0,0,1,0,4,1,6,57,437,120
Beta_1.0,u_022,77,155,14,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2,0,2,3,0,0,0,3,1,0,0,0,1,1,0,0,0,0,2,1,0,0,0,0,1,0,1,1,3,0,1,2,1,1,1,56,474,122
Beta_1.0,u_023,77,151,15,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,3,2,1,1,0,0,0,0,1,0,0,2,0,0,0,0,0,1,1,0,0,0,1,3,1,0,0,2,2,2,1,6,58,509,117
Beta_1.0,u_024,70,202,14,0,2,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,2,1,0,1,1,2,0,0,3,3,3,4,59,478,133
Beta_1.0,u_025,47,233,10,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,2,0,1,2,4,1,4,0,0,2,4,77,471,103
Beta_1.0,u_026,72,203,9,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,6,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,3,1,1,2,0,2,1,0,1,1,1,0,2,0,0,1,9,90,421,108
Beta_1.0,u_027,71,203,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,7,1,0,1,1,0,0,0,0,0,0,0,1,1,2,3,0,1,1,1,1,3,2,0,2,2,0,2,8,76,416,101
Beta_1.0,u_028,86,192,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1,0,4,0,0,0,0,0,0,0,0,5,3,1,0,1,1,0,1,0,0,0,2,0,0,2,3,3,4,0,1,2,3,3,92,402,113
Beta_1.0,u_029,103,190,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,3,1,0,0,2,3,1,0,0,1,0,0,0,1,0,0,0,2,5,4,2,0,1,2,1,0,0,0,1,1,2,3,9,114,360,137
Beta_1.0,u_030,109,222,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,3,1,0,0,0,1,0,1,5,0,1,0,1,0,2,1,0,0,1,3,0,0,1,6,2,0,1,1,0,11,87,421,135
Beta_1.0,u_031,95,207,5,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5,1,1,2,1,0,0,1,3,1,1,0,0,5,0,1,0,0,0,2,1,1,1,0,2,3,17,72,475,104
Beta_1.0,u_032,77,200,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,6,2,0,0,4,0,1,1,1,0,4,1,1,5,2,1,0,4,4,11,82,461,103
Beta_1.0,u_033,74,210,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,9,5,1,4,4,1,0,1,0,2,3,13,79,425,139
Beta_1.0,u_034,78,189,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,4,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,2,1,1,0,0,1,0,0,1,2,0,1,9,5,1,7,7,62,440,114
Beta_1.0,u_035,60,181,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,3,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,4,5,56,430,115
Beta_1.0,u_036,81,154,20,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,2,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,2,1,2,0,0,0,0,3,0,6,65,421,166
Beta_1.0,u_037,72,168,20,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,1,0,0,3,0,0,0,3,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,3,0,1,1,3,2,1,4,51,526,134
Beta_1.0,u_038,62,197,14,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,0,0,3,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,4,2,1,2,5,2,61,491,105
Beta_1.0,u_039,60,221,9,5,1,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,6,1,0,2,0,2,1,0,3,2,0,0,1,1,1,1,6,70,460,93
Beta_1.0,u_040,85,198,9,3,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,7,1,2,0,0,0,0,0,0,0,0,0,2,0,0,1,1,3,1,1,1,0,2,8,1,2,1,0,0,2,0,5,82,435,97
Beta_1.0,u_041,100,167,12,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,6,1,0,2,0,0,0,0,0,1,1,0,1,3,1,1,0,1,1,1,2,4,2,0,1,11,9,86,431,96
Beta_1.0,u_042,104,164,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,5,1,0,0,0,0,1,1,0,0,1,0,6,0,1,0,3,0,1,1,0,0,0,0,3,4,2,4,0,3,1,6,107,387,146
Beta_1.0,u_043,104,197,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,3,3,0,2,0,3,1,1,0,0,0,1,1,0,0,0,0,2,2,0,2,5,1,1,2,1,0,1,1,0,0,1,11,104,391,154
Beta_1.0,u_044,88,228,7,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5,3,1,2,1,0,0,0,3,1,1,5,0,1,0,1,0,0,3,1,1,0,0,0,0,1,0,2,2,1,3,9,83,462,112
Beta_1.0,u_045,72,232,3,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,3,2,1,3,3,0,1,1,0,2,1,0,1,4,0,1,0,0,1,4,1,0,2,2,2,14,70,516,83
Beta_1.0,u_046,70,226,2,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,5,1,2,2,1,2,4,3,0,0,3,1,5,0,0,6,0,2,2,2,12,70,452,102
Beta_1.0,u_047,66,199,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,5,1,5,3,4,5,3,1,1,1,1,4,13,72,417,147
Beta_1.0,u_048,62,201,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,1,0,0,0,1,0,0,1,1,5,2,4,3,9,9,63,414,133
Beta_1.0,u_049,72,188,16,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,3,4,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,2,4,1,3,58,427,137
Beta_1.0,u_050,94,169,15,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,2,1,0,6,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,2,1,0,0,0,0,2,0,2,6,56,460,159
Beta_1.0,u_051,73,188,17,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,3,0,0,0,3,0,1,1,0,0,0,2,0,1,0,0,0,0,0,1,1,1,0,0,0,4,0,2,0,4,2,2,62,530,106
Beta_1.0,u_052,60,212,11,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,2,0,1,0,1,0,0,1,3,0,0,2,2,0,0,3,1,1,1,2,4,57,490,97
Beta_1.0,u_053,81,212,8,3,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,1,5,0,0,2,2,1,0,2,1,1,2,1,5,76,457,78
Beta_1.0,u_054,87,187,9,4,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,0,4,1,2,0,0,0,0,0,0,2,0,1,1,0,1,1,1,1,1,2,0,2,2,0,4,2,0,2,0,7,75,452,96
Beta_1.0,u_055,87,175,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,2,1,0,0,0,1,0,0,3,1,0,2,1,0,1,0,0,1,0,3,1,1,1,0,1,3,2,2,1,1,3,2,7,100,428,110
Beta_1.0,u_056,79,185,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,2,2,1,0,0,0,1,1,0,0,1,0,0,0,0,2,4,1,3,0,1,0,0,2,1,4,1,1,2,0,2,5,112,405,125
Beta_1.0,u_057,79,204,3,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,3,2,3,1,1,3,0,3,0,1,0,1,0,0,0,2,1,0,1,0,1,0,0,2,3,1,5,1,0,0,0,9,103,440,121
Beta_1.0,u_058,65,255,2,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,1,3,2,1,1,2,4,0,1,3,0,0,1,1,0,1,3,1,0,0,0,0,0,1,0,1,1,7,8,93,488,97
Beta_1.0,u_059,62,243,9,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,2,0,0,2,2,2,3,2,2,0,2,3,2,1,0,1,4,1,1,1,1,0,2,4,2,1,0,11,77,486,105
Beta_1.0,u_060,59,221,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,5,0,0,1,0,0,0,0,0,2,1,0,0,3,2,2,0,3,3,2,3,3,3,3,1,1,5,1,4,0,4,84,454,134
Beta_1.0,u_061,57,202,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,3,0,2,0,0,0,0,3,2,0,0,0,0,1,1,0,0,0,1,4,0,1,1,5,4,1,3,3,2,3,1,6,6,81,422,121
Beta_1.0,u_062,71,198,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,3,1,0,0,1,1,1,0,0,0,0,0,0,0,2,2,0,1,0,1,1,1,0,0,0,3,1,1,0,4,3,10,67,422,114
Beta_1.0,u_063,80,181,11,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,3,1,1,0,0,1,0,0,0,1,2,0,1,0,1,0,1,0,0,0,0,0,2,0,0,1,0,2,2,0,1,7,59,450,139
Beta_1.0,u_064,78,179,10,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2,1,0,0,3,3,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,2,0,1,1,1,0,1,0,0,1,0,2,2,3,50,507,135
Beta_1.0,u_065,60,207,10,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,3,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,2,3,3,0,1,2,2,3,45,531,110
Beta_1.0,u_066,61,227,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,1,0,0,0,0,0,0,0,2,2,0,0,0,1,1,1,0,1,0,2,1,0,2,2,2,2,3,4,70,517,75
Beta_1.0,u_067,81,220,6,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,7,2,0,1,0,0,0,1,0,0,0,1,0,1,1,1,0,0,2,0,2,4,1,1,0,0,0,2,1,1,2,5,84,476,78
Beta_1.0,u_068,63,189,6,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,4,3,0,0,1,1,1,0,0,1,1,1,1,0,0,2,4,0,1,1,0,2,0,2,3,0,2,1,81,459,106
Beta_1.0,u_069,70,200,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,3,1,0,0,0,1,0,1,0,0,0,0,4,3,0,0,0,0,2,2,1,1,1,0,2,2,0,0,4,1,2,1,4,85,469,110
Beta_1.0,u_070,71,186,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,5,2,1,0,0,2,1,0,0,1,0,1,0,0,0,0,1,0,0,3,4,3,1,0,2,3,3,1,1,1,3,4,104,446,113
Beta_1.0,u_071,73,236,2,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,4,1,1,3,2,1,2,0,2,0,0,0,0,3,0,1,1,0,0,2,0,0,0,0,1,2,0,6,5,0,0,8,90,487,94
Beta_1.0,u_072,58,259,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,3,2,2,2,1,1,0,7,0,1,0,3,0,1,3,0,0,2,2,0,0,0,0,2,1,0,1,0,7,75,520,86
Beta_1.0,u_073,59,259,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,2,3,4,1,2,2,0,2,0,0,7,1,2,3,2,0,1,1,0,5,3,0,2,5,65,498,104
Beta_1.0,u_074,64,249,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,0,0,0,2,0,0,1,0,0,2,1,0,0,0,0,2,2,3,2,2,5,3,1,2,1,4,4,1,6,3,1,4,74,456,129
Beta_1.0,u_075,69,218,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,1,1,0,2,0,0,2,0,1,2,0,3,0,5,1,6,1,3,2,2,1,12,75,445,92
Beta_1.0,u_076,73,212,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,0,1,0,0,1,1,0,0,0,0,0,0,2,0,2,0,1,0,1,0,2,1,0,1,1,1,0,1,0,5,15,66,442,101
Beta_1.0,u_077,63,214,10,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,1,4,1,0,0,0,1,2,1,0,1,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,2,1,3,0,2,3,56,477,123
Beta_1.0,u_078,68,185,8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,2,0,0,1,1,3,2,1,0,0,0,0,1,0,0,0,0,0,2,0,1,0,2,1,1,2,1,0,0,0,1,1,0,0,2,0,6,56,517,140
Beta_1.0,u_079,55,218,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,2,1,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,2,1,1,0,6,1,0,4,1,0,7,51,551,90
Beta_1.0,u_080,62,228,6,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,1,0,2,1,0,0,0,1,0,0,0,0,0,1,1,2,0,2,0,0,1,1,0,1,0,3,0,1,3,3,0,5,69,525,73
Beta_1.0,u_081,58,211,7,1,0,0,0,1,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,9,1,0,0,0,0,2,1,0,0,0,2,1,1,1,1,0,2,0,1,2,3,0,0,3,0,1,2,0,3,74,497,85
Beta_1.0,u_082,64,191,6,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,2,0,0,0,0,0,0,0,5,3,0,0,1,0,0,0,4,2,0,2,0,4,2,0,1,0,1,0,2,4,1,5,82,463,106
Beta_1.0,u_083,59,195,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,2,2,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,5,4,0,0,2,0,1,2,4,2,0,1,4,2,1,4,78,479,99
Beta_1.0,u_084,69,211,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,2,5,1,2,1,1,0,1,2,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,4,4,2,2,0,3,2,6,93,476,126
Beta_1.0,u_085,72,243,5,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,2,2,0,0,4,1,3,0,0,1,0,0,0,3,2,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,14,92,502,78
Beta_1.0,u_086,55,269,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,5,1,2,2,0,1,0,3,4,2,0,3,0,0,2,0,0,1,3,0,0,1,1,1,1,0,1,3,78,505,117
Beta_1.0,u_087,55,269,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,2,0,0,0,1,0,0,2,3,3,1,2,1,1,0,1,0,5,5,1,0,4,1,1,4,0,2,4,0,8,75,501,107
