Folder_name,File_name,B1_1,B1_2,B1_3,B1_4,B1_5,B1_6,B1_7,B1_8,B1_9,B1_10,B1_11,B1_12,B1_13,B1_14,B1_15,B1_16,B1_17,B1_18,B1_19,B1_20,B1_21,B1_22,B1_23,B1_24,B1_25,B1_26,B1_27,B1_28,B1_29,B1_30,B1_31,B1_32,B1_33,B1_34,B1_35,B1_36,B2_1,B2_2,B2_3,B2_4,B2_5,B2_6,B2_7,B2_8,B2_9,B2_10,B2_11,B2_12,B2_13,B2_14,B2_15,B2_16,B2_17,B2_18,B2_19,B2_20,B2_21,B2_22,B2_23,B2_24,B2_25,B2_26,B2_27,B2_28,B2_29,B2_30,B2_31,B2_32,B2_33,B2_34,B2_35,B2_36
Beta_1.2,u_178,51,234,111,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,1,0,1,1,0,0,0,1,1,0,2,3,0,3,0,3,1,1,0,1,0,1,2,1,0,3,0,1,2,0,2,4,2,6,2,1,2,4,5,2,2,5,26,338,384,37
Beta_1.2,u_179,56,242,102,2,0,1,0,0,0,0,0,0,2,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,2,0,0,0,1,1,1,1,3,7,0,1,0,1,2,0,0,0,3,0,1,3,1,2,0,0,2,2,2,0,2,2,2,0,1,2,1,4,5,10,31,348,440,30
Beta_1.2,u_180,40,245,124,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,5,0,0,1,6,0,0,0,0,2,0,1,2,2,1,0,0,2,1,0,2,3,1,1,1,2,1,2,0,2,6,22,364,435,24
Beta_1.2,u_181,37,243,110,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,2,1,1,5,2,3,0,1,0,0,0,0,0,0,3,4,0,1,0,1,1,2,0,1,1,2,2,1,2,3,2,2,3,7,26,415,405,40
Beta_1.2,u_182,44,210,94,1,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,3,5,1,2,0,0,1,0,0,4,1,2,1,0,0,0,0,0,0,1,1,4,4,0,4,2,4,4,0,1,4,5,32,416,401,15
Beta_1.2,u_183,49,211,95,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,6,1,2,0,0,2,0,0,1,2,0,0,0,2,0,0,4,2,2,1,1,2,1,2,2,1,0,1,8,6,5,28,451,345,25
Beta_1.2,u_184,55,214,93,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,0,6,2,0,1,3,0,0,1,3,0,0,0,2,2,0,0,2,0,2,0,1,1,3,1,0,5,0,5,2,1,5,32,433,366,20
Beta_1.2,u_185,54,251,77,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,2,0,0,3,0,1,5,7,3,0,1,0,1,1,0,1,1,1,3,0,0,1,1,3,1,0,0,0,4,0,0,2,3,0,2,4,6,33,441,329,46
Beta_1.2,u_186,39,283,69,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,3,1,1,0,0,0,0,4,0,0,1,4,3,3,3,3,1,0,0,0,0,1,0,1,1,1,1,1,2,1,1,1,4,6,2,0,2,6,36,436,353,17
Beta_1.2,u_187,51,277,73,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,2,0,1,2,7,1,0,1,0,1,0,0,1,0,1,2,3,2,1,3,4,5,1,1,0,3,2,2,1,0,1,5,4,2,4,41,413,361,29
Beta_1.2,u_188,41,283,87,1,0,0,1,1,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,2,0,0,4,1,0,3,3,3,0,1,0,0,0,1,2,3,2,1,2,1,3,3,2,4,3,2,5,3,3,0,1,3,3,39,396,359,24
Beta_1.2,u_189,43,264,89,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,2,1,1,0,2,0,4,2,1,0,0,1,2,1,0,0,0,3,2,3,4,1,1,3,2,3,2,0,3,2,1,1,0,1,2,4,4,3,46,363,356,36
Beta_1.2,u_190,50,236,120,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,1,0,0,1,1,0,0,0,2,0,2,2,0,1,1,2,2,0,0,1,1,0,1,2,4,1,0,1,0,1,3,2,5,2,0,1,5,3,4,2,3,3,36,347,379,44
Beta_1.2,u_191,51,239,105,3,0,0,1,0,0,0,0,0,0,2,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,1,1,4,2,0,1,0,3,0,0,0,1,0,0,4,0,2,0,1,2,0,3,0,2,1,5,1,1,0,0,2,5,7,1,37,334,428,31
Beta_1.2,u_192,42,244,112,0,0,2,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,5,0,0,5,1,0,0,0,1,1,1,0,3,2,0,0,0,2,0,1,3,1,2,0,0,3,1,2,1,3,5,36,358,453,13
Beta_1.2,u_193,41,236,108,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,5,3,1,1,0,0,0,0,0,0,3,4,0,0,1,0,1,2,1,1,0,3,1,0,1,2,3,2,4,1,3,33,399,401,47
Beta_1.2,u_194,43,222,110,0,2,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2,4,1,2,0,0,1,0,4,1,1,1,0,0,0,0,0,0,0,0,5,6,0,0,2,5,4,3,0,1,4,2,32,414,406,18
Beta_1.2,u_195,46,217,102,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,2,2,4,4,0,0,1,1,0,1,2,0,0,0,0,1,0,3,1,3,1,1,0,1,3,2,0,1,2,1,12,1,6,31,459,344,21
Beta_1.2,u_196,57,221,98,1,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2,4,2,1,2,0,0,0,2,1,1,0,0,1,3,0,1,0,3,0,0,1,2,2,0,4,1,4,2,1,1,7,30,448,359,23
Beta_1.2,u_197,57,238,70,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,3,2,6,6,1,0,0,2,0,0,2,1,0,3,0,1,1,0,3,2,0,0,0,2,1,1,1,1,3,0,4,2,3,27,460,315,40
Beta_1.2,u_198,39,287,77,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,3,0,1,0,0,0,4,0,1,3,3,1,6,2,2,0,0,0,0,1,0,0,0,3,1,1,2,1,0,1,2,6,3,0,2,4,4,30,449,346,16
Beta_1.2,u_199,45,288,63,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,2,1,3,4,1,1,0,1,0,0,0,0,2,2,2,3,0,4,3,4,1,2,1,1,1,3,1,2,0,1,3,7,1,2,41,401,359,25
Beta_1.2,u_200,38,277,88,0,1,0,0,2,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,2,0,6,0,1,3,3,0,0,1,0,2,0,0,2,3,2,1,1,2,2,4,4,4,0,5,5,3,1,0,1,3,3,32,399,364,24
Beta_1.2,u_201,42,257,101,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,3,2,1,0,1,1,2,1,0,0,1,3,5,1,0,1,5,1,3,3,0,0,3,3,1,0,1,3,2,2,5,6,45,375,347,27
Beta_1.2,u_202,48,245,117,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,2,0,1,1,0,0,0,1,1,0,0,2,0,1,2,2,0,3,0,2,0,1,1,0,0,1,2,5,1,0,0,1,1,4,3,4,0,0,5,1,5,3,0,4,4,36,363,379,39
Beta_1.2,u_203,46,244,114,1,2,0,1,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,2,0,1,3,2,1,0,0,2,1,0,0,3,0,1,2,1,2,0,2,1,1,2,1,2,3,3,2,1,0,2,3,6,2,0,33,341,447,33
Beta_1.2,u_204,43,226,120,0,0,0,2,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,5,0,2,3,0,0,0,1,0,1,1,2,1,1,1,0,3,0,1,1,2,0,3,0,2,0,3,1,3,6,3,34,365,448,16
Beta_1.2,u_205,43,236,115,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,2,3,4,4,1,0,0,0,0,0,0,0,6,1,0,1,0,1,2,0,2,0,2,2,0,0,2,4,0,3,3,4,1,36,396,409,32
Beta_1.2,u_206,41,224,107,0,0,2,0,0,0,1,1,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,2,5,2,0,0,1,0,3,2,1,1,0,0,0,0,0,0,0,0,2,6,2,1,2,1,3,5,2,2,2,2,2,37,420,404,19
Beta_1.2,u_207,46,231,87,1,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,1,2,5,3,0,0,2,0,1,2,0,0,0,0,1,0,1,3,2,0,3,0,1,0,3,2,0,0,2,10,3,1,9,33,428,360,19
Beta_1.2,u_208,56,219,99,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,2,5,1,1,2,0,0,1,1,1,0,1,0,2,0,3,0,2,0,1,1,0,1,1,4,1,3,3,2,1,3,5,36,441,366,27
Beta_1.2,u_209,56,253,72,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,2,0,0,3,2,9,6,0,0,1,0,1,0,2,1,2,0,0,0,3,2,2,0,0,0,0,3,0,1,1,3,2,1,2,3,4,35,447,333,26
Beta_1.2,u_210,42,280,77,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,3,0,1,0,0,0,4,0,3,2,2,4,5,4,0,0,0,0,1,0,0,0,1,1,3,2,0,1,0,2,3,4,1,2,5,1,6,32,426,341,27
Beta_1.2,u_211,42,289,71,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,3,1,3,3,0,1,0,1,0,0,0,2,3,1,4,0,3,5,2,3,1,1,1,2,1,1,2,1,2,1,6,3,2,5,36,412,359,26
Beta_1.2,u_212,41,282,73,0,1,0,0,1,1,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,2,0,5,1,2,5,0,0,1,0,1,0,0,1,1,3,2,0,4,2,3,1,6,2,4,5,6,2,0,1,1,1,7,32,396,338,27
Beta_1.2,u_213,46,266,91,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,2,0,2,0,2,1,2,1,0,1,1,2,0,2,1,1,4,1,2,0,1,5,3,3,0,0,2,1,2,2,0,3,3,2,4,2,9,34,370,366,30
Beta_1.2,u_214,51,240,114,1,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,2,0,2,0,0,0,1,1,0,0,1,1,1,1,3,1,2,2,0,0,2,0,0,1,4,0,4,2,1,0,1,3,4,1,1,1,4,0,6,1,2,4,1,3,35,354,377,36
Beta_1.2,u_215,45,237,116,0,3,0,0,1,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,1,1,0,0,0,0,0,2,0,0,1,1,1,2,2,1,0,2,0,0,1,3,0,0,3,0,3,0,0,2,2,1,1,3,4,0,4,0,3,1,2,7,2,0,7,24,351,423,27
Beta_1.2,u_216,44,247,109,0,0,0,0,2,0,2,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,2,0,1,0,0,5,0,3,1,0,0,0,1,0,2,2,0,1,0,0,5,0,0,2,2,0,2,1,0,2,2,1,4,4,3,6,26,375,426,20
Beta_1.2,u_217,41,232,123,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,2,0,0,1,0,0,0,0,0,0,2,2,6,2,1,0,0,0,0,0,0,3,1,0,0,1,0,3,0,1,0,3,0,2,0,1,4,2,1,3,2,3,2,34,382,426,25
Beta_1.2,u_218,44,226,95,0,0,1,1,0,0,1,0,1,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1,4,2,0,0,1,3,2,1,0,1,0,0,0,0,0,0,0,2,1,2,1,1,2,1,3,3,3,4,2,1,2,36,414,393,23
Beta_1.2,u_219,45,242,91,1,1,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,1,6,2,0,1,0,1,0,2,0,0,0,1,0,1,3,2,0,1,0,2,2,2,1,1,1,1,2,6,2,2,4,34,446,357,24
Beta_1.2,u_220,52,227,91,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,3,3,2,0,0,0,1,2,0,0,1,1,0,1,0,4,1,0,1,1,1,0,1,4,3,1,4,1,3,3,0,24,450,361,22
Beta_1.2,u_221,57,223,79,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,10,5,0,0,1,0,0,3,0,3,1,0,0,1,2,3,1,0,0,0,3,0,1,0,4,0,0,5,1,2,6,24,437,339,22
Beta_1.2,u_222,47,280,72,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,3,0,1,0,1,3,2,3,2,1,8,3,2,0,0,0,1,0,0,0,1,1,0,3,2,0,1,2,1,2,3,1,2,6,1,4,35,432,338,30
Beta_1.2,u_223,40,286,67,0,0,0,0,2,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,3,0,2,3,1,0,0,0,0,0,2,3,1,4,1,0,7,1,5,0,1,0,2,2,1,0,1,3,3,6,0,1,2,9,48,410,368,26
Beta_1.2,u_224,42,277,79,0,0,1,0,0,1,1,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,4,0,6,0,0,0,0,1,0,0,1,1,2,0,1,2,4,5,1,3,2,3,9,1,5,3,0,1,1,0,4,27,390,360,31
Beta_1.2,u_225,45,273,89,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,2,2,0,1,0,2,1,1,1,1,0,0,0,2,6,0,0,1,2,1,1,7,0,0,2,1,2,0,0,3,4,3,3,1,5,9,29,400,356,32
Beta_1.2,u_226,49,248,116,0,1,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,2,0,2,0,0,0,1,1,0,0,2,1,2,2,2,0,2,0,0,1,1,2,1,0,3,0,0,2,1,2,5,0,0,0,4,1,3,2,1,3,3,2,0,34,348,392,35
Beta_1.2,u_227,45,232,119,0,1,2,0,0,1,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,1,1,0,0,0,0,0,2,0,1,1,0,0,3,0,1,1,0,0,3,2,0,3,0,1,1,1,2,1,1,1,2,3,1,3,0,0,2,2,6,2,0,0,7,31,352,390,35
Beta_1.2,u_228,45,242,113,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,3,0,1,0,0,5,2,2,0,0,0,1,0,1,1,2,1,0,0,3,1,1,2,3,0,1,1,0,3,1,1,3,3,1,3,3,23,366,444,26
Beta_1.2,u_229,39,235,116,2,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,2,0,0,1,0,0,0,0,0,0,2,8,1,0,0,0,0,0,0,2,2,0,0,1,0,3,0,1,0,2,0,2,1,0,4,2,1,5,0,1,3,4,32,388,428,20
Beta_1.2,u_230,43,223,102,0,0,0,1,1,0,0,1,0,1,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,6,0,0,1,1,3,1,0,1,0,1,0,0,0,0,0,2,2,1,1,0,3,1,3,2,1,4,2,4,1,8,40,409,384,31
Beta_1.2,u_231,43,227,97,1,1,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,6,2,0,1,1,0,2,0,0,0,0,1,1,3,2,0,1,0,0,2,4,1,0,0,1,4,5,1,1,5,4,34,426,384,27
Beta_1.2,u_232,52,214,95,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,4,3,1,0,0,2,1,1,0,0,1,1,1,0,2,1,0,2,0,0,2,1,3,2,1,3,1,5,3,1,0,27,462,344,24
Beta_1.2,u_233,58,245,76,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,2,0,0,0,9,3,0,1,0,0,1,1,4,0,0,1,0,3,1,1,3,0,0,2,0,1,0,2,1,1,2,1,2,4,5,32,445,344,23
Beta_1.2,u_234,53,273,70,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,2,1,1,0,1,3,4,3,0,6,3,3,2,0,0,1,0,0,0,1,1,0,3,0,1,1,3,2,1,3,0,2,4,1,4,5,37,441,343,31
Beta_1.2,u_235,38,279,76,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,1,2,0,3,1,0,0,0,0,1,1,3,3,1,1,6,2,4,1,0,0,1,3,0,1,1,2,3,3,4,0,0,7,7,41,421,363,26
Beta_1.2,u_236,41,284,81,0,0,0,1,0,0,1,1,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,3,1,4,0,0,0,1,0,0,1,0,1,1,1,1,3,5,2,4,1,0,8,3,6,1,2,1,2,0,0,4,28,387,361,20
Beta_1.2,u_237,42,272,88,1,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,2,1,1,1,0,3,0,3,1,1,0,0,1,4,2,0,0,0,3,3,2,2,2,2,0,3,0,0,1,3,5,2,1,1,8,9,25,389,344,31
Beta_1.2,u_238,50,238,109,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,2,0,0,1,1,4,0,3,2,0,0,0,0,2,4,0,2,2,0,0,1,4,5,0,0,0,1,2,4,3,0,3,1,4,1,6,43,348,388,25
Beta_1.2,u_239,45,239,111,0,0,2,1,0,0,1,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,2,0,0,3,0,2,0,0,3,2,0,4,0,1,1,0,1,3,1,0,3,2,3,0,3,0,0,1,5,4,1,0,3,5,40,339,428,38
Beta_1.2,u_240,42,245,110,0,0,0,0,0,2,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,4,3,0,0,0,1,0,1,1,1,2,0,0,2,4,0,2,3,1,1,1,0,3,0,2,1,4,1,2,3,3,24,368,423,22
Beta_1.2,u_241,42,228,129,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,2,1,0,0,1,0,0,0,0,0,3,5,0,1,0,0,0,0,2,1,0,0,0,1,1,1,2,0,2,0,1,0,2,4,3,0,2,4,1,1,0,8,36,386,417,21
Beta_1.2,u_242,41,231,108,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,6,0,0,1,4,2,0,0,0,1,0,0,0,0,0,2,0,1,0,1,1,1,3,2,2,1,3,4,2,3,10,33,408,399,33
Beta_1.2,u_243,42,229,95,0,1,1,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,6,1,0,1,1,2,0,0,0,0,1,2,2,2,0,1,1,0,1,1,3,2,0,0,3,3,2,1,1,4,6,31,435,388,30
Beta_1.2,u_244,50,217,101,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,6,1,0,0,1,0,1,0,0,0,1,2,0,2,0,0,2,0,1,1,2,5,1,0,1,3,2,3,5,1,0,34,450,355,27
Beta_1.2,u_245,60,233,84,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,2,0,0,0,8,4,1,0,0,0,1,4,0,1,0,0,2,2,1,1,1,1,1,0,2,0,2,0,0,3,0,1,4,6,1,31,452,325,31
Beta_1.2,u_246,50,268,68,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,3,1,0,1,4,4,2,0,7,3,1,0,1,1,0,0,0,1,1,0,3,0,0,0,3,3,1,1,2,0,2,3,3,2,5,36,453,341,24
Beta_1.2,u_247,40,292,74,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,3,0,4,0,0,0,0,1,1,3,3,0,1,3,5,2,1,1,0,0,2,0,2,0,3,3,2,4,1,1,1,4,6,39,414,369,35
Beta_1.2,u_248,41,280,80,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,1,2,0,1,0,0,2,2,5,1,0,0,1,0,0,0,0,1,0,0,2,2,5,2,4,1,2,2,6,2,4,2,1,2,2,0,0,4,32,385,356,18
Beta_1.2,u_249,41,280,89,2,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,3,1,0,0,2,2,1,0,1,0,0,4,2,0,1,0,0,2,3,4,0,4,1,3,0,0,1,0,6,2,3,1,4,3,8,34,381,349,36
Beta_1.2,u_250,49,241,116,3,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,1,4,2,0,2,0,0,0,0,4,1,2,0,2,0,0,2,4,3,0,0,1,1,3,3,2,2,0,4,2,2,2,40,364,382,24
Beta_1.2,u_251,48,233,111,0,0,0,2,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,2,0,2,0,0,3,2,0,0,0,6,0,1,2,1,2,0,1,1,1,2,2,1,3,1,0,2,1,2,3,3,2,1,3,2,5,26,341,389,50
Beta_1.2,u_252,40,244,114,1,0,0,0,0,0,2,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,2,0,1,1,6,0,0,0,1,0,1,0,2,1,1,0,1,4,1,0,5,1,0,3,0,1,2,1,1,4,1,1,3,1,5,29,351,453,25
Beta_1.2,u_253,42,236,113,2,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,3,5,0,1,0,0,0,2,1,0,0,0,1,1,1,0,1,3,0,1,0,0,5,3,2,0,5,1,2,1,3,5,35,375,457,29
Beta_1.2,u_254,41,232,114,1,0,0,0,0,2,0,0,1,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,5,0,1,3,3,0,0,0,1,0,0,0,0,0,2,0,2,0,0,2,1,1,2,3,1,2,3,2,1,10,4,32,413,386,30
Beta_1.2,u_255,44,225,95,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,1,6,1,1,1,2,0,0,0,0,1,1,5,0,0,1,0,0,1,0,1,2,2,1,2,3,3,0,2,3,3,6,30,411,394,24
Beta_1.2,u_256,48,226,98,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,5,2,0,1,0,1,1,0,0,1,1,0,3,0,0,1,0,1,1,3,4,0,0,2,1,2,2,5,3,1,4,36,446,353,25
Beta_1.2,u_257,59,228,79,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,2,0,3,5,3,1,0,0,1,1,1,1,0,1,1,2,0,2,1,0,1,2,1,1,2,0,0,1,1,1,2,7,2,3,24,444,345,32
Beta_1.2,u_258,51,266,66,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,2,0,0,0,0,3,0,1,1,4,5,0,2,4,1,2,0,2,0,0,0,1,1,0,2,0,0,0,0,3,4,0,1,2,0,2,4,1,3,6,27,450,325,30
Beta_1.2,u_259,39,288,69,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,2,1,0,1,0,0,0,0,3,0,4,0,0,0,0,1,4,2,1,0,1,9,0,2,1,0,0,1,1,0,1,2,3,2,3,1,1,1,4,2,5,35,424,340,22
Beta_1.2,u_260,43,276,73,2,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,2,1,0,1,0,2,2,6,0,0,0,1,0,0,0,0,1,0,1,1,6,3,3,2,1,1,9,1,4,2,2,2,3,0,1,3,2,38,394,354,20
Beta_1.2,u_261,40,280,93,1,1,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,2,2,0,0,3,2,0,0,1,0,3,3,1,0,0,1,1,2,2,4,1,3,2,1,1,1,0,4,3,3,1,2,8,4,1,31,381,352,32
Beta_1.2,u_262,51,239,111,3,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,1,2,0,1,0,0,2,0,0,0,4,2,1,1,0,0,0,3,1,1,0,3,0,1,0,5,2,0,1,2,0,3,1,2,4,0,1,4,1,2,7,37,351,388,29
Beta_1.2,u_263,48,224,115,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,2,2,0,0,5,1,1,2,0,1,2,1,1,0,1,5,1,1,0,1,3,0,1,4,4,1,0,2,2,6,4,30,350,365,58
Beta_1.2,u_264,46,250,117,0,1,0,0,0,0,0,2,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,2,0,1,2,4,1,0,0,1,1,0,2,0,0,1,2,4,1,1,4,0,0,2,1,2,2,1,1,5,2,1,0,3,0,8,31,352,453,16
