Folder_name,File_name,B1_1,B1_2,B1_3,B1_4,B1_5,B1_6,B1_7,B1_8,B1_9,B1_10,B1_11,B1_12,B1_13,B1_14,B1_15,B1_16,B1_17,B1_18,B1_19,B1_20,B1_21,B1_22,B1_23,B1_24,B1_25,B1_26,B1_27,B1_28,B1_29,B1_30,B1_31,B2_1,B2_2,B2_3,B2_4,B2_5,B2_6,B2_7,B2_8,B2_9,B2_10,B2_11,B2_12,B2_13,B2_14,B2_15,B2_16,B2_17,B2_18,B2_19,B2_20,B2_21,B2_22,B2_23,B2_24,B2_25,B2_26,B2_27,B2_28,B2_29,B2_30,B2_31
Beta_1.0,u_101,88,244,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,3,0,0,0,0,0,0,2,0,3,2,1,1,2,2,0,2,7,1,3,3,5,0,3,2,3,27,498,163
Beta_1.0,u_102,88,218,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,7,0,2,3,3,4,1,0,3,7,1,6,37,480,140
Beta_1.0,u_103,85,215,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,1,1,0,1,3,2,2,0,1,0,2,1,1,3,1,3,3,2,4,39,469,167
Beta_1.0,u_104,88,212,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,3,0,0,3,0,0,0,0,0,0,1,0,2,0,0,0,0,0,2,4,1,1,0,0,1,1,7,22,450,176
Beta_1.0,u_105,97,200,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,2,3,7,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,2,0,0,4,3,2,32,481,184
Beta_1.0,u_106,92,193,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,2,0,0,0,1,0,3,0,6,2,0,0,0,0,1,0,0,0,1,0,2,1,2,1,0,0,1,2,0,2,1,1,2,25,515,168
Beta_1.0,u_107,85,220,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,2,0,1,0,0,0,1,0,0,0,1,3,0,0,1,0,0,0,5,0,3,0,0,0,0,0,1,0,1,0,2,0,3,5,1,0,4,3,21,534,139
Beta_1.0,u_108,84,217,0,0,0,1,2,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,5,2,4,0,0,2,1,2,0,2,0,2,5,26,524,130
Beta_1.0,u_109,78,205,2,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,1,1,0,1,3,1,2,0,0,2,1,4,9,1,1,0,2,35,502,131
Beta_1.0,u_110,98,181,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,3,0,0,0,0,0,1,0,0,0,1,0,1,0,0,3,1,2,2,0,3,0,2,1,3,1,4,36,478,157
Beta_1.0,u_111,110,194,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,2,5,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,3,2,2,0,2,0,3,2,2,4,24,478,172
Beta_1.0,u_112,107,200,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3,1,3,0,3,4,0,0,1,1,0,2,2,0,0,1,0,0,1,1,1,0,0,1,3,1,1,1,30,481,190
Beta_1.0,u_113,99,238,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,2,3,0,2,3,0,2,0,4,0,1,0,2,2,0,2,1,0,0,0,0,1,1,1,3,42,506,156
Beta_1.0,u_114,88,243,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,2,0,2,2,2,3,1,0,1,4,0,0,3,0,4,0,0,4,2,1,2,2,0,4,28,517,148
Beta_1.0,u_115,80,241,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,1,2,1,3,2,2,4,1,0,3,3,1,6,0,3,2,1,6,29,535,146
Beta_1.0,u_116,87,231,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,1,2,0,1,0,0,0,0,3,3,3,0,3,3,3,3,4,0,6,1,4,35,471,159
Beta_1.0,u_117,86,211,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1,0,0,0,0,1,1,0,0,1,1,3,1,0,2,0,1,2,0,3,1,2,4,2,5,31,459,163
Beta_1.0,u_118,91,209,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,4,0,2,0,1,1,0,1,0,1,0,0,1,0,0,0,1,1,0,2,2,1,2,0,0,2,4,25,467,160
Beta_1.0,u_119,105,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,2,0,0,6,0,3,0,1,0,0,1,0,0,1,1,1,0,1,0,1,1,0,1,2,0,0,2,2,5,1,25,510,161
Beta_1.0,u_120,106,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,1,1,0,1,0,3,3,0,0,1,2,1,0,0,3,1,1,0,0,1,0,0,2,0,1,0,2,1,1,1,1,1,3,19,538,158
Beta_1.0,u_121,96,210,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,2,1,2,0,0,2,1,0,0,0,1,0,2,2,0,0,0,3,2,0,2,0,1,1,1,3,3,2,2,19,543,131
Beta_1.0,u_122,91,208,0,0,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,3,0,0,0,0,1,0,0,1,0,1,0,0,0,1,3,0,2,4,1,1,0,4,1,2,1,4,31,522,127
Beta_1.0,u_123,86,200,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,1,2,0,0,0,1,0,0,0,0,0,0,1,1,1,0,3,2,1,1,0,2,3,2,3,6,0,0,35,505,131
Beta_1.0,u_124,109,196,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,2,1,1,1,0,0,1,0,0,0,0,1,0,0,1,1,2,2,0,3,0,0,3,2,2,1,2,1,26,496,160
Beta_1.0,u_125,100,198,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,2,2,0,0,1,1,0,1,2,1,0,0,0,0,0,1,0,3,0,1,2,0,2,0,5,0,4,27,493,183
Beta_1.0,u_126,101,216,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,3,2,3,0,2,0,0,0,1,1,1,0,1,1,0,1,0,2,0,0,0,0,4,0,2,1,39,493,172
Beta_1.0,u_127,95,239,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,2,3,2,2,0,3,1,0,3,0,1,2,0,0,1,3,0,1,0,1,0,0,1,1,2,1,34,526,147
Beta_1.0,u_128,77,252,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,3,1,1,4,1,0,2,3,0,0,3,0,3,2,0,2,1,2,1,4,4,30,519,171
Beta_1.0,u_129,78,250,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,1,0,1,2,1,4,3,1,3,2,0,6,3,0,3,1,3,0,3,32,517,157
Beta_1.0,u_130,80,228,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,2,0,0,0,1,1,0,3,0,2,0,4,0,3,4,2,4,2,2,5,0,34,485,156
Beta_1.0,u_131,105,214,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3,0,0,0,0,0,0,2,0,0,1,0,2,1,1,2,0,1,3,0,1,2,1,1,2,6,3,29,482,149
Beta_1.0,u_132,108,203,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,3,1,4,0,1,0,0,0,0,1,0,0,1,0,0,0,2,0,0,3,2,0,1,1,1,3,2,26,480,160
Beta_1.0,u_133,104,201,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,1,1,4,2,0,0,0,1,0,0,3,0,2,0,1,1,0,0,0,0,2,0,1,0,0,2,1,3,4,19,512,168
Beta_1.0,u_134,107,209,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,2,0,0,1,0,0,1,3,1,0,1,0,0,3,0,0,0,0,1,0,0,1,3,0,2,1,2,0,1,1,0,2,1,4,25,530,175
Beta_1.0,u_135,86,227,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,1,0,0,0,3,0,0,0,0,2,1,0,3,3,3,4,2,1,27,544,127
Beta_1.0,u_136,99,206,1,1,2,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,2,0,0,0,0,0,1,0,0,0,1,0,1,0,0,2,2,2,1,2,2,1,0,1,2,1,4,37,541,122
Beta_1.0,u_137,92,214,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,2,2,0,3,2,1,3,1,1,3,2,25,503,144
Beta_1.0,u_138,96,200,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,4,1,1,0,0,0,1,0,0,0,0,0,0,0,1,3,1,1,1,2,2,0,1,4,1,1,3,2,25,487,194
Beta_1.0,u_139,87,210,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,2,0,0,0,2,0,1,1,0,0,0,0,0,1,0,0,2,0,2,1,1,1,4,2,1,1,38,496,187
Beta_1.0,u_140,91,204,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0,2,1,2,0,2,0,1,0,0,1,2,0,0,1,2,1,0,0,0,1,0,2,0,2,2,44,520,168
Beta_1.0,u_141,97,242,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,4,1,4,0,0,1,1,1,2,1,0,2,0,1,1,1,2,0,0,0,2,0,3,1,0,37,543,160
Beta_1.0,u_142,78,236,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,4,2,1,3,2,0,1,2,0,0,3,2,1,3,0,2,1,4,2,0,33,533,157
Beta_1.0,u_143,78,244,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,1,0,0,2,2,2,8,2,0,4,3,2,3,1,1,3,1,3,2,34,508,151
Beta_1.0,u_144,93,229,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,1,2,0,0,0,0,3,0,1,3,1,0,2,2,4,9,1,5,2,0,4,35,493,157
Beta_1.0,u_145,105,213,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,4,3,1,0,0,0,2,0,0,0,0,0,1,1,1,2,0,2,2,0,1,3,0,1,4,1,10,31,486,157
Beta_1.0,u_146,100,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,5,2,0,1,0,1,4,1,2,0,0,0,1,0,0,1,0,0,1,1,3,1,0,2,2,0,4,22,494,165
Beta_1.0,u_147,105,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,1,0,1,4,0,0,2,0,0,1,0,0,2,0,2,0,5,1,1,0,1,0,2,0,0,1,0,2,3,3,27,518,160
Beta_1.0,u_148,104,206,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,1,0,0,1,0,0,0,0,3,0,0,0,1,0,2,0,1,1,1,6,1,1,2,0,1,4,22,547,133
Beta_1.0,u_149,88,223,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,4,1,0,1,2,1,3,2,2,6,3,23,563,118
Beta_1.0,u_150,93,217,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,2,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,3,1,0,2,0,4,1,0,3,2,36,535,121
Beta_1.0,u_151,88,208,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,2,1,0,1,1,0,1,3,1,0,3,1,2,1,1,2,2,37,502,178
Beta_1.0,u_152,78,208,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,4,1,1,0,0,1,0,0,0,0,0,0,0,0,2,1,1,0,2,0,1,3,0,2,3,1,1,2,25,481,201
Beta_1.0,u_153,85,206,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,2,2,0,1,0,3,0,1,0,0,0,0,1,0,0,0,2,1,0,1,1,2,1,2,3,1,29,538,159
Beta_1.0,u_154,97,231,1,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,2,3,1,0,2,0,2,1,0,1,0,3,0,1,1,0,1,0,0,1,0,0,1,2,1,0,39,529,177
Beta_1.0,u_155,78,258,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,5,1,4,0,0,3,1,1,2,0,0,4,0,0,2,1,2,0,0,0,3,1,1,1,34,543,156
Beta_1.0,u_156,64,251,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,3,1,1,4,0,2,1,1,2,4,0,1,4,0,4,3,2,1,32,534,154
Beta_1.0,u_157,84,244,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,1,0,1,4,0,6,1,2,5,2,0,4,1,1,3,1,5,35,525,135
Beta_1.0,u_158,104,241,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,2,1,0,0,2,0,1,0,3,0,1,0,2,3,2,5,2,6,0,5,33,496,143
Beta_1.0,u_159,112,221,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,1,0,7,0,2,0,0,0,0,0,0,1,0,3,1,0,1,2,0,1,2,0,1,2,3,2,37,492,153
Beta_1.0,u_160,97,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,3,3,1,0,2,1,0,0,1,7,0,0,0,1,1,0,0,1,1,0,1,1,2,0,2,1,2,19,501,159
Beta_1.0,u_161,101,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,2,0,0,1,3,1,0,0,0,0,2,1,0,0,3,1,0,0,2,0,7,0,2,0,1,1,0,1,2,1,4,26,536,160
Beta_1.0,u_162,94,211,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,2,1,0,0,0,1,0,0,0,0,0,0,0,2,1,0,2,1,1,0,4,0,7,1,1,2,5,25,565,129
Beta_1.0,u_163,82,219,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,4,4,2,2,2,2,4,33,552,120
Beta_1.0,u_164,87,202,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,1,0,0,2,2,1,1,2,1,1,1,0,0,3,5,33,526,135
Beta_1.0,u_165,90,212,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,2,3,1,2,0,2,1,2,3,28,496,181
Beta_1.0,u_166,79,206,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,3,3,1,0,1,0,1,0,0,0,0,0,0,1,0,2,0,1,0,2,1,1,3,1,1,3,0,5,28,529,190
Beta_1.0,u_167,93,206,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,3,3,2,0,2,0,1,2,2,0,0,0,1,1,0,0,0,1,1,1,1,3,0,1,1,2,2,2,27,528,168
Beta_1.0,u_168,87,235,1,0,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5,3,1,2,0,0,3,0,2,1,0,1,0,2,3,0,1,0,1,1,1,0,0,1,2,0,2,37,541,177
Beta_1.0,u_169,75,259,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,5,1,3,0,1,3,1,0,2,1,0,3,0,1,1,0,3,0,2,1,2,1,2,38,553,160
Beta_1.0,u_170,72,259,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,1,1,0,0,5,1,1,4,0,2,3,2,0,4,1,1,4,2,2,2,3,36,529,158
Beta_1.0,u_171,86,247,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,2,0,0,0,0,1,1,0,0,0,2,3,0,7,3,1,4,1,1,4,1,1,3,2,32,530,130
Beta_1.0,u_172,111,213,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,1,0,0,0,1,0,0,3,0,2,0,0,0,2,2,2,0,0,1,3,2,2,6,1,5,1,36,496,134
Beta_1.0,u_173,106,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,6,1,0,0,2,5,0,0,0,0,0,2,0,0,1,2,2,1,0,0,1,3,1,1,0,3,5,32,496,144
Beta_1.0,u_174,100,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,2,1,4,0,0,1,2,1,1,0,1,0,0,5,0,1,1,0,1,0,2,0,0,3,1,1,0,1,5,32,503,147
Beta_1.0,u_175,94,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,2,0,0,0,1,3,1,0,0,0,0,0,0,0,1,0,5,1,0,0,1,0,1,5,2,0,1,1,1,3,0,4,22,545,158
Beta_1.0,u_176,80,229,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,2,2,0,3,0,0,5,4,7,22,552,132
Beta_1.0,u_177,76,225,1,0,0,1,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,3,2,0,6,3,4,23,568,130
Beta_1.0,u_178,83,217,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,2,1,0,0,0,0,1,0,0,1,0,0,0,1,1,2,2,0,2,1,3,1,0,0,2,1,0,30,527,145
Beta_1.0,u_179,89,202,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,2,1,0,0,0,0,1,0,1,0,0,1,0,1,2,0,1,0,3,3,1,0,2,1,2,3,2,26,497,195
Beta_1.0,u_180,83,209,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2,3,1,1,1,0,0,1,0,0,0,0,0,2,1,0,1,0,1,1,2,1,2,2,0,1,6,0,29,533,181
Beta_1.0,u_181,86,219,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,3,3,0,2,2,0,3,0,2,1,0,0,1,1,0,0,1,0,0,1,4,0,2,1,0,2,2,1,34,544,167
Beta_1.0,u_182,84,234,1,1,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5,2,3,1,1,1,0,2,0,2,0,0,3,2,1,1,1,0,1,2,0,0,0,0,1,2,3,30,546,183
Beta_1.0,u_183,73,245,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,5,1,3,0,2,2,1,0,3,0,0,2,0,2,1,1,3,2,0,3,0,4,32,552,146
Beta_1.0,u_184,81,256,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,1,0,0,0,1,1,0,0,5,1,0,6,1,2,2,2,0,3,3,3,1,3,1,6,35,549,124
Beta_1.0,u_185,97,253,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,1,0,0,0,0,1,1,0,0,0,0,2,5,3,0,5,1,4,3,1,3,1,3,1,41,520,128
Beta_1.0,u_186,102,239,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,4,0,0,0,0,1,0,1,5,0,0,0,0,0,4,1,1,0,0,4,0,3,2,6,0,5,30,512,121
Beta_1.0,u_187,100,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,4,1,0,3,2,0,4,0,0,0,0,1,1,1,0,3,1,2,0,0,0,3,2,1,0,1,5,29,489,149
Beta_1.0,u_188,82,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,2,1,4,0,0,0,1,0,2,0,0,1,0,0,4,1,0,1,1,1,0,1,1,0,4,2,0,0,5,30,510,147
Beta_1.0,u_189,89,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,4,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,3,2,1,4,1,1,1,1,2,1,3,30,549,149
Beta_1.0,u_190,80,221,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,3,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,3,0,1,2,4,2,6,3,19,568,120
Beta_1.0,u_191,86,231,0,0,1,0,2,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,2,1,0,3,2,4,0,24,548,135
Beta_1.0,u_192,84,214,2,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,2,0,1,0,0,0,0,1,0,0,1,0,0,2,2,0,0,3,0,3,2,1,0,1,1,1,2,30,524,179
Beta_1.0,u_193,81,196,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,1,0,1,2,1,0,0,0,0,1,1,0,0,0,0,1,0,2,1,0,2,1,2,2,1,0,4,0,2,3,24,516,210
Beta_1.0,u_194,76,227,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,3,1,1,0,1,0,1,0,0,0,0,1,1,1,0,1,0,1,0,2,3,0,2,2,2,3,3,25,558,166
Beta_1.0,u_195,83,224,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,2,1,2,0,2,1,2,0,1,1,1,0,0,1,1,0,1,0,2,1,2,1,1,1,1,0,2,32,547,164
Beta_1.0,u_196,83,242,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,6,0,3,1,1,1,0,2,0,2,0,2,1,1,2,1,1,0,2,0,0,0,0,1,3,3,33,540,176
Beta_1.0,u_197,79,239,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,6,0,4,0,1,2,0,1,3,0,0,2,0,1,2,3,1,2,0,2,3,28,550,142
Beta_1.0,u_198,86,240,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,1,0,0,0,0,1,0,1,0,6,2,1,5,0,2,2,1,2,3,3,3,0,3,2,32,552,127
Beta_1.0,u_199,91,249,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,1,0,2,0,0,0,0,1,1,0,0,1,2,3,3,1,0,7,1,3,4,1,2,2,4,32,546,119
Beta_1.0,u_200,90,229,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,4,0,0,0,0,1,1,4,0,0,0,0,1,2,1,1,1,1,1,3,0,4,0,7,2,27,503,121
