Folder_name,File_name,B1_1,B1_2,B1_3,B1_4,B1_5,B1_6,B1_7,B1_8,B1_9,B1_10,B1_11,B1_12,B1_13,B1_14,B1_15,B1_16,B1_17,B1_18,B1_19,B1_20,B1_21,B1_22,B1_23,B1_24,B1_25,B1_26,B1_27,B1_28,B1_29,B1_30,B1_31,B1_32,B1_33,B2_1,B2_2,B2_3,B2_4,B2_5,B2_6,B2_7,B2_8,B2_9,B2_10,B2_11,B2_12,B2_13,B2_14,B2_15,B2_16,B2_17,B2_18,B2_19,B2_20,B2_21,B2_22,B2_23,B2_24,B2_25,B2_26,B2_27,B2_28,B2_29,B2_30,B2_31,B2_32,B2_33
Beta_1.8,u_011,26,122,151,107,8,3,5,2,4,1,3,2,2,1,2,0,0,2,1,1,1,3,0,1,1,0,1,0,0,2,1,1,0,0,3,3,6,1,5,6,2,2,1,1,2,0,2,2,6,2,4,7,10,7,14,7,4,6,6,7,49,185,385,237,130,16
Beta_1.8,u_012,26,117,103,132,18,3,2,3,2,1,1,3,0,1,2,0,0,0,2,1,0,0,0,1,1,0,2,0,0,0,0,0,0,0,3,2,1,2,6,0,3,5,1,1,6,0,3,4,3,3,9,4,5,4,4,4,6,6,12,17,64,181,427,253,109,11
Beta_1.8,u_013,40,100,114,149,20,3,5,0,4,0,0,1,1,0,2,1,1,0,0,0,0,0,0,0,0,1,0,2,0,1,0,2,0,0,2,0,4,2,8,4,2,2,3,1,4,1,5,3,5,4,4,5,4,4,10,4,3,13,23,15,62,161,372,274,92,22
Beta_1.8,u_014,35,102,126,137,29,6,1,1,0,0,0,0,0,1,0,1,0,0,0,1,2,1,0,1,3,1,0,0,1,2,0,0,0,0,4,5,5,4,2,6,4,0,2,1,3,2,4,9,6,6,4,4,4,5,6,15,8,11,13,14,50,149,423,252,90,15
Beta_1.8,u_015,43,116,107,133,31,6,1,2,0,1,1,0,1,1,0,1,2,0,2,1,1,1,0,1,0,1,0,0,3,5,1,2,0,0,3,7,4,2,7,1,1,6,3,4,2,2,3,3,4,10,4,8,12,4,9,5,14,22,21,14,43,146,347,236,88,6
Beta_1.8,u_016,33,122,117,146,26,4,1,3,2,1,1,2,1,0,0,2,1,1,0,2,5,0,0,0,2,2,0,0,1,2,1,3,0,0,2,1,4,4,6,2,1,3,1,5,1,1,6,9,6,3,0,3,5,17,16,14,3,9,15,29,29,150,380,221,96,14
Beta_1.8,u_017,31,95,136,136,30,4,6,6,2,3,3,0,1,1,0,2,1,1,0,0,1,1,0,2,2,0,1,1,0,2,0,1,0,1,0,1,0,4,1,2,0,8,0,5,3,8,1,4,6,4,7,4,3,5,3,4,8,10,14,6,39,178,345,199,104,7
Beta_1.8,u_018,25,105,149,127,33,9,1,4,0,1,1,3,1,1,1,1,0,0,0,0,1,2,0,1,1,0,2,1,1,1,3,3,0,0,2,1,7,0,2,0,2,2,3,1,5,2,4,1,0,3,0,7,8,3,2,9,13,9,11,14,45,197,347,241,106,20
Beta_1.8,u_019,41,95,138,139,27,4,2,2,0,2,0,2,2,0,0,1,0,1,1,1,2,1,0,2,3,2,1,2,2,1,5,1,0,1,3,3,1,3,1,4,3,1,3,3,1,1,1,1,5,2,4,4,2,5,6,7,8,6,4,16,57,196,388,231,122,18
Beta_1.8,u_020,28,110,126,149,19,3,1,2,3,4,4,2,2,0,6,0,2,2,0,1,1,2,3,0,1,1,1,0,1,0,3,3,0,0,2,5,4,2,1,3,2,2,3,1,0,1,4,1,1,6,7,4,6,4,1,7,8,12,9,14,50,176,392,243,117,20
Beta_1.8,u_021,35,117,85,133,35,7,4,2,1,2,3,1,2,2,0,1,1,0,0,1,0,0,2,2,3,1,0,1,1,1,1,1,0,0,1,3,4,3,3,2,0,5,4,1,3,4,3,3,4,3,1,5,4,5,0,3,10,4,10,24,52,197,419,280,91,23
Beta_1.8,u_022,47,91,107,129,34,7,3,0,1,0,0,2,0,3,1,1,1,0,1,0,1,2,0,1,1,1,0,0,1,0,1,1,0,0,0,2,1,6,5,1,2,1,2,3,3,2,2,0,3,3,5,9,6,8,6,7,7,5,15,16,56,219,392,257,67,38
Beta_1.8,u_023,37,124,112,127,34,4,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,0,1,0,0,3,7,10,2,4,3,2,2,7,4,5,3,5,4,8,3,5,3,2,4,6,6,7,5,15,15,52,205,384,239,62,28
Beta_1.8,u_024,39,129,111,140,23,7,3,0,0,1,0,1,1,1,0,0,0,2,1,0,0,0,0,0,0,1,0,0,1,1,1,2,0,0,4,5,6,5,4,5,3,1,3,3,8,5,10,1,4,3,8,4,6,10,7,14,8,10,9,19,49,168,383,223,83,18
Beta_1.8,u_025,46,116,122,138,20,6,3,1,2,1,0,2,0,0,0,1,0,0,1,0,1,0,2,2,1,0,3,4,0,1,1,2,0,3,2,2,9,4,4,1,2,0,4,2,4,2,4,5,5,6,6,2,10,12,10,11,12,11,15,18,51,166,384,205,60,17
Beta_1.8,u_026,29,104,124,155,42,8,0,0,1,1,1,3,1,2,1,1,1,4,1,2,0,0,1,1,0,1,1,1,0,2,0,0,0,0,0,1,5,1,2,5,4,2,1,3,3,4,5,6,5,2,5,7,2,9,6,7,5,12,6,17,51,181,353,218,119,10
Beta_1.8,u_027,19,111,131,156,35,7,1,7,2,1,1,1,1,1,0,0,2,1,0,0,0,1,0,0,1,1,1,1,0,0,3,2,0,0,2,2,5,2,2,2,0,4,2,1,4,0,2,2,1,6,2,5,2,8,6,8,9,4,4,22,52,156,369,244,120,19
Beta_1.8,u_028,15,101,150,132,18,5,5,3,2,1,0,1,1,0,0,1,0,1,1,0,0,0,1,4,2,0,3,2,1,1,1,2,1,0,2,0,0,2,1,4,0,3,2,2,3,2,5,4,2,0,1,5,4,2,5,5,6,6,14,13,34,200,370,247,94,27
Beta_1.8,u_029,27,112,118,152,21,3,5,3,0,0,0,2,1,6,0,1,3,0,2,1,0,1,0,3,0,4,0,2,3,0,0,0,0,1,5,3,1,3,4,1,0,5,2,0,2,2,1,3,2,2,6,3,7,6,3,11,10,6,12,16,46,174,396,244,90,34
Beta_1.8,u_030,30,116,103,137,22,8,5,1,2,1,0,2,1,2,1,2,0,1,0,1,1,1,0,0,0,3,2,0,1,0,1,0,0,0,1,4,1,7,2,2,2,0,1,1,0,0,3,4,7,4,0,3,7,5,6,6,3,8,10,22,56,208,421,279,60,22
Beta_1.8,u_031,31,118,98,105,17,4,2,2,0,1,0,2,0,0,1,3,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,3,0,0,4,2,0,3,0,2,4,3,0,4,2,6,5,2,4,6,3,3,6,5,3,3,10,6,9,11,44,202,439,233,108,10
Beta_1.8,u_032,45,109,117,131,18,2,3,0,0,0,0,0,1,0,3,0,1,1,0,0,0,0,0,1,1,2,0,1,0,1,0,0,0,1,5,5,8,6,1,2,3,4,1,5,2,1,4,7,2,4,3,3,1,5,6,10,8,5,10,14,52,172,451,247,67,10
Beta_1.8,u_033,40,119,110,154,29,5,2,1,0,0,0,0,0,1,1,2,0,1,0,0,1,0,0,0,1,0,0,0,0,2,1,1,0,0,2,8,5,1,5,6,2,5,8,1,4,7,9,2,3,7,8,4,10,6,4,3,6,7,9,18,53,160,417,220,86,15
Beta_1.8,u_034,39,106,120,161,41,5,3,0,2,1,1,1,0,1,0,0,0,0,0,0,0,1,2,0,1,1,0,2,1,6,1,0,0,0,2,6,2,1,2,3,2,3,2,5,0,3,4,4,4,8,6,12,9,5,5,6,16,11,10,29,52,149,384,195,93,19
Beta_1.8,u_035,23,116,121,166,32,8,0,0,1,0,0,2,1,1,0,1,0,1,1,1,3,3,0,3,0,0,1,0,2,1,0,0,0,0,1,3,3,2,0,0,4,1,5,3,0,2,1,3,4,1,6,8,5,6,5,6,2,6,10,17,63,129,373,241,109,9
Beta_1.8,u_036,21,107,140,152,25,4,1,0,1,4,2,0,2,0,0,1,0,0,1,1,0,1,0,0,0,1,0,2,0,2,1,2,0,0,2,2,2,2,1,1,4,1,3,5,3,6,0,0,1,3,2,3,8,9,1,1,1,8,8,17,45,156,376,225,107,42
Beta_1.8,u_037,26,97,158,140,19,9,4,0,3,0,1,1,0,1,0,0,1,1,0,0,2,1,0,1,1,0,3,3,3,4,2,1,0,0,0,1,2,5,1,0,0,4,0,0,2,4,2,2,2,5,2,3,0,6,5,13,1,3,15,15,54,180,407,259,108,17
Beta_1.8,u_038,27,101,148,134,22,4,2,3,1,1,1,2,1,4,1,0,2,1,2,2,3,2,1,1,1,0,1,2,0,1,2,1,0,0,3,2,6,0,2,3,0,0,0,2,1,6,1,1,3,1,6,6,6,5,8,9,5,6,6,22,57,226,373,244,97,13
Beta_1.8,u_039,27,114,152,114,25,3,3,2,3,3,3,0,0,1,1,1,1,2,0,0,0,1,2,0,1,0,0,1,4,0,1,0,0,0,3,8,4,1,3,5,3,2,0,4,3,1,1,4,3,7,1,5,4,2,2,9,10,6,6,31,65,201,432,232,74,14
Beta_1.8,u_040,42,111,114,114,14,11,2,2,0,0,1,1,1,1,0,0,0,1,1,4,0,1,1,0,0,0,1,2,0,0,1,0,0,3,2,2,2,4,1,4,0,1,5,2,4,3,2,5,3,5,5,1,2,8,7,6,2,7,13,13,62,183,428,274,110,17
Beta_1.8,u_041,33,110,118,138,30,4,4,0,5,0,3,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,2,0,0,1,1,0,1,3,4,5,4,9,3,1,2,2,1,3,4,4,4,4,5,5,4,5,5,6,3,9,7,26,13,42,151,456,290,85,6
Beta_1.8,u_042,33,115,112,162,32,8,5,2,0,3,0,0,0,0,0,0,0,1,1,1,0,0,1,0,2,0,0,0,1,0,2,1,0,0,4,4,2,3,2,8,4,2,7,5,2,3,6,8,8,2,2,7,5,2,4,6,10,13,10,17,35,166,399,281,103,12
Beta_1.8,u_043,32,127,101,137,38,9,1,2,3,1,2,0,0,0,2,0,0,0,0,0,0,1,3,0,0,0,0,3,4,0,1,5,0,1,2,4,4,3,2,2,3,2,5,3,1,2,2,5,9,10,2,6,5,6,8,8,6,14,10,21,41,145,392,235,89,18
Beta_1.8,u_044,34,107,134,148,32,6,2,0,0,0,1,2,0,1,0,0,0,0,3,2,2,0,0,4,2,2,0,1,1,1,2,0,1,0,0,5,5,0,3,3,4,3,2,2,0,6,0,2,2,2,3,3,7,3,5,10,7,10,19,22,44,182,377,232,117,19
Beta_1.8,u_045,21,104,167,168,15,1,1,2,5,1,1,3,1,2,2,2,0,1,0,2,0,0,0,2,1,1,0,0,2,1,1,0,0,1,2,0,1,3,4,5,2,6,1,1,1,4,1,4,5,5,5,1,3,1,6,7,3,6,11,25,45,201,360,242,115,25
Beta_1.8,u_046,31,80,166,153,31,5,2,0,1,2,0,0,2,0,1,0,1,0,1,2,0,2,1,0,0,0,1,1,2,2,3,1,0,1,1,1,1,5,1,3,1,0,1,2,2,2,3,1,5,3,3,6,4,5,2,4,14,8,15,31,83,189,398,228,89,11
Beta_1.8,u_047,39,87,162,139,34,5,3,0,0,3,1,0,1,0,0,1,1,1,0,2,0,3,0,2,2,0,1,3,0,3,3,0,0,2,3,1,0,2,5,2,1,1,1,1,1,1,5,1,5,3,5,4,5,5,3,6,9,3,21,21,83,205,378,233,95,20
Beta_1.8,u_048,23,124,124,137,23,2,3,3,3,3,2,1,1,1,2,0,0,2,1,1,1,2,2,1,0,0,2,1,2,0,1,2,0,0,4,5,9,2,0,3,5,1,0,3,1,2,1,5,7,5,6,3,3,3,2,9,6,5,15,27,57,162,391,295,89,26
Beta_1.8,u_049,29,132,92,148,34,9,2,3,0,2,4,2,1,2,0,0,0,2,1,1,0,0,2,1,1,1,0,0,0,0,1,0,0,0,3,4,2,3,2,6,1,4,2,2,7,3,3,3,1,3,7,4,1,0,7,11,16,13,12,10,37,182,453,275,86,8
Beta_1.8,u_050,40,112,93,122,39,6,2,3,2,1,2,0,7,1,0,1,1,0,0,0,0,0,2,0,0,0,1,1,0,3,1,0,0,0,2,4,1,5,2,0,5,5,4,1,1,1,2,2,4,4,7,9,4,14,7,8,5,5,3,16,54,192,438,289,71,12
Beta_1.8,u_051,33,127,123,137,24,9,5,0,0,0,1,0,1,0,0,0,0,2,1,0,1,2,1,0,0,2,0,0,0,1,0,1,0,0,0,7,2,2,2,7,2,4,8,4,3,5,5,2,1,4,4,5,8,1,4,5,3,11,13,24,57,175,433,217,88,14
Beta_1.8,u_052,40,123,122,147,26,7,1,2,1,0,1,2,1,1,0,2,0,0,0,0,0,2,0,0,0,1,0,1,1,0,2,1,0,1,3,7,2,1,3,4,1,2,3,8,3,5,1,3,3,12,2,4,10,7,7,9,9,9,13,15,45,179,398,249,88,21
Beta_1.8,u_053,28,118,128,166,22,6,0,2,1,1,0,1,0,0,1,1,0,2,0,0,0,0,2,0,0,2,1,1,2,3,3,0,0,0,1,2,6,3,4,4,1,3,4,2,2,2,0,3,3,2,2,4,9,12,5,15,9,7,9,22,47,215,373,227,91,5
Beta_1.8,u_054,30,104,130,160,29,8,2,1,0,0,0,2,4,1,0,1,3,0,2,1,3,1,0,3,1,0,0,1,0,0,2,0,0,0,1,2,4,2,2,2,0,1,3,0,3,2,7,6,3,3,6,11,9,3,3,3,7,6,15,26,62,144,375,217,110,21
Beta_1.8,u_055,21,99,139,160,36,9,5,2,3,0,2,2,1,3,1,1,1,1,2,0,0,0,1,0,2,0,1,1,1,2,4,2,0,0,1,7,0,0,1,5,1,1,2,0,6,3,4,5,2,1,3,2,7,4,8,3,14,8,7,30,60,171,363,246,89,19
Beta_1.8,u_056,22,97,139,147,21,3,5,2,1,0,0,1,0,1,0,1,0,1,1,1,1,2,1,5,0,3,1,0,1,1,1,3,0,0,2,1,4,1,1,2,1,2,0,3,3,4,0,0,1,2,2,3,3,5,8,6,7,8,9,14,49,174,387,262,111,27
Beta_1.8,u_057,33,105,134,156,20,1,2,1,2,0,2,1,4,3,1,1,0,1,0,1,0,1,0,1,1,3,1,2,1,0,2,1,0,0,4,1,1,6,2,1,0,3,2,2,1,2,1,4,1,2,5,5,4,6,7,4,4,9,7,10,57,180,409,304,89,10
Beta_1.8,u_058,26,130,117,124,27,10,4,2,1,1,1,1,0,0,3,2,0,1,1,1,0,1,1,0,0,2,2,0,1,0,0,1,0,0,1,4,9,3,2,4,0,2,3,2,0,1,4,4,2,3,2,6,3,5,10,6,4,9,9,25,61,229,432,250,78,13
Beta_1.8,u_059,38,106,130,108,15,16,4,2,3,1,0,1,1,0,0,3,2,0,0,1,0,0,1,1,0,0,0,0,1,0,2,1,0,0,2,0,3,4,1,1,2,3,2,5,5,3,2,3,4,4,6,5,8,3,3,7,6,12,11,24,52,207,427,254,84,8
Beta_1.8,u_060,34,120,116,136,25,5,5,2,1,1,0,0,2,1,1,0,0,0,1,0,1,0,0,1,1,1,1,0,0,1,1,1,0,0,1,8,9,8,1,4,4,2,3,0,1,5,7,6,3,2,7,2,1,8,9,5,4,11,12,15,44,188,414,261,77,17
Beta_1.8,u_061,34,136,110,168,16,11,0,2,0,0,1,0,0,0,2,2,1,0,0,0,0,1,1,0,2,0,2,1,0,0,0,1,0,0,5,3,3,2,5,4,1,5,7,4,7,5,9,7,4,7,5,2,7,0,5,7,8,13,13,22,36,152,396,263,109,13
Beta_1.8,u_062,31,112,127,164,37,8,1,0,0,1,0,1,1,1,2,0,0,1,0,0,1,0,1,0,0,2,1,0,1,2,2,1,0,0,4,4,8,2,4,0,1,0,3,1,2,2,1,4,8,1,3,12,6,16,9,10,16,13,24,28,33,141,384,238,109,12
Beta_1.8,u_063,23,100,132,164,40,10,7,1,2,0,0,2,0,0,0,2,1,1,0,1,1,2,2,0,0,1,0,0,2,1,0,2,0,0,1,2,4,5,1,1,2,1,2,7,1,8,3,4,4,3,4,0,6,4,3,11,7,19,10,17,50,142,391,267,101,13
Beta_1.8,u_064,30,98,135,156,26,6,3,3,1,2,1,3,0,0,2,0,1,0,0,0,2,1,0,0,2,1,0,0,0,1,2,1,0,0,2,3,2,0,1,4,1,0,2,4,5,6,2,0,1,0,3,1,8,13,3,3,7,11,6,13,42,155,381,224,124,30
Beta_1.8,u_065,27,105,181,137,18,2,2,4,2,0,0,2,0,2,1,0,2,0,0,0,1,0,2,0,1,4,3,0,1,2,0,2,0,0,0,3,2,1,1,2,6,2,1,2,1,0,2,1,2,1,3,0,2,6,8,14,7,2,11,24,52,193,380,276,86,13
Beta_1.8,u_066,33,93,161,132,16,2,3,1,0,0,1,1,2,1,2,3,2,1,0,0,2,1,0,0,3,0,0,2,1,3,1,1,0,0,3,2,3,4,0,0,2,2,1,3,2,1,1,1,4,1,8,5,6,7,1,5,6,7,14,17,43,241,409,224,73,10
Beta_1.8,u_067,32,113,140,120,22,9,6,3,0,0,2,1,0,1,4,0,0,0,2,1,2,2,0,0,0,2,3,0,2,1,1,0,0,0,0,6,3,0,1,3,6,0,1,2,2,1,6,2,3,6,3,3,9,8,5,4,4,8,12,28,65,201,400,254,75,19
Beta_1.8,u_068,46,120,100,139,23,5,5,2,4,0,2,2,0,1,0,2,0,2,1,1,0,2,0,1,0,1,0,1,0,0,0,0,0,2,0,3,4,0,2,0,1,1,3,3,6,0,0,5,4,2,4,1,5,7,3,3,7,13,15,20,61,169,405,307,93,23
Beta_1.8,u_069,39,111,97,128,32,8,2,1,1,0,0,3,0,1,0,1,0,1,1,0,0,0,0,0,0,2,0,1,2,3,0,0,0,0,2,6,4,3,0,3,4,1,3,7,0,4,0,2,3,5,3,6,6,7,3,6,11,7,13,11,39,170,401,310,92,22
Beta_1.8,u_070,37,95,129,162,27,6,1,1,0,1,1,0,0,0,0,1,2,0,1,1,3,0,0,0,0,0,0,0,0,3,0,1,1,0,3,7,1,4,0,4,4,7,5,5,4,8,3,4,3,2,7,10,6,8,0,7,5,6,9,12,41,177,410,273,71,16
Beta_1.8,u_071,39,121,110,146,27,21,4,3,2,1,3,0,0,0,0,0,1,0,0,0,0,2,1,0,2,1,0,0,1,1,4,1,0,0,4,9,2,1,5,2,4,0,5,2,3,0,3,2,5,10,7,6,7,10,6,8,6,10,11,34,50,173,411,186,75,21
Beta_1.8,u_072,31,104,168,117,28,9,6,1,1,0,0,3,2,1,1,0,2,0,0,1,0,3,2,0,1,0,2,2,0,0,0,1,0,0,0,5,3,1,1,4,1,3,4,2,3,3,2,2,3,4,2,2,13,1,9,6,11,12,11,19,62,186,369,206,89,13
Beta_1.8,u_073,32,91,145,177,14,2,1,1,1,1,2,2,1,0,0,1,1,1,2,1,0,0,2,0,0,0,0,1,1,4,0,1,0,0,3,1,3,4,0,0,4,2,2,1,1,3,2,4,2,10,4,3,7,4,3,8,6,9,11,22,39,177,392,211,99,14
Beta_1.8,u_074,29,97,160,130,39,0,4,2,2,1,1,1,0,0,0,0,0,0,2,2,0,2,0,0,1,0,1,2,1,3,2,2,1,0,0,1,3,1,2,4,3,0,1,1,2,5,1,0,2,1,3,3,2,6,2,5,7,14,19,30,58,173,411,233,102,22
Beta_1.8,u_075,29,92,139,169,25,12,4,0,2,1,2,2,0,0,1,2,0,1,2,2,2,1,1,0,2,2,0,0,0,3,3,3,0,0,1,7,2,1,2,2,0,0,2,0,3,0,0,2,6,4,2,2,4,5,7,7,7,11,12,27,55,191,348,239,138,22
Beta_1.8,u_076,28,110,105,155,26,6,1,2,3,2,2,0,1,0,3,1,0,0,0,0,1,2,3,1,1,3,1,0,2,1,1,1,0,0,4,3,2,4,2,1,2,2,1,5,3,0,3,2,4,6,4,2,6,1,3,5,6,10,16,29,52,163,428,286,94,11
Beta_1.8,u_077,38,125,101,127,30,4,0,2,0,1,1,2,3,1,1,3,1,1,0,2,0,1,3,0,0,0,2,0,0,0,0,1,0,0,1,2,4,6,5,0,1,1,1,2,1,3,1,4,1,2,5,3,4,10,3,3,10,12,7,23,40,172,459,271,59,22
Beta_1.8,u_078,44,119,102,131,14,5,4,3,1,2,1,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,3,1,0,0,4,1,2,4,1,1,1,3,1,5,2,7,5,2,2,2,5,2,5,5,3,6,7,9,14,16,48,218,434,240,71,6
Beta_1.8,u_079,36,119,126,141,26,4,4,4,0,2,0,0,1,0,0,0,1,0,0,0,1,0,2,2,1,0,0,0,0,1,0,1,0,1,1,6,2,2,5,5,5,3,3,8,4,3,6,3,6,3,3,5,4,7,7,6,10,10,7,21,70,193,407,238,58,21
Beta_1.8,u_080,38,133,103,159,31,10,5,2,1,0,1,4,2,1,1,0,1,0,1,0,0,0,1,0,1,1,1,0,1,2,0,2,0,0,4,7,4,7,0,2,1,1,3,1,3,1,4,9,7,6,8,6,3,4,11,5,7,8,18,20,49,153,402,226,69,16
Beta_1.8,u_081,20,111,143,180,24,4,3,2,1,0,0,0,0,1,2,0,2,0,0,0,3,1,0,0,2,0,1,0,0,2,4,1,0,0,1,2,6,2,6,8,4,4,2,2,0,4,3,0,2,2,5,4,7,4,7,7,8,15,17,18,39,149,394,200,110,28
Beta_1.8,u_082,28,81,138,167,43,7,3,1,1,2,4,1,0,2,0,0,0,1,0,0,2,2,1,2,0,1,0,1,1,0,1,1,0,0,0,2,1,1,0,0,2,4,0,5,6,4,5,3,11,4,7,2,5,9,4,2,9,14,11,11,33,139,374,258,132,12
Beta_1.8,u_083,21,96,133,167,44,9,3,3,0,2,1,3,2,1,0,1,1,1,1,1,1,0,2,0,1,0,0,0,1,3,1,4,0,0,1,5,3,0,4,1,3,1,1,1,2,1,0,1,1,1,0,10,3,7,7,12,14,13,16,20,48,160,373,243,114,12
Beta_1.8,u_084,31,89,148,150,15,4,3,3,2,2,0,1,0,1,0,0,0,0,2,0,3,2,1,2,3,3,1,0,1,0,0,2,1,0,3,0,2,0,1,3,3,1,1,1,1,2,6,1,3,2,5,0,2,4,5,3,10,20,15,25,53,188,392,222,112,30
Beta_1.8,u_085,36,117,143,135,25,3,0,2,0,2,5,0,3,2,0,3,2,1,1,0,0,0,0,0,2,2,3,0,2,2,2,0,0,0,2,3,8,5,1,0,3,0,2,1,1,2,2,5,2,5,6,3,3,4,6,8,14,15,12,21,48,195,383,253,115,15
Beta_1.8,u_086,33,120,129,118,23,6,3,2,2,0,1,0,1,2,0,2,4,0,2,0,1,2,1,0,0,2,2,1,1,0,0,0,0,0,2,2,3,2,1,3,4,2,1,4,0,6,5,7,3,2,7,2,6,2,6,1,13,13,8,23,59,210,417,272,56,11
Beta_1.8,u_087,34,116,113,128,22,7,8,6,2,1,3,1,0,0,0,2,1,1,2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,2,0,4,2,3,2,7,1,2,3,2,3,2,2,4,4,3,1,2,8,8,12,16,13,14,18,63,192,402,232,72,16
Beta_1.8,u_088,36,119,100,143,30,6,9,2,2,5,3,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,2,0,2,2,1,1,0,0,3,7,2,2,3,4,0,3,2,1,2,3,5,6,3,7,6,9,1,3,5,6,4,5,16,20,54,163,396,249,97,28
Beta_1.8,u_089,27,132,100,153,26,5,3,3,0,1,1,2,1,0,1,1,1,0,1,1,1,3,0,0,1,1,0,1,0,1,1,1,0,0,4,7,6,1,2,1,2,2,3,3,3,6,6,7,6,2,2,7,9,1,5,4,5,12,18,16,50,127,384,285,123,16
Beta_1.8,u_090,28,105,126,152,49,7,4,3,4,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,0,1,1,0,1,2,0,0,0,4,4,3,4,3,6,1,2,3,3,2,3,5,3,4,2,6,4,6,10,6,8,14,13,14,20,54,145,383,271,68,9
Beta_1.8,u_091,27,115,128,129,29,16,4,1,1,0,2,2,0,1,1,0,1,1,1,0,0,0,3,1,0,2,0,3,0,0,0,2,1,0,3,1,2,1,2,6,6,5,1,3,3,0,5,6,5,4,6,2,6,8,6,10,14,9,24,32,38,169,357,228,70,26
Beta_1.8,u_092,36,94,145,152,19,9,3,2,1,3,1,0,4,0,0,1,2,1,0,2,0,1,0,3,1,1,1,1,0,1,1,2,1,1,1,4,2,0,1,4,1,1,2,3,1,2,1,2,6,9,6,5,12,7,6,4,17,25,14,17,50,180,375,193,111,24
Beta_1.8,u_093,30,110,162,142,16,6,10,2,2,0,2,1,0,2,1,1,1,1,0,0,0,1,1,1,4,0,1,0,3,0,1,1,0,0,0,4,3,3,3,1,5,2,3,0,2,6,2,0,2,5,10,5,7,9,5,12,6,6,13,28,73,188,365,233,82,14
Beta_1.8,u_094,21,93,167,146,33,5,2,5,0,1,3,1,1,4,0,0,1,0,2,2,1,1,0,0,1,0,0,2,1,4,3,0,0,0,2,4,2,2,3,3,0,0,2,0,1,6,6,3,3,1,3,9,10,6,5,8,8,12,15,22,57,195,378,262,90,14
Beta_1.8,u_095,29,103,118,160,31,8,1,3,1,5,1,1,0,1,0,0,0,0,2,0,2,2,2,2,0,1,2,0,2,2,1,0,0,2,6,0,8,2,1,3,2,0,3,4,1,2,4,5,4,1,5,5,7,3,7,17,9,5,11,20,51,195,367,268,103,21
Beta_1.8,u_096,37,106,103,128,33,5,4,1,5,2,3,2,3,2,1,1,2,0,0,2,0,3,1,0,0,2,0,1,0,2,0,0,0,1,1,5,6,2,2,6,3,2,2,2,4,8,3,1,2,3,4,6,10,7,7,13,11,13,9,24,46,156,411,300,90,20
Beta_1.8,u_097,31,117,99,141,32,7,9,1,0,6,1,1,2,1,0,1,1,1,1,0,1,2,0,0,0,0,1,0,1,1,1,1,0,0,2,2,6,1,3,4,4,6,2,2,4,5,5,9,3,4,6,7,2,6,3,15,12,6,4,15,29,171,447,285,70,4
Beta_1.8,u_098,37,112,126,130,27,4,9,2,2,2,0,2,0,0,1,0,1,0,0,2,1,0,0,1,1,1,0,1,1,1,0,0,0,0,1,4,3,1,2,6,1,1,4,5,8,2,0,4,5,9,5,10,3,3,4,8,8,10,12,24,62,183,400,251,51,13
Beta_1.8,u_099,43,125,112,123,26,3,5,1,0,4,2,0,0,3,0,0,1,0,2,2,0,0,1,0,0,0,0,2,1,0,2,1,0,0,4,5,5,4,1,3,1,0,0,3,3,4,5,6,3,4,5,4,3,9,7,9,8,10,16,33,63,172,413,196,78,14
Beta_1.8,u_100,29,114,138,173,35,10,2,0,6,1,0,0,1,0,0,1,1,2,2,1,0,0,0,1,2,0,2,2,0,2,5,1,0,0,0,1,5,5,6,4,2,3,4,0,7,3,0,4,4,4,5,3,3,12,9,7,16,8,17,25,58,179,364,194,117,13
Beta_1.8,u_101,20,108,135,156,31,4,2,3,2,1,0,1,0,3,1,1,2,1,2,0,0,2,3,3,0,1,1,0,1,0,2,0,1,0,0,4,2,2,0,3,2,0,4,2,2,5,3,8,3,9,9,2,10,11,11,7,8,5,21,31,49,146,359,261,97,10
Beta_1.8,u_102,24,94,142,150,31,7,3,1,4,0,1,4,4,0,0,2,1,1,1,0,0,0,2,1,0,1,4,2,1,1,1,4,0,0,2,3,1,3,1,1,2,3,4,5,0,1,0,1,3,3,3,3,7,7,9,8,10,16,18,30,53,146,368,214,120,19
Beta_1.8,u_103,23,105,122,153,29,9,3,3,1,1,0,3,1,1,0,3,1,1,0,2,1,0,2,0,1,3,0,0,0,2,1,2,0,0,1,4,3,1,4,1,1,1,4,1,2,2,3,1,0,5,1,2,7,5,4,9,6,7,10,19,65,163,372,249,135,27
Beta_1.8,u_104,31,99,112,152,30,6,4,1,1,2,2,0,2,0,1,3,0,0,0,1,0,1,0,1,2,2,1,2,1,2,1,0,0,0,0,2,4,3,1,5,0,3,9,1,0,1,5,4,4,3,3,5,5,10,5,5,12,9,6,7,44,202,390,283,95,11
