Folder_name,File_name,B1_1,B1_2,B1_3,B1_4,B1_5,B1_6,B1_7,B1_8,B1_9,B1_10,B1_11,B1_12,B1_13,B1_14,B1_15,B1_16,B1_17,B1_18,B1_19,B1_20,B1_21,B1_22,B1_23,B1_24,B1_25,B1_26,B1_27,B1_28,B1_29,B1_30,B1_31,B1_32,B1_33,B1_34,B1_35,B1_36,B1_37,B1_38,B1_39,B1_40,B1_41,B1_42,B1_43,B1_44,B2_1,B2_2,B2_3,B2_4,B2_5,B2_6,B2_7,B2_8,B2_9,B2_10,B2_11,B2_12,B2_13,B2_14,B2_15,B2_16,B2_17,B2_18,B2_19,B2_20,B2_21,B2_22,B2_23,B2_24,B2_25,B2_26,B2_27,B2_28,B2_29,B2_30,B2_31,B2_32,B2_33,B2_34,B2_35,B2_36,B2_37,B2_38,B2_39,B2_40,B2_41,B2_42,B2_43,B2_44
Beta_1.2,u_037,28,71,257,14,0,0,0,1,2,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,4,1,0,0,1,3,0,0,0,0,0,1,5,0,0,0,1,0,0,0,1,0,0,2,0,1,3,3,0,3,2,1,3,3,3,1,0,4,18,100,561,166,8
Beta_1.2,u_038,30,96,228,16,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,7,0,0,1,0,0,0,0,0,0,0,0,1,2,1,0,0,1,0,0,0,4,5,1,1,1,3,0,0,1,1,1,4,2,4,2,1,18,96,561,133,24
Beta_1.2,u_039,37,90,212,10,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,2,0,3,3,4,0,0,1,1,0,2,1,1,0,2,0,1,1,1,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,4,5,2,1,3,3,23,110,542,150,18
Beta_1.2,u_040,32,130,219,10,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,2,0,0,0,0,1,2,0,0,1,6,6,4,0,3,0,0,0,0,0,0,2,0,2,1,0,1,1,1,0,0,0,0,2,1,0,0,0,0,1,1,0,1,3,2,0,3,14,117,535,151,22
Beta_1.2,u_041,29,115,251,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,2,1,1,1,0,1,4,3,4,1,3,0,0,0,2,0,0,0,1,0,1,2,0,1,1,1,2,1,2,0,0,3,2,3,2,5,11,128,521,156,11
Beta_1.2,u_042,26,110,270,7,0,0,1,0,1,0,1,0,0,1,0,2,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,0,3,2,1,0,0,0,0,0,1,1,1,0,1,0,1,0,1,4,2,3,3,1,3,4,1,1,1,3,1,2,0,2,3,1,2,2,5,23,134,544,133,8
Beta_1.2,u_043,24,92,292,9,1,0,2,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,1,0,0,1,3,0,0,2,0,0,1,0,1,3,2,0,0,1,2,0,1,1,3,1,5,2,1,1,1,3,1,3,4,4,6,0,3,2,2,0,8,19,136,493,132,19
Beta_1.2,u_044,34,71,275,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1,0,1,2,3,0,0,0,0,1,0,1,0,0,2,0,2,1,0,1,1,2,0,6,3,3,1,1,4,2,0,0,0,1,5,1,1,1,2,1,4,27,110,476,157,16
Beta_1.2,u_045,39,79,262,7,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,2,0,2,1,1,1,2,6,0,0,1,1,1,1,2,1,1,0,1,0,0,1,2,0,1,1,0,0,0,0,2,0,2,0,2,1,1,6,3,0,3,3,3,2,21,123,457,158,39
Beta_1.2,u_046,34,83,271,9,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,1,1,0,0,0,1,3,2,0,1,1,0,1,3,3,1,1,0,1,0,1,2,0,1,2,1,0,1,0,0,1,0,1,2,0,1,3,0,0,0,2,1,1,4,19,108,503,205,12
Beta_1.2,u_047,24,82,281,7,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,2,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,2,3,0,0,0,0,0,1,2,0,0,0,2,1,0,0,1,3,3,3,1,1,0,1,0,1,1,1,2,2,0,2,0,0,0,1,2,2,14,96,553,185,18
Beta_1.2,u_048,23,96,290,8,2,0,0,1,0,1,2,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,2,1,2,3,2,3,0,0,1,0,0,0,0,1,1,0,0,1,0,0,4,0,0,1,2,1,0,0,1,1,3,2,3,5,2,1,0,1,5,2,20,111,574,167,13
Beta_1.2,u_049,27,80,269,18,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,4,1,0,0,3,1,0,0,0,0,2,3,0,0,0,1,0,0,0,0,0,1,2,2,0,0,3,2,2,4,1,0,3,4,1,0,4,4,17,95,577,167,8
Beta_1.2,u_050,30,85,231,11,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,4,3,0,1,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,3,2,2,2,1,1,2,1,0,1,0,2,2,4,1,4,2,4,14,93,562,133,22
Beta_1.2,u_051,44,90,225,5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,2,0,1,3,4,0,2,0,0,1,1,1,1,0,0,2,1,0,0,1,0,0,0,0,0,0,2,2,0,1,0,0,0,0,4,4,2,2,3,0,1,16,108,543,141,25
Beta_1.2,u_052,31,132,205,10,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,2,0,0,0,1,1,1,0,1,9,4,1,1,0,0,0,0,0,0,1,2,0,1,1,2,0,1,0,0,0,0,2,0,1,0,0,0,0,0,1,1,2,4,1,0,3,15,129,549,145,16
Beta_1.2,u_053,28,113,260,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,3,1,0,1,2,1,3,2,4,1,1,0,0,0,0,0,0,0,0,0,1,2,2,1,2,0,2,1,1,1,1,1,2,2,3,2,2,15,118,539,141,8
Beta_1.2,u_054,25,109,278,6,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,2,1,3,4,0,0,0,0,0,1,0,1,0,1,1,1,1,2,2,2,3,1,2,1,2,2,1,0,1,0,2,1,2,2,2,2,2,5,6,18,134,547,132,9
Beta_1.2,u_055,26,84,290,11,1,0,0,2,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,2,0,0,1,4,0,1,1,0,1,0,0,5,2,0,0,1,0,0,1,0,2,2,6,1,0,1,2,1,2,3,2,4,5,2,3,3,1,0,0,0,14,134,497,142,13
Beta_1.2,u_056,34,69,282,8,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,1,0,2,3,0,0,0,1,0,1,1,0,0,0,3,2,0,0,1,0,1,7,5,2,0,2,3,1,0,0,0,1,3,3,1,0,1,2,3,6,23,114,481,162,27
Beta_1.2,u_057,33,83,265,11,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,2,0,0,1,1,1,0,0,0,2,4,3,0,2,1,1,1,1,0,1,1,1,0,1,1,2,0,2,1,0,0,0,0,2,1,0,1,1,1,1,8,2,0,2,2,2,0,3,28,113,478,182,27
Beta_1.2,u_058,31,87,264,7,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,4,1,0,2,0,1,2,4,1,1,0,3,0,1,2,1,1,1,2,0,2,0,0,0,0,3,1,0,2,1,1,0,0,1,2,1,1,2,17,96,483,216,13
Beta_1.2,u_059,26,89,301,4,0,0,2,0,0,0,0,0,2,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,3,2,0,0,0,0,1,2,0,0,0,2,0,1,1,1,2,4,1,1,1,1,3,0,1,2,0,1,2,1,2,1,1,0,0,3,2,5,13,89,563,168,23
Beta_1.2,u_060,24,84,287,16,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,3,4,4,0,0,1,0,0,0,0,1,1,0,0,1,0,2,2,0,0,0,1,3,0,1,0,1,2,4,1,2,3,5,1,1,2,1,7,17,105,575,173,20
Beta_1.2,u_061,32,72,252,20,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,4,1,0,1,2,0,0,0,0,2,3,0,0,0,1,0,0,1,1,0,1,0,4,0,0,1,1,2,5,2,0,1,3,2,3,1,3,7,23,94,561,149,13
Beta_1.2,u_062,33,96,234,17,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,5,3,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,3,2,2,0,1,2,3,0,0,3,0,1,3,4,0,2,2,4,5,9,93,546,124,30
Beta_1.2,u_063,40,103,223,10,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,2,0,3,4,0,1,0,2,2,0,0,0,1,2,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,2,2,6,0,1,2,2,0,7,16,108,555,163,11
Beta_1.2,u_064,29,126,215,12,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,2,0,0,0,2,1,0,2,9,2,2,0,1,0,0,0,0,0,2,0,1,1,3,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,1,1,3,2,2,0,4,16,120,540,134,16
Beta_1.2,u_065,34,105,254,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,3,0,0,2,2,3,2,4,0,2,1,0,0,0,0,0,0,0,0,0,0,3,0,2,1,4,2,0,0,0,2,2,2,3,2,1,1,16,126,534,137,14
Beta_1.2,u_066,25,105,273,4,0,0,0,1,0,0,1,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,7,0,0,0,0,0,1,0,1,0,0,1,2,1,2,3,1,3,1,1,3,2,0,0,2,1,0,1,0,4,2,3,0,2,4,4,4,20,135,534,138,5
Beta_1.2,u_067,27,88,275,12,0,1,0,0,2,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,2,1,0,1,3,0,2,0,1,0,0,4,1,0,2,0,0,0,0,0,2,0,4,4,1,1,1,2,2,2,4,2,5,0,2,5,3,0,1,0,2,13,137,497,123,17
Beta_1.2,u_068,35,73,275,6,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,1,1,2,0,0,0,0,0,1,0,0,0,2,1,1,2,0,0,1,6,3,0,1,5,3,1,1,0,0,1,2,4,0,0,1,2,1,5,6,22,114,471,168,13
Beta_1.2,u_069,30,84,273,10,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,2,5,2,3,0,3,1,0,1,0,0,0,1,0,3,2,0,3,1,0,0,0,0,3,0,0,1,0,1,2,9,1,1,2,3,0,0,1,4,27,112,480,181,23
Beta_1.2,u_070,32,84,279,4,1,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,2,1,0,0,3,3,1,1,1,1,1,4,2,1,0,3,0,1,2,0,1,1,1,0,1,1,1,0,0,2,1,1,1,3,0,0,1,2,1,1,1,0,8,17,87,485,233,15
Beta_1.2,u_071,27,84,288,15,0,0,0,3,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,1,0,0,3,2,0,0,0,1,2,0,0,0,1,1,1,0,1,1,6,1,1,0,1,4,0,1,2,0,1,0,2,0,1,2,0,1,2,1,2,6,18,87,557,175,19
Beta_1.2,u_072,22,93,271,17,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,2,4,3,0,1,0,0,0,0,1,0,0,0,1,0,3,1,0,0,0,1,1,2,1,0,1,0,6,1,2,0,2,5,2,3,1,0,3,17,99,574,177,15
Beta_1.2,u_073,31,72,269,18,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,3,2,1,1,2,0,0,0,2,0,3,0,0,0,1,0,1,0,1,0,2,0,0,2,1,1,1,3,2,0,2,3,0,4,2,2,1,6,5,13,100,577,164,7
Beta_1.2,u_074,29,88,229,21,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3,3,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,2,0,2,2,0,1,1,3,1,1,1,1,1,3,4,0,2,1,3,4,3,18,103,565,135,17
Beta_1.2,u_075,42,86,223,12,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,3,5,0,1,0,4,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,1,1,1,0,0,1,1,5,0,4,1,0,1,4,0,2,3,20,124,542,160,9
Beta_1.2,u_076,30,120,215,10,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,2,0,0,4,7,1,1,0,0,1,0,1,0,0,2,1,0,4,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,2,0,3,4,3,24,124,546,132,18
Beta_1.2,u_077,31,120,236,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,2,0,1,0,0,0,0,1,1,2,0,1,2,3,2,4,1,3,0,0,0,0,0,0,0,0,1,0,0,1,1,2,0,5,2,1,0,0,1,1,2,2,1,2,2,2,12,129,527,155,13
Beta_1.2,u_078,23,113,268,8,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,4,3,0,0,0,0,1,0,0,0,0,0,2,1,3,3,1,3,1,1,3,0,1,1,0,0,3,0,0,2,0,3,4,2,2,5,2,3,28,130,524,149,8
Beta_1.2,u_079,28,81,282,11,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,2,0,1,3,2,2,1,0,1,4,0,0,1,0,1,0,0,1,0,0,3,3,1,3,1,2,2,2,4,2,5,0,5,0,2,1,1,1,1,2,14,140,502,136,12
Beta_1.2,u_080,27,73,297,7,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,2,0,1,1,2,0,0,0,0,0,1,0,1,1,2,1,2,0,1,3,5,0,1,0,3,3,1,1,0,3,0,3,2,2,0,0,2,2,3,3,6,20,119,480,152,21
Beta_1.2,u_081,29,83,271,5,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,1,0,1,0,2,0,0,1,5,2,3,1,2,1,1,0,0,0,0,0,1,2,0,1,1,1,1,0,3,1,3,0,1,0,0,3,7,0,2,3,3,0,0,0,2,2,26,110,485,169,20
Beta_1.2,u_082,31,90,277,10,2,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,2,3,1,1,1,0,1,5,1,1,3,0,0,2,1,1,0,1,1,0,1,1,0,2,0,1,0,1,1,1,0,1,2,4,2,1,0,3,7,17,103,480,224,16
Beta_1.2,u_083,26,85,287,3,0,0,1,0,2,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,1,0,4,1,0,0,1,2,0,0,0,1,1,0,1,1,0,5,2,0,1,1,4,2,1,1,1,1,0,2,0,0,2,0,1,2,2,0,2,4,16,95,558,181,14
Beta_1.2,u_084,24,89,271,8,0,0,1,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2,6,0,1,0,1,0,0,1,0,0,0,0,1,3,1,0,0,1,1,2,0,0,1,2,0,5,1,2,0,2,4,1,4,3,1,2,0,14,110,574,176,15
Beta_1.2,u_085,31,74,259,15,1,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,2,3,1,2,1,1,0,1,0,3,0,0,0,1,0,1,0,0,0,2,0,0,0,1,2,2,4,2,0,0,1,3,4,1,0,4,4,5,7,19,100,582,162,6
Beta_1.2,u_086,33,78,227,15,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,3,3,1,0,1,0,0,0,0,0,2,1,0,1,0,0,1,0,3,1,0,2,1,0,3,1,1,0,0,3,4,2,1,2,3,6,1,3,23,92,578,133,15
Beta_1.2,u_087,37,90,216,12,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,4,4,1,0,4,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,2,0,1,1,0,0,1,2,0,6,1,0,2,2,1,3,1,4,16,101,544,157,13
Beta_1.2,u_088,35,108,219,5,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,2,0,0,0,2,0,5,8,0,0,1,0,0,1,1,0,0,3,1,4,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,2,2,2,1,1,4,3,19,123,560,121,22
Beta_1.2,u_089,33,120,238,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,2,0,1,0,0,0,1,1,2,1,1,4,3,3,1,4,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1,5,0,1,0,1,1,1,0,2,2,2,0,4,1,13,130,531,145,15
Beta_1.2,u_090,24,107,263,6,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,4,2,0,0,0,1,0,0,0,0,1,0,2,3,1,5,2,1,2,2,0,0,0,1,1,0,1,2,1,0,2,0,6,2,6,2,0,4,18,128,509,138,12
Beta_1.2,u_091,27,86,277,10,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,1,0,1,3,4,1,0,0,4,0,0,1,0,0,0,1,1,0,0,2,1,2,0,2,2,4,4,3,2,2,3,5,0,1,1,1,1,1,1,1,16,136,509,143,17
Beta_1.2,u_092,28,77,282,8,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,2,0,0,0,1,0,1,0,1,3,1,1,1,1,3,2,2,1,2,2,2,0,1,1,1,1,2,2,1,1,2,1,2,4,3,3,3,21,127,493,149,21
Beta_1.2,u_093,32,81,278,11,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,1,1,0,0,2,0,0,4,4,1,3,1,0,0,1,0,0,0,0,1,1,0,2,1,1,1,0,2,6,1,1,0,0,4,4,0,1,4,3,1,1,0,1,1,4,13,112,482,183,17
Beta_1.2,u_094,33,85,272,11,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,1,0,0,0,0,2,1,0,2,1,2,0,0,0,4,1,2,2,3,0,3,2,1,0,1,0,0,1,1,1,1,1,1,0,0,2,0,2,1,0,4,5,1,0,2,7,1,25,103,472,208,17
Beta_1.2,u_095,27,87,272,9,0,0,0,1,0,2,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,1,0,4,1,0,0,3,0,0,1,1,1,0,0,1,0,4,2,0,1,1,6,0,2,2,1,1,0,2,0,0,0,1,1,1,2,0,3,0,5,11,102,565,190,17
Beta_1.2,u_096,27,90,269,7,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,3,4,1,0,1,0,0,0,0,0,0,1,2,3,1,0,0,1,0,2,1,0,0,1,0,4,3,1,1,2,4,0,2,4,2,2,2,1,18,103,567,177,13
Beta_1.2,u_097,30,81,272,15,0,2,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,2,3,1,0,0,1,0,3,0,0,1,0,0,1,0,0,2,0,0,0,0,0,1,6,1,4,1,0,1,1,2,2,2,2,1,6,4,3,25,96,588,160,6
Beta_1.2,u_098,31,78,253,10,2,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,2,4,0,1,0,0,0,0,0,2,0,1,0,0,0,1,0,2,1,0,0,2,1,1,1,1,2,2,0,3,2,2,2,3,5,2,1,4,16,88,576,138,13
Beta_1.2,u_099,36,98,228,10,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,4,4,1,4,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,3,2,1,0,0,0,2,0,1,3,0,2,3,1,2,1,1,5,1,11,99,563,150,7
Beta_1.2,u_100,35,112,221,12,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,2,0,0,1,1,3,8,0,0,0,0,2,0,0,1,2,2,4,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,2,2,0,1,1,1,3,1,7,13,111,567,135,10
Beta_1.2,u_101,36,118,241,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,2,0,0,0,0,0,1,1,0,1,0,0,1,2,1,1,3,4,3,1,2,0,1,0,0,0,0,0,1,0,0,0,0,1,2,2,3,0,1,0,1,1,2,0,2,0,2,2,1,3,3,20,115,537,142,12
Beta_1.2,u_102,24,112,261,9,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,2,1,0,3,3,0,0,1,0,0,0,0,1,0,1,5,1,4,1,2,2,1,0,0,0,0,0,1,1,1,3,0,0,2,1,4,7,1,2,0,3,8,132,520,157,15
Beta_1.2,u_103,26,95,277,7,1,0,3,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,2,3,4,1,0,5,0,0,2,0,0,0,0,1,1,0,1,2,0,2,1,0,2,7,2,6,1,1,2,4,0,2,0,0,1,1,2,4,22,127,523,120,13
Beta_1.2,u_104,26,86,287,9,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,1,0,1,2,0,0,0,0,0,1,0,3,3,1,0,0,7,1,0,0,8,0,1,1,0,0,2,1,2,2,2,1,1,0,1,5,4,3,2,6,12,129,490,150,18
Beta_1.2,u_105,31,67,279,10,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,2,1,0,0,2,0,0,3,6,1,0,1,0,0,0,1,0,0,0,0,1,1,0,2,1,1,1,5,1,1,0,0,8,2,0,1,4,3,1,0,0,2,1,3,2,17,114,493,163,15
Beta_1.2,u_106,34,69,271,8,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,2,0,0,2,1,0,2,5,0,1,0,1,0,0,2,0,0,0,2,1,2,0,0,2,0,0,2,0,0,3,5,3,0,0,8,2,3,20,94,485,207,18
Beta_1.2,u_107,29,80,270,8,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,2,0,0,4,1,1,3,0,0,0,0,2,0,0,1,0,3,1,0,0,1,6,2,0,3,0,1,0,1,1,0,0,0,2,2,1,0,2,1,1,3,15,88,540,213,17
Beta_1.2,u_108,29,94,273,13,0,0,0,0,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,2,0,1,4,3,1,1,0,0,1,0,0,0,1,5,1,1,0,0,1,0,2,0,0,1,1,1,2,1,1,1,2,5,1,3,0,2,1,3,2,2,13,109,567,178,23
