Folder_name,File_name,B1_1,B1_2,B1_3,B1_4,B1_5,B1_6,B1_7,B1_8,B1_9,B1_10,B1_11,B1_12,B1_13,B1_14,B1_15,B1_16,B1_17,B1_18,B1_19,B1_20,B1_21,B1_22,B1_23,B1_24,B1_25,B1_26,B1_27,B1_28,B1_29,B1_30,B1_31,B1_32,B1_33,B1_34,B1_35,B1_36,B1_37,B1_38,B2_1,B2_2,B2_3,B2_4,B2_5,B2_6,B2_7,B2_8,B2_9,B2_10,B2_11,B2_12,B2_13,B2_14,B2_15,B2_16,B2_17,B2_18,B2_19,B2_20,B2_21,B2_22,B2_23,B2_24,B2_25,B2_26,B2_27,B2_28,B2_29,B2_30,B2_31,B2_32,B2_33,B2_34,B2_35,B2_36,B2_37,B2_38
Beta_1.0,u_083,53,197,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,1,0,0,0,0,0,1,2,2,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,5,4,0,0,2,0,1,1,4,3,0,0,1,5,1,1,6,127,454,73
Beta_1.0,u_084,60,215,5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,5,1,2,0,1,1,0,2,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,6,4,0,2,1,2,2,6,136,447,112
Beta_1.0,u_085,64,247,9,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,2,3,0,0,4,1,1,2,0,1,0,0,0,0,3,2,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,5,15,121,477,69
Beta_1.0,u_086,48,272,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,4,2,1,1,2,1,0,0,4,4,1,0,3,0,0,2,0,0,0,2,2,0,1,0,2,0,1,0,1,7,109,492,95
Beta_1.0,u_087,51,269,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,2,0,0,0,1,0,0,1,1,5,1,1,2,1,1,0,1,0,5,4,2,0,4,1,0,2,3,0,3,3,0,11,102,486,92
Beta_1.0,u_088,56,244,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,3,5,5,1,2,2,3,1,2,0,5,6,1,5,0,5,109,457,90
Beta_1.0,u_089,69,205,16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,4,0,2,0,0,2,0,2,1,0,3,5,3,1,2,2,2,8,106,445,77
Beta_1.0,u_090,68,222,17,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,3,0,0,0,2,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,3,0,1,0,0,1,0,1,3,13,83,447,108
Beta_1.0,u_091,59,195,21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,2,1,5,0,0,0,0,0,0,1,0,0,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2,1,3,1,6,77,488,104
Beta_1.0,u_092,57,207,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,2,0,0,0,1,2,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,1,0,1,0,0,0,3,0,1,1,0,2,4,73,540,91
Beta_1.0,u_093,46,229,11,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,2,0,3,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,2,1,4,2,1,1,1,2,5,88,521,57
Beta_1.0,u_094,54,234,11,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,2,0,0,1,0,0,0,1,3,0,0,0,0,0,0,2,1,4,0,0,1,0,0,1,2,0,2,2,1,1,0,3,10,100,515,63
Beta_1.0,u_095,58,212,14,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,2,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,2,8,1,1,0,0,2,0,2,0,4,2,1,1,1,0,0,10,113,454,102
Beta_1.0,u_096,56,213,14,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,4,1,0,1,0,3,1,3,1,0,2,0,3,3,4,120,452,95
Beta_1.0,u_097,57,208,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,3,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,1,2,1,0,3,0,1,1,4,3,11,120,463,74
Beta_1.0,u_098,64,241,6,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,1,4,0,3,2,2,1,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,2,1,0,1,1,1,2,2,1,6,129,460,97
Beta_1.0,u_099,59,273,7,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,2,2,2,2,0,0,4,1,0,2,3,0,1,0,1,1,2,3,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,12,118,494,88
Beta_1.0,u_100,58,258,10,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,2,1,3,1,2,2,0,1,0,2,4,0,0,3,1,2,2,0,0,0,2,3,0,1,1,1,1,1,0,13,104,505,89
Beta_1.0,u_101,60,265,7,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,1,1,1,2,2,1,1,2,0,2,0,2,7,0,1,3,1,6,1,0,3,2,3,3,99,515,71
Beta_1.0,u_102,64,236,6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,7,0,1,3,2,2,4,0,1,2,4,4,1,5,8,101,477,72
Beta_1.0,u_103,52,236,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,1,1,0,0,1,3,1,2,1,0,1,0,1,1,1,1,1,3,0,5,1,2,3,12,103,461,100
Beta_1.0,u_104,57,225,18,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,4,0,0,0,2,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,3,2,1,1,0,0,0,1,0,2,12,82,459,101
Beta_1.0,u_105,65,212,20,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,2,0,3,7,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,2,0,0,0,4,3,2,2,87,522,86
Beta_1.0,u_106,61,209,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,1,0,0,1,1,0,0,0,1,0,3,0,3,3,2,0,0,0,0,0,1,0,0,0,0,0,1,2,0,1,2,0,1,0,0,1,2,0,1,2,0,1,1,6,80,539,84
Beta_1.0,u_107,54,236,16,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,3,0,0,0,1,0,0,0,0,5,0,3,0,0,0,0,0,0,1,0,0,1,0,0,2,0,3,2,3,1,0,4,1,6,93,524,73
Beta_1.0,u_108,52,235,14,0,0,0,0,2,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,6,2,2,0,0,0,3,0,2,0,2,0,0,2,2,8,102,500,73
Beta_1.0,u_109,50,221,14,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,3,0,1,1,1,0,1,1,1,1,11,2,0,1,0,0,5,118,470,77
Beta_1.0,u_110,57,209,13,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,3,1,2,2,0,0,3,0,1,2,1,2,1,3,16,107,475,74
Beta_1.0,u_111,64,229,11,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,5,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,1,2,1,0,2,0,2,1,2,2,2,5,120,463,88
Beta_1.0,u_112,72,229,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,2,1,2,1,3,1,0,0,1,1,0,2,0,2,0,0,0,1,0,0,1,0,2,0,0,0,1,2,1,1,1,1,4,122,479,96
Beta_1.0,u_113,69,261,7,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,2,1,3,0,1,4,0,0,2,0,0,4,0,1,0,2,1,1,0,1,2,0,0,0,0,0,0,1,1,0,2,15,99,520,72
Beta_1.0,u_114,61,261,9,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,2,0,1,3,0,2,2,1,1,0,1,4,0,0,3,0,0,3,1,0,0,4,1,2,0,3,1,0,4,7,94,521,71
Beta_1.0,u_115,54,258,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,3,0,4,1,3,1,0,1,5,0,3,4,0,0,5,0,1,3,12,103,531,67
Beta_1.0,u_116,56,252,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,1,2,0,0,0,1,0,0,0,0,2,3,1,3,0,2,4,1,2,2,3,2,0,7,0,0,9,111,482,67
Beta_1.0,u_117,55,238,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,2,2,0,0,2,0,1,2,0,0,3,0,3,0,5,0,3,11,91,494,60
Beta_1.0,u_118,62,218,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,5,0,0,2,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,2,1,0,2,0,1,1,2,9,69,489,87
Beta_1.0,u_119,70,205,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,2,0,0,4,2,0,3,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,2,0,0,1,2,1,5,1,6,81,525,84
Beta_1.0,u_120,64,239,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,5,0,0,0,1,0,3,0,0,0,3,1,1,0,0,0,0,1,0,0,2,0,1,0,1,1,1,0,1,1,2,0,2,8,81,565,62
Beta_1.0,u_121,49,249,10,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,2,0,2,1,0,0,2,1,0,0,0,0,1,0,0,3,1,0,0,0,0,4,1,0,1,1,0,1,1,1,3,0,3,2,2,5,92,530,66
Beta_1.0,u_122,50,240,9,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,2,2,0,0,5,1,1,1,0,1,4,0,2,1,3,4,103,516,58
Beta_1.0,u_123,59,211,16,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,2,2,1,0,1,1,1,1,3,1,2,7,1,0,0,6,108,492,65
Beta_1.0,u_124,59,234,13,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,2,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,2,1,2,0,3,0,0,0,3,2,1,2,0,2,0,11,113,482,77
Beta_1.0,u_125,71,214,14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,2,2,0,0,0,1,0,1,0,1,1,2,0,0,0,0,0,0,0,1,0,3,0,0,1,2,0,1,1,4,1,0,2,7,119,501,78
Beta_1.0,u_126,67,243,7,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,3,2,3,0,0,2,0,0,0,1,1,0,1,0,1,1,0,0,1,0,2,0,0,0,0,0,2,2,0,2,0,9,117,519,60
Beta_1.0,u_127,60,266,8,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,1,4,1,1,3,0,0,4,0,0,2,1,0,1,2,0,0,1,0,3,0,1,0,0,1,0,0,1,1,0,2,1,3,103,545,56
Beta_1.0,u_128,58,269,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,4,0,1,1,3,1,0,0,5,0,0,0,3,0,1,3,1,0,2,0,3,0,1,3,4,7,91,558,65
Beta_1.0,u_129,48,269,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,1,0,0,2,1,1,4,1,2,1,3,2,0,0,7,2,0,2,2,0,3,0,1,11,107,526,64
Beta_1.0,u_130,56,245,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,2,1,2,0,0,2,2,1,4,2,2,2,3,2,1,5,0,6,106,476,87
Beta_1.0,u_131,74,233,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,3,1,0,2,0,1,1,2,1,0,2,1,1,2,0,6,2,10,90,486,75
Beta_1.0,u_132,64,227,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,1,1,3,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,3,2,0,1,0,1,1,3,1,7,82,501,77
Beta_1.0,u_133,56,233,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,4,0,2,0,0,0,1,0,0,0,3,0,0,2,0,1,1,0,0,0,0,0,0,2,1,0,0,0,2,0,2,2,2,6,74,519,102
Beta_1.0,u_134,61,240,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,2,2,0,0,1,0,0,0,3,0,0,0,0,0,1,0,0,0,1,3,0,2,1,2,0,0,0,2,0,1,1,1,2,6,79,576,71
Beta_1.0,u_135,62,240,11,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,2,0,1,0,3,3,0,6,2,1,1,3,87,549,59
Beta_1.0,u_136,58,236,12,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,2,0,2,1,1,1,3,1,1,0,0,1,2,1,4,9,105,531,55
Beta_1.0,u_137,61,232,13,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,1,0,2,2,0,2,1,2,1,1,3,0,1,3,1,6,112,482,73
Beta_1.0,u_138,57,229,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1,0,4,0,0,1,1,3,1,2,2,1,8,112,496,91
Beta_1.0,u_139,54,234,9,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,2,0,1,1,3,1,3,0,0,11,124,510,77
Beta_1.0,u_140,57,228,10,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,0,2,1,2,0,0,2,0,1,0,0,0,1,2,0,0,0,1,2,0,1,0,0,0,0,1,1,1,0,2,2,6,123,539,64
Beta_1.0,u_141,59,276,5,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,4,1,1,3,0,0,1,1,1,0,3,0,0,2,0,0,1,1,1,1,1,0,0,0,0,2,1,2,1,0,5,105,551,79
Beta_1.0,u_142,53,258,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,4,2,1,1,3,1,0,0,2,1,0,0,3,1,2,3,0,0,2,0,2,3,2,0,12,95,552,64
Beta_1.0,u_143,53,258,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,0,0,0,0,0,0,1,0,0,0,2,2,1,4,5,2,0,2,3,2,2,3,1,0,1,4,0,3,1,7,105,514,68
Beta_1.0,u_144,63,250,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,3,0,1,3,0,1,0,2,2,0,4,9,1,1,5,1,0,4,5,105,509,66
Beta_1.0,u_145,70,241,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,4,1,4,0,0,0,0,0,2,0,0,0,0,0,0,1,1,1,1,1,0,2,1,1,0,1,3,0,0,2,3,0,6,13,94,479,93
Beta_1.0,u_146,59,232,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,5,0,2,0,1,0,1,0,4,1,1,1,0,0,0,1,0,0,0,1,0,0,0,2,0,3,1,0,0,2,2,0,2,3,87,511,82
Beta_1.0,u_147,65,226,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,2,0,0,1,3,1,0,0,2,0,0,0,1,0,0,2,0,0,2,0,5,1,0,1,0,1,0,1,1,0,0,1,0,1,1,3,3,5,75,526,99
Beta_1.0,u_148,70,229,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,3,0,0,0,0,1,0,0,2,0,0,2,0,2,6,0,1,1,1,0,1,3,6,82,573,42
Beta_1.0,u_149,55,246,12,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4,1,0,0,1,2,1,3,1,3,0,3,6,7,87,548,62
Beta_1.0,u_150,50,248,13,1,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,3,1,0,0,2,0,1,3,1,0,3,2,10,111,507,64
Beta_1.0,u_151,50,230,16,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,0,0,1,3,1,0,1,2,1,1,1,2,0,2,0,12,113,498,96
Beta_1.0,u_152,49,225,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,4,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,2,0,2,2,0,1,1,3,1,0,2,8,105,530,65
Beta_1.0,u_153,57,222,12,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,1,0,1,2,0,1,0,0,0,0,0,1,0,0,0,0,1,2,0,0,1,1,2,1,2,0,3,1,8,122,531,65
Beta_1.0,u_154,62,258,8,1,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,2,1,3,0,0,2,0,1,1,1,0,1,0,0,3,0,0,1,1,0,1,0,0,0,1,0,0,0,3,0,1,0,7,122,533,83
Beta_1.0,u_155,51,273,12,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,5,1,1,3,0,0,3,1,0,1,2,0,0,1,3,0,0,2,0,1,2,0,0,0,1,2,1,1,1,7,101,552,73
Beta_1.0,u_156,51,255,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,5,1,0,2,3,0,0,3,0,1,2,3,1,1,0,4,0,2,2,3,2,0,6,94,558,63
Beta_1.0,u_157,59,261,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,3,1,1,5,1,1,2,6,0,0,3,2,0,1,3,1,4,4,100,528,64
Beta_1.0,u_158,74,259,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,1,0,2,1,0,1,0,2,2,1,2,5,2,1,5,0,2,12,96,504,63
Beta_1.0,u_159,62,255,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,4,1,0,0,7,0,0,2,0,0,0,0,0,0,0,1,0,1,2,1,0,1,1,1,1,0,2,0,0,1,2,3,1,14,93,489,87
Beta_1.0,u_160,66,230,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,3,1,2,1,0,2,0,1,0,0,1,4,3,0,0,0,0,1,1,0,0,1,0,1,0,1,1,2,0,1,1,1,1,4,75,533,68
Beta_1.0,u_161,64,209,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,2,0,0,0,1,3,1,0,0,0,0,0,0,2,1,0,0,2,1,1,0,0,2,0,2,5,0,2,0,0,1,1,0,1,0,2,1,3,6,80,559,78
Beta_1.0,u_162,59,236,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,1,2,0,1,1,3,0,3,5,0,1,1,4,8,87,576,50
Beta_1.0,u_163,48,241,12,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,3,4,1,3,0,2,2,4,6,94,541,64
Beta_1.0,u_164,42,233,16,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,2,1,1,1,1,1,1,1,1,1,0,0,0,2,5,9,93,511,82
