Folder_name,File_name,B1_1,B1_2,B1_3,B1_4,B1_5,B1_6,B1_7,B1_8,B1_9,B1_10,B1_11,B1_12,B1_13,B1_14,B1_15,B1_16,B1_17,B1_18,B1_19,B1_20,B1_21,B1_22,B1_23,B1_24,B1_25,B1_26,B1_27,B1_28,B1_29,B1_30,B1_31,B1_32,B1_33,B1_34,B1_35,B2_1,B2_2,B2_3,B2_4,B2_5,B2_6,B2_7,B2_8,B2_9,B2_10,B2_11,B2_12,B2_13,B2_14,B2_15,B2_16,B2_17,B2_18,B2_19,B2_20,B2_21,B2_22,B2_23,B2_24,B2_25,B2_26,B2_27,B2_28,B2_29,B2_30,B2_31,B2_32,B2_33,B2_34,B2_35
Beta_1.8,u_145,26,112,128,116,47,19,0,1,3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,3,0,2,0,0,0,2,5,5,2,4,0,2,9,3,0,5,3,1,2,6,7,3,2,0,4,4,6,3,11,13,11,9,33,63,229,369,203,51,10
Beta_1.8,u_146,29,105,119,130,41,19,3,5,1,1,0,0,1,1,0,1,0,2,0,0,0,3,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,3,5,0,1,3,6,1,3,3,4,5,7,3,0,8,8,8,1,5,6,6,7,14,15,11,21,66,181,350,164,61,25
Beta_1.8,u_147,26,109,109,134,43,13,3,4,2,1,3,3,0,2,2,0,0,1,0,0,0,0,1,0,1,0,3,1,0,0,1,1,1,2,0,0,1,4,3,3,2,1,4,4,2,1,1,3,0,2,3,2,5,8,8,4,4,8,5,9,12,12,18,52,58,220,323,187,85,18
Beta_1.8,u_148,19,107,124,142,67,5,0,0,0,0,4,0,1,0,1,2,0,2,0,0,0,2,1,0,2,0,2,0,2,1,1,1,2,1,0,0,2,2,2,1,0,1,3,3,4,0,2,2,1,2,2,0,5,3,6,4,2,10,5,5,4,9,15,23,99,216,312,217,78,16
Beta_1.8,u_149,24,77,136,148,33,5,4,7,1,0,4,0,1,3,0,1,0,1,4,0,0,2,0,0,1,1,0,1,1,2,0,0,2,2,0,0,1,1,2,2,4,3,3,1,3,4,0,2,1,3,0,3,3,1,4,9,4,3,4,5,9,10,16,33,78,208,324,184,125,9
Beta_1.8,u_150,25,113,111,153,21,14,3,4,2,0,3,0,0,1,0,5,1,0,0,2,0,0,0,1,1,1,1,1,1,0,1,2,2,0,0,0,0,2,3,3,0,0,4,2,1,3,2,1,3,4,0,3,1,6,4,5,4,4,5,10,18,15,20,30,69,220,359,222,89,15
Beta_1.8,u_151,33,93,114,134,32,11,3,1,0,3,1,2,2,1,1,1,1,1,0,0,2,1,0,4,1,0,0,0,0,2,1,2,1,0,0,0,3,0,5,0,1,3,2,0,0,1,3,2,3,2,3,1,2,6,7,5,6,12,12,15,6,7,14,26,73,260,336,221,112,17
Beta_1.8,u_152,41,105,96,134,46,14,5,2,0,1,1,1,2,1,0,2,0,2,0,1,0,0,1,2,0,0,0,2,1,0,1,2,1,0,0,1,2,4,4,2,1,5,2,5,2,5,3,2,6,0,2,2,4,6,6,2,4,5,5,13,11,13,12,26,85,244,349,214,69,20
Beta_1.8,u_153,34,123,111,131,36,9,6,3,0,0,0,3,1,0,0,1,1,0,1,0,0,1,2,2,0,0,1,0,2,0,2,1,0,0,0,0,2,2,7,2,1,0,0,3,0,4,2,2,7,5,6,9,6,12,5,9,8,10,5,5,7,13,13,28,67,241,364,187,79,6
Beta_1.8,u_154,32,121,112,131,43,11,6,5,2,3,0,3,2,0,1,1,0,0,2,0,1,1,2,0,0,0,0,0,0,1,0,2,1,0,0,0,1,5,6,2,3,0,2,0,3,2,8,5,3,0,8,4,2,4,5,6,7,4,9,6,15,12,18,43,64,215,386,165,72,5
Beta_1.8,u_155,32,103,115,141,53,11,2,3,3,2,5,3,0,1,1,1,0,0,0,1,0,0,2,0,1,2,0,0,2,0,0,0,1,2,0,0,1,4,3,5,2,3,1,3,7,3,4,3,0,2,5,3,4,4,5,3,7,8,10,4,7,3,18,29,68,214,317,177,95,25
Beta_1.8,u_156,24,94,108,142,73,8,5,2,0,1,1,1,1,0,1,3,0,0,1,1,0,0,0,0,1,2,1,1,2,0,0,2,2,0,0,0,2,2,2,3,0,0,0,0,2,1,4,1,5,1,3,3,5,7,10,10,5,11,4,6,6,10,15,20,51,209,319,195,104,13
Beta_1.8,u_157,20,100,115,140,53,12,3,1,3,2,0,0,0,1,2,1,0,1,1,0,0,1,0,0,2,1,0,1,1,2,1,0,2,2,0,0,1,0,3,7,5,0,4,2,2,0,2,3,2,1,2,4,1,0,2,5,5,4,8,8,8,10,26,37,66,198,362,186,103,11
Beta_1.8,u_158,25,80,121,151,32,11,5,4,2,1,1,1,1,1,3,1,0,4,0,1,0,0,2,2,0,2,1,2,1,0,0,0,2,0,0,0,2,0,1,5,1,0,1,4,3,2,0,3,4,3,1,3,4,5,5,4,7,8,4,10,10,9,21,32,92,196,327,182,108,35
Beta_1.8,u_159,22,97,109,138,53,12,2,1,2,0,0,3,1,2,0,0,2,1,0,0,0,0,3,2,1,0,0,0,2,1,3,0,2,1,1,0,0,0,1,2,2,1,0,4,0,5,1,1,6,3,0,0,2,4,4,5,3,8,2,15,8,18,22,43,67,255,353,184,78,18
Beta_1.8,u_160,32,111,86,129,47,13,6,4,0,0,0,5,0,2,0,0,0,1,2,0,1,2,1,2,0,1,0,1,0,0,0,1,0,1,0,0,1,3,2,1,0,4,2,0,1,0,1,0,2,3,1,0,0,4,6,9,14,9,14,8,13,11,17,24,103,261,338,190,77,11
Beta_1.8,u_161,30,104,105,125,34,9,1,3,3,2,4,2,2,1,2,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,1,1,2,2,0,0,0,2,3,4,2,1,2,0,5,2,1,2,4,1,5,9,5,2,7,2,4,5,5,10,7,8,9,38,95,246,331,221,90,8
Beta_1.8,u_162,34,105,106,134,43,16,15,1,0,0,2,0,1,0,1,0,0,0,1,0,2,0,1,0,2,1,0,2,2,0,0,1,0,0,0,0,1,2,5,1,1,1,3,4,0,1,3,2,2,8,1,5,7,5,0,10,8,3,8,10,8,11,19,25,86,214,317,226,73,12
Beta_1.8,u_163,28,117,90,118,55,5,7,2,3,2,1,2,0,3,1,0,2,0,1,1,0,0,1,1,0,0,0,0,1,2,0,1,2,0,0,0,4,4,4,3,4,1,2,3,4,2,0,1,1,6,3,8,5,8,0,3,4,5,3,9,11,5,16,32,63,217,347,204,76,17
Beta_1.8,u_164,20,114,97,152,64,16,8,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,2,1,0,0,1,0,1,1,0,0,0,5,0,2,4,1,2,2,4,2,5,5,1,5,3,4,5,3,8,5,2,3,3,6,9,13,17,32,73,193,360,190,85,28
Beta_1.8,u_165,23,99,106,117,49,11,5,4,2,0,1,1,2,0,3,1,1,0,0,0,1,0,1,0,1,0,1,1,0,1,1,1,1,0,0,0,1,0,4,1,0,3,0,4,2,0,1,8,4,3,6,4,1,5,7,6,6,9,5,9,5,5,25,47,58,177,345,185,97,16
Beta_1.8,u_166,23,96,119,138,39,10,1,2,0,2,3,2,0,0,0,1,0,0,1,1,1,0,3,1,0,0,0,1,1,2,2,0,0,2,0,0,1,4,2,5,3,1,3,1,0,2,2,1,1,3,1,3,5,2,9,4,6,8,7,6,24,27,23,25,64,230,332,164,83,19
Beta_1.8,u_167,26,93,137,144,25,12,4,2,3,0,0,0,2,3,0,2,1,1,0,4,0,1,0,0,0,0,1,2,3,0,2,1,0,0,0,0,0,1,3,2,5,1,7,0,3,2,3,0,0,3,6,0,3,3,4,3,5,9,6,8,20,15,19,27,95,203,306,202,89,21
Beta_1.8,u_168,36,82,118,135,44,12,5,2,2,0,0,1,0,1,0,0,2,2,4,1,1,0,1,1,0,0,0,1,1,0,0,1,1,2,0,0,2,1,3,4,1,2,0,1,1,5,1,1,1,10,5,0,3,5,1,7,3,4,8,10,14,6,21,43,120,210,300,217,101,13
Beta_1.8,u_169,18,108,111,135,28,7,8,6,4,3,1,0,1,0,1,0,0,0,2,0,0,1,1,0,1,0,2,0,0,0,0,1,0,0,0,0,1,3,3,0,2,0,1,0,0,0,2,6,3,1,1,5,0,1,2,3,5,6,7,10,22,26,25,34,74,223,351,233,75,17
Beta_1.8,u_170,26,87,120,137,36,8,4,1,1,0,2,2,0,1,0,1,3,0,0,0,0,0,1,1,0,1,1,0,1,0,2,1,1,0,0,0,2,2,2,2,1,2,3,2,2,0,1,2,1,0,0,2,6,0,7,3,7,7,12,18,11,13,26,30,62,208,377,223,96,10
Beta_1.8,u_171,27,104,82,160,43,19,5,1,1,0,0,1,1,0,0,1,1,0,1,1,1,1,0,4,1,0,1,1,2,1,0,0,2,0,0,0,5,5,1,2,2,3,5,1,2,1,6,4,2,2,4,2,5,3,4,3,6,5,7,8,7,6,22,37,53,231,334,199,111,18
Beta_1.8,u_172,27,122,102,126,54,14,5,2,0,2,1,2,1,2,0,1,1,1,0,2,0,1,0,1,0,3,0,0,1,0,0,0,2,0,0,0,0,1,5,1,4,1,6,1,2,2,3,1,5,4,3,5,6,7,6,8,7,6,13,6,6,10,17,33,80,217,347,179,85,11
Beta_1.8,u_173,24,107,110,132,26,11,10,3,3,2,0,0,1,0,1,1,0,1,1,0,0,0,0,1,2,0,0,1,2,0,1,1,2,0,0,0,1,2,2,1,2,1,2,2,0,4,2,2,3,8,2,7,5,3,7,7,2,4,4,10,12,15,33,37,68,237,368,168,64,5
Beta_1.8,u_174,31,103,108,135,34,6,5,4,5,1,1,2,2,0,0,0,2,0,1,1,1,0,0,1,2,0,0,1,0,1,0,0,1,0,1,0,2,1,4,1,0,0,1,1,2,3,3,2,4,4,5,6,5,2,5,3,8,6,6,12,13,8,20,41,80,182,343,139,74,23
Beta_1.8,u_175,31,106,118,137,50,8,6,3,3,1,0,0,3,2,0,1,2,1,1,1,0,0,1,0,0,0,1,2,1,5,0,2,1,1,0,0,2,2,4,5,3,1,4,1,1,0,3,3,2,1,1,4,3,7,6,12,5,6,10,8,10,17,18,40,74,188,320,162,74,16
Beta_1.8,u_176,20,93,110,149,59,14,3,1,2,0,1,0,0,0,2,0,1,1,1,4,1,1,3,0,0,0,3,1,2,0,0,3,2,0,0,1,1,2,0,7,3,1,3,2,7,2,1,3,2,4,5,2,2,5,4,1,2,8,18,12,10,8,22,31,87,201,324,174,102,9
Beta_1.8,u_177,22,81,112,164,34,16,5,0,3,5,3,3,0,1,2,2,0,1,2,0,0,0,2,2,1,1,2,0,0,1,1,0,1,2,0,0,1,4,3,2,2,1,0,5,3,3,0,2,6,3,2,2,2,4,3,3,6,5,11,7,15,17,18,32,62,186,330,211,103,16
Beta_1.8,u_178,17,105,113,116,34,15,6,8,2,2,2,3,0,1,2,1,0,0,0,0,0,2,1,0,0,1,3,0,1,1,0,0,0,0,0,0,0,4,4,2,0,1,0,2,1,0,2,4,3,6,2,3,3,3,1,7,6,4,10,15,8,14,23,32,54,203,346,224,86,27
Beta_1.8,u_179,28,106,89,125,37,7,4,4,2,2,1,0,1,1,0,4,3,1,1,1,0,1,0,0,0,0,2,0,0,1,1,1,2,0,0,0,3,2,1,2,5,1,3,0,2,2,0,1,3,1,1,0,1,7,2,4,7,18,15,19,15,14,15,31,78,222,339,205,80,32
Beta_1.8,u_180,37,97,95,138,45,9,5,1,2,2,1,0,0,0,0,1,1,0,0,1,0,0,0,2,0,1,1,1,0,1,0,1,2,0,0,0,5,5,6,2,2,4,5,0,4,2,2,0,1,2,6,4,5,10,6,6,4,9,9,7,4,11,15,34,90,245,371,192,53,15
Beta_1.8,u_181,37,108,102,128,35,8,6,2,1,1,2,1,2,1,1,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,2,1,0,0,0,0,3,3,7,0,3,5,3,3,9,4,4,3,3,6,6,6,6,4,5,5,6,9,4,10,9,21,40,94,211,337,175,56,12
Beta_1.8,u_182,31,118,108,125,38,15,1,1,2,2,1,0,0,0,1,2,0,0,1,0,1,0,1,1,0,0,0,0,3,1,1,0,0,2,0,0,1,4,5,1,1,3,2,0,6,2,3,0,7,2,2,3,3,6,2,14,16,6,7,14,14,18,33,39,83,198,325,174,60,15
Beta_1.8,u_183,30,89,118,153,47,20,2,1,2,3,1,2,1,1,0,0,0,1,2,0,1,0,1,1,0,2,1,0,0,0,0,1,0,3,0,0,3,4,3,1,5,0,6,3,2,2,3,7,2,3,6,1,7,3,5,3,5,6,6,17,17,16,9,33,68,204,305,171,76,9
Beta_1.8,u_184,15,99,120,144,51,14,7,1,3,3,2,0,1,4,0,2,0,1,0,0,0,1,0,0,0,1,2,2,3,0,0,0,2,2,0,0,1,2,1,3,3,1,2,3,6,1,1,3,4,2,5,7,2,7,6,5,9,9,14,12,6,4,17,16,70,193,310,146,95,35
Beta_1.8,u_185,22,97,106,117,35,16,3,0,0,2,1,0,0,3,1,1,3,0,1,1,1,0,0,1,2,2,2,2,1,2,2,1,1,0,0,0,2,2,2,1,1,1,3,0,0,3,5,2,3,5,0,1,6,1,14,4,6,2,8,7,18,9,25,30,59,189,330,192,123,18
Beta_1.8,u_186,14,96,122,122,34,11,6,5,6,3,3,1,2,2,3,2,2,0,0,3,1,0,1,1,0,1,1,0,1,0,2,0,1,0,0,1,1,5,2,2,3,3,5,0,1,1,1,1,0,4,2,1,2,4,5,4,6,9,11,10,10,7,13,31,75,204,330,189,73,25
Beta_1.8,u_187,27,82,110,140,39,9,2,4,1,1,1,3,4,1,0,2,0,1,0,0,2,1,1,1,0,0,1,1,1,2,3,1,0,0,0,0,1,2,3,2,3,2,3,1,3,3,3,1,1,1,4,2,9,3,2,4,4,7,9,10,7,12,18,41,70,247,349,217,63,8
Beta_1.8,u_188,43,85,98,117,47,12,6,1,0,1,2,0,0,2,0,2,0,2,1,4,1,0,1,1,0,0,0,0,0,0,1,2,1,0,0,0,2,2,0,1,1,3,6,0,1,1,0,2,0,1,3,3,2,2,2,5,14,10,11,17,11,8,20,43,114,212,323,202,76,9
Beta_1.8,u_189,35,113,90,120,27,6,2,10,4,1,1,1,0,1,0,0,0,0,0,0,0,2,0,0,2,0,1,0,1,1,1,1,0,1,0,0,0,5,6,6,3,2,3,2,2,2,1,7,3,3,0,1,6,6,8,2,6,5,6,2,7,23,33,54,82,201,316,223,75,15
Beta_1.8,u_190,35,107,121,141,38,11,5,3,1,3,4,3,0,2,0,1,1,1,0,2,0,1,1,0,0,1,0,1,2,0,0,1,1,1,0,0,6,1,4,2,2,6,5,3,1,1,5,5,5,7,2,6,5,4,2,9,2,13,12,7,19,15,30,25,60,189,307,196,80,6
Beta_1.8,u_191,23,120,95,127,50,7,6,4,3,2,0,3,0,3,1,2,0,2,1,0,0,1,1,0,1,0,0,1,0,3,0,1,0,0,0,0,7,2,5,4,0,3,3,4,6,3,3,2,1,3,2,7,3,7,9,4,13,6,11,10,20,18,15,33,66,213,348,182,70,14
Beta_1.8,u_192,26,99,105,150,61,21,7,4,1,0,1,2,0,2,0,1,0,1,1,2,3,0,0,1,0,0,1,1,2,0,1,1,0,0,0,0,4,2,4,2,3,6,2,3,6,5,4,1,2,1,2,3,7,9,7,10,7,6,4,9,10,14,11,37,77,197,294,213,73,14
Beta_1.8,u_193,26,103,111,135,36,21,11,5,2,4,1,2,2,0,0,0,0,2,1,1,2,0,0,1,0,0,0,0,1,1,1,0,1,2,0,0,2,3,2,1,1,0,0,2,3,2,1,5,3,5,6,8,4,4,8,15,9,5,5,6,9,14,17,29,66,174,352,150,112,18
Beta_1.8,u_194,25,102,115,137,32,7,1,5,3,3,3,2,0,0,1,1,0,0,1,2,0,2,0,0,0,2,3,2,1,1,0,2,0,0,1,0,2,3,0,5,1,1,1,1,4,2,1,2,3,3,3,1,3,3,5,2,3,11,14,12,20,13,18,37,62,228,337,183,80,10
Beta_1.8,u_195,22,94,119,125,40,13,6,2,2,3,5,2,2,1,0,2,3,2,1,1,0,0,1,1,1,1,3,2,0,3,1,1,0,2,0,0,2,3,6,5,0,3,0,0,3,1,1,1,1,4,1,2,3,6,5,11,9,6,9,10,18,14,22,26,83,225,291,214,92,16
Beta_1.8,u_196,29,85,103,124,49,13,13,2,6,0,0,1,4,3,1,0,1,0,1,2,2,1,1,0,1,2,0,2,1,0,1,2,1,1,0,0,2,1,1,2,1,3,6,4,3,6,5,2,2,0,7,4,0,2,2,3,7,6,9,4,9,14,27,48,95,181,330,203,83,14
Beta_1.8,u_197,27,107,108,125,36,4,3,2,1,4,1,1,1,2,0,0,0,2,1,1,1,0,2,1,0,1,3,0,0,1,0,0,0,0,0,1,0,1,3,2,2,2,1,1,0,0,2,2,2,5,4,0,6,13,8,8,10,6,7,6,16,20,26,61,84,207,337,196,51,16
Beta_1.8,u_198,28,116,107,125,35,6,3,5,2,2,1,1,2,1,2,1,0,2,0,0,1,0,0,0,0,0,1,1,2,0,1,0,2,3,0,1,1,5,1,3,2,6,0,4,5,2,4,1,2,2,1,2,8,3,2,4,0,13,13,15,22,15,32,46,87,209,297,184,86,6
Beta_1.8,u_199,35,102,92,147,37,15,3,3,3,3,1,2,4,1,0,0,2,1,0,1,0,1,0,1,1,2,1,0,0,0,0,0,1,0,0,1,4,1,4,7,4,1,4,5,2,3,2,3,3,2,4,7,5,10,8,22,12,3,5,4,7,11,24,36,81,200,327,152,99,16
Beta_1.8,u_200,27,126,88,138,39,25,21,1,1,1,1,1,1,3,2,3,1,0,0,0,0,0,0,2,1,0,0,1,2,0,0,2,2,0,0,0,1,2,5,8,3,3,1,0,1,1,4,6,6,1,3,8,10,10,8,9,8,6,7,11,12,15,10,30,96,213,346,193,57,13
Beta_1.8,u_201,26,101,127,141,37,18,6,4,2,6,1,0,0,1,1,0,0,1,1,0,1,1,0,2,2,0,0,0,1,0,1,0,0,0,0,0,2,2,5,5,2,4,2,1,1,1,0,3,4,7,8,1,5,3,2,4,6,13,11,14,13,24,19,29,68,225,325,160,67,24
Beta_1.8,u_202,29,104,96,143,40,20,4,4,1,3,4,1,3,1,2,0,0,0,2,0,1,0,0,0,1,0,0,1,1,2,2,1,1,1,0,0,2,3,1,0,4,1,2,0,1,5,5,5,4,7,3,7,6,4,3,5,2,6,13,14,14,11,13,28,67,200,282,208,95,3
Beta_1.8,u_203,15,113,92,142,49,15,5,3,1,2,6,2,2,0,1,0,2,2,3,0,0,1,0,4,1,1,0,1,1,0,3,1,3,1,0,0,0,4,1,3,5,1,1,2,3,1,0,5,3,3,0,2,7,1,7,7,11,13,7,8,17,17,24,37,58,163,316,177,97,19
Beta_1.8,u_204,25,98,89,125,45,18,5,4,1,0,2,0,4,1,1,0,3,5,0,0,1,1,0,4,2,1,0,1,2,0,1,0,5,1,0,0,3,3,6,0,2,1,0,2,0,3,1,2,1,4,6,6,2,5,7,9,9,11,16,11,11,20,24,43,80,186,319,162,117,9
Beta_1.8,u_205,28,94,106,141,39,4,6,3,0,2,2,1,4,2,2,1,1,1,1,1,1,1,1,0,2,2,1,0,4,0,0,0,0,3,0,0,2,1,1,3,8,7,6,3,3,4,1,3,1,3,4,4,1,3,3,3,5,4,9,16,17,17,15,42,92,183,314,174,94,14
Beta_1.8,u_206,33,99,112,110,35,8,5,2,2,4,1,0,1,0,1,2,1,2,1,2,1,0,0,0,0,1,3,2,1,2,1,0,0,2,0,0,0,5,2,6,2,1,1,1,2,1,2,4,2,7,8,9,4,8,3,12,5,7,7,11,11,10,25,41,67,187,354,184,87,16
Beta_1.8,u_207,33,107,104,112,22,11,9,3,3,1,1,0,1,1,3,1,0,2,1,0,1,2,0,0,1,0,1,1,0,0,2,0,0,0,0,1,0,0,3,3,3,0,2,1,2,3,1,4,4,1,6,5,3,3,7,9,3,4,11,18,28,15,38,43,86,229,284,170,48,8
Beta_1.8,u_208,28,110,96,123,35,18,4,7,4,3,1,2,0,2,0,1,1,0,1,1,0,2,0,0,0,0,0,2,3,2,0,1,0,1,0,0,3,7,2,7,3,4,3,4,0,1,0,5,4,3,7,5,4,5,4,8,9,17,8,16,4,10,17,28,94,211,322,188,84,15
Beta_1.8,u_209,30,104,94,132,40,19,6,2,7,0,2,0,0,1,0,2,3,2,3,3,0,0,2,0,0,1,0,0,0,1,1,0,3,0,0,0,2,6,0,4,1,6,2,1,6,6,6,3,6,7,3,8,4,9,3,3,2,6,12,7,15,6,9,37,63,200,300,222,85,8
Beta_1.8,u_210,30,109,104,130,25,10,9,2,4,3,0,1,2,1,1,0,1,0,0,1,1,0,0,1,2,0,0,0,1,0,3,0,1,0,0,0,1,2,3,6,1,4,0,6,3,0,1,2,7,4,4,5,4,4,6,9,7,4,6,9,12,20,30,34,67,192,323,174,64,16
Beta_1.8,u_211,34,91,103,139,41,19,3,2,1,4,2,0,1,2,1,1,0,0,3,0,3,0,1,0,0,0,0,1,0,0,1,0,2,0,0,0,0,2,4,3,1,3,4,5,1,2,1,3,4,6,5,5,7,7,6,2,0,3,15,19,20,13,25,26,67,180,333,166,89,10
Beta_1.8,u_212,23,119,95,113,42,15,5,4,2,4,2,1,1,0,0,0,0,1,1,0,1,1,1,0,2,0,1,1,1,0,0,1,1,2,0,0,3,2,1,1,3,3,4,4,0,2,2,4,4,5,1,4,5,7,10,9,14,7,8,8,18,16,12,37,82,172,325,147,124,25
Beta_1.8,u_213,36,116,96,116,23,14,7,3,0,4,2,0,1,1,0,0,0,1,2,1,1,1,1,0,2,0,0,2,1,0,1,0,2,0,1,0,1,3,4,3,0,1,3,1,5,1,2,2,2,3,6,2,3,4,3,4,6,4,10,18,7,21,22,39,75,194,297,213,101,14
Beta_1.8,u_214,33,90,144,129,25,7,4,2,1,2,3,2,3,1,1,0,2,1,0,1,1,1,0,0,2,0,0,1,1,0,1,0,1,2,0,0,2,4,2,8,8,5,2,0,1,0,1,2,1,4,2,3,2,1,7,8,5,5,8,13,13,17,16,45,67,202,324,173,89,25
Beta_1.8,u_215,27,106,98,151,37,8,2,5,1,2,1,2,1,2,0,0,0,2,0,0,0,1,1,1,0,1,1,2,0,0,1,2,1,0,0,1,1,2,2,1,3,5,7,2,1,5,2,10,4,4,7,4,9,4,0,2,11,8,7,9,11,13,20,37,66,194,312,169,106,9
Beta_1.8,u_216,32,101,115,126,35,8,6,3,1,3,1,4,0,1,0,1,0,2,1,0,0,2,1,1,2,0,2,4,0,0,1,0,0,1,0,0,1,0,1,4,1,3,2,1,1,1,2,2,4,4,3,3,3,8,6,1,10,11,12,13,8,11,23,44,76,162,312,219,102,15
Beta_1.8,u_217,29,101,92,114,36,11,6,4,2,2,1,1,3,0,1,1,3,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,3,0,0,4,0,2,3,1,2,2,3,1,2,1,5,2,2,3,2,6,2,2,7,3,8,6,8,12,16,10,32,76,158,341,214,95,16
Beta_1.8,u_218,35,87,100,140,34,8,5,0,2,1,0,0,0,0,0,2,2,1,0,1,2,1,0,0,1,1,1,2,1,0,0,2,0,2,0,0,2,4,4,2,3,7,1,2,5,6,5,3,3,4,5,2,3,3,6,2,9,4,7,4,12,7,8,24,57,186,324,197,90,31
Beta_1.8,u_219,36,93,115,113,30,16,6,2,2,1,3,0,1,1,2,0,0,3,0,0,1,0,0,2,0,1,0,1,1,0,1,1,3,0,0,1,5,2,3,5,2,1,0,3,4,2,4,3,4,5,11,9,1,8,4,5,11,10,2,5,9,12,10,29,60,251,341,154,83,28
Beta_1.8,u_220,30,92,113,147,35,13,4,6,4,1,1,0,2,0,1,0,0,1,2,0,0,1,3,0,1,1,1,0,0,0,1,1,0,1,0,0,4,7,3,0,3,5,5,3,0,3,2,4,2,2,4,3,9,7,4,3,2,13,10,13,13,25,16,25,94,236,312,151,67,17
Beta_1.8,u_221,31,93,123,122,31,12,2,6,1,0,6,1,2,0,0,1,0,2,0,0,0,0,1,2,1,2,1,0,1,1,1,0,1,0,0,0,0,3,3,1,0,2,3,0,4,3,1,5,2,5,2,4,4,6,5,12,9,12,6,12,10,10,14,33,59,185,336,165,96,23
Beta_1.8,u_222,27,105,115,133,38,5,2,1,1,0,2,0,1,2,2,0,1,1,1,0,1,0,1,0,1,0,1,0,2,2,1,3,1,1,0,0,2,5,3,3,2,2,3,0,3,2,3,1,0,5,2,0,2,2,4,11,7,3,10,9,7,11,19,44,61,193,310,204,96,19
Beta_1.8,u_223,25,74,123,113,57,9,6,3,6,0,2,0,0,1,3,0,0,0,1,0,1,2,2,1,1,2,1,2,0,0,5,0,1,0,0,0,5,2,7,3,1,1,1,0,0,4,1,2,4,4,2,2,4,2,1,2,5,7,4,6,9,31,24,22,77,171,336,204,89,25
Beta_1.8,u_224,26,81,120,138,58,11,0,0,4,3,0,5,1,2,0,1,1,2,1,1,1,1,0,0,1,0,1,1,1,2,0,3,1,2,1,1,1,1,3,0,2,2,6,3,1,2,3,5,4,3,2,5,1,1,5,4,3,10,10,12,12,16,22,37,76,153,335,210,78,21
Beta_1.8,u_225,34,94,103,120,33,10,9,4,1,1,1,0,1,2,2,2,2,2,1,2,0,2,1,0,4,1,2,2,1,1,2,0,0,0,0,1,2,2,1,1,0,1,1,1,2,2,1,4,1,0,4,4,8,5,5,9,12,6,14,6,2,8,17,47,58,203,356,189,94,25
Beta_1.8,u_226,35,95,117,114,33,10,5,3,1,0,2,2,1,1,2,2,1,2,0,2,0,1,0,0,0,0,0,0,0,0,1,1,3,0,1,1,2,2,2,2,4,1,1,3,1,3,2,3,5,1,2,3,3,2,7,6,2,7,5,11,5,14,23,35,99,201,304,195,89,13
Beta_1.8,u_227,44,98,95,142,33,19,4,5,2,0,2,1,0,1,0,0,0,0,0,0,2,1,0,1,2,0,0,1,0,1,0,2,2,1,0,1,4,6,3,8,3,0,2,4,4,2,1,3,1,3,5,2,4,6,6,6,1,3,6,4,7,16,15,34,78,222,358,155,91,23
Beta_1.8,u_228,35,106,103,145,39,12,6,5,2,2,1,1,1,1,1,0,1,2,2,0,1,0,2,2,1,0,1,1,0,1,0,0,2,2,0,1,0,4,7,3,1,2,5,6,2,1,3,7,7,3,7,2,2,4,8,7,6,3,6,5,8,12,17,32,76,222,347,174,78,9
Beta_1.8,u_229,29,100,105,138,50,25,5,2,3,2,3,1,2,0,1,1,1,0,1,1,0,0,0,1,2,0,2,1,0,0,0,0,0,1,0,0,1,5,4,2,2,2,3,0,2,6,7,6,3,2,0,4,4,5,9,9,8,9,11,10,7,13,24,41,70,204,330,194,62,24
Beta_1.8,u_230,33,96,99,146,27,17,10,3,3,0,0,1,2,3,2,0,1,2,1,0,0,0,0,0,0,1,0,0,0,2,1,4,1,0,0,0,0,2,1,4,1,1,7,6,3,1,3,5,1,6,4,1,6,10,4,4,11,15,6,3,5,27,21,28,67,176,301,203,80,24
Beta_1.8,u_231,24,98,101,135,37,9,3,7,4,1,1,0,0,1,1,0,0,0,0,3,2,0,1,3,0,0,1,1,0,0,0,1,4,3,0,0,3,2,0,1,3,8,2,0,1,1,4,3,2,1,1,5,4,9,4,5,6,2,2,8,12,19,30,29,74,191,356,153,90,27
Beta_1.8,u_232,44,87,109,127,49,14,6,4,3,3,0,1,0,3,1,0,0,1,1,0,1,1,2,1,1,2,1,3,0,2,0,0,1,1,0,0,1,4,3,1,3,8,1,2,0,1,2,0,0,1,3,7,3,2,4,5,5,5,7,12,15,22,12,39,87,231,333,174,96,22
Beta_1.8,u_233,19,109,124,115,36,13,3,5,1,0,2,2,0,1,2,4,0,0,2,0,0,0,0,0,1,2,1,1,2,4,2,1,0,0,0,0,0,3,4,8,3,2,3,2,3,2,0,0,0,3,2,4,6,2,5,3,2,9,10,5,9,12,33,44,89,219,337,174,85,19
