Folder_name,File_name,B1_1,B1_2,B1_3,B1_4,B1_5,B1_6,B1_7,B1_8,B1_9,B1_10,B1_11,B1_12,B1_13,B1_14,B1_15,B1_16,B1_17,B1_18,B1_19,B1_20,B1_21,B1_22,B1_23,B1_24,B1_25,B1_26,B1_27,B1_28,B1_29,B1_30,B1_31,B1_32,B1_33,B1_34,B1_35,B1_36,B1_37,B1_38,B1_39,B1_40,B1_41,B1_42,B1_43,B1_44,B1_45,B1_46,B1_47,B2_1,B2_2,B2_3,B2_4,B2_5,B2_6,B2_7,B2_8,B2_9,B2_10,B2_11,B2_12,B2_13,B2_14,B2_15,B2_16,B2_17,B2_18,B2_19,B2_20,B2_21,B2_22,B2_23,B2_24,B2_25,B2_26,B2_27,B2_28,B2_29,B2_30,B2_31,B2_32,B2_33,B2_34,B2_35,B2_36,B2_37,B2_38,B2_39,B2_40,B2_41,B2_42,B2_43,B2_44,B2_45,B2_46,B2_47
Beta_1.2,u_103,20,80,287,18,1,0,2,1,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,1,3,5,1,0,5,0,0,1,1,0,0,0,0,1,1,0,0,2,1,1,2,0,0,6,3,4,4,2,0,2,4,0,2,0,0,1,1,1,3,4,27,199,469,97,11
Beta_1.2,u_104,24,69,296,19,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,3,0,0,0,0,0,1,0,1,2,3,1,0,0,7,1,0,0,3,5,1,1,0,0,2,0,2,1,2,2,1,1,0,0,4,2,7,2,1,5,28,182,454,119,16
Beta_1.2,u_105,27,61,277,22,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,1,1,0,0,2,0,0,3,6,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,2,1,1,1,2,4,1,0,0,1,7,2,0,1,4,2,2,0,0,2,0,3,1,5,27,159,469,131,13
Beta_1.2,u_106,29,61,264,28,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,2,0,0,0,0,2,1,0,1,1,2,0,0,2,0,1,1,4,2,0,1,0,1,0,0,2,0,0,0,2,1,1,1,0,1,1,0,0,2,0,0,3,5,3,0,0,7,3,1,7,29,134,470,173,13
Beta_1.2,u_107,24,69,270,24,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,3,2,1,3,0,0,0,0,1,1,0,0,1,0,3,0,1,0,1,5,2,1,2,1,0,1,0,2,0,0,0,0,2,1,2,0,0,2,1,2,2,30,122,558,149,14
Beta_1.2,u_108,22,70,283,34,0,0,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,3,4,1,0,1,0,1,0,0,0,0,1,6,0,1,0,0,1,0,2,0,0,1,1,0,1,2,1,1,1,1,6,1,2,1,1,1,1,4,2,4,21,149,563,140,14
Beta_1.2,u_109,24,65,263,24,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,2,3,1,0,0,1,0,3,0,0,1,0,1,0,0,0,2,0,0,0,0,0,1,1,5,0,3,1,1,2,1,2,0,1,1,3,5,1,3,4,12,28,147,575,126,9
Beta_1.2,u_110,28,67,248,30,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,4,0,1,1,0,0,0,2,0,0,1,0,0,1,0,0,2,1,0,0,1,0,0,3,1,0,0,3,3,1,2,0,1,4,6,1,2,1,4,6,18,169,553,106,17
Beta_1.2,u_111,24,77,243,30,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,4,4,1,4,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,2,0,0,2,1,0,0,2,0,0,3,1,0,0,4,1,4,0,0,4,3,8,21,160,535,121,7
Beta_1.2,u_112,30,83,217,22,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,2,0,0,0,1,5,6,0,0,0,1,0,1,0,0,0,6,3,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,2,0,1,0,1,3,0,1,7,3,26,188,503,103,11
Beta_1.2,u_113,31,103,257,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,3,0,1,0,0,1,1,2,0,5,5,2,0,2,0,0,0,1,0,0,0,1,0,0,0,0,1,0,2,4,1,0,0,0,1,0,2,1,1,2,2,0,1,3,1,1,7,22,181,492,115,8
Beta_1.2,u_114,24,87,272,15,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,2,0,2,2,2,0,1,0,0,0,0,0,1,0,2,3,2,5,1,0,2,2,0,0,0,0,0,0,0,0,2,1,0,3,0,2,2,6,2,2,1,1,2,4,32,185,495,100,11
Beta_1.2,u_115,22,84,281,21,0,1,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,2,3,4,0,5,1,1,0,0,0,0,0,1,0,0,0,1,0,1,4,0,0,2,2,4,4,4,3,1,3,0,0,3,1,1,0,0,2,1,0,7,35,180,486,87,9
Beta_1.2,u_116,25,73,277,25,1,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,2,0,0,0,0,0,1,1,3,2,1,0,0,6,2,2,1,3,1,3,1,0,1,1,0,2,2,1,1,1,2,1,0,3,3,6,1,1,3,2,27,185,467,112,20
Beta_1.2,u_117,26,63,289,33,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,2,0,0,2,0,0,3,5,1,1,0,0,0,0,0,0,1,0,0,0,1,0,2,1,0,2,5,3,1,0,0,6,1,4,0,0,3,5,1,0,1,1,0,4,1,2,8,25,165,468,136,12
Beta_1.2,u_118,28,64,269,31,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,2,0,0,0,0,2,0,0,1,2,0,1,1,2,1,3,2,2,1,0,1,0,0,1,0,0,0,1,3,2,0,1,0,1,1,1,0,1,0,1,6,2,2,1,8,4,1,2,7,28,144,480,139,13
Beta_1.2,u_119,22,74,278,22,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,1,0,0,0,2,0,0,4,1,4,1,0,0,0,1,0,2,0,1,1,1,0,3,1,0,5,3,1,1,1,1,1,0,1,1,0,0,0,0,3,1,1,0,1,0,3,2,7,29,134,543,136,15
Beta_1.2,u_120,22,70,284,28,0,0,0,0,0,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,2,1,5,0,1,0,1,0,0,0,0,1,5,1,1,0,0,1,0,1,1,1,0,1,1,3,0,0,2,2,1,6,2,1,1,0,1,1,3,1,2,2,30,139,571,129,18
Beta_1.2,u_121,25,57,280,29,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,2,3,1,0,1,0,3,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,5,1,0,2,0,1,2,1,4,1,0,1,0,3,4,4,2,6,10,23,148,576,132,7
Beta_1.2,u_122,24,62,250,28,0,0,1,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,3,3,0,2,0,0,0,2,0,0,1,0,0,1,0,0,3,0,0,0,1,0,1,1,0,1,1,2,1,2,2,3,0,3,6,2,3,0,3,2,7,23,159,555,111,11
Beta_1.2,u_123,22,82,236,20,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,3,1,4,5,1,0,0,0,1,0,0,0,2,1,0,0,0,0,1,2,1,0,1,0,1,3,0,0,0,3,0,0,2,1,0,4,3,0,3,2,3,6,22,165,536,112,7
Beta_1.2,u_124,32,82,234,27,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,2,0,0,0,4,5,0,0,1,0,0,0,0,1,4,3,1,1,0,0,0,1,0,0,0,0,0,5,1,0,0,0,0,1,2,0,0,1,1,2,0,1,4,3,7,20,184,518,105,14
Beta_1.2,u_125,30,103,249,12,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,3,1,0,0,0,2,2,2,4,6,1,2,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,5,1,0,0,0,0,0,2,2,0,2,0,7,2,1,0,1,3,7,18,195,493,132,10
Beta_1.2,u_126,23,87,273,17,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,2,0,1,1,2,1,0,0,0,0,0,1,0,2,2,3,5,1,0,2,1,0,1,0,0,0,0,0,0,1,0,1,1,1,3,2,5,3,0,2,1,2,3,6,34,204,491,112,8
Beta_1.2,u_127,25,72,282,19,0,1,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,2,6,1,5,1,1,0,0,0,0,0,1,0,0,0,0,0,2,1,2,2,2,2,1,6,3,2,2,4,0,1,0,2,2,0,1,1,1,1,0,4,33,181,492,101,9
Beta_1.2,u_128,22,75,294,23,1,1,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,2,0,0,0,1,1,0,4,2,1,0,5,1,1,1,1,3,1,2,0,2,2,0,1,2,0,2,1,2,1,1,1,4,1,7,1,1,3,0,4,27,177,479,106,16
Beta_1.2,u_129,25,66,281,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,2,1,0,0,2,1,3,3,0,1,0,0,0,0,0,2,0,1,0,0,2,1,1,1,1,4,3,2,0,1,6,0,2,1,0,3,2,1,0,3,1,1,3,1,1,3,6,29,180,471,132,7
Beta_1.2,u_130,29,68,281,19,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,0,0,0,2,0,0,2,1,0,2,0,3,1,3,0,2,1,1,0,0,1,0,0,0,0,1,4,0,1,1,2,0,2,1,0,1,4,1,3,0,3,6,3,2,1,3,6,23,150,471,150,10
Beta_1.2,u_131,24,66,277,27,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,4,2,4,0,0,0,1,0,0,0,1,1,2,0,2,2,0,4,1,0,2,0,0,3,0,0,2,0,0,0,1,3,1,0,0,2,2,0,1,3,6,22,125,531,165,12
Beta_1.2,u_132,20,73,270,35,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,2,1,5,1,0,1,0,0,0,1,1,5,1,0,1,0,0,0,1,1,0,0,1,0,3,1,0,2,1,1,6,1,0,2,0,1,0,2,0,2,1,9,17,151,547,128,19
Beta_1.2,u_133,27,64,259,31,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,2,3,1,1,0,3,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,5,1,0,2,0,0,2,2,1,2,2,1,0,3,0,3,6,1,8,8,28,136,577,122,10
Beta_1.2,u_134,26,63,251,28,0,0,0,2,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,3,1,0,0,0,2,0,0,0,1,0,1,0,0,4,0,0,1,0,0,1,1,0,0,2,1,1,2,1,3,1,8,0,1,3,1,4,2,1,4,23,161,560,115,11
Beta_1.2,u_135,22,86,242,26,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,5,5,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,2,0,2,1,0,1,4,0,0,1,0,3,0,2,2,5,1,2,2,5,31,165,525,117,10
Beta_1.2,u_136,34,76,229,24,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,2,0,0,1,3,5,0,0,1,0,0,0,1,3,3,1,0,1,1,0,1,0,0,0,0,2,2,0,1,0,0,0,2,0,1,0,1,1,2,0,0,5,2,2,6,20,179,526,114,16
Beta_1.2,u_137,31,94,243,20,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,3,0,1,0,1,2,3,1,6,1,3,0,0,0,0,0,0,0,2,0,0,0,0,1,1,2,3,1,0,0,0,0,0,1,1,1,2,2,5,1,1,0,1,2,2,1,20,198,492,120,10
Beta_1.2,u_138,21,91,265,19,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,2,0,0,3,1,0,0,0,0,0,1,2,2,1,6,1,0,2,0,0,1,0,1,0,0,0,1,0,0,0,0,2,1,2,7,2,1,1,0,2,4,3,7,36,194,498,102,10
Beta_1.2,u_139,24,82,289,17,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,2,6,4,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2,3,3,0,6,3,1,4,1,2,0,1,2,0,2,0,3,0,0,1,2,4,31,192,480,107,10
Beta_1.2,u_140,21,76,292,20,0,1,1,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,1,3,0,0,1,0,1,3,3,2,0,5,0,1,0,1,2,1,3,0,2,0,2,0,5,0,1,1,2,1,1,2,2,1,7,2,1,2,1,0,6,28,166,478,113,20
Beta_1.2,u_141,27,63,292,18,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,2,0,0,0,1,2,4,1,0,0,0,0,0,1,1,0,0,1,2,0,0,2,4,2,2,2,0,6,2,0,2,1,2,1,2,1,0,1,0,1,4,1,2,3,0,5,28,169,476,137,7
Beta_1.2,u_142,32,64,276,21,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2,0,0,1,1,0,2,1,2,0,2,1,3,0,1,2,0,2,0,1,0,0,0,0,2,2,1,0,0,1,3,1,0,1,2,4,1,4,0,4,5,2,2,2,3,2,4,22,144,466,130,17
Beta_1.2,u_143,23,67,289,35,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,1,1,1,0,0,4,6,0,0,0,0,1,0,0,1,2,0,0,1,2,1,4,1,0,1,2,0,1,1,1,2,0,0,0,1,1,3,0,1,0,2,1,0,3,3,8,22,138,525,160,6
Beta_1.2,u_144,21,74,286,30,2,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,2,1,5,0,0,0,0,0,0,0,5,0,0,1,1,0,0,1,0,1,1,0,1,2,0,0,3,1,1,2,2,0,4,1,1,0,0,2,0,1,4,7,24,148,544,136,17
Beta_1.2,u_145,25,71,264,33,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,3,3,0,0,2,2,0,1,0,1,0,0,1,0,0,0,0,0,1,1,4,0,1,2,0,0,0,2,1,2,1,1,2,3,0,1,5,1,5,3,8,33,128,569,132,14
Beta_1.2,u_146,28,57,245,27,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,3,3,2,0,0,1,1,0,0,1,1,0,0,0,3,1,0,1,0,0,1,1,0,0,1,1,0,0,2,3,1,7,1,1,3,1,3,1,3,2,2,20,145,561,116,9
Beta_1.2,u_147,24,72,247,28,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,8,1,0,0,1,0,0,0,2,2,0,0,0,0,1,1,0,0,0,2,1,1,1,0,3,2,0,1,1,0,2,0,3,1,3,2,3,1,3,12,16,173,534,109,12
Beta_1.2,u_148,33,79,240,20,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,2,3,4,0,1,0,0,0,1,2,1,1,2,0,0,1,1,1,0,0,0,1,3,1,0,0,1,1,1,0,0,0,1,2,2,0,0,3,2,2,2,6,26,182,519,104,15
Beta_1.2,u_149,26,108,237,14,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,3,1,0,1,2,4,3,3,2,1,1,0,0,0,0,0,1,0,1,0,1,0,1,3,1,1,1,0,0,0,1,0,1,1,1,2,5,0,1,0,1,2,2,1,7,25,182,514,104,16
Beta_1.2,u_150,25,93,263,19,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,3,2,2,3,2,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,2,6,3,1,2,0,1,4,2,5,7,30,178,491,118,9
Beta_1.2,u_151,24,85,282,19,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,2,5,3,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,2,3,2,2,4,2,1,3,1,3,0,2,0,2,1,0,3,0,2,0,2,2,6,30,189,498,92,10
Beta_1.2,u_152,18,79,285,22,0,1,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,2,1,0,0,1,4,0,0,0,1,4,2,2,2,3,0,1,0,0,1,2,2,1,1,1,1,4,1,0,3,1,1,1,0,4,3,0,2,7,2,2,2,0,0,7,23,168,479,124,16
Beta_1.2,u_153,23,68,276,25,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,4,1,0,0,0,0,1,1,0,0,1,0,0,1,2,3,3,3,1,2,4,0,1,3,1,2,2,1,0,2,0,0,2,1,1,3,1,1,4,8,23,181,475,134,6
Beta_1.2,u_154,27,74,283,23,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,2,2,1,0,2,2,0,1,3,0,1,0,1,1,0,0,1,1,1,2,0,0,1,0,1,1,0,2,5,2,4,0,5,1,1,3,2,3,3,1,5,27,149,459,132,17
Beta_1.2,u_155,24,69,300,28,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,1,1,1,1,3,6,0,0,0,1,0,1,0,2,0,0,0,3,0,2,1,1,2,3,0,1,0,1,2,1,0,0,1,1,1,2,2,0,1,0,1,2,4,3,7,34,134,529,163,9
Beta_1.2,u_156,21,67,278,30,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,4,0,0,0,0,0,1,4,0,0,0,1,0,2,0,0,1,1,0,2,1,0,0,2,2,2,0,1,0,3,2,2,0,0,2,0,0,2,3,6,22,140,554,137,17
Beta_1.2,u_157,22,74,261,20,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,3,3,0,0,4,1,0,0,1,0,0,1,0,0,0,0,0,0,5,0,0,1,1,1,0,0,2,0,1,2,2,0,3,1,2,4,2,3,2,3,7,26,147,561,140,19
Beta_1.2,u_158,28,60,261,24,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,4,4,0,0,1,1,0,0,1,1,0,0,0,3,1,1,0,0,1,0,0,0,1,1,1,0,0,0,1,2,8,1,3,1,1,3,1,2,0,4,4,28,141,578,124,7
Beta_1.2,u_159,20,81,242,20,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,7,1,0,1,0,0,0,1,2,0,0,0,1,1,1,0,0,0,1,2,1,0,0,3,1,2,1,1,1,2,0,2,1,2,2,1,3,4,5,5,26,154,568,98,8
Beta_1.2,u_160,36,74,231,15,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,2,0,1,3,4,1,0,0,0,1,2,1,0,1,1,0,2,0,1,0,0,1,2,1,0,0,0,1,1,3,0,0,0,0,3,2,0,0,3,3,2,2,2,8,25,187,519,114,17
Beta_1.2,u_161,27,106,230,14,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,3,0,1,1,2,5,4,2,2,0,0,1,0,0,1,0,0,0,0,2,0,1,3,0,0,1,1,0,0,1,2,0,0,0,2,4,2,0,0,1,1,4,0,0,10,21,183,512,131,10
Beta_1.2,u_162,24,88,269,20,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,1,2,2,2,3,2,2,0,2,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,3,2,3,2,2,1,2,3,2,2,6,24,189,487,104,7
Beta_1.2,u_163,24,82,286,17,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,2,7,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,2,3,1,3,3,3,3,2,3,2,0,2,1,2,0,1,1,2,1,0,3,1,4,6,28,190,497,88,7
Beta_1.2,u_164,20,84,288,18,0,0,1,1,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,2,1,0,0,2,3,0,0,1,1,2,2,3,2,0,0,1,1,0,1,1,2,2,0,0,4,1,1,2,1,3,0,1,4,3,0,2,5,2,2,6,0,0,1,4,18,175,486,108,14
Beta_1.2,u_165,24,63,293,19,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,2,0,0,0,4,3,0,0,0,0,0,1,1,1,1,0,0,1,1,3,2,2,2,5,1,0,0,2,0,5,2,1,0,2,0,0,2,1,0,2,2,1,1,5,7,32,161,483,151,2
Beta_1.2,u_166,29,72,273,34,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,2,0,0,1,0,3,2,0,2,1,0,1,2,1,1,0,0,1,0,1,2,0,1,0,3,0,2,0,0,0,4,1,3,1,2,4,4,0,1,2,3,3,3,0,3,6,24,147,465,141,22
Beta_1.2,u_167,27,68,278,27,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,1,1,0,1,9,1,0,0,1,0,1,0,2,0,0,0,2,0,1,1,0,2,3,0,1,1,0,2,1,0,0,3,0,1,2,2,1,1,0,0,3,3,2,3,10,26,136,506,169,9
Beta_1.2,u_168,18,72,279,27,0,2,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,2,3,0,0,0,0,3,3,0,0,0,0,1,1,0,1,0,2,0,2,1,0,0,0,2,2,1,1,0,3,1,1,1,1,2,0,0,2,0,3,6,20,146,546,134,14
Beta_1.2,u_169,24,72,252,34,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1,0,3,3,0,3,1,1,1,0,0,0,0,0,0,0,0,0,1,6,0,0,1,0,2,0,1,1,0,0,1,1,2,3,0,0,2,6,1,2,0,5,5,29,136,564,135,15
