Folder_name,File_name,B1_1,B1_2,B1_3,B1_4,B1_5,B1_6,B1_7,B1_8,B1_9,B1_10,B1_11,B1_12,B1_13,B1_14,B1_15,B1_16,B1_17,B1_18,B1_19,B1_20,B1_21,B1_22,B1_23,B1_24,B1_25,B1_26,B1_27,B1_28,B1_29,B1_30,B1_31,B1_32,B1_33,B1_34,B1_35,B1_36,B1_37,B1_38,B1_39,B1_40,B1_41,B1_42,B1_43,B1_44,B1_45,B1_46,B1_47,B1_48,B1_49,B1_50,B2_1,B2_2,B2_3,B2_4,B2_5,B2_6,B2_7,B2_8,B2_9,B2_10,B2_11,B2_12,B2_13,B2_14,B2_15,B2_16,B2_17,B2_18,B2_19,B2_20,B2_21,B2_22,B2_23,B2_24,B2_25,B2_26,B2_27,B2_28,B2_29,B2_30,B2_31,B2_32,B2_33,B2_34,B2_35,B2_36,B2_37,B2_38,B2_39,B2_40,B2_41,B2_42,B2_43,B2_44,B2_45,B2_46,B2_47,B2_48,B2_49,B2_50
Beta_1.0,u_001,29,159,110,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,5,2,0,1,3,1,0,0,1,3,0,2,1,0,0,1,0,0,0,1,1,0,0,2,3,6,1,8,65,253,232,24
Beta_1.0,u_002,21,169,120,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,4,3,0,0,0,0,0,0,0,0,2,1,1,0,2,1,0,2,0,0,1,0,0,0,1,1,1,5,1,0,1,3,1,0,0,1,0,0,0,0,1,0,0,7,60,233,260,72
Beta_1.0,u_003,27,167,107,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,4,0,1,2,1,1,0,0,1,0,0,1,0,1,1,0,3,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,5,4,1,3,2,1,13,42,262,240,99
Beta_1.0,u_004,31,113,118,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,2,0,1,2,1,2,0,0,0,1,0,0,1,1,2,0,3,3,0,2,1,1,1,2,2,1,0,7,8,50,298,226,64
Beta_1.0,u_005,28,120,108,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,4,1,1,2,4,1,3,0,2,3,1,1,1,1,0,1,4,2,7,49,257,223,84
Beta_1.0,u_006,26,117,105,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2,2,0,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1,0,4,1,1,3,3,0,2,9,42,247,281,40
Beta_1.0,u_007,27,120,109,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,3,5,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,2,2,0,0,2,0,0,0,0,0,1,1,0,3,0,0,2,9,44,269,290,38
Beta_1.0,u_008,49,70,104,13,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,2,1,2,3,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,5,2,0,0,2,0,1,2,41,275,288,47
Beta_1.0,u_009,66,90,84,13,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,2,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,3,2,0,0,0,0,0,0,1,1,1,0,0,0,0,3,0,0,1,0,0,2,1,0,1,1,1,13,38,302,311,23
Beta_1.0,u_010,32,151,78,9,1,1,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,2,0,0,2,1,0,2,0,1,0,1,2,4,0,1,6,36,325,276,23
Beta_1.0,u_011,40,130,115,6,3,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1,2,2,2,0,1,1,2,1,45,309,286,23
Beta_1.0,u_012,35,128,111,7,3,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,5,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,2,0,2,0,0,1,3,0,1,0,0,1,1,1,0,0,0,0,0,4,1,0,0,5,64,269,266,22
Beta_1.0,u_013,28,150,94,5,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,6,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,2,1,1,1,0,0,0,2,3,1,0,3,0,1,2,0,1,1,2,0,2,3,47,293,252,33
Beta_1.0,u_014,34,146,99,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,4,0,0,0,0,0,0,0,0,0,3,5,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,2,0,2,1,3,3,2,1,1,1,2,2,2,3,2,63,267,210,46
Beta_1.0,u_015,33,143,99,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,2,1,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,9,1,0,2,2,2,1,0,1,1,2,0,0,0,1,0,1,0,0,2,1,3,3,11,73,255,183,101
Beta_1.0,u_016,22,176,115,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,1,0,0,0,0,0,2,0,0,3,2,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,2,0,8,1,1,1,2,0,0,0,2,2,0,0,10,63,236,252,71
Beta_1.0,u_017,21,171,108,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,3,0,2,1,3,1,0,0,0,1,0,1,0,2,0,0,2,2,1,0,1,0,0,0,1,3,1,0,0,0,0,0,1,0,10,3,3,18,45,280,266,49
Beta_1.0,u_018,23,144,115,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,1,1,1,3,3,1,0,0,0,0,1,0,1,2,0,2,0,5,3,1,1,1,0,0,3,2,4,7,53,286,242,54
Beta_1.0,u_019,32,132,118,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,1,4,3,0,2,1,5,1,2,1,1,1,0,1,1,0,0,7,8,53,267,263,55
Beta_1.0,u_020,37,111,124,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,1,0,1,2,0,1,0,0,0,1,0,1,1,1,1,1,1,4,2,1,2,4,2,1,8,37,268,272,29
Beta_1.0,u_021,50,79,128,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,3,3,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,3,0,1,0,1,0,0,0,0,1,0,0,4,0,3,5,35,270,291,17
Beta_1.0,u_022,51,76,109,10,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,2,2,0,0,0,0,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,1,0,1,2,1,0,0,3,0,1,1,0,2,36,269,289,57
Beta_1.0,u_023,44,110,79,10,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,2,1,2,0,2,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,3,0,0,0,0,1,2,1,1,1,2,6,28,281,348,26
Beta_1.0,u_024,29,154,97,5,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0,0,1,1,0,2,0,0,2,1,3,3,1,6,31,314,297,25
Beta_1.0,u_025,27,133,126,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,2,0,0,1,2,2,3,0,3,1,0,0,1,1,5,45,313,268,24
Beta_1.0,u_026,33,142,104,4,3,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1,1,2,0,0,0,2,1,0,1,0,1,0,1,0,2,0,0,0,1,4,7,56,308,206,47
Beta_1.0,u_027,27,148,106,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,6,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,3,0,1,0,1,0,1,1,3,1,1,0,2,1,1,0,1,3,8,43,300,186,62
Beta_1.0,u_028,31,154,96,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,5,1,0,0,1,0,0,1,1,0,0,0,0,0,2,0,0,0,0,2,3,2,5,0,0,1,1,1,3,1,2,66,284,185,72
Beta_1.0,u_029,37,170,88,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,2,3,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,5,4,2,0,0,0,1,2,0,1,0,0,0,0,0,2,1,1,2,2,11,75,237,231,65
Beta_1.0,u_030,25,192,116,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,3,0,0,0,0,0,0,1,0,1,2,3,0,1,0,0,1,0,0,2,1,0,0,0,0,1,3,0,0,0,1,4,2,2,0,1,0,1,0,2,16,49,245,298,44
Beta_1.0,u_031,37,152,116,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,6,0,1,0,2,1,0,0,0,1,1,2,1,1,0,0,0,3,2,0,1,0,0,0,0,0,2,1,0,1,1,0,1,1,2,6,16,39,276,291,41
Beta_1.0,u_032,50,108,120,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,7,0,0,0,2,2,0,0,1,0,2,0,0,2,2,1,1,1,5,1,1,0,2,1,4,4,9,43,316,251,35
Beta_1.0,u_033,50,88,150,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,1,2,9,3,1,1,3,4,0,1,0,1,0,1,1,2,3,12,44,287,284,27
Beta_1.0,u_034,56,85,133,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,3,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,2,0,0,2,6,3,4,1,3,5,9,33,258,291,31
Beta_1.0,u_035,37,82,129,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,3,2,4,30,266,294,11
Beta_1.0,u_036,47,97,98,13,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,3,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,1,2,0,0,8,39,260,312,39
Beta_1.0,u_037,35,129,84,11,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,2,0,0,0,2,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,3,0,1,0,0,1,3,2,0,1,5,32,307,334,37
Beta_1.0,u_038,21,153,89,8,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,2,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,4,1,2,1,1,1,4,1,2,35,341,248,33
Beta_1.0,u_039,22,150,117,1,5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,5,2,0,0,1,1,0,0,2,1,0,1,2,2,0,0,0,1,0,1,1,1,1,6,39,347,184,52
Beta_1.0,u_040,26,145,119,2,3,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,2,1,1,1,0,1,0,1,2,8,0,1,2,0,0,0,0,2,0,0,9,50,324,175,61
Beta_1.0,u_041,29,144,99,7,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,4,2,1,0,0,2,0,0,0,0,0,0,0,1,1,0,0,1,0,3,1,1,0,0,1,0,1,0,3,1,4,1,0,1,0,11,2,9,53,318,184,56
Beta_1.0,u_042,44,130,96,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,4,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,4,2,1,0,0,1,2,0,0,1,1,0,0,0,0,0,0,3,3,3,0,4,0,1,2,1,2,5,63,290,229,57
Beta_1.0,u_043,50,148,104,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4,2,0,2,0,0,1,3,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,1,0,2,3,2,1,1,1,1,1,0,0,1,1,0,0,0,0,3,16,60,249,273,60
Beta_1.0,u_044,39,171,113,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,3,0,1,2,1,0,0,0,0,1,2,0,1,3,3,0,0,1,0,0,1,0,0,2,1,1,0,1,0,0,0,0,0,1,0,0,2,2,1,0,3,1,13,57,239,314,42
Beta_1.0,u_045,36,136,133,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,2,2,2,1,2,1,2,0,0,1,1,0,0,3,0,0,0,1,4,0,0,1,0,0,0,1,1,3,1,0,2,0,2,1,2,16,39,298,312,17
Beta_1.0,u_046,44,100,154,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,0,2,2,1,0,2,3,3,1,0,0,0,3,1,2,3,0,0,2,4,0,1,1,2,2,1,13,39,311,237,35
Beta_1.0,u_047,40,95,134,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,5,1,1,4,3,2,3,3,2,3,1,0,0,1,1,4,6,9,44,274,293,23
Beta_1.0,u_048,37,101,136,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,1,0,0,0,0,1,0,2,4,2,0,6,1,3,7,12,35,263,266,42
Beta_1.0,u_049,40,98,132,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2,4,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,4,0,1,6,31,282,270,36
Beta_1.0,u_050,48,116,107,7,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,2,0,1,0,4,2,0,2,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,2,0,1,3,5,34,292,295,53
Beta_1.0,u_051,29,149,93,5,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,2,1,1,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,3,1,1,1,0,1,1,4,0,2,35,326,293,44
Beta_1.0,u_052,19,162,96,5,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,1,0,0,0,0,1,3,0,0,0,1,2,1,0,0,0,3,1,0,1,1,2,2,5,33,365,199,44
Beta_1.0,u_053,27,144,127,3,2,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,3,3,0,0,0,2,2,1,0,0,0,2,1,0,1,2,0,3,6,42,346,181,39
Beta_1.0,u_054,39,121,122,1,4,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,1,0,4,0,1,1,1,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,1,1,0,1,1,1,1,1,0,1,1,2,0,1,3,2,0,0,2,0,1,10,42,341,191,45
Beta_1.0,u_055,52,116,98,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,3,1,0,1,1,0,1,0,1,0,0,1,0,0,3,0,1,0,1,1,0,0,1,2,2,2,2,0,1,1,1,2,2,11,55,322,212,44
Beta_1.0,u_056,52,93,121,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,4,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,2,1,3,1,1,2,0,1,0,0,0,1,1,1,2,2,1,0,2,1,0,2,1,5,68,286,228,59
Beta_1.0,u_057,41,142,103,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,1,2,3,1,0,0,1,3,0,0,3,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,2,1,2,0,3,3,1,0,0,0,0,2,12,67,245,328,19
Beta_1.0,u_058,30,170,122,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,4,1,1,3,2,0,1,0,3,0,4,0,0,1,0,3,0,0,1,0,1,0,1,0,3,1,0,0,0,0,0,0,0,1,0,0,0,2,0,5,2,14,51,270,335,16
Beta_1.0,u_059,26,127,158,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,2,0,0,0,2,2,1,1,2,1,2,2,0,1,0,1,3,2,1,0,0,1,0,4,1,1,1,0,1,0,0,2,4,0,3,0,0,1,13,48,306,288,23
Beta_1.0,u_060,33,95,155,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,2,1,2,2,0,2,2,0,3,2,3,2,0,3,3,1,0,1,1,4,1,3,1,0,6,58,314,230,68
Beta_1.0,u_061,29,98,133,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,1,1,0,0,0,0,1,3,1,0,1,0,1,3,3,3,1,1,3,2,2,2,1,1,3,3,6,42,286,256,40
Beta_1.0,u_062,36,102,138,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,1,0,0,2,0,1,0,0,0,0,0,4,0,1,0,0,4,3,1,12,35,269,247,49
Beta_1.0,u_063,44,101,124,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,4,0,1,1,0,0,0,0,1,0,0,0,0,1,0,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,2,1,0,1,1,7,36,288,253,70
