Folder_name,File_name,B1_1,B1_2,B1_3,B1_4,B1_5,B1_6,B1_7,B1_8,B1_9,B1_10,B1_11,B1_12,B1_13,B1_14,B1_15,B1_16,B1_17,B1_18,B1_19,B1_20,B1_21,B1_22,B1_23,B1_24,B1_25,B1_26,B1_27,B1_28,B1_29,B1_30,B1_31,B1_32,B1_33,B1_34,B1_35,B1_36,B1_37,B1_38,B1_39,B1_40,B1_41,B1_42,B1_43,B1_44,B1_45,B1_46,B1_47,B1_48,B1_49,B1_50,B2_1,B2_2,B2_3,B2_4,B2_5,B2_6,B2_7,B2_8,B2_9,B2_10,B2_11,B2_12,B2_13,B2_14,B2_15,B2_16,B2_17,B2_18,B2_19,B2_20,B2_21,B2_22,B2_23,B2_24,B2_25,B2_26,B2_27,B2_28,B2_29,B2_30,B2_31,B2_32,B2_33,B2_34,B2_35,B2_36,B2_37,B2_38,B2_39,B2_40,B2_41,B2_42,B2_43,B2_44,B2_45,B2_46,B2_47,B2_48,B2_49,B2_50
Beta_1.0,u_378,23,176,130,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,1,2,0,7,2,0,2,2,0,2,1,1,2,1,0,0,3,3,2,3,0,1,1,1,2,6,40,376,265,11
Beta_1.0,u_379,30,184,148,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,0,3,0,2,1,0,1,0,2,0,0,8,1,3,2,1,2,0,2,1,0,3,9,40,334,282,8
Beta_1.0,u_380,23,176,152,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,3,3,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,2,2,2,1,0,1,0,1,2,0,9,3,9,42,344,251,24
Beta_1.0,u_381,24,160,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,4,0,0,2,0,1,0,1,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,1,0,1,0,1,2,0,0,1,0,1,1,2,3,4,8,40,346,287,13
Beta_1.0,u_382,22,175,118,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,2,0,1,3,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,5,2,0,0,0,0,1,2,1,1,0,1,1,0,2,1,2,1,2,0,1,1,4,39,344,299,26
Beta_1.0,u_383,17,197,97,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,2,1,0,0,1,0,6,1,0,0,1,1,1,2,0,3,3,9,33,355,342,15
Beta_1.0,u_384,14,178,109,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,2,0,0,0,2,0,3,1,0,0,1,8,1,5,38,391,292,9
Beta_1.0,u_385,21,150,120,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,1,1,0,1,1,2,1,0,0,2,0,2,4,49,379,311,15
Beta_1.0,u_386,12,159,121,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,2,0,1,0,0,0,0,1,1,0,1,0,0,1,2,1,3,0,1,0,1,4,8,41,393,291,31
Beta_1.0,u_387,28,143,108,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,2,0,1,0,1,2,3,0,0,1,2,1,1,0,1,7,36,404,291,12
Beta_1.0,u_388,26,160,112,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,4,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,3,0,0,0,1,0,1,0,0,0,4,0,1,0,0,1,2,1,2,1,5,48,361,310,8
Beta_1.0,u_389,30,162,121,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,5,1,2,1,0,0,3,3,0,0,1,0,1,2,0,0,0,0,0,2,0,1,0,1,2,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,1,0,2,1,7,35,366,326,10
Beta_1.0,u_390,20,182,117,1,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,1,0,7,0,1,1,2,0,1,1,0,0,3,0,3,0,3,0,1,0,0,0,0,0,0,0,0,3,1,1,0,2,2,0,0,0,2,2,1,0,0,5,41,359,332,10
Beta_1.0,u_391,22,184,128,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,1,0,4,3,0,0,1,1,2,1,0,2,1,0,0,3,0,3,2,3,3,0,0,0,0,0,1,1,1,1,1,1,6,3,47,362,304,6
Beta_1.0,u_392,20,179,147,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,1,0,1,2,0,1,7,1,0,1,2,1,2,0,1,1,2,1,2,1,4,2,2,2,2,0,7,42,385,277,7
Beta_1.0,u_393,27,186,130,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,3,3,1,2,0,0,1,0,0,3,1,2,8,0,0,1,2,1,1,2,0,8,34,342,281,10
Beta_1.0,u_394,25,157,146,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,3,0,0,0,4,2,0,0,0,0,1,0,1,0,2,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,2,3,2,2,0,0,0,3,3,9,7,45,341,254,25
Beta_1.0,u_395,25,153,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,3,1,0,1,2,0,0,0,0,1,0,0,0,5,1,0,0,0,0,0,1,0,0,0,0,2,0,0,2,0,3,0,0,2,1,0,1,1,0,0,0,1,1,4,12,45,329,291,21
Beta_1.0,u_396,25,163,114,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,4,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,2,3,1,0,1,0,1,0,2,0,0,1,0,1,2,3,2,1,0,2,1,0,38,335,316,25
Beta_1.0,u_397,19,172,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,2,2,0,0,0,0,4,4,0,0,0,1,1,1,1,4,8,33,376,344,12
Beta_1.0,u_398,14,181,110,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,1,0,0,0,1,2,0,1,1,1,1,1,2,0,1,6,7,32,386,293,12
Beta_1.0,u_399,20,160,123,2,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,2,0,1,0,1,0,1,2,0,0,1,1,1,5,47,388,287,18
Beta_1.0,u_400,18,146,123,2,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,3,2,1,1,3,0,6,42,397,283,21
Beta_1.0,u_401,28,147,112,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,2,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,1,0,0,2,3,0,1,2,0,1,0,1,2,0,1,5,37,399,282,14
Beta_1.2,u_001,19,76,231,54,2,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,2,0,0,0,0,0,0,0,0,1,3,4,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,2,2,0,1,1,0,1,0,1,2,0,1,0,2,2,0,2,3,0,3,0,4,1,2,1,1,13,33,267,425,100,10
Beta_1.2,u_002,23,67,222,49,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,4,4,0,1,1,0,0,1,2,0,0,0,0,0,0,1,0,0,0,4,0,0,2,0,0,0,1,0,0,0,8,0,1,1,0,1,0,2,2,0,2,2,1,8,30,264,390,114,4
Beta_1.2,u_003,22,77,217,38,0,0,2,0,1,0,0,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,5,6,1,0,0,1,0,2,0,0,1,0,1,1,2,0,0,1,1,2,0,0,0,0,1,1,0,0,0,0,0,2,1,0,1,1,0,0,0,2,3,7,1,8,36,274,398,89,22
Beta_1.2,u_004,23,80,243,33,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,5,0,1,3,5,3,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,1,1,1,0,0,1,1,2,1,3,0,1,0,0,1,0,1,0,7,7,40,255,408,95,19
Beta_1.2,u_005,24,74,284,41,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,6,3,0,0,1,0,2,2,0,0,0,0,1,4,1,4,2,2,0,0,0,1,2,0,0,0,1,0,0,1,1,2,1,0,2,2,1,1,5,0,2,5,2,12,55,260,408,104,9
Beta_1.2,u_006,16,90,260,54,1,0,1,1,1,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,3,5,2,0,5,1,1,1,0,0,1,0,0,1,0,2,0,2,1,0,0,1,2,0,5,2,4,4,3,1,1,0,2,3,0,1,1,1,1,1,7,2,14,39,264,405,84,7
Beta_1.2,u_007,23,68,253,57,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,3,1,0,0,0,0,3,0,1,0,2,3,1,0,3,2,2,3,0,4,2,1,1,1,0,1,4,3,1,5,2,1,0,1,0,2,4,1,5,3,0,3,8,39,234,392,98,8
Beta_1.2,u_008,28,57,244,54,1,1,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,2,0,0,2,0,0,1,2,0,0,3,3,1,0,0,0,0,0,0,1,2,1,1,0,0,0,0,1,5,3,0,1,1,2,4,2,1,2,3,2,4,0,2,3,0,1,1,0,5,4,0,6,4,8,41,219,396,100,8
Beta_1.2,u_009,29,65,232,61,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,2,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,2,0,0,2,2,0,0,2,1,0,3,1,0,2,1,0,0,2,0,0,0,0,0,0,3,0,1,1,0,0,1,1,0,5,2,0,0,1,3,1,7,1,6,1,8,3,9,41,207,410,101,7
Beta_1.2,u_010,25,69,255,54,0,0,0,0,0,0,1,0,1,0,0,1,0,2,0,0,0,0,2,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,3,2,0,0,1,0,0,1,0,1,0,2,0,1,2,0,1,3,1,0,1,0,1,2,1,1,1,0,0,0,0,0,0,1,3,1,1,0,2,0,1,5,2,8,38,178,502,107,7
Beta_1.2,u_011,15,67,264,69,2,1,0,2,0,0,1,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,3,4,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,1,1,2,0,0,4,0,1,0,2,1,2,0,1,2,2,0,1,0,1,0,3,10,33,212,495,107,23
Beta_1.2,u_012,15,57,266,63,4,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,2,0,0,2,4,0,0,0,2,3,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,2,0,1,1,0,0,3,1,0,2,2,0,2,3,1,5,2,2,2,3,8,37,230,473,115,17
Beta_1.2,u_013,15,69,232,55,0,2,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,3,0,1,0,0,0,0,0,0,5,1,0,0,2,1,0,0,0,0,0,1,3,1,1,0,3,6,0,3,1,2,1,2,2,1,0,9,46,264,427,89,23
Beta_1.2,u_014,23,65,227,48,2,0,3,1,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,5,4,1,1,0,0,3,0,0,1,0,0,0,0,0,0,0,1,3,0,1,1,0,1,0,0,0,1,4,3,2,0,2,0,1,0,1,0,3,1,3,0,3,9,39,265,395,89,17
Beta_1.2,u_015,24,72,215,35,0,1,2,1,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,2,1,0,0,1,4,6,0,0,0,0,2,1,0,1,0,2,1,0,0,1,0,3,0,0,0,1,1,0,0,0,1,0,0,0,3,0,1,0,0,0,1,0,0,5,6,1,2,7,36,275,405,84,12
Beta_1.2,u_016,21,86,250,31,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,2,4,0,4,6,2,0,0,0,1,0,0,0,0,2,0,1,0,1,0,0,1,1,0,0,2,0,0,0,2,2,0,0,2,2,1,0,0,1,0,0,5,2,8,41,274,410,115,9
Beta_1.2,u_017,30,77,274,33,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,2,0,0,8,2,3,1,0,1,1,1,0,0,0,3,3,2,5,1,1,0,0,0,1,1,0,1,0,0,1,0,0,1,2,0,1,1,1,1,3,1,0,6,5,2,3,12,52,273,422,100,13
Beta_1.2,u_018,23,71,279,40,0,1,0,1,0,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,2,1,0,3,1,2,4,1,0,0,4,0,1,1,2,0,2,0,0,1,0,0,3,5,1,5,3,4,2,1,2,2,1,1,1,0,1,1,1,2,3,2,15,48,286,403,74,5
Beta_1.2,u_019,24,64,253,41,2,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,2,1,0,0,0,3,0,0,0,1,1,0,0,3,0,2,0,5,6,1,1,2,3,1,2,2,2,2,3,2,1,2,1,0,4,3,2,6,2,1,0,2,11,41,247,381,93,11
Beta_1.2,u_020,22,58,245,56,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,2,0,0,2,1,1,3,2,1,0,0,0,0,0,0,1,3,0,0,0,0,0,1,3,1,2,1,0,2,2,1,0,4,0,0,2,3,2,5,0,1,1,3,2,4,2,2,2,3,7,46,219,412,111,10
Beta_1.2,u_021,28,65,228,56,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,1,1,1,0,0,0,1,1,0,0,2,2,2,2,0,0,2,2,1,1,1,1,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0,1,1,1,2,1,1,0,2,1,3,1,3,1,3,3,6,16,42,191,411,117,15
Beta_1.2,u_022,21,77,246,63,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,2,0,0,4,1,0,1,0,0,1,0,0,1,2,1,2,0,0,2,2,1,1,2,0,1,1,1,1,2,0,0,0,0,0,0,2,1,3,0,0,0,0,2,1,2,2,7,38,179,483,112,24
Beta_1.2,u_023,15,58,289,64,1,1,0,0,1,0,0,1,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,2,0,1,0,1,0,1,0,2,1,5,0,0,0,1,0,0,0,0,0,0,1,3,0,0,1,0,0,0,1,0,4,0,1,2,1,1,1,4,0,2,0,2,1,2,0,1,0,0,0,1,3,9,32,221,464,116,21
Beta_1.2,u_024,16,55,262,73,5,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,2,4,0,0,2,5,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,2,0,1,2,0,0,1,1,0,1,0,3,3,2,3,3,1,2,6,0,2,9,36,217,500,88,16
Beta_1.2,u_025,17,58,234,51,2,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,2,0,0,0,1,3,0,1,0,0,0,0,0,2,4,0,0,0,1,1,1,0,0,0,0,0,2,0,1,4,2,1,0,3,2,3,3,1,1,2,0,2,8,39,268,439,82,8
Beta_1.2,u_026,21,73,230,48,0,0,0,0,4,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,4,2,0,0,1,1,0,1,1,0,0,0,0,0,0,0,3,0,2,0,0,0,1,1,0,0,5,5,1,0,1,2,0,0,1,0,1,3,4,0,3,3,6,42,251,421,95,17
Beta_1.2,u_027,26,70,216,48,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,2,0,0,2,2,6,0,0,0,1,0,0,1,1,0,2,1,0,0,0,4,0,0,1,1,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,1,0,5,6,1,0,4,6,34,280,424,98,4
Beta_1.2,u_028,27,86,234,40,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,2,5,2,5,7,2,1,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,1,1,1,0,0,0,0,2,2,0,0,2,1,2,0,1,0,1,0,3,1,1,8,40,271,442,87,9
Beta_1.2,u_029,26,63,283,29,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,2,0,2,2,0,1,3,3,1,0,1,0,4,1,4,4,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,2,2,2,1,0,2,0,3,5,2,4,7,45,284,411,73,10
Beta_1.2,u_030,21,63,282,45,0,0,1,0,1,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,1,3,0,3,0,1,1,2,0,0,0,0,2,2,1,2,1,1,0,0,3,2,4,1,4,6,0,2,2,1,3,0,1,1,2,0,2,1,1,1,1,1,2,14,41,284,412,69,5
Beta_1.2,u_031,20,67,271,40,1,0,2,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,3,0,0,0,1,2,0,0,1,0,1,0,3,0,1,0,1,3,1,3,0,2,1,3,5,0,1,3,3,2,0,1,5,5,2,5,4,1,2,0,2,0,6,45,248,384,92,10
Beta_1.2,u_032,21,63,248,44,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,2,0,2,0,0,2,4,0,0,0,0,0,0,1,1,0,1,1,1,0,0,3,0,0,0,0,7,0,1,1,4,0,2,0,2,3,1,2,0,0,1,2,4,0,4,2,0,2,14,45,232,387,103,7
Beta_1.2,u_033,25,73,241,50,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,2,0,0,0,0,1,1,1,0,0,0,1,0,0,2,3,4,0,0,1,0,1,1,2,2,0,2,0,0,0,0,0,0,1,2,1,0,0,0,1,0,0,2,2,1,0,1,4,1,1,1,4,2,0,3,4,2,8,37,207,392,103,22
Beta_1.2,u_034,25,68,267,54,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,4,1,0,1,0,1,0,0,2,1,2,2,2,0,0,1,2,0,1,1,2,1,1,0,0,1,1,0,0,0,0,1,0,3,1,0,0,1,0,0,3,2,1,11,36,194,461,119,20
Beta_1.2,u_035,18,57,273,61,0,1,1,0,1,0,0,0,0,2,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,2,0,0,0,0,1,0,2,1,4,0,0,2,0,0,0,0,0,2,0,0,2,1,1,0,0,0,0,3,1,2,3,1,1,1,0,1,0,2,1,2,0,2,1,1,0,0,0,0,1,3,4,28,213,489,106,15
Beta_1.2,u_036,17,56,253,61,4,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,1,2,3,0,1,4,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,3,0,0,1,1,1,1,0,0,0,3,1,3,5,3,2,0,2,1,3,2,11,33,234,492,97,15
Beta_1.2,u_037,19,53,237,59,2,0,0,0,1,1,2,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,2,0,0,0,2,2,0,0,0,0,0,0,1,5,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,3,3,0,2,3,1,0,5,2,2,1,0,2,7,38,263,440,103,4
Beta_1.2,u_038,19,69,224,58,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,4,4,1,1,1,2,2,0,0,0,2,0,2,3,3,3,2,0,8,40,262,421,85,17
Beta_1.2,u_039,25,69,212,42,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,2,0,0,5,5,0,0,1,0,1,0,1,2,1,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,5,5,1,1,2,1,13,32,264,432,94,11
