Folder_name,File_name,B1_1,B1_2,B1_3,B1_4,B1_5,B1_6,B1_7,B1_8,B1_9,B1_10,B1_11,B1_12,B1_13,B1_14,B1_15,B1_16,B1_17,B1_18,B1_19,B1_20,B1_21,B1_22,B1_23,B1_24,B1_25,B1_26,B1_27,B1_28,B1_29,B1_30,B1_31,B1_32,B1_33,B1_34,B1_35,B1_36,B1_37,B1_38,B1_39,B1_40,B2_1,B2_2,B2_3,B2_4,B2_5,B2_6,B2_7,B2_8,B2_9,B2_10,B2_11,B2_12,B2_13,B2_14,B2_15,B2_16,B2_17,B2_18,B2_19,B2_20,B2_21,B2_22,B2_23,B2_24,B2_25,B2_26,B2_27,B2_28,B2_29,B2_30,B2_31,B2_32,B2_33,B2_34,B2_35,B2_36,B2_37,B2_38,B2_39,B2_40
Beta_1.0,u_080,49,226,21,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,1,0,2,1,0,0,0,1,0,0,0,0,0,0,0,1,1,2,0,2,0,0,1,1,0,1,0,1,2,0,1,2,2,2,2,11,154,468,37
Beta_1.0,u_081,48,206,21,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,1,9,0,0,0,0,0,2,1,0,0,0,0,2,1,1,1,1,0,1,1,0,3,2,1,0,0,2,1,1,1,1,1,7,158,430,63
Beta_1.0,u_082,48,191,22,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,3,4,1,0,0,1,0,0,1,3,2,0,2,0,1,4,1,1,0,0,1,0,1,2,4,0,14,161,404,77
Beta_1.0,u_083,45,196,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,2,2,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,5,4,0,0,0,2,0,2,1,4,2,0,1,3,2,2,1,8,170,425,56
Beta_1.0,u_084,54,216,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,2,4,2,0,1,1,0,1,2,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,5,3,2,1,1,1,2,4,6,192,410,91
Beta_1.0,u_085,56,252,12,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,2,3,0,0,1,4,0,3,0,0,1,0,0,0,2,2,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,7,21,153,446,60
Beta_1.0,u_086,42,272,11,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,4,1,1,2,2,0,1,0,1,5,2,1,0,3,0,0,2,0,0,0,2,2,0,0,1,1,1,1,0,0,1,14,126,477,86
Beta_1.0,u_087,43,267,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,2,0,0,0,1,0,0,2,1,5,1,0,2,2,0,0,1,0,4,5,1,1,4,0,1,1,2,2,0,5,1,2,11,138,456,84
Beta_1.0,u_088,47,244,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,3,2,7,2,1,3,3,1,1,1,2,7,2,2,4,0,5,146,439,71
Beta_1.0,u_089,64,200,26,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,4,0,1,1,0,2,0,0,3,0,3,3,3,2,2,3,1,2,13,130,424,68
Beta_1.0,u_090,62,218,27,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,3,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,3,1,0,0,1,0,1,0,3,16,114,421,100
Beta_1.0,u_091,54,193,28,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,2,1,5,0,0,0,0,0,0,1,0,0,0,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,3,2,10,108,463,93
Beta_1.0,u_092,56,204,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,2,0,0,0,1,2,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,1,0,1,0,0,0,2,1,0,1,1,1,1,7,107,526,68
Beta_1.0,u_093,39,224,23,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,2,0,3,1,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,1,2,2,2,3,0,1,3,0,8,124,492,47
Beta_1.0,u_094,47,232,20,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,3,1,0,0,0,0,0,0,2,1,4,0,0,1,0,0,0,3,0,1,1,2,1,1,0,3,13,160,463,52
Beta_1.0,u_095,48,214,22,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,2,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,1,8,0,2,0,0,2,0,1,1,4,0,2,1,1,1,0,0,14,174,402,89
Beta_1.0,u_096,54,204,25,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,2,2,1,1,0,3,0,4,1,0,0,2,1,2,3,9,173,410,79
Beta_1.0,u_097,51,206,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,3,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,1,1,3,0,1,2,0,2,3,3,5,10,163,425,66
Beta_1.0,u_098,56,241,14,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,1,4,0,2,2,3,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,2,0,0,2,0,2,1,3,0,10,176,427,79
Beta_1.0,u_099,54,271,14,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,3,2,2,0,0,0,5,0,1,1,3,1,0,1,0,1,2,3,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,16,155,465,76
Beta_1.0,u_100,49,260,17,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,2,0,3,1,3,1,1,1,0,0,2,4,0,0,3,1,2,2,0,0,0,2,1,2,1,0,2,0,1,1,1,13,138,482,77
Beta_1.0,u_101,57,253,22,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,2,0,2,3,0,1,1,2,0,2,0,1,7,1,1,0,3,6,2,0,0,3,3,2,10,130,493,55
Beta_1.0,u_102,54,232,20,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,7,0,1,3,2,2,1,3,1,1,2,6,2,1,4,15,130,456,57
Beta_1.0,u_103,45,226,29,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,3,1,2,1,0,0,1,1,1,1,1,0,4,0,2,4,1,3,1,16,123,452,85
Beta_1.0,u_104,53,215,32,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,4,0,0,0,2,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,3,3,1,0,1,0,0,1,0,1,5,10,111,445,84
Beta_1.0,u_105,63,204,30,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,2,0,3,7,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,2,1,0,0,1,3,3,2,6,122,493,76
Beta_1.0,u_106,56,202,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,2,0,0,0,0,1,0,3,0,0,6,2,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,1,2,0,1,0,0,1,1,1,1,1,1,0,1,2,12,113,529,54
Beta_1.0,u_107,50,232,24,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,1,2,1,0,0,1,0,0,0,0,0,5,0,3,0,0,0,0,0,0,1,0,0,1,0,0,2,0,3,1,4,0,1,1,3,3,5,145,486,58
Beta_1.0,u_108,47,232,22,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,6,1,3,0,0,0,2,1,1,1,0,2,0,1,1,3,10,160,453,59
Beta_1.0,u_109,45,215,25,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,3,0,1,1,1,0,1,0,1,2,8,4,1,1,0,0,1,7,176,424,62
Beta_1.0,u_110,52,208,19,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,3,1,2,2,0,0,1,2,1,1,1,2,1,1,4,16,160,435,60
Beta_1.0,u_111,55,230,19,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,3,3,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,2,2,0,1,1,0,3,1,2,2,3,6,167,428,73
Beta_1.0,u_112,68,222,17,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,3,0,3,1,3,0,0,0,1,1,0,2,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,2,1,2,0,1,7,167,451,76
Beta_1.0,u_113,62,263,12,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,3,0,1,1,3,0,0,2,0,2,2,0,1,0,2,0,2,0,1,2,0,0,0,0,0,0,1,0,1,1,1,21,136,494,55
Beta_1.0,u_114,57,253,21,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,1,1,0,2,2,1,1,3,1,0,0,1,4,0,0,3,0,0,2,2,0,0,1,3,2,1,0,4,0,0,4,9,122,503,59
Beta_1.0,u_115,48,257,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,0,4,1,3,1,0,0,4,2,0,4,3,0,3,2,0,2,3,15,142,499,56
Beta_1.0,u_116,49,241,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,1,2,0,0,1,0,0,0,0,0,2,1,3,1,2,1,3,2,2,2,4,2,0,1,6,0,4,12,142,459,52
Beta_1.0,u_117,52,221,24,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,1,3,1,0,0,2,0,0,1,2,0,0,3,1,2,1,4,2,2,13,120,480,42
Beta_1.0,u_118,56,213,31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,5,0,0,2,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,3,1,0,2,0,0,1,1,4,10,96,475,71
Beta_1.0,u_119,66,193,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,2,0,0,4,2,0,3,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,2,0,0,1,2,2,4,1,10,118,491,77
Beta_1.0,u_120,55,232,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,1,5,0,0,0,1,0,2,1,0,0,0,3,1,1,0,0,0,0,1,0,0,0,2,0,1,0,1,2,0,1,1,0,2,0,2,11,119,537,49
Beta_1.0,u_121,42,248,18,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,2,1,0,0,2,1,0,0,0,0,0,1,0,0,3,1,0,0,0,0,4,0,1,0,2,0,1,1,0,1,3,2,1,2,2,7,138,494,54
Beta_1.0,u_122,43,235,21,0,0,0,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,2,2,0,0,4,2,0,2,0,0,4,1,1,1,2,3,7,153,468,52
Beta_1.0,u_123,51,213,22,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,3,0,1,1,1,0,2,1,3,1,2,7,0,0,0,10,160,449,52
Beta_1.0,u_124,54,229,22,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,2,1,2,0,3,0,0,0,1,2,2,2,1,0,2,1,11,170,438,63
Beta_1.0,u_125,64,216,19,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,3,2,0,0,0,1,0,1,0,0,2,1,1,0,0,0,0,0,0,0,1,0,3,0,0,1,2,0,0,2,0,5,0,0,4,8,163,466,66
Beta_1.0,u_126,60,241,16,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,3,2,0,3,0,2,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,2,2,0,1,1,1,10,153,499,42
Beta_1.0,u_127,53,264,17,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,2,4,1,1,3,0,0,2,2,0,0,2,1,0,2,1,0,0,1,0,2,1,0,1,0,0,1,0,0,1,1,1,1,1,9,135,519,44
Beta_1.0,u_128,53,261,16,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,2,0,1,3,1,1,1,3,0,0,2,3,0,0,0,3,0,1,2,2,0,1,1,1,2,1,0,4,3,11,128,525,57
Beta_1.0,u_129,44,268,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,1,4,1,2,1,3,2,0,0,4,5,0,0,3,1,0,3,0,3,12,138,510,46
Beta_1.0,u_130,46,241,21,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,2,1,2,0,0,2,2,0,2,5,2,1,3,2,1,3,3,0,9,139,452,75
Beta_1.0,u_131,67,222,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,2,1,0,2,0,0,2,2,0,1,0,2,1,1,2,0,7,1,16,108,471,66
Beta_1.0,u_132,57,225,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,1,0,3,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,3,1,1,0,1,0,1,2,2,2,8,117,472,69
Beta_1.0,u_133,49,230,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,2,0,1,1,4,0,2,0,0,0,0,1,0,0,1,2,0,0,2,0,1,1,0,0,0,0,0,0,2,0,1,0,0,0,2,0,3,1,2,8,108,488,97
Beta_1.0,u_134,51,246,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,2,1,1,0,0,1,0,0,2,1,0,0,0,0,0,1,0,0,0,1,3,0,1,2,1,1,0,0,1,1,0,2,0,1,2,12,110,550,60
Beta_1.0,u_135,49,247,17,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,3,0,0,0,0,0,1,1,1,0,1,2,3,3,3,2,1,1,6,128,519,45
Beta_1.0,u_136,53,231,22,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,2,0,1,2,1,1,1,3,0,1,0,1,1,2,1,3,13,153,490,44
Beta_1.0,u_137,54,231,21,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,1,0,2,1,1,1,2,0,3,1,2,1,0,1,3,1,10,160,436,67
Beta_1.0,u_138,52,224,21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,4,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,2,0,2,2,0,1,1,3,0,1,2,2,1,11,158,464,74
Beta_1.0,u_139,49,236,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,2,1,1,0,3,1,3,0,0,14,182,466,60
Beta_1.0,u_140,54,226,15,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,0,2,1,0,2,0,0,2,1,0,0,0,1,0,2,0,0,0,1,1,1,1,0,0,0,0,1,0,1,1,0,2,2,11,159,506,56
Beta_1.0,u_141,53,277,10,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,4,1,1,3,0,0,1,1,0,1,2,1,0,0,2,0,0,1,1,0,2,1,0,0,0,0,2,0,1,2,1,0,9,142,530,59
Beta_1.0,u_142,49,255,10,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,5,0,1,1,3,1,0,0,2,1,0,0,3,1,1,1,3,0,0,2,0,2,5,0,0,15,126,533,49
Beta_1.0,u_143,48,257,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,1,0,0,1,1,2,1,4,5,2,0,1,4,2,2,2,2,0,1,3,1,0,3,2,8,147,480,58
Beta_1.0,u_144,57,243,22,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,3,0,1,1,2,1,0,2,2,0,2,8,3,1,2,5,0,2,2,9,134,491,51
Beta_1.0,u_145,58,232,28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,4,1,3,1,0,0,0,0,2,0,0,0,0,0,0,0,1,1,1,1,1,0,2,0,2,0,0,1,3,0,1,1,3,1,5,16,112,465,86
Beta_1.0,u_146,53,224,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,5,0,2,0,1,0,0,1,3,2,0,2,0,0,0,0,1,0,0,0,1,0,0,0,1,1,2,1,1,0,2,0,2,0,4,3,120,493,65
Beta_1.0,u_147,59,220,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,2,0,0,1,3,1,0,0,2,0,0,0,1,0,0,0,2,0,1,1,0,5,1,0,1,0,1,0,1,1,0,0,1,0,0,1,1,3,3,9,103,515,78
Beta_1.0,u_148,61,232,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,1,0,0,2,0,0,2,0,1,5,2,1,0,2,0,1,0,3,8,111,552,32
Beta_1.0,u_149,44,250,19,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1,0,0,1,1,1,1,3,2,2,1,7,1,8,138,509,49
Beta_1.0,u_150,49,237,25,1,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,3,1,0,0,2,0,0,4,0,1,0,4,1,14,158,471,49
Beta_1.0,u_151,44,231,21,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,0,0,1,1,2,1,0,3,0,1,2,1,1,0,2,1,20,155,460,83
Beta_1.0,u_152,48,217,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,2,0,1,3,0,1,1,1,3,0,1,1,9,152,494,53
Beta_1.0,u_153,53,220,18,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,1,0,2,1,0,1,0,0,0,0,0,1,0,0,0,0,1,2,0,0,1,0,2,1,1,2,0,3,1,12,172,488,54
Beta_1.0,u_154,55,259,14,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,2,1,1,2,0,0,2,0,1,2,0,0,1,0,1,2,0,0,1,1,0,1,0,0,0,0,1,0,0,1,2,0,1,0,14,156,506,69
Beta_1.0,u_155,46,275,15,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,5,1,0,3,1,0,1,2,1,1,0,2,0,0,1,3,0,0,2,0,1,2,0,0,0,0,2,1,1,1,1,10,134,530,59
Beta_1.0,u_156,48,251,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,4,1,1,0,3,2,0,0,3,0,1,1,3,2,0,1,4,0,0,3,3,3,0,0,8,132,526,55
Beta_1.0,u_157,52,258,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,3,1,1,5,0,2,1,7,0,0,1,3,1,1,3,1,0,5,9,143,488,55
Beta_1.0,u_158,60,260,25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,0,1,0,1,2,0,1,0,1,1,3,1,4,2,2,2,4,0,4,15,125,480,53
