Folder_name,File_name,B1_1,B1_2,B1_3,B1_4,B1_5,B1_6,B1_7,B1_8,B1_9,B1_10,B2_1,B2_2,B2_3,B2_4,B2_5,B2_6,B2_7,B2_8,B2_9,B2_10
Beta_1.75,M300,76,0,0,0,1,0,0,1,0,0,0,0,0,0,0,7,0,103,0,0
Beta_1.75,M301,84,0,0,0,0,1,0,1,0,0,0,0,0,0,7,0,0,85,0,0
Beta_1.75,M302,72,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,63,0,0
Beta_1.75,M303,80,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,39,0,0
Beta_1.75,M304,82,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,12,0,0
Beta_1.75,M305,86,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,14,0,0
Beta_1.75,M306,82,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0
Beta_1.75,M307,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Beta_1.75,M308,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Beta_1.75,M309,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Beta_1.75,M310,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Beta_1.75,M311,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Beta_1.75,M312,65,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Beta_1.75,M313,43,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Beta_1.75,M314,31,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Beta_1.75,M315,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Beta_1.75,M316,15,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,60,0,0
Beta_1.75,M317,8,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,104,0,0
Beta_1.75,M318,7,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,140,0,0
Beta_1.75,M319,4,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,173,0,0
Beta_1.75,M320,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,205,0,0
Beta_1.75,M321,4,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,231,0,0
Beta_1.75,M322,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,232,0,0
Beta_1.75,M323,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,277,0,0
Beta_1.75,M324,2,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,310,0,0
Beta_1.75,M325,2,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,334,0,0
Beta_1.75,M326,2,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,58,304,0,0
Beta_1.75,M327,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,36,301,0,0
Beta_1.75,M328,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,24,298,0,0
Beta_1.75,M329,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,16,300,0,0
Beta_1.75,M330,1,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,11,296,0,0
Beta_1.75,M331,21,1,1,0,1,0,0,0,0,0,3,0,0,0,0,0,7,248,0,0
Beta_1.75,M332,44,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,214,0,0
Beta_1.75,M333,49,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,184,0,0
Beta_1.75,M334,59,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7,153,0,0
Beta_1.75,M335,65,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,7,128,0,0
Beta_1.75,M336,78,0,0,0,1,0,0,1,0,0,0,0,0,0,0,7,0,106,0,0
Beta_1.75,M337,74,0,0,0,0,1,0,1,0,0,0,0,0,0,7,0,0,91,0,0
Beta_1.75,M338,71,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,72,0,0
Beta_1.75,M339,77,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,47,0,0
Beta_1.75,M340,81,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,13,0,0
Beta_1.75,M341,91,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,17,0,0
Beta_1.75,M342,88,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,8,0,0
Beta_1.75,M343,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Beta_1.75,M344,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Beta_1.75,M345,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Beta_1.75,M346,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Beta_1.75,M347,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Beta_1.75,M348,74,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Beta_1.75,M349,52,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Beta_1.75,M350,35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Beta_1.75,M351,24,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Beta_1.75,M352,18,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,26,0,0
Beta_1.75,M353,8,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,89,0,0
Beta_1.75,M354,7,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,126,0,0
Beta_1.75,M355,5,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,162,0,0
Beta_1.75,M356,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,195,0,0
Beta_1.75,M357,5,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,224,0,0
Beta_1.75,M358,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,249,0,0
Beta_1.75,M359,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,263,0,0
Beta_1.75,M360,2,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,297,0,0
Beta_1.75,M361,2,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,328,0,0
Beta_1.75,M362,2,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,45,309,0,0
Beta_1.75,M363,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,43,298,0,0
Beta_1.75,M364,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,26,301,0,0
Beta_1.75,M365,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,18,299,0,0
Beta_1.75,M366,2,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,13,297,0,0
Beta_1.75,M367,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,8,264,0,0
Beta_1.75,M368,38,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,220,0,0
Beta_1.75,M369,48,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,195,0,0
Beta_1.75,M370,54,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,165,0,0
Beta_1.75,M371,59,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,7,134,0,0
Beta_1.75,M372,76,0,0,0,1,0,0,1,0,0,0,0,0,0,0,7,0,111,0,0
Beta_1.75,M373,77,0,0,0,0,1,0,1,0,0,0,0,0,0,7,0,0,101,0,0
Beta_1.75,M374,79,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,78,0,0
Beta_1.75,M375,86,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,54,0,0
Beta_1.75,M376,87,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,28,0,0
Beta_1.75,M377,80,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,12,0,0
Beta_1.75,M378,87,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,12,0,0
Beta_1.75,M379,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Beta_1.75,M380,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Beta_1.75,M381,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Beta_1.75,M382,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Beta_1.75,M383,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Beta_1.75,M384,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Beta_1.75,M385,58,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Beta_1.75,M386,37,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Beta_1.75,M387,26,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Beta_1.75,M388,17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Beta_1.75,M389,11,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,71,0,0
Beta_1.75,M390,7,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,114,0,0
Beta_1.75,M391,5,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,148,0,0
Beta_1.75,M392,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,181,0,0
Beta_1.75,M393,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,210,0,0
Beta_1.75,M394,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,240,0,0
Beta_1.75,M395,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,0
Beta_1.75,M396,2,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,283,0,0
Beta_1.75,M397,2,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,316,0,0
Beta_1.75,M398,1,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,27,320,0,0
Beta_1.75,M399,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,60,299,0,0
Beta_1.75,M400,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,29,295,0,0
Beta_1.75,M401,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,20,296,0,0
Beta_1.75,M402,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,14,294,0,0
Beta_1.75,M403,1,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,9,272,0,0
Beta_1.75,M404,25,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5,233,0,0
Beta_1.75,M405,42,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,203,0,0
Beta_1.75,M406,56,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,172,0,0
Beta_1.75,M407,56,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7,138,0,0
Beta_1.75,M408,68,0,0,0,1,0,0,1,0,0,0,0,0,0,0,7,0,125,0,0
Beta_1.75,M409,84,0,0,0,1,0,0,1,0,0,0,0,0,0,7,0,0,101,0,0
Beta_1.75,M410,66,0,0,0,0,1,0,1,0,0,0,0,0,7,0,0,0,84,0,0
Beta_1.75,M411,81,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,61,0,0
Beta_1.75,M412,72,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,38,0,0
Beta_1.75,M413,83,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,11,0,0
Beta_1.75,M414,88,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,14,0,0
Beta_1.75,M415,80,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0
Beta_1.75,M416,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Beta_1.75,M417,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Beta_1.75,M418,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Beta_1.75,M419,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Beta_1.75,M420,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Beta_1.75,M421,59,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Beta_1.75,M422,43,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Beta_1.75,M423,33,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Beta_1.75,M424,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Beta_1.75,M425,16,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,43,0,0
Beta_1.75,M426,8,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,98,0,0
Beta_1.75,M427,7,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,136,0,0
Beta_1.75,M428,4,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,169,0,0
Beta_1.75,M429,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,199,0,0
Beta_1.75,M430,5,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,227,0,0
Beta_1.75,M431,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,233,0,0
Beta_1.75,M432,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,275,0,0
Beta_1.75,M433,2,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,302,0,0
Beta_1.75,M434,2,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,332,0,0
Beta_1.75,M435,2,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,60,299,0,0
Beta_1.75,M436,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,33,293,0,0
Beta_1.75,M437,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,22,290,0,0
Beta_1.75,M438,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,16,291,0,0
Beta_1.75,M439,1,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,10,290,0,0
Beta_1.75,M440,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6,243,0,0
Beta_1.75,M441,36,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,206,0,0
Beta_1.75,M442,67,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,184,0,0
Beta_1.75,M443,67,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7,149,0,0
Beta_1.75,M444,63,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,7,123,0,0
Beta_1.75,M445,79,0,0,0,1,0,0,1,0,0,0,0,0,0,0,7,0,105,0,0
Beta_1.75,M446,74,0,0,0,0,1,0,1,0,0,0,0,0,0,7,0,0,88,0,0
Beta_1.75,M447,81,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,69,0,0
Beta_1.75,M448,80,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,47,0,0
Beta_1.75,M449,85,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,9,0,0
Beta_1.75,M450,76,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,14,0,0
Beta_1.75,M451,81,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,7,0,0
Beta_1.75,M452,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Beta_1.75,M453,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Beta_1.75,M454,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Beta_1.75,M455,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Beta_1.75,M456,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Beta_1.75,M457,72,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Beta_1.75,M458,47,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Beta_1.75,M459,36,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Beta_1.75,M460,22,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Beta_1.75,M461,18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Beta_1.75,M462,8,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,79,0,0
Beta_1.75,M463,8,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,120,0,0
Beta_1.75,M464,4,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,155,0,0
Beta_1.75,M465,5,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,188,0,0
Beta_1.75,M466,5,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,219,0,0
Beta_1.75,M467,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,242,0,0
Beta_1.75,M468,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,265,0,0
Beta_1.75,M469,2,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,288,0,0
Beta_1.75,M470,2,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,320,0,0
Beta_1.75,M471,1,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,47,305,0,0
Beta_1.75,M472,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,39,295,0,0
Beta_1.75,M473,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,24,288,0,0
Beta_1.75,M474,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,17,291,0,0
Beta_1.75,M475,2,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,12,288,0,0
Beta_1.75,M476,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,7,267,0,0
Beta_1.75,M477,32,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,215,0,0
Beta_1.75,M478,40,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,186,0,0
Beta_1.75,M479,51,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,159,0,0
Beta_1.75,M480,69,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,7,129,0,0
Beta_1.75,M481,76,0,0,0,1,0,0,1,0,0,0,0,0,0,0,7,0,120,0,0
Beta_1.75,M482,81,0,0,0,0,1,0,1,0,0,0,0,0,0,7,0,0,95,0,0
Beta_1.75,M483,71,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,76,0,0
Beta_1.75,M484,84,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,52,0,0
Beta_1.75,M485,94,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,29,0,0
Beta_1.75,M486,84,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,12,0,0
Beta_1.75,M487,85,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,11,0,0
Beta_1.75,M488,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Beta_1.75,M489,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Beta_1.75,M490,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Beta_1.75,M491,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Beta_1.75,M492,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Beta_1.75,M493,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Beta_1.75,M494,56,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Beta_1.75,M495,36,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Beta_1.75,M496,25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Beta_1.75,M497,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Beta_1.75,M498,12,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,56,0,0
Beta_1.75,M499,8,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,106,0,0
Beta_1.75,M500,4,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,142,0,0
Beta_1.75,M501,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,177,0,0
Beta_1.75,M502,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,207,0,0
Beta_1.75,M503,3,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,235,0,0
Beta_1.75,M504,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,253,0,0
Beta_1.75,M505,2,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,283,0,0
Beta_1.75,M506,2,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,319,0,0
Beta_1.75,M507,1,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,29,308,0,0
Beta_1.75,M508,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,52,298,0,0
Beta_1.75,M509,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,27,291,0,0
Beta_1.75,M510,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,19,289,0,0
Beta_1.75,M511,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,12,291,0,0
Beta_1.75,M512,1,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,8,249,0,0
Beta_1.75,M513,3,1,1,0,1,0,0,0,0,0,2,0,0,0,0,0,5,220,0,0
Beta_1.75,M514,37,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,197,0,0
Beta_1.75,M515,46,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,166,0,0
Beta_1.75,M516,60,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7,135,0,0
Beta_1.75,M517,73,0,0,0,1,0,0,1,0,0,0,0,0,0,0,7,0,120,0,0
Beta_1.75,M518,86,0,0,0,1,0,0,1,0,0,0,0,0,0,7,0,0,100,0,0
Beta_1.75,M519,84,0,0,0,0,1,0,1,0,0,0,0,0,7,0,0,0,83,0,0
Beta_1.75,M520,79,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,60,0,0
Beta_1.75,M521,86,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,37,0,0
Beta_1.75,M522,77,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,12,0,0
Beta_1.75,M523,71,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,14,0,0
Beta_1.75,M524,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Beta_1.75,M525,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Beta_1.75,M526,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Beta_1.75,M527,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Beta_1.75,M528,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Beta_1.75,M529,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Beta_1.75,M530,66,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Beta_1.75,M531,46,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Beta_1.75,M532,31,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Beta_1.75,M533,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Beta_1.75,M534,13,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,5,0,0
Beta_1.75,M535,8,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,88,0,0
Beta_1.75,M536,4,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,130,0,0
Beta_1.75,M537,4,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,164,0,0
Beta_1.75,M538,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,197,0,0
Beta_1.75,M539,7,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,224,0,0
Beta_1.75,M540,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,229,0,0
Beta_1.75,M541,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,274,0,0
Beta_1.75,M542,2,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,302,0,0
Beta_1.75,M543,2,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,331,0,0
Beta_1.75,M544,2,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,61,296,0,0
Beta_1.75,M545,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,31,290,0,0
Beta_1.75,M546,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,21,289,0,0
Beta_1.75,M547,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,14,290,0,0
Beta_1.75,M548,1,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,9,282,0,0
Beta_1.75,M549,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5,230,0,0
Beta_1.75,M550,28,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,206,0,0
Beta_1.75,M551,48,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,178,0,0
Beta_1.75,M552,63,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7,139,0,0
Beta_1.75,M553,73,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,7,121,0,0
Beta_1.75,M554,74,0,0,0,1,0,0,1,0,0,0,0,0,0,0,7,0,108,0,0
Beta_1.75,M555,98,0,0,0,0,1,0,1,0,0,0,0,0,0,7,0,0,90,0,0
Beta_1.75,M556,84,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,67,0,0
Beta_1.75,M557,95,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,44,0,0
Beta_1.75,M558,89,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,10,0,0
Beta_1.75,M559,86,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,12,0,0
Beta_1.75,M560,86,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,5,0,0
Beta_1.75,M561,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Beta_1.75,M562,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Beta_1.75,M563,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Beta_1.75,M564,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Beta_1.75,M565,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Beta_1.75,M566,73,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Beta_1.75,M567,52,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Beta_1.75,M568,35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Beta_1.75,M569,25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Beta_1.75,M570,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Beta_1.75,M571,8,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,66,0,0
