Folder_name,File_name,B1_1,B1_2,B1_3,B1_4,B1_5,B1_6,B1_7,B1_8,B1_9,B1_10,B1_11,B1_12,B1_13,B1_14,B1_15,B1_16,B1_17,B1_18,B1_19,B1_20,B1_21,B1_22,B1_23,B1_24,B1_25,B1_26,B1_27,B1_28,B1_29,B1_30,B1_31,B1_32,B1_33,B1_34,B1_35,B1_36,B1_37,B1_38,B1_39,B1_40,B1_41,B1_42,B1_43,B1_44,B1_45,B1_46,B2_1,B2_2,B2_3,B2_4,B2_5,B2_6,B2_7,B2_8,B2_9,B2_10,B2_11,B2_12,B2_13,B2_14,B2_15,B2_16,B2_17,B2_18,B2_19,B2_20,B2_21,B2_22,B2_23,B2_24,B2_25,B2_26,B2_27,B2_28,B2_29,B2_30,B2_31,B2_32,B2_33,B2_34,B2_35,B2_36,B2_37,B2_38,B2_39,B2_40,B2_41,B2_42,B2_43,B2_44,B2_45,B2_46
Beta_1.90,M353,139,22,67,13,42,18,31,4,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,3,0,6,10,49,77,31,72,59,21,67,52,35,31,59,61,31,34,86,69,32,16,17,14,13,12,12,13,56,75,50,0,0,0,0,0,0,0
Beta_1.90,M354,138,23,68,17,44,16,30,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,8,8,6,7,9,48,68,47,72,66,25,65,39,32,19,48,50,33,24,80,76,49,12,16,15,13,13,15,12,47,69,56,0,0,0,0,0,0,0
Beta_1.90,M355,140,20,71,25,32,26,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,3,4,12,10,7,6,9,42,52,46,64,56,30,49,53,30,23,44,41,43,21,26,123,77,13,16,15,15,13,12,13,33,67,64,0,0,0,0,0,0,0
Beta_1.90,M356,139,22,71,18,39,28,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,13,13,6,1,0,1,1,1,7,34,53,53,61,52,35,25,68,33,23,34,38,51,22,24,103,86,30,17,14,13,14,10,15,19,51,91,0,0,0,0,0,0,0
Beta_1.90,M357,145,9,69,15,37,28,18,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,7,0,0,0,1,1,5,0,2,3,35,51,58,58,52,38,17,73,40,24,32,34,40,37,19,87,83,41,35,16,15,12,12,13,17,51,93,0,0,0,0,0,0,0
Beta_1.90,M358,132,9,73,22,38,35,16,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,0,0,0,0,0,1,0,13,2,6,33,51,58,55,53,47,19,61,48,28,33,32,35,46,24,45,91,59,23,41,13,15,15,14,16,43,93,0,0,0,0,0,0,0
Beta_1.90,M359,116,10,63,20,41,33,16,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1,11,7,1,33,55,63,59,52,52,18,55,51,27,28,29,35,31,26,23,107,66,21,21,14,20,15,15,20,37,87,0,0,0,0,0,0,0
Beta_1.90,M360,117,11,76,23,32,40,13,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,11,11,35,52,67,59,57,53,21,53,46,36,26,28,34,32,30,19,94,73,38,21,19,28,22,16,30,23,90,0,0,0,0,0,0,0
Beta_1.90,M361,122,16,80,19,41,40,8,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,5,15,21,61,69,53,59,59,24,51,38,47,27,27,26,32,40,19,72,78,48,26,28,29,7,20,26,21,89,0,0,0,0,0,0,0
Beta_1.90,M362,118,22,76,21,34,41,2,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34,3,3,10,34,64,69,52,63,55,29,51,37,42,30,31,16,40,36,29,22,118,58,38,35,19,14,17,24,16,93,0,0,0,0,0,0,0
Beta_1.90,M363,101,29,71,13,36,49,0,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,48,1,5,45,66,69,51,60,54,33,36,48,30,42,33,13,31,36,39,31,107,80,35,25,20,19,20,21,10,100,0,0,0,0,0,0,0
Beta_1.90,M364,96,34,64,17,41,44,0,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,43,11,40,74,67,49,58,50,41,14,68,36,34,46,23,37,39,35,28,76,64,67,30,20,21,28,14,4,99,0,0,0,0,0,0,0
Beta_1.90,M365,78,77,33,15,49,37,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,4,9,63,87,69,46,54,49,46,25,76,43,23,55,14,13,35,35,34,23,115,64,28,30,22,41,3,4,100,0,0,0,0,0,0,0
Beta_1.90,M366,67,95,14,20,48,39,14,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,6,18,106,122,49,55,48,49,19,56,40,30,41,25,12,27,37,39,26,112,72,30,25,20,33,3,4,98,0,0,0,0,0,0,0
Beta_1.90,M367,66,99,19,16,50,32,18,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,15,11,4,21,96,75,55,88,47,58,17,51,44,35,38,29,18,15,39,34,41,86,64,68,27,27,35,3,4,93,8,0,0,0,0,0,0
Beta_1.90,M368,64,94,18,17,47,39,18,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,0,1,0,1,5,10,19,100,75,40,63,62,83,20,48,45,36,32,23,31,18,31,38,49,40,93,85,32,28,37,3,3,75,17,0,0,0,0,0,0
Beta_1.90,M369,62,96,18,27,48,41,20,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0,1,1,1,2,0,1,15,23,97,75,31,63,56,63,34,70,55,39,30,30,12,33,19,45,33,38,102,93,33,31,16,3,4,58,21,0,0,0,0,0,0
Beta_1.90,M370,57,92,22,26,47,35,20,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,2,0,1,2,1,1,0,1,12,25,92,75,26,65,49,51,38,23,89,70,32,30,12,25,27,30,42,48,94,81,61,30,33,3,4,46,26,0,0,0,0,0,0
Beta_1.90,M371,58,85,19,50,29,49,21,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,1,2,0,1,2,0,1,0,7,39,81,78,28,61,47,49,42,18,75,49,57,50,17,10,29,27,45,33,73,97,83,41,30,3,4,31,29,0,0,0,0,0,0
Beta_1.90,M372,55,85,15,56,15,48,16,7,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,1,1,0,1,0,2,1,8,39,73,73,36,59,48,47,44,20,73,44,35,52,45,16,9,32,37,42,57,108,103,43,25,3,4,14,36,0,0,0,0,0,0
Beta_1.90,M373,53,81,15,60,18,47,19,7,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,1,1,1,0,1,0,3,14,44,64,74,41,53,47,44,49,18,62,48,41,47,22,52,9,9,41,51,47,98,118,66,26,4,4,13,32,0,0,0,0,0,0
Beta_1.90,M374,60,88,16,62,14,52,13,8,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,0,1,2,0,1,0,3,22,40,54,80,45,53,38,43,56,16,56,48,37,41,23,23,52,14,11,59,38,87,119,93,25,3,5,10,32,0,0,0,0,0,0
Beta_1.90,M375,64,95,15,67,17,44,19,6,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,2,2,1,0,1,1,0,1,1,21,44,49,78,51,51,34,49,57,23,42,57,46,33,26,23,31,51,10,10,75,57,143,119,22,3,5,9,23,0,0,0,0,0,0
Beta_1.90,M376,60,97,13,70,15,47,16,9,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,2,1,1,1,0,1,0,1,1,27,29,47,88,49,48,41,52,48,38,21,68,46,31,29,19,20,37,47,12,33,78,135,146,29,3,5,9,22,0,0,0,0,0,0
Beta_1.90,M377,57,104,14,65,18,47,23,10,0,0,5,8,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,1,1,1,1,0,1,1,0,2,46,25,39,90,68,47,44,47,50,45,25,61,50,31,32,10,24,23,43,44,8,49,132,165,54,3,5,8,17,0,0,0,0,0,0
Beta_1.90,M378,57,113,13,65,16,43,18,12,0,26,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,1,0,1,1,0,1,3,18,43,25,29,83,65,64,46,41,44,56,26,61,43,37,33,10,13,17,27,38,53,33,75,203,87,5,5,12,3,0,0,0,0,0,0
Beta_1.90,M379,58,114,24,46,18,45,26,31,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,1,1,0,1,1,0,7,12,53,26,26,83,67,53,50,49,44,68,26,57,46,40,38,10,11,15,15,20,23,31,74,171,123,21,8,1,5,0,0,0,0,0,0
Beta_1.90,M380,57,116,24,55,21,48,45,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,1,1,0,1,3,6,9,56,33,29,73,76,48,51,46,55,58,42,36,61,50,41,5,11,14,14,16,13,17,47,185,98,57,4,0,5,0,0,0,0,0,0
Beta_1.90,M381,82,91,27,51,46,37,30,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,4,1,1,1,1,1,0,2,7,8,35,51,28,72,80,36,60,31,46,69,48,13,76,47,41,16,10,9,17,12,12,9,27,176,114,40,32,2,6,0,0,0,0,0,0
Beta_1.90,M382,90,82,25,76,27,38,32,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,4,2,1,1,0,1,0,2,4,8,31,59,27,72,76,30,67,29,45,49,70,23,72,47,32,22,8,11,15,11,11,22,54,139,92,79,0,21,6,0,0,0,0,0,0
Beta_1.90,M383,100,71,46,58,20,40,29,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,1,1,1,0,1,0,3,6,29,52,44,69,77,35,65,35,35,44,65,30,70,56,40,29,10,9,11,35,36,31,12,67,122,74,0,7,6,0,0,0,0,0,0
Beta_1.90,M384,103,52,52,61,21,36,43,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,2,0,1,1,0,1,1,5,25,45,51,65,72,39,62,34,33,39,72,23,73,63,53,34,39,21,17,21,18,17,13,26,124,79,11,0,17,0,0,0,0,0,0
Beta_1.90,M385,131,55,20,59,23,39,39,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1,1,1,0,1,0,2,3,19,47,60,65,54,55,62,33,29,36,54,54,43,104,63,45,15,12,13,14,17,8,8,14,98,92,29,0,41,0,0,0,0,0,0
Beta_1.90,M386,129,51,20,54,12,37,29,13,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1,1,0,1,0,3,15,46,55,82,53,61,76,44,35,39,58,40,25,90,81,47,13,17,8,11,16,5,9,11,78,84,103,0,1,0,0,0,0,0,0
Beta_1.90,M387,131,45,27,49,23,38,37,6,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,1,0,1,0,1,1,27,51,61,98,55,58,65,43,26,42,47,49,20,79,71,65,23,14,13,11,11,13,12,9,107,77,83,0,0,0,0,0,0,0,0
Beta_1.90,M388,127,48,35,46,25,35,34,3,2,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,12,7,9,2,2,16,45,56,95,52,56,63,41,24,38,44,51,23,63,71,55,48,19,12,13,36,29,15,10,50,59,98,0,0,0,0,0,0,0,0
Beta_1.90,M389,115,42,46,35,26,32,30,5,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,17,9,3,0,1,2,5,3,10,46,58,94,58,47,70,45,23,29,49,46,33,29,95,63,86,36,16,12,14,9,18,8,34,46,124,0,0,0,0,0,0,0,0
Beta_1.90,M390,119,36,71,9,34,33,39,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,1,1,1,0,1,1,2,10,11,42,60,92,57,55,62,49,34,22,77,54,39,22,91,57,49,26,38,17,12,10,12,9,14,55,113,8,0,0,0,0,0,0,0
Beta_1.90,M391,126,21,76,8,31,30,35,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,1,1,1,1,4,21,33,64,84,99,56,50,66,39,22,45,44,42,16,82,59,61,13,15,37,20,11,13,8,14,54,92,26,0,0,0,0,0,0,0
Beta_1.90,M392,139,5,74,10,47,17,35,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,41,0,27,45,73,76,66,59,28,83,38,22,40,47,35,26,50,67,61,21,16,13,15,33,14,10,12,46,73,40,0,0,0,0,0,0,0
Beta_1.90,M393,147,5,80,17,52,17,35,0,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40,1,1,1,8,25,0,11,58,87,77,67,63,21,91,37,20,27,52,31,33,16,94,67,35,15,16,15,18,25,10,13,41,64,54,0,0,0,0,0,0,0
Beta_1.90,M394,152,4,80,16,42,12,33,0,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,13,0,2,0,1,1,1,15,29,8,73,84,72,71,56,29,81,50,25,22,53,31,32,18,87,55,52,15,12,30,14,20,17,10,32,55,65,0,0,0,0,0,0,0
Beta_1.90,M395,148,5,86,12,47,19,36,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,1,0,0,0,1,0,1,2,0,2,47,84,88,63,68,55,38,55,69,28,21,47,35,24,26,76,47,61,30,23,21,12,22,12,10,22,53,73,0,0,0,0,0,0,0
Beta_1.90,M396,151,6,83,18,40,30,25,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,1,0,2,1,0,1,133,95,62,64,55,43,51,63,32,23,42,36,23,34,46,76,79,21,25,26,13,15,12,11,13,42,83,0,0,0,0,0,0,0
Beta_1.90,M397,148,6,89,24,42,21,37,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,67,118,102,67,56,47,45,54,47,21,40,42,32,35,21,90,79,26,19,28,13,14,13,12,14,39,88,0,0,0,0,0,0,0
Beta_1.90,M398,124,18,90,15,46,24,46,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,67,106,51,110,68,57,46,44,60,33,31,36,33,28,30,81,58,43,20,16,20,14,16,10,18,30,88,0,0,0,0,0,0,0
Beta_1.90,M399,109,26,86,17,39,28,48,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,11,71,95,55,74,66,100,39,53,57,32,35,33,31,26,39,64,50,71,21,16,15,17,17,15,21,26,88,0,0,0,0,0,0,0
Beta_1.90,M400,109,26,83,16,46,27,50,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,2,1,12,79,90,62,78,61,70,28,100,34,47,36,30,36,26,35,25,93,78,24,20,16,17,20,15,25,16,88,0,0,0,0,0,0,0
Beta_1.90,M401,93,15,95,10,43,32,49,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,1,2,7,3,0,13,86,78,51,65,66,65,24,66,53,73,34,31,33,28,29,35,87,82,26,20,19,16,10,16,26,12,90,0,0,0,0,0,0,0
Beta_1.90,M402,81,12,87,21,45,43,41,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,10,0,0,1,0,0,0,16,76,82,55,70,60,63,34,58,48,41,77,46,24,38,26,32,70,64,68,21,21,17,2,21,22,9,91,0,0,0,0,0,0,0
Beta_1.90,M403,76,16,82,16,58,41,39,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,1,0,0,0,35,56,82,58,64,61,60,48,58,40,44,52,62,35,43,27,25,35,93,82,26,21,19,21,25,14,4,96,0,0,0,0,0,0,0
Beta_1.90,M404,71,19,77,16,49,47,39,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,1,0,0,3,44,43,88,57,59,57,49,50,64,40,42,32,69,35,58,33,25,41,84,94,28,24,18,25,33,3,4,97,0,0,0,0,0,0,0
Beta_1.90,M405,64,28,66,12,66,29,40,6,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,38,47,88,63,59,56,48,49,54,52,42,29,63,35,36,61,32,35,74,71,74,24,21,28,33,3,4,97,0,0,0,0,0,0,0
Beta_1.90,M406,59,41,56,15,63,26,38,6,4,1,1,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,5,28,31,105,65,50,52,50,52,37,59,48,31,45,47,32,62,48,28,38,108,83,29,22,22,35,3,4,89,7,0,0,0,0,0,0
Beta_1.90,M407,58,88,10,13,65,37,34,7,3,1,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,7,28,26,97,71,60,58,46,57,19,72,41,31,43,24,56,41,76,28,42,88,104,31,25,27,26,3,4,70,11,0,0,0,0,0,0
Beta_1.90,M408,66,85,11,14,65,36,24,10,0,0,13,2,0,0,0,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,1,25,29,30,91,76,65,56,48,56,24,73,38,29,39,30,41,47,56,61,38,78,93,70,26,35,27,3,4,57,14,0,0,0,0,0,0
Beta_1.90,M409,59,87,18,8,56,41,33,10,6,13,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,0,1,1,6,30,35,32,91,73,57,63,50,47,35,72,40,29,30,32,20,56,54,81,30,52,101,94,31,37,26,3,4,42,19,0,0,0,0,0,0
Beta_1.90,M410,56,80,20,19,58,40,29,29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,1,1,1,0,1,2,6,17,49,26,89,78,51,57,62,49,48,71,39,33,27,28,9,24,74,56,70,36,114,107,35,34,22,4,4,26,24,0,0,0,0,0,0
Beta_1.90,M411,57,80,15,24,56,44,60,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,1,1,0,1,1,5,13,57,27,84,73,55,50,52,51,72,62,42,32,24,31,6,9,23,67,77,68,80,121,70,48,12,4,4,13,33,0,0,0,0,0,0
Beta_1.90,M412,58,83,16,42,67,47,20,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,1,0,1,1,6,16,42,39,79,75,59,51,52,45,60,69,53,40,28,32,12,12,20,19,71,49,73,141,93,58,3,3,4,11,29,0,0,0,0,0,0
Beta_1.90,M413,51,88,18,70,38,40,23,18,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,1,1,1,1,0,1,0,4,7,39,56,72,77,51,55,47,42,58,41,90,44,28,30,9,11,17,18,21,75,47,152,133,61,3,3,5,9,27,0,0,0,0,0,0
Beta_1.90,M414,52,92,28,70,25,39,21,13,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,1,1,1,0,1,0,3,8,34,55,83,81,42,70,36,44,52,46,82,64,31,26,13,10,12,16,14,36,68,110,148,94,6,3,5,9,22,0,0,0,0,0,0
Beta_1.90,M415,56,91,41,75,13,46,28,17,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,1,1,1,1,1,0,1,0,4,32,44,100,75,49,64,38,44,51,45,76,65,45,25,18,8,10,18,16,13,58,85,178,113,10,3,4,10,16,0,0,0,0,0,0
Beta_1.90,M416,50,93,41,73,14,39,35,22,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,0,1,1,0,1,0,5,27,44,105,83,54,64,37,48,42,58,65,63,60,22,24,7,8,10,34,21,40,58,191,119,21,11,5,9,9,0,0,0,0,0,0
Beta_1.90,M417,50,122,19,76,13,42,30,13,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,0,1,1,0,1,0,4,25,42,91,101,59,62,38,47,45,55,58,63,59,40,39,17,11,13,17,27,30,47,136,122,69,11,7,5,3,0,0,0,0,0,0
Beta_1.90,M418,51,122,31,65,14,45,29,7,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,2,1,0,1,1,0,1,0,3,20,38,82,105,65,67,41,44,48,55,46,93,67,37,42,14,16,12,17,17,12,27,117,99,100,27,6,1,4,0,0,0,0,0,0
Beta_1.90,M419,52,128,26,63,16,36,34,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,1,0,1,0,1,2,3,19,43,81,109,82,75,43,47,50,46,41,90,77,37,50,13,10,10,11,18,10,19,56,141,71,61,12,0,7,0,0,0,0,0,0
Beta_1.90,M420,53,146,20,69,13,44,32,10,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,2,1,1,0,1,0,1,1,19,22,56,88,102,82,71,48,40,51,38,48,70,64,52,39,31,12,10,8,16,14,15,27,146,65,66,19,7,3,0,0,0,0,0,0
Beta_1.90,M421,58,139,28,57,15,47,32,6,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,1,2,16,6,2,2,5,26,53,91,109,85,64,43,30,47,42,55,61,62,52,41,37,25,14,9,13,14,11,12,126,68,33,0,14,9,0,0,0,0,0,0
